ticker,fiscal_date_ending,reported_date,reported_eps,estimated_eps,surprise,surprise_percentage,source,availability_date,point_in_time_usable,provider,validation_note
ADP,1997-03-31,1997-04-14,0.28,0.29,-0.01,-3.4483,AlphaVantage EARNINGS quarterlyEarnings,1997-04-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
ADP,1996-12-31,1997-01-16,0.22,0.22,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,1997-01-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
ADP,1996-09-30,1996-10-11,0.16,0.17,-0.01,-5.8824,AlphaVantage EARNINGS quarterlyEarnings,1996-10-11,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
ADP,1996-06-30,1996-08-14,0.21,0.21,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,1996-08-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
ADP,1996-03-31,1996-04-11,0.25,0.25,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,1996-04-11,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2026-04-30,2026-05-14,2.86,2.69,0.17,6.3197,AlphaVantage EARNINGS quarterlyEarnings,2026-05-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2026-01-31,2026-02-12,2.38,2.21,0.17,7.6923,AlphaVantage EARNINGS quarterlyEarnings,2026-02-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2025-10-31,2025-12-12,2.17,2.09,0.08,3.8278,AlphaVantage EARNINGS quarterlyEarnings,2025-12-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2025-07-31,2025-08-14,2.48,2.36,0.12,5.0847,AlphaVantage EARNINGS quarterlyEarnings,2025-08-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2025-04-30,2025-05-15,2.39,2.31,0.08,3.4632,AlphaVantage EARNINGS quarterlyEarnings,2025-05-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2025-01-31,2025-02-13,2.38,2.3,0.08,3.4783,AlphaVantage EARNINGS quarterlyEarnings,2025-02-13,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2024-10-31,2024-11-14,2.32,2.19,0.13,5.9361,AlphaVantage EARNINGS quarterlyEarnings,2024-11-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2024-07-31,2024-08-15,2.12,2.03,0.09,4.4335,AlphaVantage EARNINGS quarterlyEarnings,2024-08-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2024-04-30,2024-05-16,2.09,1.99,0.1,5.0251,AlphaVantage EARNINGS quarterlyEarnings,2024-05-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2024-01-31,2024-02-15,2.13,1.91,0.22,11.5183,AlphaVantage EARNINGS quarterlyEarnings,2024-02-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2023-10-31,2023-11-16,2.12,1.99,0.13,6.5327,AlphaVantage EARNINGS quarterlyEarnings,2023-11-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2023-07-31,2023-08-17,1.9,1.75,0.15,8.5714,AlphaVantage EARNINGS quarterlyEarnings,2023-08-17,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2023-04-30,2023-05-18,2.0,1.83,0.17,9.2896,AlphaVantage EARNINGS quarterlyEarnings,2023-05-18,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2023-01-31,2023-02-16,2.03,1.92,0.11,5.7292,AlphaVantage EARNINGS quarterlyEarnings,2023-02-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2022-10-31,2022-11-17,2.03,1.74,0.29,16.6667,AlphaVantage EARNINGS quarterlyEarnings,2022-11-17,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2022-07-31,2022-08-18,1.94,1.78,0.16,8.9888,AlphaVantage EARNINGS quarterlyEarnings,2022-08-18,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2022-04-30,2022-05-19,1.85,1.9,-0.05,-2.6316,AlphaVantage EARNINGS quarterlyEarnings,2022-05-19,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2022-01-31,2022-02-16,1.89,1.85,0.04,2.1622,AlphaVantage EARNINGS quarterlyEarnings,2022-02-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2021-10-31,2021-11-18,1.94,1.96,-0.02,-1.0204,AlphaVantage EARNINGS quarterlyEarnings,2021-11-18,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2021-07-31,2021-08-19,1.9,1.78,0.12,6.7416,AlphaVantage EARNINGS quarterlyEarnings,2021-08-19,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2021-04-30,2021-05-20,1.63,1.51,0.12,7.947,AlphaVantage EARNINGS quarterlyEarnings,2021-05-20,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2021-01-31,2021-02-18,1.39,1.28,0.11,8.5937,AlphaVantage EARNINGS quarterlyEarnings,2021-02-18,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2020-10-31,2020-11-12,1.25,1.17,0.08,6.8376,AlphaVantage EARNINGS quarterlyEarnings,2020-11-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2020-07-31,2020-08-13,1.06,0.95,0.11,11.5789,AlphaVantage EARNINGS quarterlyEarnings,2020-08-13,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2020-04-30,2020-05-14,0.89,0.89,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2020-05-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2020-01-31,2020-02-12,0.98,0.93,0.05,5.3763,AlphaVantage EARNINGS quarterlyEarnings,2020-02-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2019-10-31,2019-11-14,0.8,0.76,0.04,5.2632,AlphaVantage EARNINGS quarterlyEarnings,2019-11-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2019-07-31,2019-08-15,0.74,0.7,0.04,5.7143,AlphaVantage EARNINGS quarterlyEarnings,2019-08-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2019-04-30,2019-05-16,0.7,0.66,0.04,6.0606,AlphaVantage EARNINGS quarterlyEarnings,2019-05-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2019-01-31,2019-02-14,0.81,0.79,0.02,2.5316,AlphaVantage EARNINGS quarterlyEarnings,2019-02-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2018-10-31,2018-11-15,0.97,0.97,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2018-11-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2018-07-31,2018-08-16,1.2,1.16,0.04,3.4483,AlphaVantage EARNINGS quarterlyEarnings,2018-08-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2018-04-30,2018-05-17,1.22,1.15,0.07,6.087,AlphaVantage EARNINGS quarterlyEarnings,2018-05-17,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2018-01-31,2018-02-14,1.06,0.98,0.08,8.1633,AlphaVantage EARNINGS quarterlyEarnings,2018-02-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2017-10-31,2017-11-16,0.93,0.9,0.03,3.3333,AlphaVantage EARNINGS quarterlyEarnings,2017-11-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2017-07-31,2017-08-17,0.86,0.83,0.03,3.6145,AlphaVantage EARNINGS quarterlyEarnings,2017-08-17,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2017-04-30,2017-05-18,0.79,0.76,0.03,3.9474,AlphaVantage EARNINGS quarterlyEarnings,2017-05-18,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2017-01-31,2017-02-15,0.67,0.66,0.01,1.5152,AlphaVantage EARNINGS quarterlyEarnings,2017-02-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2016-10-31,2016-11-17,0.66,0.65,0.01,1.5385,AlphaVantage EARNINGS quarterlyEarnings,2016-11-17,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2016-07-31,2016-08-18,0.5,0.48,0.02,4.1667,AlphaVantage EARNINGS quarterlyEarnings,2016-08-18,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2016-04-30,2016-05-19,0.34,0.32,0.02,6.25,AlphaVantage EARNINGS quarterlyEarnings,2016-05-19,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2016-01-31,2016-02-18,0.26,0.25,0.01,4.0,AlphaVantage EARNINGS quarterlyEarnings,2016-02-18,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2015-10-31,2015-11-12,0.29,0.29,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2015-11-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2015-07-31,2015-08-13,0.33,0.33,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2015-08-13,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2015-04-30,2015-05-14,0.29,0.28,0.01,3.5714,AlphaVantage EARNINGS quarterlyEarnings,2015-05-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2015-01-31,2015-02-11,0.27,0.27,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2015-02-11,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2014-10-31,2014-11-13,0.27,0.27,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2014-11-13,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2014-07-31,2014-08-14,0.28,0.27,0.01,3.7037,AlphaVantage EARNINGS quarterlyEarnings,2014-08-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2014-04-30,2014-05-15,0.28,0.27,0.01,3.7037,AlphaVantage EARNINGS quarterlyEarnings,2014-05-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2014-01-31,2014-02-12,0.23,0.22,0.01,4.5455,AlphaVantage EARNINGS quarterlyEarnings,2014-02-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2013-10-31,2013-11-14,0.19,0.18,0.01,5.5556,AlphaVantage EARNINGS quarterlyEarnings,2013-11-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2013-07-31,2013-08-15,0.18,0.2,-0.02,-10.0,AlphaVantage EARNINGS quarterlyEarnings,2013-08-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2013-04-30,2013-05-16,0.16,0.13,0.03,23.0769,AlphaVantage EARNINGS quarterlyEarnings,2013-05-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2013-01-31,2013-02-13,0.06,0.03,0.03,100.0,AlphaVantage EARNINGS quarterlyEarnings,2013-02-13,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2012-10-31,2012-11-15,0.06,0.03,0.03,100.0,AlphaVantage EARNINGS quarterlyEarnings,2012-11-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2012-07-31,2012-08-15,0.24,0.22,0.02,9.0909,AlphaVantage EARNINGS quarterlyEarnings,2012-08-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2012-04-30,2012-05-17,0.27,0.24,0.03,12.5,AlphaVantage EARNINGS quarterlyEarnings,2012-05-17,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2012-01-31,2012-02-16,0.18,0.12,0.06,50.0,AlphaVantage EARNINGS quarterlyEarnings,2012-02-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2011-10-31,2011-11-16,0.21,0.19,0.02,10.5263,AlphaVantage EARNINGS quarterlyEarnings,2011-11-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2011-07-31,2011-08-24,0.35,0.33,0.02,6.0606,AlphaVantage EARNINGS quarterlyEarnings,2011-08-24,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2011-04-30,2011-05-24,0.38,0.37,0.01,2.7027,AlphaVantage EARNINGS quarterlyEarnings,2011-05-24,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2011-01-31,2011-02-24,0.36,0.33,0.03,9.0909,AlphaVantage EARNINGS quarterlyEarnings,2011-02-24,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2010-10-31,2010-11-17,0.36,0.31,0.05,16.129,AlphaVantage EARNINGS quarterlyEarnings,2010-11-17,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2010-07-31,2010-08-18,0.29,0.25,0.04,16.0,AlphaVantage EARNINGS quarterlyEarnings,2010-08-18,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2010-04-30,2010-05-19,0.22,0.21,0.01,4.7619,AlphaVantage EARNINGS quarterlyEarnings,2010-05-19,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2010-01-31,2010-02-17,0.13,0.13,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2010-02-17,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2009-10-31,2009-11-11,0.11,0.03,0.08,266.6667,AlphaVantage EARNINGS quarterlyEarnings,2009-11-11,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2009-07-31,2009-08-11,-0.03,-0.08,0.05,62.5,AlphaVantage EARNINGS quarterlyEarnings,2009-08-11,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2009-04-30,2009-05-12,-0.12,-0.1,-0.02,-20.0,AlphaVantage EARNINGS quarterlyEarnings,2009-05-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2009-01-31,2009-02-10,-0.02,,0.0,,AlphaVantage EARNINGS quarterlyEarnings,2009-02-10,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2008-10-31,2008-11-12,0.18,0.14,0.04,28.5714,AlphaVantage EARNINGS quarterlyEarnings,2008-11-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2008-07-31,2008-08-12,0.14,0.14,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2008-08-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2008-04-30,2008-05-13,0.24,0.22,0.02,9.0909,AlphaVantage EARNINGS quarterlyEarnings,2008-05-13,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2008-01-31,2008-02-12,0.23,0.2,0.03,15.0,AlphaVantage EARNINGS quarterlyEarnings,2008-02-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2007-10-31,2007-11-14,0.31,0.29,0.02,6.8966,AlphaVantage EARNINGS quarterlyEarnings,2007-11-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2007-07-31,2007-08-14,0.34,0.32,0.02,6.25,AlphaVantage EARNINGS quarterlyEarnings,2007-08-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2007-04-30,2007-05-15,0.34,0.28,0.06,21.4286,AlphaVantage EARNINGS quarterlyEarnings,2007-05-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2007-01-31,2007-02-13,0.27,0.27,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2007-02-13,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2006-10-31,2006-11-15,0.3,0.31,-0.01,-3.2258,AlphaVantage EARNINGS quarterlyEarnings,2006-11-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2006-07-31,2006-08-15,0.33,0.3,0.03,10.0,AlphaVantage EARNINGS quarterlyEarnings,2006-08-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2006-04-30,2006-05-16,0.26,0.23,0.03,13.0435,AlphaVantage EARNINGS quarterlyEarnings,2006-05-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2006-01-31,2006-02-15,0.19,0.17,0.02,11.7647,AlphaVantage EARNINGS quarterlyEarnings,2006-02-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2005-10-31,2005-11-16,0.15,0.14,0.01,7.1429,AlphaVantage EARNINGS quarterlyEarnings,2005-11-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2005-07-31,2005-08-16,0.15,0.14,0.01,7.1429,AlphaVantage EARNINGS quarterlyEarnings,2005-08-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2005-04-30,2005-05-17,0.18,0.17,0.01,5.8824,AlphaVantage EARNINGS quarterlyEarnings,2005-05-17,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2005-01-31,2005-02-15,0.17,0.16,0.01,6.25,AlphaVantage EARNINGS quarterlyEarnings,2005-02-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2004-10-31,2004-11-17,0.27,0.26,0.01,3.8462,AlphaVantage EARNINGS quarterlyEarnings,2004-11-17,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2004-07-31,2004-08-17,0.26,0.25,0.01,4.0,AlphaVantage EARNINGS quarterlyEarnings,2004-08-17,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2004-04-30,2004-05-18,0.22,0.19,0.03,15.7895,AlphaVantage EARNINGS quarterlyEarnings,2004-05-18,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2004-01-31,2004-02-18,0.12,0.08,0.04,50.0,AlphaVantage EARNINGS quarterlyEarnings,2004-02-18,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2003-10-31,2003-11-12,0.06,0.05,0.01,20.0,AlphaVantage EARNINGS quarterlyEarnings,2003-11-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2003-07-31,2003-08-12,0.05,0.04,0.01,25.0,AlphaVantage EARNINGS quarterlyEarnings,2003-08-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2003-04-30,2003-05-13,0.03,0.02,0.01,50.0,AlphaVantage EARNINGS quarterlyEarnings,2003-05-13,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2003-01-31,2003-02-11,-0.0398,0.02,-0.0598,-299.0,AlphaVantage EARNINGS quarterlyEarnings,2003-02-11,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2002-10-31,2002-11-13,0.09,0.08,0.01,12.5,AlphaVantage EARNINGS quarterlyEarnings,2002-11-13,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2002-07-31,2002-08-13,0.07,0.06,0.01,16.6667,AlphaVantage EARNINGS quarterlyEarnings,2002-08-13,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2002-04-30,2002-05-14,0.03,0.02,0.01,50.0,AlphaVantage EARNINGS quarterlyEarnings,2002-05-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2002-01-31,2002-02-12,0.01,,0.0,,AlphaVantage EARNINGS quarterlyEarnings,2002-02-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2001-10-31,2001-11-14,0.02,0.02,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2001-11-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2001-07-31,2001-08-14,0.03,0.01,0.02,200.0,AlphaVantage EARNINGS quarterlyEarnings,2001-08-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2001-04-30,2001-05-15,0.16,0.16,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2001-05-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2001-01-31,2001-02-13,0.33,0.31,0.02,6.4516,AlphaVantage EARNINGS quarterlyEarnings,2001-02-13,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2000-10-31,2000-11-15,0.39,0.38,0.01,2.6316,AlphaVantage EARNINGS quarterlyEarnings,2000-11-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2000-07-31,2000-08-09,0.35,0.34,0.01,2.9412,AlphaVantage EARNINGS quarterlyEarnings,2000-08-09,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2000-04-30,2000-05-10,0.28,0.27,0.01,3.7037,AlphaVantage EARNINGS quarterlyEarnings,2000-05-10,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,2000-01-31,2000-02-15,0.2,0.19,0.01,5.2632,AlphaVantage EARNINGS quarterlyEarnings,2000-02-15,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1999-10-31,1999-11-17,0.18,0.16,0.02,12.5,AlphaVantage EARNINGS quarterlyEarnings,1999-11-17,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1999-07-31,1999-08-17,0.15,0.13,0.02,15.3846,AlphaVantage EARNINGS quarterlyEarnings,1999-08-17,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1999-04-30,1999-05-18,0.1,0.07,0.03,42.8571,AlphaVantage EARNINGS quarterlyEarnings,1999-05-18,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1999-01-31,1999-02-16,0.03,0.02,0.01,50.0,AlphaVantage EARNINGS quarterlyEarnings,1999-02-16,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1998-10-31,1998-11-17,0.02,0.01,0.01,100.0,AlphaVantage EARNINGS quarterlyEarnings,1998-11-17,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1998-07-31,1998-08-11,0.05,0.04,0.01,25.0,AlphaVantage EARNINGS quarterlyEarnings,1998-08-11,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1998-04-30,1998-05-12,0.09,0.09,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,1998-05-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1998-01-31,1998-02-11,0.13,0.13,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,1998-02-11,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1997-10-31,1997-11-20,0.12,0.11,0.01,9.0909,AlphaVantage EARNINGS quarterlyEarnings,1997-11-20,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1997-07-31,1997-08-12,0.1,0.08,0.02,25.0,AlphaVantage EARNINGS quarterlyEarnings,1997-08-12,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1997-04-30,1997-05-13,0.07,0.06,0.01,16.6667,AlphaVantage EARNINGS quarterlyEarnings,1997-05-13,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1997-01-31,1997-02-11,0.06,0.05,0.01,20.0,AlphaVantage EARNINGS quarterlyEarnings,1997-02-11,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1996-10-31,1996-11-21,0.06,0.05,0.01,20.0,AlphaVantage EARNINGS quarterlyEarnings,1996-11-21,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1996-07-31,1996-08-13,0.12,0.11,0.01,9.0909,AlphaVantage EARNINGS quarterlyEarnings,1996-08-13,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMAT,1996-04-30,1996-05-14,0.13,0.12,0.01,8.3333,AlphaVantage EARNINGS quarterlyEarnings,1996-05-14,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMD,2026-03-31,2026-05-05,1.37,1.29,0.08,6.2016,AlphaVantage EARNINGS quarterlyEarnings,2026-05-05,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMD,2025-12-31,2026-02-03,1.53,1.32,0.21,15.9091,AlphaVantage EARNINGS quarterlyEarnings,2026-02-03,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMD,2025-09-30,2025-11-04,0.75,0.68,0.07,10.2941,AlphaVantage EARNINGS quarterlyEarnings,2025-11-04,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMD,2025-06-30,2025-08-05,0.48,0.48,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2025-08-05,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMD,2025-03-31,2025-05-06,0.96,0.93,0.03,3.2258,AlphaVantage EARNINGS quarterlyEarnings,2025-05-06,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMD,2024-12-31,2025-02-04,1.09,1.09,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2025-02-04,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AMD,2024-09-30,2024-10-29,0.92,0.92,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2024-10-29,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
