ticker,fiscal_date_ending,reported_date,reported_eps,estimated_eps,surprise,surprise_percentage,source,availability_date,point_in_time_usable,provider,validation_note
AAPL,2021-09-30,2021-10-28,1.24,1.24,0.0,0.0,AlphaVantage EARNINGS quarterlyEarnings,2021-10-28,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2021-06-30,2021-07-27,1.3,1.01,0.29,28.7129,AlphaVantage EARNINGS quarterlyEarnings,2021-07-27,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2021-03-31,2021-04-28,1.4,0.98,0.42,42.8571,AlphaVantage EARNINGS quarterlyEarnings,2021-04-28,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2020-12-31,2021-01-27,1.68,1.42,0.26,18.3099,AlphaVantage EARNINGS quarterlyEarnings,2021-01-27,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2020-09-30,2020-10-29,0.73,0.7,0.03,4.2857,AlphaVantage EARNINGS quarterlyEarnings,2020-10-29,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2020-06-30,2020-07-30,0.65,0.51,0.14,27.451,AlphaVantage EARNINGS quarterlyEarnings,2020-07-30,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2020-03-31,2020-04-30,0.64,0.56,0.08,14.2857,AlphaVantage EARNINGS quarterlyEarnings,2020-04-30,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2019-12-31,2020-01-28,1.25,1.14,0.11,9.6491,AlphaVantage EARNINGS quarterlyEarnings,2020-01-28,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2019-09-30,2019-10-30,0.76,0.71,0.05,7.0423,AlphaVantage EARNINGS quarterlyEarnings,2019-10-30,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2019-06-30,2019-07-30,0.55,0.53,0.02,3.7736,AlphaVantage EARNINGS quarterlyEarnings,2019-07-30,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2019-03-31,2019-04-30,0.62,0.59,0.03,5.0847,AlphaVantage EARNINGS quarterlyEarnings,2019-04-30,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2018-12-31,2019-01-29,1.05,1.04,0.01,0.9615,AlphaVantage EARNINGS quarterlyEarnings,2019-01-29,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2018-09-30,2018-11-01,0.73,0.7,0.03,4.2857,AlphaVantage EARNINGS quarterlyEarnings,2018-11-01,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2018-06-30,2018-07-31,0.585,0.545,0.04,7.3394,AlphaVantage EARNINGS quarterlyEarnings,2018-07-31,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2018-03-31,2018-05-01,0.6825,0.6725,0.01,1.487,AlphaVantage EARNINGS quarterlyEarnings,2018-05-01,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
AAPL,2017-12-31,2018-02-01,0.9725,0.965,0.0075,0.7772,AlphaVantage EARNINGS quarterlyEarnings,2018-02-01,True,alpha_vantage,"availability_date = reported_date (filing/report timestamp, not fiscal end)"
