ticker,fiscal_date_ending,reported_date,availability_date,point_in_time_usable,provider,eps_surprise,eps_surprise_pct,positive_surprise_flag,negative_surprise_flag,surprise_magnitude_abs,trailing_4q_avg_surprise_pct,trailing_4q_positive_surprise_rate,trailing_8q_avg_surprise_pct,surprise_acceleration,days_since_last_earnings,earnings_event_recency_bucket,estimate_revision_proxy
AAPL,2002-12-31,2003-01-15,2003-01-15,True,alpha_vantage,0.0,,0,0,0.0,-12.5,0.0,-6.25,,91,0,
AAPL,2003-03-31,2003-04-16,2003-04-16,True,alpha_vantage,0.0,,0,0,0.0,-12.5,0.0,-6.25,,91,0,
AAPL,2003-06-30,2003-07-16,2003-07-16,True,alpha_vantage,0.0,,0,0,0.0,-12.5,0.0,-6.25,,91,0,
AAPL,2003-09-30,2003-10-15,2003-10-15,True,alpha_vantage,0.0,,0,0,0.0,-12.5,0.0,-6.25,,91,0,
AAPL,2003-12-31,2004-01-14,2004-01-14,True,alpha_vantage,0.0,0.0,0,0,0.0,-12.5,0.0,-6.25,0.0,91,0,
AAPL,2004-03-31,2004-04-14,2004-04-14,True,alpha_vantage,0.0,0.0,0,0,0.0,0.0,0.0,-6.25,0.0,91,0,
AAPL,2004-06-30,2004-07-14,2004-07-14,True,alpha_vantage,0.0,0.0,0,0,0.0,0.0,0.0,-6.25,0.0,91,0,
AAPL,2004-09-30,2004-10-13,2004-10-13,True,alpha_vantage,0.01,100.0,1,0,0.01,0.0,0.0,-6.25,100.0,91,0,
AAPL,2004-12-31,2005-01-12,2005-01-12,True,alpha_vantage,0.0,0.0,0,0,0.0,25.0,0.25,6.25,-100.0,91,0,
AAPL,2005-03-31,2005-04-13,2005-04-13,True,alpha_vantage,0.0,0.0,0,0,0.0,25.0,0.25,12.5,0.0,91,0,
AAPL,2005-06-30,2005-07-13,2005-07-13,True,alpha_vantage,0.0,0.0,0,0,0.0,25.0,0.25,12.5,0.0,91,0,
AAPL,2005-09-30,2005-10-11,2005-10-11,True,alpha_vantage,0.0,0.0,0,0,0.0,25.0,0.25,12.5,0.0,90,0,
AAPL,2005-12-31,2006-01-18,2006-01-18,True,alpha_vantage,0.0,0.0,0,0,0.0,0.0,0.0,12.5,0.0,99,0,
AAPL,2006-03-31,2006-04-19,2006-04-19,True,alpha_vantage,0.01,100.0,1,0,0.01,0.0,0.0,12.5,100.0,91,0,
AAPL,2006-06-30,2006-07-19,2006-07-19,True,alpha_vantage,0.0,0.0,0,0,0.0,25.0,0.25,25.0,-100.0,91,0,
AAPL,2006-09-30,2006-10-18,2006-10-18,True,alpha_vantage,0.0,0.0,0,0,0.0,25.0,0.25,25.0,0.0,91,0,
AAPL,2006-12-31,2007-01-17,2007-01-17,True,alpha_vantage,0.01,33.3333,1,0,0.01,25.0,0.25,12.5,33.3333,91,0,
AAPL,2007-03-31,2007-04-25,2007-04-25,True,alpha_vantage,0.01,50.0,1,0,0.01,33.333325,0.5,16.666663,16.6667,98,0,
AAPL,2007-06-30,2007-07-25,2007-07-25,True,alpha_vantage,0.0,0.0,0,0,0.0,20.833325,0.5,22.916663,-50.0,91,0,
