event_timestamp,point_in_time_available_at,ticker,fiscal_period,actual_eps,estimated_eps,surprise_pct,revenue_actual,revenue_estimate,guidance_direction,guidance_magnitude,provider_id,raw_payload_path
2008-04-23,2008-04-23,AAPL,2008-03-31,0.0425,0.0375,13.3333,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2008-07-21,2008-07-21,AAPL,2008-06-30,0.0425,0.0375,13.3333,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2008-10-21,2008-10-21,AAPL,2008-09-30,0.045,0.04,12.5,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2009-01-21,2009-01-21,AAPL,2008-12-31,0.0625,0.05,25.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2009-04-22,2009-04-22,AAPL,2009-03-31,0.0475,0.04,18.75,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2009-07-21,2009-07-21,AAPL,2009-06-30,0.0475,0.0425,11.7647,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2009-10-19,2009-10-19,AAPL,2009-09-30,0.065,0.05,30.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2010-01-25,2010-01-25,AAPL,2009-12-31,0.13,0.075,73.3333,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2010-04-20,2010-04-20,AAPL,2010-03-31,0.12,0.0875,37.1429,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2010-07-20,2010-07-20,AAPL,2010-06-30,0.125,0.11,13.6364,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2010-10-18,2010-10-18,AAPL,2010-09-30,0.165,0.145,13.7931,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2011-01-18,2011-01-18,AAPL,2010-12-31,0.23,0.1925,19.4805,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2011-04-20,2011-04-20,AAPL,2011-03-31,0.2275,0.1925,18.1818,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2011-07-19,2011-07-19,AAPL,2011-06-30,0.2775,0.2075,33.7349,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2011-10-18,2011-10-18,AAPL,2011-09-30,0.2525,0.265,-4.717,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2012-01-24,2012-01-24,AAPL,2011-12-31,0.495,0.3625,36.5517,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2012-04-24,2012-04-24,AAPL,2012-03-31,0.44,0.3575,23.0769,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2012-07-24,2012-07-24,AAPL,2012-06-30,0.3325,0.37,-10.1351,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2012-10-25,2012-10-25,AAPL,2012-09-30,0.31,0.3125,-0.8,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2013-01-23,2013-01-23,AAPL,2012-12-31,0.4925,0.48,2.6042,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2013-04-23,2013-04-23,AAPL,2013-03-31,0.36,0.3575,0.6993,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2013-07-23,2013-07-23,AAPL,2013-06-30,0.2675,0.2625,1.9048,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2013-10-28,2013-10-28,AAPL,2013-09-30,0.295,0.285,3.5088,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2014-01-27,2014-01-27,AAPL,2013-12-31,0.5175,0.5025,2.9851,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2014-04-23,2014-04-23,AAPL,2014-03-31,0.415,0.365,13.6986,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2014-07-22,2014-07-22,AAPL,2014-06-30,0.32,0.3075,4.065,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2014-10-20,2014-10-20,AAPL,2014-09-30,0.355,0.3275,8.3969,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2015-01-27,2015-01-27,AAPL,2014-12-31,0.765,0.65,17.6923,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2015-04-27,2015-04-27,AAPL,2015-03-31,0.5825,0.54,7.8704,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2015-07-21,2015-07-21,AAPL,2015-06-30,0.4625,0.4525,2.2099,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2015-10-27,2015-10-27,AAPL,2015-09-30,0.49,0.47,4.2553,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2016-01-26,2016-01-26,AAPL,2015-12-31,0.82,0.8075,1.548,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2016-04-26,2016-04-26,AAPL,2016-03-31,0.475,0.5,-5.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2016-07-26,2016-07-26,AAPL,2016-06-30,0.355,0.345,2.8986,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2016-10-25,2016-10-25,AAPL,2016-09-30,0.4175,0.415,0.6024,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2017-01-31,2017-01-31,AAPL,2016-12-31,0.84,0.8025,4.6729,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2017-05-02,2017-05-02,AAPL,2017-03-31,0.525,0.505,3.9604,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2017-08-01,2017-08-01,AAPL,2017-06-30,0.4175,0.3925,6.3694,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2017-11-02,2017-11-02,AAPL,2017-09-30,0.5175,0.4675,10.6952,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2018-02-01,2018-02-01,AAPL,2017-12-31,0.9725,0.965,0.7772,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2018-05-01,2018-05-01,AAPL,2018-03-31,0.6825,0.6725,1.487,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2018-07-31,2018-07-31,AAPL,2018-06-30,0.585,0.545,7.3394,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2018-11-01,2018-11-01,AAPL,2018-09-30,0.73,0.7,4.2857,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2019-01-29,2019-01-29,AAPL,2018-12-31,1.05,1.04,0.9615,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2019-04-30,2019-04-30,AAPL,2019-03-31,0.62,0.59,5.0847,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2019-07-30,2019-07-30,AAPL,2019-06-30,0.55,0.53,3.7736,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2019-10-30,2019-10-30,AAPL,2019-09-30,0.76,0.71,7.0423,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2020-01-28,2020-01-28,AAPL,2019-12-31,1.25,1.14,9.6491,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2020-04-30,2020-04-30,AAPL,2020-03-31,0.64,0.56,14.2857,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2020-07-30,2020-07-30,AAPL,2020-06-30,0.65,0.51,27.451,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2020-10-29,2020-10-29,AAPL,2020-09-30,0.73,0.7,4.2857,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2021-01-27,2021-01-27,AAPL,2020-12-31,1.68,1.42,18.3099,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2021-04-28,2021-04-28,AAPL,2021-03-31,1.4,0.98,42.8571,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2021-07-27,2021-07-27,AAPL,2021-06-30,1.3,1.01,28.7129,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2021-10-28,2021-10-28,AAPL,2021-09-30,1.24,1.24,0.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2022-01-27,2022-01-27,AAPL,2021-12-31,2.1,1.89,11.1111,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2022-04-28,2022-04-28,AAPL,2022-03-31,1.52,1.43,6.2937,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2022-07-28,2022-07-28,AAPL,2022-06-30,1.2,1.15,4.3478,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2022-10-27,2022-10-27,AAPL,2022-09-30,1.29,1.27,1.5748,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2023-02-02,2023-02-02,AAPL,2022-12-31,1.88,1.95,-3.5897,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2023-05-04,2023-05-04,AAPL,2023-03-31,1.52,1.43,6.2937,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2023-08-03,2023-08-03,AAPL,2023-06-30,1.26,1.19,5.8824,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2023-11-02,2023-11-02,AAPL,2023-09-30,1.46,1.39,5.036,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2024-02-01,2024-02-01,AAPL,2023-12-31,2.18,2.11,3.3175,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2024-05-02,2024-05-02,AAPL,2024-03-31,1.53,1.5,2.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2024-08-01,2024-08-01,AAPL,2024-06-30,1.4,1.34,4.4776,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2024-10-31,2024-10-31,AAPL,2024-09-30,0.97,0.95,2.1053,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2025-01-30,2025-01-30,AAPL,2024-12-31,2.4,2.34,2.5641,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2025-05-01,2025-05-01,AAPL,2025-03-31,1.65,1.62,1.8519,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2025-07-31,2025-07-31,AAPL,2025-06-30,1.57,1.43,9.7902,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2025-10-30,2025-10-30,AAPL,2025-09-30,1.85,1.77,4.5198,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2026-01-29,2026-01-29,AAPL,2025-12-31,2.84,2.67,6.367,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2026-04-30,2026-04-30,AAPL,2026-03-31,2.01,1.94,3.6082,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2013-01-23,2013-01-23,ABBV,2012-12-31,0.9761,0.99,-1.404,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2013-04-26,2013-04-26,ABBV,2013-03-31,0.68,0.67,1.4925,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2013-07-26,2013-07-26,ABBV,2013-06-30,0.82,0.79,3.7975,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2013-10-25,2013-10-25,ABBV,2013-09-30,0.82,0.77,6.4935,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2014-01-31,2014-01-31,ABBV,2013-12-31,0.82,0.82,0.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2014-04-25,2014-04-25,ABBV,2014-03-31,0.71,0.68,4.4118,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2014-07-25,2014-07-25,ABBV,2014-06-30,0.82,0.76,7.8947,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2014-10-31,2014-10-31,ABBV,2014-09-30,0.89,0.77,15.5844,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2015-01-30,2015-01-30,ABBV,2014-12-31,0.89,0.86,3.4884,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2015-04-23,2015-04-23,ABBV,2015-03-31,0.94,0.85,10.5882,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2015-07-24,2015-07-24,ABBV,2015-06-30,1.08,1.06,1.8868,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2015-10-30,2015-10-30,ABBV,2015-09-30,1.13,1.08,4.6296,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2016-01-29,2016-01-29,ABBV,2015-12-31,1.13,1.12,0.8929,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2016-04-28,2016-04-28,ABBV,2016-03-31,1.15,1.14,0.8772,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2016-07-29,2016-07-29,ABBV,2016-06-30,1.26,1.2,5.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2016-10-28,2016-10-28,ABBV,2016-09-30,1.21,1.2,0.8333,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2017-01-27,2017-01-27,ABBV,2016-12-31,1.2,1.2,0.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2017-04-27,2017-04-27,ABBV,2017-03-31,1.28,1.26,1.5873,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2017-07-28,2017-07-28,ABBV,2017-06-30,1.42,1.4,1.4286,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2017-10-27,2017-10-27,ABBV,2017-09-30,1.41,1.39,1.4388,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2018-01-26,2018-01-26,ABBV,2017-12-31,1.48,1.43,3.4965,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2018-04-26,2018-04-26,ABBV,2018-03-31,1.87,1.79,4.4693,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2018-07-27,2018-07-27,ABBV,2018-06-30,2.0,1.97,1.5228,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2018-11-02,2018-11-02,ABBV,2018-09-30,2.14,2.0,7.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2019-01-25,2019-01-25,ABBV,2018-12-31,1.9,1.93,-1.5544,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2019-04-25,2019-04-25,ABBV,2019-03-31,2.14,2.07,3.3816,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2019-07-26,2019-07-26,ABBV,2019-06-30,2.26,2.21,2.2624,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2019-11-01,2019-11-01,ABBV,2019-09-30,2.33,2.3,1.3043,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2020-02-07,2020-02-07,ABBV,2019-12-31,2.21,2.19,0.9132,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2020-05-01,2020-05-01,ABBV,2020-03-31,2.42,2.25,7.5556,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2020-07-31,2020-07-31,ABBV,2020-06-30,2.34,2.2,6.3636,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2020-10-30,2020-10-30,ABBV,2020-09-30,2.83,2.77,2.1661,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2021-02-03,2021-02-03,ABBV,2020-12-31,2.92,2.85,2.4561,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2021-04-30,2021-04-30,ABBV,2021-03-31,2.95,2.83,4.2403,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2021-07-30,2021-07-30,ABBV,2021-06-30,3.11,3.03,2.6403,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2021-10-29,2021-10-29,ABBV,2021-09-30,3.33,3.22,3.4161,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2022-02-02,2022-02-02,ABBV,2021-12-31,3.31,3.28,0.9146,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2022-04-29,2022-04-29,ABBV,2022-03-31,3.16,3.14,0.6369,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2022-07-29,2022-07-29,ABBV,2022-06-30,3.37,3.31,1.8127,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2022-10-28,2022-10-28,ABBV,2022-09-30,3.66,3.57,2.521,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2023-02-09,2023-02-09,ABBV,2022-12-31,3.6,3.58,0.5587,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2023-04-27,2023-04-27,ABBV,2023-03-31,2.46,2.49,-1.2048,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2023-07-27,2023-07-27,ABBV,2023-06-30,2.91,2.81,3.5587,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2023-10-27,2023-10-27,ABBV,2023-09-30,2.95,2.87,2.7875,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2024-02-02,2024-02-02,ABBV,2023-12-31,2.79,2.77,0.722,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2024-04-26,2024-04-26,ABBV,2024-03-31,2.31,2.23,3.5874,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2024-07-25,2024-07-25,ABBV,2024-06-30,2.65,2.66,-0.3759,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2024-10-30,2024-10-30,ABBV,2024-09-30,3.0,2.92,2.7397,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2025-01-31,2025-01-31,ABBV,2024-12-31,2.16,2.12,1.8868,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2025-04-25,2025-04-25,ABBV,2025-03-31,2.46,2.4,2.5,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2025-07-31,2025-07-31,ABBV,2025-06-30,2.97,2.91,2.0619,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2025-10-31,2025-10-31,ABBV,2025-09-30,1.86,1.78,4.4944,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2026-02-04,2026-02-04,ABBV,2025-12-31,2.71,2.65,2.2642,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
2026-04-29,2026-04-29,ABBV,2026-03-31,2.65,2.67,-0.7491,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
1996-04-08,1996-04-08,ABT,1996-03-31,0.31,0.29,6.8966,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
1996-07-10,1996-07-10,ABT,1996-06-30,0.3,0.3,0.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
1996-10-08,1996-10-08,ABT,1996-09-30,0.27,0.27,0.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
1997-01-16,1997-01-16,ABT,1996-12-31,0.33,0.33,0.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
1997-04-09,1997-04-09,ABT,1997-03-31,0.35,0.34,2.9412,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
1997-07-10,1997-07-10,ABT,1997-06-30,0.34,0.34,0.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
1997-10-08,1997-10-08,ABT,1997-09-30,0.31,0.31,0.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
1998-01-16,1998-01-16,ABT,1997-12-31,0.37,0.37,0.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
1998-04-09,1998-04-09,ABT,1998-03-31,0.38,0.38,0.0,,,,,alpha_vantage,LOCAL_CACHE:phase3m/earnings_events_universe.csv
