event_timestamp,point_in_time_available_at,ticker,fiscal_period,estimate_type,old_value,new_value,revision_direction,revision_magnitude,analyst_count,consensus_change,provider_id,raw_payload_path
2008-10-21,2008-10-21,AAPL,2008-09-30,eps_surprise_acceleration_proxy,,,down,-0.8333,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2009-01-21,2009-01-21,AAPL,2008-12-31,eps_surprise_acceleration_proxy,,,up,12.5,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2009-04-22,2009-04-22,AAPL,2009-03-31,eps_surprise_acceleration_proxy,,,down,-6.25,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2009-07-21,2009-07-21,AAPL,2009-06-30,eps_surprise_acceleration_proxy,,,down,-6.9853,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2009-10-19,2009-10-19,AAPL,2009-09-30,eps_surprise_acceleration_proxy,,,up,18.2353,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2010-01-25,2010-01-25,AAPL,2009-12-31,eps_surprise_acceleration_proxy,,,up,43.3333,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2010-04-20,2010-04-20,AAPL,2010-03-31,eps_surprise_acceleration_proxy,,,down,-36.1904,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2010-07-20,2010-07-20,AAPL,2010-06-30,eps_surprise_acceleration_proxy,,,down,-23.5065,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2010-10-18,2010-10-18,AAPL,2010-09-30,eps_surprise_acceleration_proxy,,,up,0.1567,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2011-01-18,2011-01-18,AAPL,2010-12-31,eps_surprise_acceleration_proxy,,,up,5.6874,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2011-04-20,2011-04-20,AAPL,2011-03-31,eps_surprise_acceleration_proxy,,,down,-1.2987,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2011-07-19,2011-07-19,AAPL,2011-06-30,eps_surprise_acceleration_proxy,,,up,15.5531,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2011-10-18,2011-10-18,AAPL,2011-09-30,eps_surprise_acceleration_proxy,,,down,-38.4519,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2012-01-24,2012-01-24,AAPL,2011-12-31,eps_surprise_acceleration_proxy,,,up,41.2687,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2012-04-24,2012-04-24,AAPL,2012-03-31,eps_surprise_acceleration_proxy,,,down,-13.4748,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2012-07-24,2012-07-24,AAPL,2012-06-30,eps_surprise_acceleration_proxy,,,down,-33.212,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
