event_timestamp,point_in_time_available_at,ticker,fiscal_period,estimate_type,old_value,new_value,revision_direction,revision_magnitude,analyst_count,consensus_change,provider_id,raw_payload_path
2001-01-16,2001-01-16,C,2000-12-31,eps_surprise_acceleration_proxy,,,down,-1.8048,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2001-04-16,2001-04-16,C,2001-03-31,eps_surprise_acceleration_proxy,,,up,2.4883,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2001-07-16,2001-07-16,C,2001-06-30,eps_surprise_acceleration_proxy,,,down,-0.4808,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2001-10-17,2001-10-17,C,2001-09-30,eps_surprise_acceleration_proxy,,,down,-2.3468,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2002-01-17,2002-01-17,C,2001-12-31,eps_surprise_acceleration_proxy,,,up,3.4638,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2002-04-15,2002-04-15,C,2002-03-31,eps_surprise_acceleration_proxy,,,down,-6.726,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2002-07-17,2002-07-17,C,2002-06-30,eps_surprise_acceleration_proxy,,,up,5.4217,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2002-10-15,2002-10-15,C,2002-09-30,eps_surprise_acceleration_proxy,,,down,-0.0882,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2003-01-21,2003-01-21,C,2002-12-31,eps_surprise_acceleration_proxy,,,up,2.2528,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2003-04-14,2003-04-14,C,2003-03-31,eps_surprise_acceleration_proxy,,,down,-1.003,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2003-07-14,2003-07-14,C,2003-06-30,eps_surprise_acceleration_proxy,,,up,1.6828,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2003-10-20,2003-10-20,C,2003-09-30,eps_surprise_acceleration_proxy,,,up,2.7589,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2004-01-20,2004-01-20,C,2003-12-31,eps_surprise_acceleration_proxy,,,down,-4.9464,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2004-04-15,2004-04-15,C,2004-03-31,eps_surprise_acceleration_proxy,,,up,2.0316,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2004-07-15,2004-07-15,C,2004-06-30,eps_surprise_acceleration_proxy,,,up,1.3442,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2004-10-14,2004-10-14,C,2004-09-30,eps_surprise_acceleration_proxy,,,down,-5.9484,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2005-01-20,2005-01-20,C,2004-12-31,eps_surprise_acceleration_proxy,,,up,1.8006,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2005-04-15,2005-04-15,C,2005-03-31,eps_surprise_acceleration_proxy,,,up,0.5875,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2005-07-18,2005-07-18,C,2005-06-30,eps_surprise_acceleration_proxy,,,down,-5.0523,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2005-10-17,2005-10-17,C,2005-09-30,eps_surprise_acceleration_proxy,,,up,7.3328,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2006-01-19,2006-01-19,C,2005-12-31,eps_surprise_acceleration_proxy,,,down,-5.8541,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2006-04-17,2006-04-17,C,2006-03-31,eps_surprise_acceleration_proxy,,,up,7.8707,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2006-07-17,2006-07-17,C,2006-06-30,eps_surprise_acceleration_proxy,,,down,-6.2433,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2006-10-19,2006-10-19,C,2006-09-30,eps_surprise_acceleration_proxy,,,down,-1.7529,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2007-01-19,2007-01-19,C,2006-12-31,eps_surprise_acceleration_proxy,,,up,3.4999,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2007-04-16,2007-04-16,C,2007-03-31,eps_surprise_acceleration_proxy,,,up,6.4854,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2007-07-20,2007-07-20,C,2007-06-30,eps_surprise_acceleration_proxy,,,down,-3.4239,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2007-10-15,2007-10-15,C,2007-09-30,eps_surprise_acceleration_proxy,,,down,-4.0271,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2008-01-15,2008-01-15,C,2007-12-31,eps_surprise_acceleration_proxy,,,down,-98.0263,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2008-04-18,2008-04-18,C,2008-03-31,eps_surprise_acceleration_proxy,,,up,91.23,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2008-07-18,2008-07-18,C,2008-06-30,eps_surprise_acceleration_proxy,,,up,33.0095,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2008-10-16,2008-10-16,C,2008-09-30,eps_surprise_acceleration_proxy,,,down,-28.0001,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2009-01-16,2009-01-16,C,2008-12-31,eps_surprise_acceleration_proxy,,,down,-93.7826,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2009-04-17,2009-04-17,C,2009-03-31,eps_surprise_acceleration_proxy,,,up,154.9523,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2009-07-17,2009-07-17,C,2009-06-30,eps_surprise_acceleration_proxy,,,down,-162.8747,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2009-10-15,2009-10-15,C,2009-09-30,eps_surprise_acceleration_proxy,,,up,121.9534,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2010-01-19,2010-01-19,C,2009-12-31,eps_surprise_acceleration_proxy,,,down,-19.5921,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2010-04-19,2010-04-19,C,2010-03-31,eps_surprise_acceleration_proxy,,,up,2243.7745,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2010-07-16,2010-07-16,C,2010-06-30,eps_surprise_acceleration_proxy,,,down,-2147.2049,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2010-10-18,2010-10-18,C,2010-09-30,eps_surprise_acceleration_proxy,,,down,-50.1977,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2011-01-18,2011-01-18,C,2010-12-31,eps_surprise_acceleration_proxy,,,down,-93.5064,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2011-04-18,2011-04-18,C,2011-03-31,eps_surprise_acceleration_proxy,,,up,53.3151,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2011-07-15,2011-07-15,C,2011-06-30,eps_surprise_acceleration_proxy,,,up,8.2785,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2011-10-17,2011-10-17,C,2011-09-30,eps_surprise_acceleration_proxy,,,up,42.1545,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2012-01-17,2012-01-17,C,2011-12-31,eps_surprise_acceleration_proxy,,,down,-91.2894,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2012-04-16,2012-04-16,C,2012-03-31,eps_surprise_acceleration_proxy,,,up,46.5932,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2012-07-16,2012-07-16,C,2012-06-30,eps_surprise_acceleration_proxy,,,up,1.3596,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2012-10-15,2012-10-15,C,2012-09-30,eps_surprise_acceleration_proxy,,,down,-5.2889,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2013-01-17,2013-01-17,C,2012-12-31,eps_surprise_acceleration_proxy,,,down,-35.9367,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2013-04-15,2013-04-15,C,2013-03-31,eps_surprise_acceleration_proxy,,,up,39.1224,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2013-07-15,2013-07-15,C,2013-06-30,eps_surprise_acceleration_proxy,,,down,-4.3242,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2013-10-15,2013-10-15,C,2013-09-30,eps_surprise_acceleration_proxy,,,down,-12.3542,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2014-03-03,2014-03-03,C,2013-12-31,eps_surprise_acceleration_proxy,,,down,-9.9045,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2014-04-14,2014-04-14,C,2014-03-31,eps_surprise_acceleration_proxy,,,up,28.3955,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2014-07-14,2014-07-14,C,2014-06-30,eps_surprise_acceleration_proxy,,,up,2.7458,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2014-10-14,2014-10-14,C,2014-09-30,eps_surprise_acceleration_proxy,,,down,-13.0449,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2015-01-15,2015-01-15,C,2014-12-31,eps_surprise_acceleration_proxy,,,up,6.6413,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2015-04-16,2015-04-16,C,2015-03-31,eps_surprise_acceleration_proxy,,,down,-0.6098,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2015-07-16,2015-07-16,C,2015-06-30,eps_surprise_acceleration_proxy,,,down,-0.394,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2015-10-15,2015-10-15,C,2015-09-30,eps_surprise_acceleration_proxy,,,down,-5.0636,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2016-01-15,2016-01-15,C,2015-12-31,eps_surprise_acceleration_proxy,,,down,-3.2784,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2016-04-15,2016-04-15,C,2016-03-31,eps_surprise_acceleration_proxy,,,up,5.6965,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2016-07-15,2016-07-15,C,2016-06-30,eps_surprise_acceleration_proxy,,,up,7.9654,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2016-10-14,2016-10-14,C,2016-09-30,eps_surprise_acceleration_proxy,,,down,-5.8307,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2017-01-18,2017-01-18,C,2016-12-31,eps_surprise_acceleration_proxy,,,down,-5.1109,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2017-04-13,2017-04-13,C,2017-03-31,eps_surprise_acceleration_proxy,,,down,-0.1728,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2017-07-14,2017-07-14,C,2017-06-30,eps_surprise_acceleration_proxy,,,up,4.1722,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2017-10-12,2017-10-12,C,2017-09-30,eps_surprise_acceleration_proxy,,,down,-6.5543,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2018-01-16,2018-01-16,C,2017-12-31,eps_surprise_acceleration_proxy,,,up,1.6095,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2018-04-13,2018-04-13,C,2018-03-31,eps_surprise_acceleration_proxy,,,up,4.1597,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2018-07-13,2018-07-13,C,2018-06-30,eps_surprise_acceleration_proxy,,,down,-0.5128,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2018-10-12,2018-10-12,C,2018-09-30,eps_surprise_acceleration_proxy,,,down,-0.2703,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2019-01-14,2019-01-14,C,2018-12-31,eps_surprise_acceleration_proxy,,,down,-0.3459,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2019-04-15,2019-04-15,C,2019-03-31,eps_surprise_acceleration_proxy,,,up,0.5983,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2019-07-15,2019-07-15,C,2019-06-30,eps_surprise_acceleration_proxy,,,down,-3.3643,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2019-10-15,2019-10-15,C,2019-09-30,eps_surprise_acceleration_proxy,,,down,-0.0794,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2020-01-14,2020-01-14,C,2019-12-31,eps_surprise_acceleration_proxy,,,up,4.53,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2020-04-15,2020-04-15,C,2020-03-31,eps_surprise_acceleration_proxy,,,down,-38.0397,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2020-07-14,2020-07-14,C,2020-06-30,eps_surprise_acceleration_proxy,,,up,91.8591,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2020-10-13,2020-10-13,C,2020-09-30,eps_surprise_acceleration_proxy,,,up,1.5445,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2021-01-15,2021-01-15,C,2020-12-31,eps_surprise_acceleration_proxy,,,down,-2.9042,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2021-04-15,2021-04-15,C,2021-03-31,eps_surprise_acceleration_proxy,,,down,-14.9323,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2021-07-14,2021-07-14,C,2021-06-30,eps_surprise_acceleration_proxy,,,up,7.1816,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2021-10-14,2021-10-14,C,2021-09-30,eps_surprise_acceleration_proxy,,,down,-30.1529,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2022-01-14,2022-01-14,C,2021-12-31,eps_surprise_acceleration_proxy,,,down,-30.5411,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2022-04-14,2022-04-14,C,2022-03-31,eps_surprise_acceleration_proxy,,,up,53.6918,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2022-07-15,2022-07-15,C,2022-06-30,eps_surprise_acceleration_proxy,,,down,-5.5378,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2022-10-14,2022-10-14,C,2022-09-30,eps_surprise_acceleration_proxy,,,down,-23.7386,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2023-01-13,2023-01-13,C,2022-12-31,eps_surprise_acceleration_proxy,,,down,-18.1182,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2023-04-14,2023-04-14,C,2023-03-31,eps_surprise_acceleration_proxy,,,up,13.544,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2023-07-14,2023-07-14,C,2023-06-30,eps_surprise_acceleration_proxy,,,down,-10.1364,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2023-10-13,2023-10-13,C,2023-09-30,eps_surprise_acceleration_proxy,,,up,25.3148,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2024-01-12,2024-01-12,C,2023-12-31,eps_surprise_acceleration_proxy,,,down,-2.8511,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2024-04-12,2024-04-12,C,2024-03-31,eps_surprise_acceleration_proxy,,,up,19.2058,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2024-07-12,2024-07-12,C,2024-06-30,eps_surprise_acceleration_proxy,,,down,-28.7147,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2024-10-15,2024-10-15,C,2024-09-30,eps_surprise_acceleration_proxy,,,up,2.9213,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2025-01-15,2025-01-15,C,2024-12-31,eps_surprise_acceleration_proxy,,,down,-6.2805,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2025-04-15,2025-04-15,C,2025-03-31,eps_surprise_acceleration_proxy,,,down,-2.9251,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2025-07-15,2025-07-15,C,2025-06-30,eps_surprise_acceleration_proxy,,,up,22.356,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2025-11-06,2025-11-06,C,2025-09-30,eps_surprise_acceleration_proxy,,,down,-11.2035,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2026-01-21,2026-01-21,C,2025-12-31,eps_surprise_acceleration_proxy,,,down,-40.5552,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2026-04-14,2026-04-14,C,2026-03-31,eps_surprise_acceleration_proxy,,,up,41.1491,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
1996-07-16,1996-07-16,CAT,1996-06-30,eps_surprise_acceleration_proxy,,,up,16.8095,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
1996-10-15,1996-10-15,CAT,1996-09-30,eps_surprise_acceleration_proxy,,,down,-5.2265,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
1997-01-21,1997-01-21,CAT,1996-12-31,eps_surprise_acceleration_proxy,,,down,-7.9027,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
1997-04-15,1997-04-15,CAT,1997-03-31,eps_surprise_acceleration_proxy,,,up,14.5472,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
1997-07-22,1997-07-22,CAT,1997-06-30,eps_surprise_acceleration_proxy,,,down,-17.2938,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
1997-10-15,1997-10-15,CAT,1997-09-30,eps_surprise_acceleration_proxy,,,up,9.4071,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
1998-01-21,1998-01-21,CAT,1997-12-31,eps_surprise_acceleration_proxy,,,down,-5.9006,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
1998-04-17,1998-04-17,CAT,1998-03-31,eps_surprise_acceleration_proxy,,,down,-3.5065,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
1998-07-15,1998-07-15,CAT,1998-06-30,eps_surprise_acceleration_proxy,,,down,-5.2493,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
1998-10-16,1998-10-16,CAT,1998-09-30,eps_surprise_acceleration_proxy,,,down,-6.3871,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
1999-01-20,1999-01-20,CAT,1998-12-31,eps_surprise_acceleration_proxy,,,up,8.0,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
1999-04-16,1999-04-16,CAT,1999-03-31,eps_surprise_acceleration_proxy,,,up,38.0952,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
1999-07-16,1999-07-16,CAT,1999-06-30,eps_surprise_acceleration_proxy,,,down,-40.5952,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
1999-10-15,1999-10-15,CAT,1999-09-30,eps_surprise_acceleration_proxy,,,up,5.8333,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2000-01-21,2000-01-21,CAT,1999-12-31,eps_surprise_acceleration_proxy,,,up,2.9167,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2000-04-18,2000-04-18,CAT,2000-03-31,eps_surprise_acceleration_proxy,,,up,21.3362,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2000-07-20,2000-07-20,CAT,2000-06-30,eps_surprise_acceleration_proxy,,,down,-22.935,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2000-10-17,2000-10-17,CAT,2000-09-30,eps_surprise_acceleration_proxy,,,up,2.2454,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2001-01-18,2001-01-18,CAT,2000-12-31,eps_surprise_acceleration_proxy,,,up,11.8534,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2001-04-17,2001-04-17,CAT,2001-03-31,eps_surprise_acceleration_proxy,,,down,-22.75,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2001-07-17,2001-07-17,CAT,2001-06-30,eps_surprise_acceleration_proxy,,,up,15.4286,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2001-10-16,2001-10-16,CAT,2001-09-30,eps_surprise_acceleration_proxy,,,down,-14.6544,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2002-01-23,2002-01-23,CAT,2001-12-31,eps_surprise_acceleration_proxy,,,up,3.2258,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2002-04-16,2002-04-16,CAT,2002-03-31,eps_surprise_acceleration_proxy,,,flat,0.0,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2002-07-16,2002-07-16,CAT,2002-06-30,eps_surprise_acceleration_proxy,,,down,-19.4444,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2002-10-16,2002-10-16,CAT,2002-09-30,eps_surprise_acceleration_proxy,,,up,30.1587,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2003-01-23,2003-01-23,CAT,2002-12-31,eps_surprise_acceleration_proxy,,,up,18.6975,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2003-04-16,2003-04-16,CAT,2003-03-31,eps_surprise_acceleration_proxy,,,up,16.742,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2003-07-17,2003-07-17,CAT,2003-06-30,eps_surprise_acceleration_proxy,,,up,26.5735,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2003-10-16,2003-10-16,CAT,2003-09-30,eps_surprise_acceleration_proxy,,,down,-72.7273,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2004-01-27,2004-01-27,CAT,2003-12-31,eps_surprise_acceleration_proxy,,,up,4.2553,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2004-04-22,2004-04-22,CAT,2004-03-31,eps_surprise_acceleration_proxy,,,up,61.459,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2004-07-22,2004-07-22,CAT,2004-06-30,eps_surprise_acceleration_proxy,,,down,-75.0166,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2004-10-21,2004-10-21,CAT,2004-09-30,eps_surprise_acceleration_proxy,,,up,13.7141,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2005-01-27,2005-01-27,CAT,2004-12-31,eps_surprise_acceleration_proxy,,,down,-8.1155,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2005-04-20,2005-04-20,CAT,2005-03-31,eps_surprise_acceleration_proxy,,,up,24.2919,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2005-07-21,2005-07-21,CAT,2005-06-30,eps_surprise_acceleration_proxy,,,down,-39.3852,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2005-10-21,2005-10-21,CAT,2005-09-30,eps_surprise_acceleration_proxy,,,up,7.4762,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2006-01-26,2006-01-26,CAT,2005-12-31,eps_surprise_acceleration_proxy,,,up,20.4117,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2006-04-24,2006-04-24,CAT,2006-03-31,eps_surprise_acceleration_proxy,,,up,4.1166,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2006-07-21,2006-07-21,CAT,2006-06-30,eps_surprise_acceleration_proxy,,,down,-6.1652,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2006-10-20,2006-10-20,CAT,2006-09-30,eps_surprise_acceleration_proxy,,,down,-22.5979,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2007-01-26,2007-01-26,CAT,2006-12-31,eps_surprise_acceleration_proxy,,,up,14.0631,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2007-04-20,2007-04-20,CAT,2007-03-31,eps_surprise_acceleration_proxy,,,up,15.3814,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2007-07-20,2007-07-20,CAT,2007-06-30,eps_surprise_acceleration_proxy,,,down,-30.6674,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2007-10-19,2007-10-19,CAT,2007-09-30,eps_surprise_acceleration_proxy,,,up,15.37,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2008-01-25,2008-01-25,CAT,2007-12-31,eps_surprise_acceleration_proxy,,,up,1.4085,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2008-04-18,2008-04-18,CAT,2008-03-31,eps_surprise_acceleration_proxy,,,up,9.0226,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2008-07-22,2008-07-22,CAT,2008-06-30,eps_surprise_acceleration_proxy,,,up,3.9644,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2008-10-21,2008-10-21,CAT,2008-09-30,eps_surprise_acceleration_proxy,,,down,-14.4054,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2009-01-26,2009-01-26,CAT,2008-12-31,eps_surprise_acceleration_proxy,,,down,-14.2066,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
2009-04-21,2009-04-21,CAT,2009-03-31,eps_surprise_acceleration_proxy,,,up,1865.625,,,PROXY_LOCAL,LOCAL_PROXY:phase3m/earnings_features_universe.csv
