date,ticker,is_bank,regime,fund_fiscal_period,fund_publish_date,fund_age_days,fund_stale,forward_excess_return_20d_vs_spy,gross_margin,operating_margin,net_margin,roa_ttm,revenue_growth_yoy,operating_income_growth_yoy,net_income_growth_yoy,debt_to_assets,liabilities_to_assets,equity_to_assets,current_ratio,cash_to_assets,ocf_to_assets,fcf_to_assets,earnings_yield_ttm,book_to_price,deposits_to_assets,loans_to_assets,quality_composite
2026-05-29,BKNG,False,risk_on,2025-Q1,2025-04-29,395,False,,,0.229735,0.069929,0.200029,0.078596,0.383059,-0.570876,0.589313,1.22478,,1.216909,0.57291,0.116288,0.111838,0.039364,-0.044235,,,0.560375
2026-05-29,BLK,False,risk_on,2024-Q2,2024-08-06,661,True,,0.606035,0.37461,0.311134,0.048271,0.07663,0.114551,0.094436,0.078685,0.662819,,1.247532,0.081647,0.010896,0.01084,0.038803,0.271041,,,0.083026
2026-05-29,BMY,False,risk_on,2025-Q1,2025-04-24,400,False,,0.729221,0.312204,0.219177,0.05862,-0.055963,1.309775,1.206112,0.537846,0.811244,,1.293187,0.131197,0.032599,0.029786,0.046448,0.149571,,,0.005789
2026-05-29,BSX,False,risk_on,2025-Q1,2025-05-01,393,False,,0.688398,0.200944,0.144757,0.050722,0.209284,0.352092,0.371951,0.281739,0.440807,,1.450178,0.018062,0.01136,0.006702,0.028226,0.311167,,,-0.232288
2026-05-29,CAT,False,risk_on,2025-Q1,2025-05-07,387,False,,0.370833,0.203874,0.140571,0.116965,-0.098107,-0.238931,-0.298669,0.243074,0.787347,,1.319804,0.041919,0.015169,0.00612,0.023784,0.043242,,,-0.32649
2026-05-29,CDNS,False,risk_on,2025-Q1,2025-04-30,394,False,,0.865472,0.290905,0.220208,0.119978,0.231159,0.444281,0.104731,0.274828,0.470099,,3.073638,0.308169,0.054032,0.051474,0.010541,0.046556,,,0.567996
2026-05-29,CL,False,risk_on,2025-Q1,2025-04-25,399,False,,0.608226,0.221747,0.140501,0.174025,-0.030405,-0.030276,0.010249,0.496726,0.955968,,0.847398,0.066799,0.036043,0.028594,0.039439,0.009979,,,-0.078433
2026-05-29,CME,False,risk_on,2025-Q1,2025-04-30,394,False,,0.87414,0.674664,0.582232,0.022979,0.10377,0.154648,0.118101,0.021665,0.828737,,1.016679,0.009625,0.007039,0.006949,0.03706,0.27621,,,0.636356
2026-05-29,CMG,False,risk_on,2025-Q1,2025-04-24,400,False,,0.406497,0.168826,0.134457,0.172645,0.06418,0.086503,0.076017,,0.614016,,0.890966,0.080229,0.061595,0.045584,0.036017,0.080523,,,0.307567
2026-05-29,COST,False,risk_on,2025-Q3,2025-06-05,358,False,,0.129879,0.040028,0.030108,0.103906,0.08015,0.15157,0.132064,0.07574,0.640643,,1.015221,0.196736,0.045839,0.030855,0.01844,0.063773,,,-0.316793
2026-05-29,CRM,False,risk_on,2025-Q1,2025-05-29,365,False,,0.769559,0.201241,0.156781,0.062925,0.076207,0.152009,0.005219,0.085539,0.384789,,1.06902,0.176534,0.065673,0.063858,0.033561,0.32812,,,0.440555
2026-05-29,CSCO,False,risk_on,2025-Q3,2025-05-20,374,False,,0.655735,0.228709,0.176055,0.081749,0.113919,0.184047,0.320785,0.244436,0.616512,,0.746971,0.130587,0.03387,0.031691,0.020319,0.095316,,,0.039641
2026-05-29,CVS,False,risk_on,2025-Q1,2025-05-01,393,False,,0.152197,0.03567,0.018808,0.020658,0.069552,0.485689,0.598383,0.253184,0.6983,,0.837512,0.04951,0.017826,0.014919,0.045914,0.670529,,,-0.775179
2026-05-29,CVX,False,risk_on,2025-Q1,2025-05-08,386,False,,0.379406,0.093208,0.07592,0.061077,-0.053678,-0.468719,-0.363752,0.115762,0.414658,,1.081228,0.018089,0.022321,0.007005,0.049004,0.469634,,,-0.365722
2026-05-29,DE,False,risk_on,2025-Q2,2025-05-29,365,False,,0.403824,0.244535,0.141346,0.053169,-0.162258,-0.210473,-0.238819,0.623886,0.770674,,2.106905,0.087138,0.015992,0.019426,0.038354,0.165427,,,-0.315192
2026-05-29,DIS,False,risk_on,2025-Q2,2025-05-07,387,False,,0.373016,0.148427,0.138648,0.045498,0.069646,0.217784,164.75,0.219008,0.444598,,0.668107,0.029883,0.030664,0.021156,0.048235,0.588817,,,-0.138466
2026-05-29,DUK,False,risk_on,2025-Q1,2025-05-06,388,False,,0.518487,0.283307,0.167172,0.025417,0.075349,0.197847,0.211775,0.461115,0.72373,,0.768421,0.002534,0.011612,-0.005179,0.049968,0.543135,,,-0.409707
2026-05-29,EMR,False,risk_on,2025-Q2,2025-05-07,387,False,,0.534973,0.245487,0.109431,0.057054,0.012797,0.101215,-0.031936,0.342155,0.541045,,0.795408,0.044952,0.004884,0.002811,0.029453,0.236928,,,-0.342789
2026-05-29,EQIX,False,risk_on,2025-Q1,2025-04-30,394,False,,0.512809,0.213034,0.154157,0.025583,0.046074,0.295082,0.472103,0.43693,0.614374,,1.654644,0.101804,0.022423,0.001164,0.008829,0.133079,,,-0.3465
2026-05-29,ETN,False,risk_on,2025-Q1,2025-05-02,392,False,,0.383723,0.188333,0.151482,0.100548,0.073027,0.196215,0.175182,0.25711,0.526897,,1.305818,0.049458,0.006071,0.003571,0.025001,0.117627,,,-0.242476
2026-05-29,GD,False,risk_on,2025-Q1,2025-04-23,401,True,,0.154872,0.103739,0.081322,0.07029,0.139036,0.223938,0.244055,0.16983,0.607193,,1.338859,0.021951,-0.002616,-0.005125,0.042197,0.235814,,,-0.654907
2026-05-29,GE,False,risk_on,2025-Q1,2025-04-22,402,True,,0.396517,0.272196,0.199013,0.056315,0.109324,0.413487,0.2846,0.157674,0.843156,,1.043895,0.107998,0.012173,0.010578,0.020028,0.05578,,,-0.308526
2026-05-29,GILD,False,risk_on,2025-Q1,2025-05-07,387,False,,0.769012,0.373481,0.19724,0.105681,-0.002842,0.112104,1.315348,0.442145,0.661906,,1.369278,0.140447,0.031151,0.029309,0.03547,0.113463,,,0.232772
2026-05-29,GOOG,False,risk_on,2025-Q1,2025-04-25,399,False,,0.597037,0.339185,0.382783,0.233492,0.120376,0.201555,0.459724,0.0229,0.273694,,1.768084,0.200533,0.076045,0.03987,0.023239,0.072288,,,1.277745
2026-05-29,GS,True,risk_on,2025-Q1,2025-05-02,392,False,,,0.497743,0.314566,0.008426,0.059734,0.113306,0.14666,,0.929622,0.070378,,,-0.021079,,0.044915,0.37515,0.266753,0.118981,-0.169561
2026-05-29,HD,False,risk_on,2025-Q1,2025-05-28,366,False,,0.337691,0.128789,0.086135,0.147635,0.094404,0.010632,-0.046389,0.527103,0.919774,,1.09307,0.013806,0.043618,0.035489,0.046786,0.025424,,,-0.220414
2026-05-29,ICE,False,risk_on,2025-Q1,2025-05-01,393,False,,0.616909,0.388046,0.246826,0.019486,0.152803,0.140127,0.039113,0.142003,0.756723,,0.99918,0.005481,0.006761,0.006166,0.032755,0.408936,,,-0.164851
2026-05-29,INTC,False,risk_on,2025-Q1,2025-04-25,399,False,,0.368832,-0.011447,-0.064814,-0.099853,-0.00448,0.79889,-1.154856,0.260874,0.446463,,1.309567,0.109487,0.004229,-0.028038,-0.038542,0.213657,,,-1.323944
2026-05-29,ISRG,False,risk_on,2025-Q1,2025-04-23,401,True,,0.646889,0.256546,0.309932,0.128827,0.191897,0.231572,0.281703,,0.104717,,4.97874,0.234714,0.03026,0.024193,0.015993,0.111144,,,0.658371
2026-05-29,ITW,False,risk_on,2025-Q1,2025-05-01,393,False,,0.437093,0.253191,0.182339,0.217804,-0.033728,-0.15625,-0.145299,0.5342,0.790406,,1.59709,0.056439,0.038208,0.032196,0.046262,0.044518,,,0.252921
2026-05-29,JPM,True,risk_on,2025-Q1,2025-05-01,393,False,,,0.406268,0.323174,0.013698,0.080507,0.064477,0.091214,,0.919359,0.080641,,,-0.05779,,0.070616,0.415714,0.57273,0.305308,-0.492217
2026-05-29,KLAC,False,risk_on,2025-Q3,2025-05-01,393,False,,0.616168,0.424544,0.35534,0.243295,0.297987,0.611708,0.80938,0.387359,0.736327,,2.924271,0.265245,0.070591,0.065173,0.014425,0.015633,,,1.148141
2026-05-29,KO,False,risk_on,2025-Q1,2025-05-01,393,False,,0.625932,0.328781,0.299218,0.106021,-0.015133,0.709014,0.048159,0.482825,0.727142,,1.099546,0.135544,-0.051123,-0.054082,0.03185,0.081971,,,-0.593162
2026-05-29,LIN,False,risk_on,2025-Q1,2025-05-01,393,False,,0.487549,0.273792,0.21462,0.083998,0.001481,0.090329,0.022314,0.288946,0.52284,,0.938695,0.064011,0.026129,0.010773,0.029401,0.167015,,,0.065899
2026-05-29,LLY,False,risk_on,2025-Q1,2025-05-01,393,False,,0.825202,0.416529,0.216749,0.124245,0.451756,1.02405,0.230104,0.430881,0.822721,,1.372258,0.03603,0.018638,0.001745,0.01116,0.015924,,,0.024126
2026-05-29,LMT,False,risk_on,2025-Q1,2025-04-22,402,True,,0.113511,0.129321,0.095307,0.097108,0.044664,0.16558,0.108091,0.358291,0.88207,,1.076179,0.031816,0.024864,0.016852,0.044378,0.053894,,,-0.478691
2026-05-29,LOW,False,risk_on,2025-Q1,2025-05-29,365,False,,0.333779,0.119159,0.078404,0.15082,-0.020315,-0.059932,-0.064957,0.765318,1.292118,,1.012819,0.075421,0.074473,0.063101,0.057005,-0.110412,,,-0.184415
2026-05-29,MA,False,risk_on,2025-Q1,2025-05-01,393,False,,,0.593103,0.452414,0.271157,0.142092,0.152815,0.089339,0.38791,0.861853,,1.110837,0.162864,0.049103,0.045822,0.02911,0.014831,,,1.245016
2026-05-29,MAR,False,risk_on,2025-Q1,2025-05-06,388,False,,0.952738,0.151525,0.106179,0.092905,0.04785,0.073529,0.179078,0.565157,1.11887,,0.452197,0.019624,0.024277,0.019211,0.023738,-0.030373,,,-0.598222
2026-05-29,MCD,False,risk_on,2025-Q1,2025-05-12,382,False,,0.895886,0.4445,0.313518,0.144934,-0.03469,-0.032176,-0.032141,0.691029,1.061318,,1.181637,0.021978,0.043086,0.032932,41001.395577,-17346.744283,,,0.372986
2026-05-29,MDLZ,False,risk_on,2025-Q1,2025-04-29,395,False,,0.260926,0.073231,0.043165,0.052244,0.002476,-0.754146,-0.715297,0.283459,0.625357,,0.606104,0.022647,0.015843,0.011839,0.04511,0.323488,,,-0.608336
2026-05-29,MDT,False,risk_on,2025-Q4,2025-06-20,343,False,,0.647474,0.201299,0.118517,0.050851,0.039353,0.486352,0.617737,0.311042,0.473653,,1.6478,0.097787,0.027574,0.022568,0.048963,0.506822,,,-0.122958
2026-05-29,META,False,risk_on,2025-Q1,2025-05-01,393,False,,0.821052,0.414875,0.393345,0.237801,0.160719,0.270444,0.345622,0.102882,0.339684,,2.662349,0.250631,0.085742,0.039559,0.040713,0.113051,,,1.395142
2026-05-29,MRK,False,risk_on,2025-Q1,2025-05-02,392,False,,0.779831,0.382317,0.327065,0.151439,-0.015594,0.030729,0.066569,0.30267,0.579576,,1.164177,0.080158,0.021716,0.010181,0.058438,0.162234,,,0.430213
2026-05-29,MSFT,False,risk_on,2025-Q3,2025-04-30,394,False,,0.687166,0.456712,0.368567,0.171758,0.132691,0.160219,0.177082,0.076216,0.427875,,1.371592,0.141512,0.065841,0.036079,0.028767,0.095823,,,1.094628
2026-05-29,MU,False,risk_on,2025-Q3,2025-06-26,337,False,,0.377164,0.233201,0.202666,0.079404,0.365585,2.01669,4.677711,0.198235,0.352679,,2.754711,0.137901,0.058791,0.021315,0.005699,0.046457,,,0.334573
2026-05-29,NEE,False,risk_on,2025-Q1,2025-04-23,401,True,,0.81351,0.355371,0.133984,0.028384,0.090037,0.13555,-0.630952,0.46163,0.689258,,0.553257,0.012452,0.014254,0.002167,0.030978,0.339139,,,-0.289556
2026-05-29,NFLX,False,risk_on,2025-Q1,2025-04-18,406,True,,0.500783,0.317468,0.274154,0.177965,0.125113,0.271398,0.239319,0.288301,0.538699,,1.203643,0.16071,0.053548,0.051085,0.024662,0.063926,,,0.742463
2026-05-29,NKE,False,risk_on,2025-Q4,2025-07-17,316,False,,0.402721,0.028927,0.019014,0.088001,-0.119705,-0.792367,-0.859333,0.217775,0.638782,,2.211054,0.250171,0.012658,0.009924,0.047539,0.195089,,,-0.662227
2026-05-29,NOC,False,risk_on,2025-Q1,2025-04-22,402,True,,0.166878,0.06052,0.050803,0.076566,-0.065627,-0.464986,-0.490466,0.292296,0.690848,,0.949746,0.034765,-0.032289,-0.037571,0.045635,0.184261,,,-1.126937
2026-05-29,NOW,False,risk_on,2025-Q1,2025-04-23,401,True,,0.789184,0.146049,0.148964,0.073336,0.186323,0.358434,0.325648,0.071047,0.516546,,1.122548,0.314562,0.079964,0.068568,0.011813,0.077874,,,0.392348
2026-05-29,NVDA,False,risk_on,2025-Q1,2025-05-28,366,False,,0.605238,0.491081,0.426104,0.612946,0.691829,0.279674,0.261676,0.067575,0.330616,,3.388403,0.428657,0.218867,0.208656,0.014792,0.016154,,,3.892627
2026-05-29,ORCL,False,risk_on,2025-Q4,2025-06-18,345,False,,0.70188,0.326416,0.215494,0.073907,0.11311,0.063948,0.090013,0.549819,0.875452,,0.572777,0.066542,0.03657,-0.017362,0.019202,0.03236,,,-0.232463
2026-05-29,ORLY,False,risk_on,2025-Q1,2025-05-09,385,False,,0.512817,0.179231,0.130166,0.155482,0.040411,-0.014638,-0.015995,0.369548,1.088758,,0.708473,0.012505,0.049374,0.030739,0.031666,-0.018077,,,-0.192258
2026-05-29,PANW,False,risk_on,2025-Q3,2025-05-21,373,False,,0.729445,0.095588,0.114504,0.056438,0.153265,0.238257,-0.0599,0.017416,0.671383,,0.942177,0.14999,0.028551,0.025465,0.006232,0.036285,,,-0.359712
2026-05-29,PEP,False,risk_on,2025-Q1,2025-04-24,400,False,,0.557676,0.144149,0.102349,0.0921,-0.018137,-0.049319,-0.101861,0.476896,0.817874,,0.834248,0.084355,-0.009564,-0.008266,0.047723,0.094372,,,-0.730906
2026-05-29,PFE,False,risk_on,2025-Q1,2025-05-05,389,False,,0.792563,0.322639,0.216405,0.037899,-0.078169,0.052819,-0.047191,0.298561,0.564294,,1.258189,0.083244,0.025511,0.0228,0.05274,0.606317,,,0.068973
2026-05-29,PG,False,risk_on,2025-Q3,2025-04-24,400,False,,0.50981,0.230481,0.190686,0.126001,-0.020748,0.021973,0.005064,0.277607,0.572754,,0.713472,0.074124,0.030118,0.023272,0.044061,0.149406,,,0.116166
2026-05-29,PH,False,risk_on,2025-Q3,2025-05-06,388,False,,0.368952,0.210685,0.19375,0.117324,-0.022536,0.068104,0.322646,0.324123,0.536624,,1.207085,0.014134,0.021786,0.0194,0.030823,0.121736,,,0.040666
2026-05-29,PLD,False,risk_on,2025-Q1,2025-04-29,395,False,,0.743374,0.38051,0.277124,0.039919,0.093551,0.228901,0.012358,0.336086,0.395006,,0.215113,0.006991,0.012092,-0.004474,0.028139,0.426459,,,0.131107
2026-05-29,PM,False,risk_on,2025-Q1,2025-04-24,400,False,,0.674121,0.381034,0.289216,0.116766,0.057773,0.163875,0.252328,0.761828,1.137156,,0.776437,0.068271,-0.005378,-0.011586,0.027515,-0.032319,,,-0.339756
2026-05-29,PYPL,False,risk_on,2025-Q1,2025-04-29,395,False,,0.52458,0.252471,0.165191,0.055934,0.01195,0.156379,0.449324,0.140475,0.750794,,1.300051,0.137941,0.014273,0.011886,0.102023,0.45455,,,-0.301102
2026-05-29,QCOM,False,risk_on,2025-Q2,2025-04-30,394,False,,0.550323,0.284179,0.256125,0.199397,0.169347,0.333333,0.208942,0.264087,0.499241,,2.709329,0.250054,0.046124,0.04226,0.039594,0.099434,,,0.659402
2026-05-29,REGN,False,risk_on,2025-Q1,2025-04-29,395,False,,0.8467,0.199425,0.267012,0.119837,-0.036979,-0.203691,0.120083,0.052864,0.217274,,7.105653,0.469453,0.027836,0.020604,0.065814,0.429872,,,0.399089
2026-05-29,ROP,False,risk_on,2025-Q1,2025-05-02,392,False,,0.687115,0.279265,0.175855,0.047691,0.120248,0.092458,-0.133246,0.237323,0.38815,,0.462202,0.011866,0.016828,0.016525,0.042541,0.545779,,,0.019235
2026-05-29,RTX,False,risk_on,2025-Q1,2025-04-22,402,True,,0.202699,0.10002,0.075593,0.027902,0.051852,0.355808,-0.101814,0.25051,0.61578,,1.005549,0.03128,0.007916,0.004804,0.018941,0.26082,,,-0.649289
2026-05-29,SBUX,False,risk_on,2025-Q2,2025-04-29,395,False,,0.687546,0.075112,0.04385,0.098915,0.023193,-0.361626,-0.502589,0.492263,1.240742,,0.411868,0.095204,0.009231,-0.009395,0.02768,-0.067368,,,-1.087266
2026-05-29,SCHW,True,risk_on,2025-Q1,2025-05-09,385,False,,,0.438471,0.340954,0.014018,0.181224,0.365406,0.401615,,0.893042,0.106958,,,0.013737,,0.040506,0.309058,0.531774,0.101795,0.052343
2026-05-29,SHW,False,risk_on,2025-Q1,2025-04-29,395,False,,0.48233,0.142564,0.094973,0.108788,-0.011477,0.037301,-0.002573,0.437423,0.832356,,0.766781,0.00811,-0.00248,-0.010164,0.034934,0.053834,,,-0.694285
2026-05-29,SLB,False,risk_on,2025-Q1,2025-04-25,399,False,,0.189164,0.166784,0.093875,0.085507,-0.024922,-0.043889,-0.253745,0.285743,0.576589,,1.236699,0.079527,0.013469,0.005347,0.055951,0.27706,,,-0.369632
2026-05-29,SNPS,False,risk_on,2025-Q2,2025-05-28,366,False,,0.801562,0.234641,0.21512,0.091047,0.102807,0.133567,0.181451,0.423069,0.582615,,7.332632,0.600421,0.011591,0.012378,0.029135,0.133564,,,-0.07392
2026-05-29,SPGI,False,risk_on,2025-Q1,2025-04-29,395,False,,0.694731,0.41488,0.288589,0.065989,0.081925,0.136331,0.099899,0.190202,0.370085,,0.902027,0.024529,0.015913,0.015195,0.030292,0.289158,,,0.384651
2026-05-29,SYK,False,risk_on,2025-Q1,2025-05-02,392,False,,0.638254,0.148653,0.11149,0.062144,0.118825,-0.105641,-0.170051,0.364757,0.545059,,1.642326,0.052363,0.005434,0.002761,0.024252,0.177543,,,-0.445372
2026-05-29,TDG,False,risk_on,2025-Q2,2025-05-06,388,False,,0.592558,0.46093,0.222791,0.086693,0.120375,0.143022,0.182716,1.143529,1.258571,,3.089682,0.110751,0.006756,0.0042,0.025975,-0.077474,,,-0.337609
2026-05-29,TJX,False,risk_on,2025-Q1,2025-05-30,364,False,,0.294791,0.100374,0.079018,0.15161,0.050645,-0.01791,-0.031776,0.089993,0.733097,,1.163295,0.133561,0.009825,-0.005776,0.027572,0.048539,,,-0.527241
2026-05-29,TMO,False,risk_on,2025-Q1,2025-05-02,392,False,,0.408626,0.175125,0.145407,0.06579,0.001837,0.073329,0.136501,0.345197,0.500363,,1.774497,0.060045,0.00729,0.003756,0.034943,0.265372,,,-0.310476
2026-05-29,TSLA,False,risk_on,2025-Q1,2025-04-23,401,True,,0.163072,0.025498,0.021153,0.048837,-0.092296,-0.578992,-0.705755,0.060179,0.397191,,1.996068,0.295705,0.017233,0.005307,0.003982,0.049151,,,-0.57532
2026-05-29,TXN,False,risk_on,2025-Q1,2025-04-24,400,False,,0.568444,0.325387,0.289752,0.144355,0.111445,0.139415,0.066968,0.380603,0.513997,,5.257533,0.148266,0.02515,-0.008117,0.017403,0.058592,,,0.256651
