date,ticker,is_bank,regime,fund_fiscal_period,fund_publish_date,fund_age_days,fund_stale,forward_excess_return_20d_vs_spy,gross_margin,operating_margin,net_margin,roa_ttm,revenue_growth_yoy,operating_income_growth_yoy,net_income_growth_yoy,debt_to_assets,liabilities_to_assets,equity_to_assets,current_ratio,cash_to_assets,ocf_to_assets,fcf_to_assets,earnings_yield_ttm,book_to_price,deposits_to_assets,loans_to_assets,quality_composite
2026-06-16,UNH,False,risk_on,2025-Q1,2025-05-07,405,True,,0.216966,0.083222,0.057422,0.071358,0.09799,0.149792,5.465578,0.262342,0.660515,,0.848543,0.110691,0.017612,0.014713,0.059072,0.281033,,,-0.536932
2026-06-16,UNP,False,risk_on,2025-Q1,2025-04-24,418,True,,0.59416,0.393396,0.269786,0.098289,-0.000663,-0.000422,-0.009141,0.479501,0.765827,,0.729508,0.020601,0.032267,0.019039,0.041819,0.099635,,,0.227418
2026-06-16,UPS,False,risk_on,2025-Q1,2025-05-07,405,True,,0.241298,0.077323,0.055091,0.085532,-0.007371,0.032858,0.066487,0.373821,0.770923,,1.091315,0.073978,0.033856,0.022011,0.06262,0.167713,,,-0.471831
2026-06-16,V,False,risk_on,2025-Q2,2025-04-30,412,True,,,0.69408,0.477069,0.214166,0.093333,0.11485,-0.018443,0.223601,0.58836,,1.091433,0.148094,0.050564,0.047042,0.028631,0.055031,,,1.492107
2026-06-16,VRTX,False,risk_on,2025-Q1,2025-05-06,406,True,,0.868963,0.372211,0.233304,,,,,0.004869,0.279024,,2.645591,0.271026,0.03579,0.034011,,0.140278,,,0.713707
2026-06-16,VZ,False,risk_on,2025-Q1,2025-04-25,417,True,,0.610094,0.238256,0.145707,,,,,0.377662,0.731739,,0.611682,0.005934,0.02057,0.009352,,0.516693,,,-0.264266
2026-06-16,WM,False,risk_on,2025-Q1,2025-04-29,413,True,,0.399801,0.170821,0.105849,0.060131,0.166505,0.013807,-0.100282,0.535831,0.805534,,0.833177,0.004855,0.027155,0.008475,0.030298,0.097986,,,-0.467686
2026-06-16,WMT,False,risk_on,2025-Q1,2025-06-06,375,False,,0.249419,0.043083,0.027094,0.071726,0.025392,0.042976,-0.120886,0.247263,0.654506,,0.779761,0.035488,0.020623,0.001715,0.019313,0.093028,,,-0.679882
2026-06-16,ZTS,False,risk_on,2025-Q1,2025-05-06,406,True,,0.718835,0.369427,0.273885,0.17655,0.003653,0.013733,0.005008,0.46652,0.669811,,1.604861,0.122074,0.03653,0.023904,0.070034,0.13098,,,0.474851
2026-05-29,AAPL,False,risk_on,2025-Q2,2025-05-02,392,False,,0.470506,0.310291,0.25986,0.293733,0.050753,0.060538,0.048401,0.296426,0.798341,,0.906372,0.146417,0.072312,0.06304,0.020708,0.014217,,,0.924983
2026-05-29,ABBV,False,risk_on,2025-Q1,2025-05-09,385,False,,0.700067,0.298359,0.09638,0.030808,0.083916,0.344024,-0.060628,0.513267,0.989263,,0.76024,0.038013,0.016039,0.014314,0.010874,0.00379,,,-0.540377
2026-05-29,ABT,False,risk_on,2025-Q1,2025-04-30,394,False,,0.568643,0.163449,0.12792,0.165774,0.039542,0.221501,0.081633,0.162582,0.397603,,1.780452,0.084029,0.017398,0.011455,0.090277,0.328051,,,0.013047
2026-05-29,ACN,False,risk_on,2025-Q3,2025-06-20,343,False,,0.328672,0.168254,0.123957,0.12545,0.076581,0.101355,0.137315,0.081295,0.502075,,1.325347,0.1521,0.058148,0.055479,0.067397,0.267506,,,0.311052
2026-05-29,ADBE,False,risk_on,2025-Q2,2025-06-25,338,False,,0.891367,0.359101,0.287928,0.244388,0.106235,0.118833,0.075016,0.219376,0.592699,,0.939514,0.203259,0.077952,0.07628,0.061771,0.102949,,,1.170145
2026-05-29,ADI,False,risk_on,2025-Q2,2025-05-22,372,False,,0.610443,0.257451,0.215816,0.038682,0.222798,0.733458,0.885145,0.152016,0.260513,,2.077027,0.05019,0.017309,0.016646,0.008907,0.170271,,,0.125807
2026-05-29,ADP,False,risk_on,2025-Q3,2025-05-01,393,False,,0.543544,0.294075,0.225014,0.070831,0.056949,0.057163,0.054519,0.070563,0.896272,,1.015081,0.047487,0.02703,0.024594,0.044456,0.065103,,,-0.098776
2026-05-29,AMAT,False,risk_on,2025-Q2,2025-05-22,372,False,,0.490845,0.305493,0.300986,0.20094,0.068312,0.134414,0.240999,0.186162,0.436221,,2.369604,0.200613,0.046711,0.032529,0.018492,0.051884,,,0.747958
2026-05-29,AMD,False,risk_on,2025-Q1,2025-05-07,387,False,,0.502286,0.108362,0.095321,0.031125,0.359035,21.388889,4.764228,0.058197,0.191041,,2.803453,0.102166,0.013124,0.010161,0.002654,0.068973,,,-0.254298
2026-05-29,AMGN,False,risk_on,2025-Q1,2025-05-02,392,False,,0.635784,0.144558,0.212296,0.066389,0.094266,0.188698,16.309735,0.642083,0.930545,,1.170419,0.098582,0.015565,0.010966,0.032563,0.034066,,,-0.46187
2026-05-29,AMZN,False,risk_on,2025-Q1,2025-05-02,392,False,,0.505509,0.118233,0.110023,0.102516,0.086203,0.202391,0.641933,0.082975,0.524502,,1.048101,0.14701,0.026451,-0.011255,0.022576,0.104712,,,-0.356996
2026-05-29,AON,False,risk_on,2025-Q1,2025-04-25,399,False,,0.507084,0.351026,0.20406,0.050652,0.161916,0.120864,-0.098973,0.350509,0.855399,,1.046329,0.026439,0.002783,0.00167,0.036998,0.105591,,,-0.323725
2026-05-29,APH,False,risk_on,2025-Q1,2025-04-25,399,False,,0.341717,0.222158,0.153357,0.114103,0.477444,0.560748,0.344633,0.312936,0.547098,,1.989371,0.072993,0.033399,0.025343,0.013873,0.055067,,,0.073365
2026-05-29,AVGO,False,risk_on,2025-Q2,2025-06-11,352,False,,0.679619,0.394228,0.330912,0.078461,0.20157,0.816088,1.340877,0.408686,0.577319,,1.076904,0.057535,0.039817,0.038942,0.005991,0.032274,,,0.557044
2026-05-29,AXP,True,risk_on,2025-Q1,2025-04-18,406,True,,,0.196263,0.152296,0.036408,0.073793,0.058824,0.06032,,0.88945,0.11055,,,0.016879,,0.046255,0.140447,0.518686,,-0.55371
2026-05-29,BA,False,risk_on,2025-Q1,2025-04-23,401,True,,0.123974,0.023646,-0.001898,,,,,0.34262,1.021247,,1.231617,0.151277,-0.010326,-0.014614,,-0.019093,,,-1.421846
2026-05-29,BAC,True,risk_on,2025-Q1,2025-04-30,394,False,,,0.318512,0.260559,0.008258,0.094082,0.238915,0.102787,,0.851515,0.148485,,,-0.000652,,0.069338,1.246774,0.594002,0.327629,-0.330837
