model,horizon,feature,feature_family,mean_standardized_weight,mean_abs_weight,mean_chosen_lambda,folds
regime_aware_ensemble,63d,price_vs_sma_21d,technical_price,-0.017195,0.017195,57.3143,7
regime_aware_ensemble,63d,price_vs_sma_63d,technical_price,0.020336,0.034132,57.3143,7
regime_aware_ensemble,63d,realized_skew_63d,technical_price,-0.020692,0.020692,57.3143,7
regime_aware_ensemble,63d,realized_kurtosis_63d,technical_price,0.02472,0.02472,57.3143,7
regime_aware_ensemble,63d,historical_same_month_avg_return_by_ticker,seasonality_calendar,0.038246,0.038246,57.3143,7
regime_aware_ensemble,63d,historical_same_month_win_rate_by_ticker,seasonality_calendar,-0.013474,0.013474,57.3143,7
regime_aware_ensemble,63d,historical_month_rank_by_ticker,seasonality_calendar,0.015149,0.016185,57.3143,7
regime_aware_ensemble,63d,ticker_return_21d_minus_sector_return_21d,sector_relative,-0.016126,0.016563,57.3143,7
regime_aware_ensemble,63d,ticker_return_63d_minus_sector_return_63d,sector_relative,0.058544,0.058544,57.3143,7
regime_aware_ensemble,63d,ticker_vol_21d_minus_sector_vol_21d,sector_relative,-0.008925,0.022465,57.3143,7
regime_aware_ensemble,63d,sector_return_21d_minus_spy_return_21d,sector_relative,-0.029078,0.029078,57.3143,7
regime_aware_ensemble,63d,sector_return_63d_minus_spy_return_63d,sector_relative,0.028433,0.028433,57.3143,7
regime_aware_ensemble,63d,sector_relative_strength_rank_by_date,sector_relative,0.010553,0.017832,57.3143,7
regime_aware_ensemble,63d,ticker_rank_within_sector_21d,sector_relative,0.000472,0.005699,57.3143,7
regime_aware_ensemble,63d,ticker_rank_within_sector_63d,sector_relative,0.067379,0.067379,57.3143,7
regime_aware_ensemble,63d,operating_margin,sec_fundamental,-0.009405,0.017146,57.3143,7
regime_aware_ensemble,63d,net_margin,sec_fundamental,0.006854,0.018648,57.3143,7
regime_aware_ensemble,63d,cash_conversion,sec_fundamental,0.007887,0.008919,57.3143,7
regime_aware_ensemble,63d,accrual_proxy,sec_fundamental,-0.021825,0.03594,57.3143,7
regime_aware_ensemble,63d,log_total_assets,sec_fundamental,-0.082266,0.082266,57.3143,7
regime_aware_ensemble,63d,filing_lag_days,sec_fundamental,-0.036915,0.036915,57.3143,7
regime_aware_ensemble,63d,debt_proxy_total_liabilities_to_assets,sec_fundamental,0.009805,0.009805,57.3143,7
regime_aware_ensemble,63d,revenue_yoy_growth,sec_fundamental,0.048937,0.048937,57.3143,7
regime_aware_ensemble,63d,eps_diluted_yoy_growth,sec_fundamental,0.00188,0.005723,57.3143,7
regime_aware_ensemble,63d,ar1_beta_63d,time_series_arima_style,0.009722,0.009722,57.3143,7
regime_aware_ensemble,63d,ar1_residual_zscore_63d,time_series_arima_style,0.001464,0.002634,57.3143,7
regime_aware_ensemble,63d,rolling_mean_reversion_signal_21d,time_series_arima_style,-0.011458,0.012945,57.3143,7
regime_aware_ensemble,63d,trend_persistence_63d,time_series_arima_style,-0.013952,0.014682,57.3143,7
regime_aware_ensemble,63d,forecast_error_direction_21d,time_series_arima_style,0.005596,0.005627,57.3143,7
regime_aware_ensemble,63d,eps_surprise,earnings_surprise,0.0017,0.01282,57.3143,7
regime_aware_ensemble,63d,eps_surprise_pct,earnings_surprise,-0.08319,0.08319,57.3143,7
regime_aware_ensemble,63d,trailing_4q_avg_surprise_pct,earnings_surprise,0.084083,0.084083,57.3143,7
regime_aware_ensemble,63d,trailing_4q_positive_surprise_rate,earnings_surprise,-0.023494,0.023494,57.3143,7
regime_aware_ensemble,63d,surprise_acceleration,earnings_surprise,0.06866,0.06866,57.3143,7
regime_aware_ensemble,63d,days_since_last_earnings,earnings_surprise,0.000557,0.001911,57.3143,7
regime_aware_ensemble,126d,return_5d,technical_price,-0.001789,0.002884,83.35,6
regime_aware_ensemble,126d,return_21d,technical_price,0.056341,0.056341,83.35,6
regime_aware_ensemble,126d,return_63d,technical_price,0.033242,0.033242,83.35,6
regime_aware_ensemble,126d,return_126d,technical_price,-0.107528,0.116316,83.35,6
regime_aware_ensemble,126d,momentum_21_126,technical_price,0.11993,0.11993,83.35,6
regime_aware_ensemble,126d,volatility_21d,technical_price,0.031477,0.032184,83.35,6
regime_aware_ensemble,126d,volatility_63d,technical_price,0.042464,0.042464,83.35,6
regime_aware_ensemble,126d,drawdown_63d,technical_price,-0.082968,0.082992,83.35,6
regime_aware_ensemble,126d,price_vs_sma_21d,technical_price,-0.002618,0.005228,83.35,6
regime_aware_ensemble,126d,price_vs_sma_63d,technical_price,0.041449,0.054467,83.35,6
regime_aware_ensemble,126d,realized_skew_63d,technical_price,-0.003523,0.012856,83.35,6
regime_aware_ensemble,126d,realized_kurtosis_63d,technical_price,0.046955,0.046955,83.35,6
regime_aware_ensemble,126d,historical_same_month_avg_return_by_ticker,seasonality_calendar,0.034981,0.034981,83.35,6
regime_aware_ensemble,126d,historical_same_month_win_rate_by_ticker,seasonality_calendar,-0.002307,0.002457,83.35,6
regime_aware_ensemble,126d,historical_month_rank_by_ticker,seasonality_calendar,0.013055,0.019068,83.35,6
regime_aware_ensemble,126d,ticker_return_21d_minus_sector_return_21d,sector_relative,0.006222,0.013155,83.35,6
regime_aware_ensemble,126d,ticker_return_63d_minus_sector_return_63d,sector_relative,0.057318,0.058887,83.35,6
regime_aware_ensemble,126d,ticker_vol_21d_minus_sector_vol_21d,sector_relative,-0.036571,0.03775,83.35,6
regime_aware_ensemble,126d,sector_return_21d_minus_spy_return_21d,sector_relative,-0.020675,0.020675,83.35,6
regime_aware_ensemble,126d,sector_return_63d_minus_spy_return_63d,sector_relative,0.014751,0.022476,83.35,6
regime_aware_ensemble,126d,sector_relative_strength_rank_by_date,sector_relative,-0.006923,0.013216,83.35,6
regime_aware_ensemble,126d,ticker_rank_within_sector_21d,sector_relative,0.012549,0.013395,83.35,6
regime_aware_ensemble,126d,ticker_rank_within_sector_63d,sector_relative,0.075969,0.075969,83.35,6
regime_aware_ensemble,126d,operating_margin,sec_fundamental,-0.006309,0.018103,83.35,6
regime_aware_ensemble,126d,net_margin,sec_fundamental,0.008532,0.017747,83.35,6
regime_aware_ensemble,126d,cash_conversion,sec_fundamental,0.015336,0.015336,83.35,6
regime_aware_ensemble,126d,accrual_proxy,sec_fundamental,-0.003948,0.03114,83.35,6
regime_aware_ensemble,126d,log_total_assets,sec_fundamental,-0.121334,0.121334,83.35,6
regime_aware_ensemble,126d,filing_lag_days,sec_fundamental,-0.039552,0.039552,83.35,6
regime_aware_ensemble,126d,debt_proxy_total_liabilities_to_assets,sec_fundamental,0.013738,0.013738,83.35,6
regime_aware_ensemble,126d,revenue_yoy_growth,sec_fundamental,0.077854,0.077854,83.35,6
regime_aware_ensemble,126d,eps_diluted_yoy_growth,sec_fundamental,0.004374,0.007165,83.35,6
regime_aware_ensemble,126d,ar1_beta_63d,time_series_arima_style,0.010839,0.010839,83.35,6
regime_aware_ensemble,126d,ar1_residual_zscore_63d,time_series_arima_style,0.002528,0.003635,83.35,6
regime_aware_ensemble,126d,rolling_mean_reversion_signal_21d,time_series_arima_style,0.005,0.007922,83.35,6
regime_aware_ensemble,126d,trend_persistence_63d,time_series_arima_style,-0.012877,0.017215,83.35,6
regime_aware_ensemble,126d,forecast_error_direction_21d,time_series_arima_style,-0.00537,0.006386,83.35,6
regime_aware_ensemble,126d,eps_surprise,earnings_surprise,-0.00233,0.017124,83.35,6
regime_aware_ensemble,126d,eps_surprise_pct,earnings_surprise,-0.060431,0.060431,83.35,6
regime_aware_ensemble,126d,trailing_4q_avg_surprise_pct,earnings_surprise,0.101911,0.101911,83.35,6
regime_aware_ensemble,126d,trailing_4q_positive_surprise_rate,earnings_surprise,-0.023207,0.023207,83.35,6
regime_aware_ensemble,126d,surprise_acceleration,earnings_surprise,0.03943,0.03943,83.35,6
regime_aware_ensemble,126d,days_since_last_earnings,earnings_surprise,0.001439,0.001817,83.35,6
