ticker,scoring_date,sector,return_21d,return_63d,return_126d,momentum_21_126,volatility_21d,drawdown_63d,price_vs_sma_21d,historical_same_month_avg_return_by_ticker,historical_month_rank_by_ticker,spy_return_63d,market_risk_off_flag,cross_sectional_breadth_21d,ticker_return_21d_minus_sector_return_21d,ticker_rank_within_sector_21d,operating_margin,net_margin,revenue_yoy_growth,eps_diluted_yoy_growth,eps_surprise_pct,trailing_4q_avg_surprise_pct,ar1_beta_63d,rolling_mean_reversion_signal_21d,trend_persistence_63d,forward_excess_return_vs_spy_21d,forward_excess_return_vs_spy_63d,forward_excess_return_vs_spy_126d
LOW,2016-02-03,Consumer Discretionary,-0.10080862848590766,,,,0.3653896922708762,,-0.046203409258442796,,,,1.0,0.31496062992125984,-0.046996617475599405,9.0,,,0.049357,,,,,1.6897897688299706,,-0.003674,0.051634,0.084437
MCO,2016-02-03,Financials,-0.11962569318695626,,,,0.3278011333081231,,-0.03718138507703328,,,,1.0,0.31496062992125984,-0.023343097229213086,13.0,,,,,,,,0.9380190966449703,,0.071839,0.022067,0.090486
MDT,2016-02-03,Health Care,0.005015119036690052,,,,0.25948777862535605,,0.012780607812104883,,,,1.0,0.31496062992125984,0.061814511900014545,4.0,,,,,,,,-0.9076554759728616,,-0.054817,-0.036876,0.007814
META,2016-02-03,Communication Services,0.10242617839820745,,,,0.6299714369176255,,0.11583196215457736,,,,1.0,0.31496062992125984,0.09895232514958982,2.0,,,0.438152,,,,,-1.6251691075136172,,-0.085883,-0.029542,-0.054651
MO,2016-02-03,Consumer Staples,0.042690614576370134,,,,0.23438927090550232,,0.016847351883995776,,,,1.0,0.31496062992125984,0.03758525164875156,3.0,,,0.046649,,,,,-0.8848188224979713,,0.004747,-0.010982,-0.012987
MRK,2016-02-03,Health Care,-0.046303461470512786,,,,0.2346684304994653,,-0.020639249270552384,,,,1.0,0.31496062992125984,0.010495931392811707,10.0,,,,,,,,1.2401905816879109,,-0.007166,0.027491,0.029618
MS,2016-02-03,Financials,-0.22287276895637564,,,,0.41092781066012785,,-0.08304924447776751,,,,1.0,0.31496062992125984,-0.12659017299863246,19.0,,,0.119339,,,,,1.139000483860629,,0.026699,0.009313,0.041285
NKE,2016-02-03,Consumer Discretionary,0.01576745285938297,,,,0.25732854174368053,,0.03449675945026631,,,,1.0,0.31496062992125984,0.06957946386969122,6.0,,,0.048041,,,,,-1.3115614969971976,,-0.064881,-0.128845,-0.260828
NOW,2016-02-03,Information Technology,-0.29463540871418104,,,,0.7198725399637345,,-0.1952671378435008,,,,1.0,0.31496062992125984,-0.19842005533119042,25.0,,,0.485536,,,,,1.8415428902171307,,-0.061216,0.06294,0.110653
NVDA,2016-02-03,Information Technology,-0.1288233271231468,,,,0.40338050480180776,,-0.027059100849904927,,,,1.0,0.31496062992125984,-0.0326079737401562,18.0,,,,,,,,0.558467308165101,,0.110735,0.15992,0.863213
ORCL,2016-02-03,Information Technology,-0.0016784134882008583,,,,0.287722253256157,,0.019242811866279297,,,,1.0,0.31496062992125984,0.09453693989478976,3.0,,,-0.041387,,,,,-0.9621392142190952,,0.013917,0.027778,0.007326
ORLY,2016-02-03,Consumer Discretionary,0.030514865554822856,,,,0.31533848991538965,,0.03760581175718336,,,,1.0,0.31496062992125984,0.0843268765651311,2.0,,,0.103765,,,,,-0.9448865956510012,,-0.001633,-0.018367,-0.01144
PANW,2016-02-03,Information Technology,-0.15607507676655819,,,,0.42350905664124977,,-0.055118477282634526,,,,1.0,0.31496062992125984,-0.05985972338356757,22.0,,,0.551462,,,,,0.9804717910888565,,-0.004755,-0.095709,-0.246387
PH,2016-02-03,Industrials,0.011069633983858074,,,,0.3099723505943043,,0.06600124042980049,,,,1.0,0.31496062992125984,0.04126931967878582,3.0,,,-0.038153,,,,,-1.8323962849673139,,0.047375,0.06671,0.036336
PLD,2016-02-03,Real Estate,-0.05680144535628673,,,,0.2960778020008452,,-0.006595224704660008,,,,1.0,0.31496062992125984,-0.051131081937038136,2.0,,,,,,,,0.18419097110202978,,0.002122,0.095365,0.251681
PM,2016-02-03,Consumer Staples,0.032068986975886116,,,,0.17666323891646007,,0.021380033618194627,,,,1.0,0.31496062992125984,0.026963624048267538,4.0,,,-0.076922,,,,,-1.4616246648534725,,0.004619,0.034428,-0.016048
QCOM,2016-02-03,Information Technology,-0.10754184720896498,,,,0.5357414526498527,,-0.03730510835626233,,,,1.0,0.31496062992125984,-0.011326493825974365,16.0,,,,,,,,1.1160104900444514,,0.14061,0.062173,0.248187
REGN,2016-02-03,Health Care,-0.18495782674577388,,,,0.4720686396743362,,-0.08742865650484644,,,,1.0,0.31496062992125984,-0.12815843388244938,21.0,,,0.489991,,,,,1.2558592155896329,,-0.088556,-0.220588,-0.093433
ROP,2016-02-03,Information Technology,-0.12943165386329725,,,,0.36350867018921856,,-0.05185891860124714,,,,1.0,0.31496062992125984,-0.03321630048030663,20.0,,,,,,,,1.3232744869525142,,0.016367,-0.004454,-0.095224
RTX,2016-02-03,Industrials,-0.1005549819663667,,,,0.2245955747415786,,-0.02267429487222028,,,,1.0,0.31496062992125984,-0.07035529627143895,18.0,,,,,,,,0.6534335327549621,,0.08912,0.102664,0.112203
SHW,2016-02-03,Materials,0.00828232218971614,,,,0.2953018032860074,,0.038339451341486086,,,,1.0,0.31496062992125984,-0.010600570735527892,3.0,,,,,,,,-1.7483473738476134,,0.03344,0.051583,0.039236
SLB,2016-02-03,Energy,0.023851017621038695,,,,0.4489788915288208,,0.07217631240229427,,,,1.0,0.31496062992125984,0.05916177812379149,1.0,,,-0.269761,,,,,-1.4699907775628416,,0.016478,-0.000191,-0.002151
SNPS,2016-02-03,Information Technology,-0.0532056876017577,,,,0.25390293382697515,,0.012550144774565286,,,,1.0,0.31496062992125984,0.043009665781232914,8.0,,,,,,,,-0.4530053347966858,,0.039037,0.046953,0.136364
SO,2016-02-03,Utilities,0.03146883494395514,,,,0.17259932960998434,,0.018882914747392565,,,,1.0,0.31496062992125984,-0.049511588099602946,3.0,,,,,,,,-0.9506370290554924,,-0.034067,-0.006631,-0.023768
SPGI,2016-02-03,Financials,-0.14799580092979414,,,,0.3315415836968182,,-0.056293996190336926,,,,1.0,0.31496062992125984,-0.051713204972050966,15.0,,,0.047062,,,,,1.210353038958039,,0.133952,0.21922,0.361222
SYK,2016-02-03,Health Care,0.10075583464017601,,,,0.19768038777807495,,0.06346384122878979,,,,1.0,0.31496062992125984,0.1575552275035005,1.0,,,,,,,,-1.4259329390928177,,-0.003725,0.022656,0.025021
T,2016-02-03,Communication Services,0.08900387125507714,,,,0.17464548871381258,,0.057104404259174846,,,,1.0,0.31496062992125984,0.08553001800645951,3.0,,,,,,,,-2.022920234763138,,-0.014773,-0.000918,0.070177
TJX,2016-02-03,Consumer Discretionary,0.0162356021758443,,,,0.27098591493454033,,0.037431891262745376,,,,1.0,0.31496062992125984,0.07004761318615255,5.0,,,,,,,,-1.476315620967137,,0.003032,-0.004,-0.013264
TMO,2016-02-03,Health Care,-0.0915312626507172,,,,0.3273662169560397,,-0.05532338442435836,,,,1.0,0.31496062992125984,-0.03473186978739271,15.0,,,-0.006768,,,,,2.25061231066583,,0.065325,0.070821,0.098384
TXN,2016-02-03,Information Technology,-0.06827934354915366,,,,0.33595689182734917,,-0.004852228381967416,,,,1.0,0.31496062992125984,0.027936009833836956,12.0,,,0.00358,,,,,0.15461837870777903,,0.044613,0.052958,0.245097
UNH,2016-02-03,Health Care,-0.03185645772593948,,,,0.28340801608033683,,-0.0007175904195357852,,,,1.0,0.31496062992125984,0.024942935137385013,9.0,,,,,,,,0.03679972333763143,,0.032541,0.098636,0.13646
V,2016-02-03,Financials,-0.017437403732492696,,,,0.34305903167602525,,0.019263094979680373,,,,1.0,0.31496062992125984,0.07884519222525048,5.0,,,0.05411,,,,,-0.8154059523214442,,-0.052219,-0.038984,-0.079612
VRTX,2016-02-03,Health Care,-0.23606479193028718,,,,0.5071900052622814,,-0.0587213275087467,,,,1.0,0.31496062992125984,-0.17926539906696268,22.0,,,0.409632,,,,,0.5839888456818012,,-0.106524,-0.218332,-0.071916
WM,2016-02-03,Industrials,0.012011643361426572,,,,0.22018027175540056,,0.010598538199654506,,,,1.0,0.31496062992125984,0.042211329056354316,2.0,,,-0.079932,,,,,-1.0917553078906181,,0.036741,0.069133,0.115653
ABT,2016-02-12,Health Care,-0.07820254760777823,,,,0.4117028062086531,,-0.03891307369604824,,,,1.0,0.47244094488188976,-0.046283502981743406,18.0,,,0.017383,,1.6393,4.051075,,1.0033605370075966,,-0.008663,-0.083958,0.045256
AMGN,2016-02-12,Health Care,0.0018311314699102077,,,,0.32626846899364115,,-0.02726827016812472,,,,1.0,0.47244094488188976,0.03375017609594503,7.0,,,,,14.4737,10.9669,,0.9769313501498962,,-0.0937,-0.043149,0.020713
AMZN,2016-02-12,Consumer Discretionary,-0.12844398693924663,,,,0.5831240339965291,,-0.08612514150882344,,,,1.0,0.47244094488188976,-0.10516271880728317,11.0,,,0.202477,,-37.5,125.0,,1.074115151864165,,0.054661,0.297213,0.340839
BSX,2016-02-12,Health Care,-0.05185184541150589,,,,0.3668826064768721,,-0.03894393064905566,,,,1.0,0.47244094488188976,-0.01993280078547107,15.0,,,0.07318,,4.0,2.277425,,1.2401472052160567,,-0.006944,0.240346,0.252989
CB,2016-02-12,Financials,0.03861530947483116,,,,0.2294998313796942,,0.029952391797553712,,,,1.0,0.47244094488188976,0.08311954462833465,4.0,,,,,5.3097,7.40285,,-1.8227480283327455,,-0.037864,-0.002049,-0.064979
CDNS,2016-02-12,Information Technology,0.08681676594215348,,,,0.3835078833458163,,0.041347808270482345,,,,1.0,0.47244094488188976,0.14230321533305507,1.0,,,0.089113,,,,,-1.5243568120131126,,0.034091,0.06485,0.035734
CL,2016-02-12,Consumer Staples,0.05074275806903783,,,,0.25389082839875826,,0.012165613333649405,,,,1.0,0.47244094488188976,0.02716160220155127,3.0,,,-0.070542,,,,,-0.5879029498715359,,-0.039278,-0.005966,-0.029334
COST,2016-02-12,Consumer Staples,-0.020161493259757246,,,,0.21826647465466012,,0.0007133705990758354,,,,1.0,0.47244094488188976,-0.04374264912724381,8.0,,,,,,,,-0.04122015387016721,,-0.046065,-0.127846,-0.039111
CRM,2016-02-12,Information Technology,-0.17512078693932687,,,,0.6933066580792627,,-0.0919313472210852,,,,1.0,0.47244094488188976,-0.11963433754842528,22.0,,,,,,,,1.0888799703149028,,0.118141,0.176856,0.185087
CSCO,2016-02-12,Information Technology,0.02073184196038058,,,,0.46290614218127196,,0.07124556967923579,,,,1.0,0.47244094488188976,0.07621829135128216,7.0,,,0.035688,,,,,-2.418356996483005,,0.018287,-0.036589,0.069228
ETN,2016-02-12,Industrials,0.11914077339316731,,,,0.3518662345721128,,0.06792000362594908,,,,1.0,0.47244094488188976,0.09621135756294397,1.0,,,,,,,,-1.2320406131458692,,0.043127,0.041724,0.092384
FDX,2016-02-12,Industrials,-0.012971329560854117,,,,0.3273903640617913,,-0.0009323966735165223,,,,1.0,0.47244094488188976,-0.03590074539107746,14.0,,,,,,,,0.03959619242529938,,0.031216,0.126111,0.109721
GD,2016-02-12,Industrials,0.008756385596285332,,,,0.2700563148637864,,0.0023430651614553266,,,,1.0,0.47244094488188976,-0.014173030233938011,12.0,,,0.019999,0.22372,,,,-0.08388124714794026,,-0.059377,0.012679,-0.005689
GE,2016-02-12,Industrials,0.0007082606342911912,,,,0.2933112600438604,,-0.004696264108223547,,,,1.0,0.47244094488188976,-0.022221155195932152,13.0,,,,,,,,0.3292733548021509,,-0.003209,-0.045574,-0.059967
GILD,2016-02-12,Health Care,-0.03349948378961698,,,,0.3644162663477017,,0.014677722859722131,,,,1.0,0.47244094488188976,-0.0015804391635821577,13.0,,,,,,,,-0.4263820612765204,,-0.078447,-0.173704,-0.282725
GOOG,2016-02-12,Communication Services,-0.025922177108234745,,,,0.3554008509460402,,-0.03729268222350568,,,,1.0,0.47244094488188976,-0.024060114960181646,5.0,,,,,,,,1.0803976188526467,,-0.01596,-0.061141,-0.034964
GOOGL,2016-02-12,Communication Services,-0.017621790005469262,,,,0.3360588290724395,,-0.030165754401150324,,,,1.0,0.47244094488188976,-0.015759727857416164,4.0,,,,,,,,0.9457247987774478,,-0.021475,-0.077424,-0.041017
HCA,2016-02-12,Health Care,0.016320532537715593,,,,0.33030424264687325,,-0.014054297157158224,,,,1.0,0.47244094488188976,0.048239577163750415,6.0,,,,,,,,0.3625932198642754,,0.025202,0.077624,-0.021672
ICE,2016-02-12,Financials,-0.04192702611572896,,,,0.39095490250002674,,-0.04885960301364778,,,,1.0,0.47244094488188976,0.0025772090377745235,11.0,,,0.109216,,,,,1.210956872049484,,-0.078505,0.001522,0.004707
INTC,2016-02-12,Information Technology,-0.09457600862926785,,,,0.4148926776638468,,-0.029757203492505324,,,,1.0,0.47244094488188976,-0.03908955923836627,18.0,,,-0.017206,,,,,0.9584237190573994,,0.021831,-0.049438,0.044
ISRG,2016-02-12,Health Care,-0.025424614253128253,,,,0.3243800734477804,,-0.017864695688819432,,,,1.0,0.47244094488188976,0.006494430372906569,11.0,,,0.118544,,,,,0.5877145247565773,,0.022365,0.080773,0.117774
JNJ,2016-02-12,Health Care,0.04947437819179212,,,,0.26039435215888834,,0.01152392278727965,,,,1.0,0.47244094488188976,0.08139342281782694,2.0,,,,,,,,-0.39018259411718287,,-0.017258,0.020581,0.04494
JPM,2016-02-12,Financials,0.0026160374745007875,,,,0.44260902833288795,,0.010462392726368064,,,,1.0,0.47244094488188976,0.04712027262800427,7.0,,,-0.024854,,,,,-0.42354193082770364,,-0.053522,-0.030389,-0.029188
KLAC,2016-02-12,Information Technology,-0.007232805241093043,,,,0.24164092236106188,,-0.013754186404089541,,,,1.0,0.47244094488188976,0.04825364414980854,8.0,,,,,,,,0.7897749116711809,,0.009068,-0.019316,-0.096141
LOW,2016-02-12,Consumer Discretionary,-0.06822819512194478,,,,0.34937364335075727,,-0.04875392086657859,,,,1.0,0.47244094488188976,-0.04494692698998132,10.0,,,0.049357,,,,,1.172945313749965,,0.043603,0.057713,0.087063
MCO,2016-02-12,Financials,-0.05510291168242765,,,,0.3769765051029191,,-0.03463792279974487,,,,1.0,0.47244094488188976,-0.010598676528924163,13.0,,,,,,,,0.8976752832065232,,0.058946,0.042095,0.084833
MDT,2016-02-12,Health Care,-0.016744805728294065,,,,0.22009355493982805,,-0.01887266282583333,,,,1.0,0.47244094488188976,0.015174238897740756,8.0,,,,,,,,1.1172931172716503,,-0.036264,0.002373,0.021943
META,2016-02-12,Communication Services,0.06883899961098705,,,,0.646991593834865,,-0.0019195243984910793,,,,1.0,0.47244094488188976,0.07070106175904015,3.0,,,0.438152,,,,,0.027270043464370678,,0.001627,0.07169,0.041486
MO,2016-02-12,Consumer Staples,0.0379021543606457,,,,0.17910544483649762,,0.011574570157244946,,,,1.0,0.47244094488188976,0.01432099849315914,4.0,,,0.046649,,,,,-0.5824508587040984,,-0.042416,-0.016186,-0.05007
MRK,2016-02-12,Health Care,-0.032175307578777734,,,,0.24342193297409379,,-0.023390205903755623,,,,1.0,0.47244094488188976,-0.0002562629527429125,12.0,,,,,,,,1.1664587685059182,,-0.004772,0.005731,0.131302
MS,2016-02-12,Financials,-0.13623346655933977,,,,0.5177477969747566,,-0.06330564439160258,,,,1.0,0.47244094488188976,-0.09172923140583628,16.0,,,0.119339,,,,,1.1636280060714355,,0.018076,0.0246,0.096277
NKE,2016-02-12,Consumer Discretionary,-0.04014973109375719,,,,0.3630527548219659,,-0.04876517327350238,,,,1.0,0.47244094488188976,-0.01686846296179373,8.0,,,0.048041,,,,,1.1809582038156337,,0.007806,-0.084409,-0.176666
NOW,2016-02-12,Information Technology,-0.34783175391501386,,,,0.8626609235473296,,-0.2173078405915505,,,,1.0,0.47244094488188976,-0.2923453045241123,25.0,,,0.485536,,,,,1.1999616148660641,,0.147764,0.243843,0.330272
NVDA,2016-02-12,Information Technology,-0.12064237738530059,,,,0.42774536963772336,,-0.06360148936577681,,,,1.0,0.47244094488188976,-0.06515592799439901,19.0,,,,,,,,1.2980319591371816,,0.17041,0.495693,1.282662
ORCL,2016-02-12,Information Technology,0.04284012709365337,,,,0.271791918265331,,0.010999378177479757,,,,1.0,0.47244094488188976,0.09832657648455495,3.0,,,-0.041387,,,,,-0.5347676001037874,,0.006773,0.015871,-0.017968
ORLY,2016-02-12,Consumer Discretionary,0.07357434732610035,,,,0.36323549900232704,,0.030851309436840557,,,,1.0,0.47244094488188976,0.09685561545806382,2.0,,,0.103765,,,,,-0.7562882875106092,,-0.011691,-0.082251,-0.049477
PANW,2016-02-12,Information Technology,-0.19649356017206587,,,,0.6977034670424507,,-0.11915392990258822,,,,1.0,0.47244094488188976,-0.1410071107811643,24.0,,,0.551462,,,,,1.289990327962004,,0.155864,-0.044374,-0.154908
PH,2016-02-12,Industrials,0.0906972321223869,,,,0.3361061447141494,,0.03799798172013791,,,,1.0,0.47244094488188976,0.06776781629216355,3.0,,,-0.038153,,,,,-0.7086180107548776,,0.029639,0.032326,0.087267
PLD,2016-02-12,Real Estate,-0.10938274458457231,,,,0.3449141679638721,,-0.0627576239944575,,,,1.0,0.47244094488188976,-0.02082160862794996,2.0,,,,,,,,1.986246422018703,,0.09084,0.225592,0.352239
PM,2016-02-12,Consumer Staples,0.008492299855950236,,,,0.15140759042971433,,0.008285875305747537,,,,1.0,0.47244094488188976,-0.015088856011536325,7.0,,,-0.076922,,,,,-0.5210189353147316,,-0.0004,0.041872,-0.04808
QCOM,2016-02-12,Information Technology,-0.03340512465987755,,,,0.5400103065854762,,-0.020084510200807593,,,,1.0,0.47244094488188976,0.022081324731024032,14.0,,,,,,,,0.509383829753037,,0.086271,0.059712,0.228583
REGN,2016-02-12,Health Care,-0.17529430905413368,,,,0.5189280814758699,,-0.10873099975839318,,,,1.0,0.47244094488188976,-0.14337526442809886,22.0,,,0.455451,,,,,1.2018021880613463,,-0.114374,-0.128,-0.070495
ROP,2016-02-12,Information Technology,-0.041988643910813694,,,,0.36420015436782033,,-0.013861967485965798,,,,1.0,0.47244094488188976,0.013497805480087888,15.0,,,,,,,,0.5350480651046262,,-0.008628,-0.023174,-0.12328
SHW,2016-02-12,Materials,0.06423097372897435,,,,0.322763544011954,,0.026498314838091508,,,,1.0,0.47244094488188976,-0.01015185904495415,2.0,,,,,,,,-1.1909559328395358,,0.021964,0.043199,-0.023058
SLB,2016-02-12,Energy,0.10749759782307367,,,,0.4572153521423945,,0.055113517413182045,,,,1.0,0.47244094488188976,0.07871360129624796,1.0,,,-0.269761,,,,,-1.0656061309178866,,-0.041736,-0.07265,-0.02036
SNPS,2016-02-12,Information Technology,0.03429556949205881,,,,0.2222237158656529,,0.007300238707758977,,,,1.0,0.47244094488188976,0.08978201888296039,4.0,,,,,,,,-0.449425413245167,,0.023842,0.040089,0.146968
SO,2016-02-12,Utilities,0.03514004852966246,,,,0.17508766364898987,,0.004953797509851032,,,,1.0,0.47244094488188976,-0.02388601983313402,3.0,,,,,,,,-0.2707394377908206,,-0.032755,-0.049756,-0.06591
SPGI,2016-02-12,Financials,0.013630608443559789,,,,0.4281023376991815,,0.02085584191210188,,,,1.0,0.47244094488188976,0.05813484359706327,5.0,,,0.047062,,,,,-1.1195711055005317,,0.010119,0.129002,0.229758
SYK,2016-02-12,Health Care,0.08979958440739155,,,,0.21783935346268268,,0.014906406674134676,,,,1.0,0.47244094488188976,0.12171862903342637,1.0,,,,,,,,-0.4698148518837556,,-0.006004,0.040859,0.012965
T,2016-02-12,Communication Services,0.08091297849871926,,,,0.17457310422515368,,0.02240065160678628,,,,1.0,0.47244094488188976,0.08277504064677235,2.0,,,,,,,,-0.8045665386264397,,-0.027056,-0.011623,0.04153
TJX,2016-02-12,Consumer Discretionary,0.03540252419630896,,,,0.2755343627726123,,0.00941453470569975,,,,1.0,0.47244094488188976,0.05868379232827242,4.0,,,,,,,,-0.40943162386895715,,0.005184,-0.059097,0.011135
TMO,2016-02-12,Health Care,-0.05449683050944143,,,,0.3629007822517955,,-0.025159513564282143,,,,1.0,0.47244094488188976,-0.022577785883406608,16.0,,,-0.006768,,,,,0.6993577459573272,,0.011061,0.067746,0.049212
TXN,2016-02-12,Information Technology,0.03425198063932822,,,,0.3098261310639108,,0.016710786430640168,,,,1.0,0.47244094488188976,0.0897384300302298,5.0,,,0.00358,,,,,-0.6456717449665861,,0.006487,0.02126,0.199038
UNH,2016-02-12,Health Care,0.023711488576303674,,,,0.2607826785748099,,-0.007615430122755007,,,,1.0,0.47244094488188976,0.055630533202338496,4.0,,,,,,,,0.48495854713430203,,0.037867,0.055598,0.106176
V,2016-02-12,Financials,-0.03666197851844921,,,,0.41549362592331873,,-0.015976374882414768,,,,1.0,0.47244094488188976,0.007842256635054272,9.0,,,0.05411,,,,,0.5621628804728602,,-0.060093,-0.007689,-0.042125
VRTX,2016-02-12,Health Care,-0.13634947613524362,,,,0.48286751345904644,,-0.0821666435477143,,,,1.0,0.47244094488188976,-0.1044304315092088,21.0,,,0.409632,,,,,1.2106172957375887,,-0.088072,-0.12503,0.037165
WM,2016-02-12,Industrials,0.0329126598178362,,,,0.2179601278702191,,0.025029428816694343,,,,1.0,0.47244094488188976,0.009983243987612855,11.0,,,-0.079932,,,,,-2.105074379360763,,0.011481,0.044004,0.06974
ABT,2016-02-24,Health Care,-0.011598208101356478,,,,0.4260770001701099,,0.028832825302941734,,,,1.0,0.6377952755905512,0.0003461447055227544,13.0,,,0.007804,,1.6393,4.051075,,-1.0534967113059674,,-0.017227,-0.106684,-0.011475
AMGN,2016-02-24,Health Care,-0.03452378163173497,,,,0.25970589605172867,,-0.0031989046429973245,,,,1.0,0.6377952755905512,-0.02257942882485574,16.0,,,,,14.4737,10.9669,,0.13998244452588796,,-0.042289,-0.036512,0.055094
AMZN,2016-02-24,Consumer Discretionary,-0.07122861478905174,,,,0.5986469067956717,,0.02451380971332906,,,,1.0,0.6377952755905512,-0.1079660150980419,11.0,,,0.202477,,-37.5,125.0,,-0.33096781262137526,,-0.004588,0.189547,0.231009
AON,2016-02-24,Financials,0.10790468787830587,,,,0.19418435829548655,,0.038817717678162555,,,,1.0,0.6377952755905512,0.09247891492433566,2.0,,,,,9.1346,2.35335,,-1.0188692336854066,,0.011581,0.051726,0.018126
BSX,2016-02-24,Health Care,-0.011409056195406553,,,,0.3637690151886614,,0.009654602521982358,,,,1.0,0.6377952755905512,0.0005352966114726791,12.0,,,0.07318,,4.0,2.277425,,-0.3687866196987277,,-0.022146,0.218577,0.246074
CB,2016-02-24,Financials,0.07574092057965642,,,,0.22512966351576386,,0.02805064140618474,,,,1.0,0.6377952755905512,0.06031514762568621,4.0,,,,,5.3097,7.40285,,-1.1122102706504733,,-0.027245,0.018348,-0.053687
CDNS,2016-02-24,Information Technology,0.12877574402513203,,,,0.3213406268766784,,0.05914941816947117,,,,1.0,0.6377952755905512,0.10874168228083825,2.0,,,0.076638,,,,,-1.5302384021248545,,0.023044,0.102087,0.039822
CL,2016-02-24,Consumer Staples,0.03738481262489168,,,,0.21377836038078543,,0.0037405420508822562,,,,1.0,0.6377952755905512,-0.004840301919452408,7.0,,,-0.071945,,,,,-0.2420669262193244,,-0.002637,-0.007027,-0.009118
COST,2016-02-24,Consumer Staples,0.023260276426054105,,,,0.20453234868304415,,0.036914761428819,,,,1.0,0.6377952755905512,-0.018964838118289987,8.0,,,,,,,,-2.2213359453349355,,-0.072626,-0.152179,-0.051334
CRM,2016-02-24,Information Technology,-0.10583520439521843,,,,0.7319532555094279,,-0.0057929349286373055,,,,1.0,0.6377952755905512,-0.12586926613951221,23.0,,,,,,,,0.08776311781604891,,0.101901,0.242096,0.102766
CSCO,2016-02-24,Information Technology,0.1359513787918447,,,,0.42005918703405254,,0.07927827891195971,,,,1.0,0.6377952755905512,0.11591731704755093,1.0,,,0.0177,,,,,-1.2543389484921585,,0.005542,0.010098,0.053483
ETN,2016-02-24,Industrials,0.20160770346090962,,,,0.34618523343280005,,0.060700109385565026,,,,1.0,0.6377952755905512,0.11439188246200584,1.0,,,,,,,,-1.171108612104263,,0.052203,0.002223,0.080078
FDX,2016-02-24,Industrials,0.05910859197790885,,,,0.31197520814925583,,0.02088926587419304,,,,1.0,0.6377952755905512,-0.028107229020994925,14.0,,,,,,,,-1.0043241953812105,,0.163824,0.152094,0.123176
GD,2016-02-24,Industrials,0.08467093544362636,,,,0.24157786451211172,,0.01724341729569656,,,,1.0,0.6377952755905512,-0.002544885555277418,10.0,,,0.019999,0.22372,,,,-0.8491419976406819,,-0.101681,-0.017513,-0.006329
GE,2016-02-24,Industrials,0.03281009636853072,,,,0.2685940881061049,,0.011509700190783345,,,,1.0,0.6377952755905512,-0.05440572463037306,16.0,,,,,,,,-0.6395114819203535,,0.026072,-0.042497,-0.049903
GILD,2016-02-24,Health Care,-0.013795370190982204,,,,0.35349755006161304,,0.02086829725782824,,,,1.0,0.6377952755905512,-0.0018510173841029716,14.0,,,,,,,,-0.7336967342698364,,-0.029909,-0.111969,-0.2239
GOOG,2016-02-24,Communication Services,-0.017016318755781246,,,,0.33447453921013953,,-0.00953138908869966,,,,1.0,0.6377952755905512,-0.03611295403508083,5.0,,,,,,,,0.27564966843029076,,-0.005679,-0.052133,-0.041489
GOOGL,2016-02-24,Communication Services,-0.01733876014839264,,,,0.3198124973769678,,-0.009079979762481316,,,,1.0,0.6377952755905512,-0.036435395427692224,6.0,,,,,,,,0.28925849008673377,,-0.009688,-0.064654,-0.040161
HCA,2016-02-24,Health Care,0.0695329781998637,,,,0.32959860354938153,,0.02817994505654431,,,,1.0,0.6377952755905512,0.08147733100674294,2.0,,,,,,,,-0.9625084525059995,,0.032054,0.024308,-0.076292
ICE,2016-02-24,Financials,-0.017847819754365113,,,,0.3816000379872082,,-0.012568581222367037,,,,1.0,0.6377952755905512,-0.033273592708335326,15.0,,,0.109216,,,,,0.30363488864843213,,-0.094147,0.030411,0.004127
INTC,2016-02-24,Information Technology,-0.005171618415132806,,,,0.28198684789098377,,-0.002242466151797129,,,,1.0,0.6377952755905512,-0.025205680159426588,18.0,,,-0.009218,,,,,0.10069927466201771,,0.035387,-0.008226,0.087337
ISRG,2016-02-24,Health Care,-0.008186742681250858,,,,0.3150113111381853,,0.031109815112860817,,,,1.0,0.6377952755905512,0.003757610125628374,10.0,,,0.118544,,,,,-1.2783460386732575,,-0.003196,0.072082,0.111885
