ticker,source_family,outcome,value
PFG,eodhd_raw_fundamentals(General.GicSector),HIT,Financials
PGR,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PGR,eodhd_raw_fundamentals(General.GicSector),HIT,Financials
PHM,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PHM,eodhd_raw_fundamentals(General.GicSector),HIT,Consumer Discretionary
PKG,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PKG,eodhd_raw_fundamentals(General.GicSector),HIT,Materials
PLTR,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PLTR,eodhd_raw_fundamentals(General.GicSector),HIT,Information Technology
PNR,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PNR,eodhd_raw_fundamentals(General.GicSector),HIT,Industrials
PNW,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PNW,eodhd_raw_fundamentals(General.GicSector),HIT,Utilities
PODD,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PODD,eodhd_raw_fundamentals(General.GicSector),HIT,Health Care
PPG,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PPG,eodhd_raw_fundamentals(General.GicSector),HIT,Materials
PPL,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PPL,eodhd_raw_fundamentals(General.GicSector),HIT,Utilities
PRU,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PRU,eodhd_raw_fundamentals(General.GicSector),HIT,Financials
PSA,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PSA,eodhd_raw_fundamentals(General.GicSector),HIT,Real Estate
PSKY,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PSKY,eodhd_raw_fundamentals(General.GicSector),HIT,Communication Services
PSX,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PSX,eodhd_raw_fundamentals(General.GicSector),HIT,Energy
PTC,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PTC,eodhd_raw_fundamentals(General.GicSector),HIT,Information Technology
PWR,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
PWR,eodhd_raw_fundamentals(General.GicSector),HIT,Industrials
Q,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
Q,eodhd_raw_fundamentals(General.GicSector),HIT,Information Technology
RACE,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
RACE,eodhd_raw_fundamentals(General.GicSector),HIT,Consumer Discretionary
RCL,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
RCL,eodhd_raw_fundamentals(General.GicSector),HIT,Consumer Discretionary
REG,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
REG,eodhd_raw_fundamentals(General.GicSector),HIT,Real Estate
RELX,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
RELX,eodhd_raw_fundamentals(General.GicSector),HIT,Industrials
RF,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
RF,eodhd_raw_fundamentals(General.GicSector),HIT,Financials
RIO,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
RIO,eodhd_raw_fundamentals(General.GicSector),HIT,Materials
RJF,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
RJF,eodhd_raw_fundamentals(General.GicSector),HIT,Financials
RKLB,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
RKLB,eodhd_raw_fundamentals(General.GicSector),HIT,Industrials
RL,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
RL,eodhd_raw_fundamentals(General.GicSector),HIT,Consumer Discretionary
RMD,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
RMD,eodhd_raw_fundamentals(General.GicSector),HIT,Health Care
ROK,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
ROK,eodhd_raw_fundamentals(General.GicSector),HIT,Industrials
ROL,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
ROL,eodhd_raw_fundamentals(General.GicSector),HIT,Industrials
ROST,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
ROST,eodhd_raw_fundamentals(General.GicSector),HIT,Consumer Discretionary
RSG,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
RSG,eodhd_raw_fundamentals(General.GicSector),HIT,Industrials
RTNTF,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
RTNTF,eodhd_raw_fundamentals(General.GicSector),HIT,Materials
RVTY,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
RVTY,eodhd_raw_fundamentals(General.GicSector),HIT,Health Care
RY,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
RY,eodhd_raw_fundamentals(General.GicSector),HIT,Financials
SAN,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SAN,eodhd_raw_fundamentals(General.GicSector),HIT,Financials
SAP,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SAP,eodhd_raw_fundamentals(General.GicSector),HIT,Information Technology
SATS,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SATS,eodhd_raw_fundamentals(General.GicSector),HIT,Information Technology
SBAC,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SBAC,eodhd_raw_fundamentals(General.GicSector),HIT,Real Estate
SCCO,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SCCO,eodhd_raw_fundamentals(General.GicSector),HIT,Materials
SHEL,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SHEL,eodhd_raw_fundamentals(General.GicSector),HIT,Energy
SHOP,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SHOP,eodhd_raw_fundamentals(General.GicSector),HIT,Information Technology
SJM,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SJM,eodhd_raw_fundamentals(General.GicSector),HIT,Consumer Staples
SMERY,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SMERY,eodhd_raw_fundamentals(General.GicSector),BLANK,
SMERY,eodhd_raw_fundamentals(General.Sector->GICS_crosswalk),HIT,Industrials->Industrials
SMFG,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SMFG,eodhd_raw_fundamentals(General.GicSector),HIT,Financials
SNA,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SNA,eodhd_raw_fundamentals(General.GicSector),HIT,Industrials
SNDK,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SNDK,eodhd_raw_fundamentals(General.GicSector),HIT,Information Technology
SNOW,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SNOW,eodhd_raw_fundamentals(General.GicSector),HIT,Information Technology
SNY,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SNY,eodhd_raw_fundamentals(General.GicSector),HIT,Health Care
SOLV,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SOLV,eodhd_raw_fundamentals(General.GicSector),HIT,Health Care
SONY,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SONY,eodhd_raw_fundamentals(General.GicSector),HIT,Consumer Discretionary
SPG,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SPG,eodhd_raw_fundamentals(General.GicSector),HIT,Real Estate
SPOT,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SPOT,eodhd_raw_fundamentals(General.GicSector),HIT,Communication Services
SRE,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SRE,eodhd_raw_fundamentals(General.GicSector),HIT,Utilities
STE,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
STE,eodhd_raw_fundamentals(General.GicSector),HIT,Health Care
STLD,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
STLD,eodhd_raw_fundamentals(General.GicSector),HIT,Materials
STM,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
STM,eodhd_raw_fundamentals(General.GicSector),HIT,Information Technology
STT,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
STT,eodhd_raw_fundamentals(General.GicSector),HIT,Financials
STX,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
STX,eodhd_raw_fundamentals(General.GicSector),HIT,Information Technology
STZ,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
STZ,eodhd_raw_fundamentals(General.GicSector),HIT,Consumer Staples
SU,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SU,eodhd_raw_fundamentals(General.GicSector),HIT,Energy
SW,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SW,eodhd_raw_fundamentals(General.GicSector),HIT,Materials
SWK,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SWK,eodhd_raw_fundamentals(General.GicSector),HIT,Industrials
SWKS,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
SWKS,eodhd_raw_fundamentals(General.GicSector),HIT,Information Technology
TAP,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
TAP,eodhd_raw_fundamentals(General.GicSector),HIT,Consumer Staples
TD,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
TD,eodhd_raw_fundamentals(General.GicSector),HIT,Financials
TECH,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
TECH,eodhd_raw_fundamentals(General.GicSector),HIT,Health Care
TEL,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
TEL,eodhd_raw_fundamentals(General.GicSector),HIT,Information Technology
TER,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
TER,eodhd_raw_fundamentals(General.GicSector),HIT,Information Technology
TFC,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
TFC,eodhd_raw_fundamentals(General.GicSector),HIT,Financials
TGT,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
TGT,eodhd_raw_fundamentals(General.GicSector),HIT,Consumer Staples
TM,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
TM,eodhd_raw_fundamentals(General.GicSector),HIT,Consumer Discretionary
TMUS,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
TMUS,eodhd_raw_fundamentals(General.GicSector),HIT,Communication Services
TRGP,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
TRGP,eodhd_raw_fundamentals(General.GicSector),HIT,Energy
TRP,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
TRP,eodhd_raw_fundamentals(General.GicSector),HIT,Energy
TRV,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
TRV,eodhd_raw_fundamentals(General.GicSector),HIT,Financials
TT,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
TT,eodhd_raw_fundamentals(General.GicSector),HIT,Industrials
TTE,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
TTE,eodhd_raw_fundamentals(General.GicSector),HIT,Energy
UBS,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
UBS,eodhd_raw_fundamentals(General.GicSector),HIT,Financials
UL,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
UL,eodhd_raw_fundamentals(General.GicSector),HIT,Consumer Staples
URI,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
URI,eodhd_raw_fundamentals(General.GicSector),HIT,Industrials
VALE,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
VALE,eodhd_raw_fundamentals(General.GicSector),HIT,Materials
VLO,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
VLO,eodhd_raw_fundamentals(General.GicSector),HIT,Energy
VRT,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
VRT,eodhd_raw_fundamentals(General.GicSector),HIT,Industrials
WBD,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
WBD,eodhd_raw_fundamentals(General.GicSector),HIT,Communication Services
WDC,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
WDC,eodhd_raw_fundamentals(General.GicSector),HIT,Information Technology
WELL,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
WELL,eodhd_raw_fundamentals(General.GicSector),HIT,Real Estate
WMB,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
WMB,eodhd_raw_fundamentals(General.GicSector),HIT,Energy
XYZ,norgate_local_symbol_metadata,UNAVAILABLE_NO_LOCAL_NORGATE_METADATA,
XYZ,eodhd_raw_fundamentals(General.GicSector),HIT,Industrials
