rank_sn,percentile_sn,ticker,review_label,review_status,quintile,comp_sn,comp_raw,comp_sn_z,sector,sector_is_unknown,sector_repaired,before_rank_sn,rank_delta,before_review_label,cohort,liquidity_proxy,fcf_to_assets,avail_fcf_to_assets,operating_accruals,avail_operating_accruals
274,43.48,EFX,HOLD,PAPER_REVIEW_ONLY,3,-0.25813,-0.21211,-0.1517,Industrials,False,True,237,-37,HOLD,new,175014297.85633,0.01017,2026-04-21,-0.0059,2026-04-21
275,43.27,BBVA,HOLD,PAPER_REVIEW_ONLY,3,-0.25848,-0.6789,-0.1519,Financials,False,True,324,49,HOLD,old,15762439.99198,0.00384,2026-02-05,-0.00171,2026-02-05
276,43.06,AMGN,HOLD,PAPER_REVIEW_ONLY,3,-0.27005,-0.15115,-0.1586,Health Care,False,False,231,-45,HOLD,old,583222430.35328,0.01597,2026-04-30,-0.004,2026-04-30
277,42.86,DVA,HOLD,PAPER_REVIEW_ONLY,3,-0.27249,-0.15206,-0.1601,Health Care,False,True,229,-48,HOLD,new,101659717.91229,0.0125,2026-05-05,-0.00705,2026-05-05
278,42.65,STT,HOLD,PAPER_REVIEW_ONLY,3,-0.27271,-0.6921,-0.1602,Financials,False,True,329,51,HOLD,new,191462919.14286,0.00326,2026-02-19,-0.00194,2026-02-19
279,42.44,USB,HOLD,PAPER_REVIEW_ONLY,3,-0.27627,-0.69677,-0.1623,Financials,False,False,282,3,HOLD,old,317153432.1247,0.0041,2026-02-23,-0.00113,2026-02-23
280,42.24,CME,HOLD,PAPER_REVIEW_ONLY,3,-0.2777,-0.7002,-0.1631,Financials,False,False,283,3,HOLD,old,295966632.09413,0.00555,2026-02-26,0.00017,2026-02-26
281,42.03,DOC,HOLD,PAPER_REVIEW_ONLY,3,-0.28467,-0.34337,-0.1672,Real Estate,False,True,269,-12,HOLD,new,113851831.58252,0.01096,2026-05-06,-0.00311,2026-05-06
282,41.82,SONY,HOLD,PAPER_REVIEW_ONLY,3,-0.28867,1.01709,-0.1695,Consumer Discretionary,False,True,98,-184,HOLD,old,72414231.82011,0.0241,2026-05-08,-0.02917,2026-05-08
283,41.61,CNI,HOLD,PAPER_REVIEW_ONLY,3,-0.28897,-0.24767,-0.1697,Industrials,False,True,240,-43,HOLD,old,110996291.66977,0.01389,2026-04-29,-0.002,2026-04-29
284,41.41,KVUE,HOLD,PAPER_REVIEW_ONLY,3,-0.28915,-0.36914,-0.1698,Consumer Staples,False,True,272,-12,HOLD,new,464958725.58172,0.01303,2026-05-07,-0.00056,2026-05-07
285,41.2,KEY,HOLD,PAPER_REVIEW_ONLY,3,-0.296,-0.71558,-0.1738,Financials,False,True,333,48,HOLD,new,209778537.16906,0.00365,2026-02-23,-0.00113,2026-02-23
286,40.99,DUK,HOLD,PAPER_REVIEW_ONLY,3,-0.30049,-1.22928,-0.1764,Utilities,False,False,216,-70,HOLD,old,262652344.10232,-0.01301,2026-05-05,0.00019,2026-05-05
287,40.79,HBAN,HOLD,PAPER_REVIEW_ONLY,3,-0.30508,-0.72383,-0.1791,Financials,False,True,334,47,HOLD,new,205451544.80628,0.00316,2026-02-13,-0.00138,2026-02-13
288,40.58,FITB,HOLD,PAPER_REVIEW_ONLY,3,-0.31191,-0.73106,-0.1831,Financials,False,True,337,49,HOLD,new,194080002.22137,0.00352,2026-02-24,-0.00092,2026-02-24
289,40.37,CVS,HOLD,PAPER_REVIEW_ONLY,3,-0.31446,-0.19004,-0.1846,Health Care,False,False,238,-51,HOLD,old,508348304.86283,0.01344,2026-05-06,-0.00516,2026-05-06
290,40.17,RCL,HOLD,PAPER_REVIEW_ONLY,3,-0.32994,0.97725,-0.1937,Consumer Discretionary,False,True,99,-191,HOLD,old,348629775.53331,0.03177,2026-04-30,-0.02127,2026-04-30
291,39.96,AKAM,HOLD,PAPER_REVIEW_ONLY,2,-0.33016,0.16389,-0.1938,Information Technology,False,True,180,-111,HOLD,new,170604549.08156,0.01036,2026-05-08,-0.0177,2026-05-08
292,39.75,UBS,HOLD,PAPER_REVIEW_ONLY,2,-0.33929,-0.756,-0.1991,Financials,False,True,341,49,HOLD,old,48645841.21255,0.00206,2026-03-09,-0.00165,2026-03-09
293,39.54,KHC,HOLD,PAPER_REVIEW_ONLY,2,-0.34309,-0.41613,-0.2013,Consumer Staples,False,True,281,-12,HOLD,new,285883866.25502,0.00934,2026-05-06,-0.00253,2026-05-06
294,39.34,HCA,HOLD,PAPER_REVIEW_ONLY,2,-0.36095,0.05928,-0.2118,Health Care,False,False,288,-6,HOLD,old,313927975.98117,0.01433,2026-02-10,-0.00792,2026-02-10
295,39.13,AIG,HOLD,PAPER_REVIEW_ONLY,2,-0.36727,-0.91135,-0.2155,Financials,False,True,373,78,HOLD,new,296931337.74894,0.00096,2026-05-01,0.00376,2026-05-01
296,38.92,MELI,HOLD,PAPER_REVIEW_ONLY,2,-0.37414,0.93928,-0.2195,Consumer Discretionary,False,True,103,-193,HOLD,old,530388212.44647,0.02729,2026-05-08,-0.02418,2026-05-08
297,38.72,D,HOLD,PAPER_REVIEW_ONLY,2,-0.38645,-1.30448,-0.2267,Utilities,False,True,413,116,SHORT,old,222641279.88155,-0.01806,2026-05-01,-0.0022,2026-05-01
298,38.51,CHD,HOLD,PAPER_REVIEW_ONLY,2,-0.39479,-0.4649,-0.2315,Consumer Staples,False,True,289,-9,HOLD,new,134668624.82611,0.01587,2026-05-01,0.00461,2026-05-01
299,38.3,MPC,HOLD,PAPER_REVIEW_ONLY,2,-0.4011,-0.48126,-0.2352,Energy,False,True,293,-6,HOLD,old,346310451.0979,0.00236,2026-05-05,-0.00692,2026-05-05
300,38.1,BAX,HOLD,PAPER_REVIEW_ONLY,2,-0.40688,-0.26935,-0.2386,Health Care,False,True,254,-46,HOLD,new,207565134.99235,0.00383,2026-04-30,-0.01149,2026-04-30
301,37.89,MDLN,HOLD,PAPER_REVIEW_ONLY,2,-0.42308,-0.28545,-0.2481,Health Care,False,True,257,-44,HOLD,old,336568020.91019,0.0081,2026-03-31,-0.00725,2026-03-31
302,37.68,HUM,HOLD,PAPER_REVIEW_ONLY,2,-0.42353,-0.01095,-0.2483,Health Care,False,True,201,-101,HOLD,new,397387964.24323,0.0205,2026-04-29,-0.00123,2026-04-29
303,37.47,MAA,HOLD,PAPER_REVIEW_ONLY,2,-0.42475,-0.76389,-0.2491,Real Estate,False,True,344,41,HOLD,new,93913936.10023,0.00134,2026-04-30,-0.00211,2026-04-30
304,37.27,BRO,HOLD,PAPER_REVIEW_ONLY,2,-0.43079,-0.85453,-0.2526,Financials,False,True,362,58,HOLD,new,93347156.63421,0.00811,2026-04-27,0.00552,2026-04-27
305,37.06,WELL,HOLD,PAPER_REVIEW_ONLY,2,-0.44795,-0.79071,-0.2626,Real Estate,False,True,353,48,HOLD,old,215900369.59583,0.00419,2026-04-29,0.00087,2026-04-29
306,36.85,WFC,HOLD,PAPER_REVIEW_ONLY,2,-0.45595,-0.87068,-0.2673,Financials,False,False,313,7,HOLD,old,982947798.60678,0.00192,2026-02-24,0.00058,2026-02-24
307,36.65,AWK,HOLD,PAPER_REVIEW_ONLY,2,-0.46427,-1.18838,-0.2722,Utilities,False,True,402,95,SHORT,new,132511710.03552,-0.01004,2026-04-29,-0.00309,2026-04-29
308,36.44,MTB,HOLD,PAPER_REVIEW_ONLY,2,-0.47038,-0.88526,-0.2757,Financials,False,True,364,56,HOLD,new,158015299.20462,0.00219,2026-02-18,0.00111,2026-02-18
309,36.23,FFIV,HOLD,PAPER_REVIEW_ONLY,2,-0.4706,-0.09697,-0.2758,Information Technology,False,True,217,-92,HOLD,new,117880992.47108,0.02376,2026-02-05,0.00331,2026-02-05
310,36.02,NTRS,HOLD,PAPER_REVIEW_ONLY,2,-0.49366,-0.90639,-0.2893,Financials,False,True,368,58,HOLD,new,113058885.27742,0.00089,2026-02-24,0.00044,2026-02-24
311,35.82,APA,HOLD,PAPER_REVIEW_ONLY,2,-0.50022,-0.56951,-0.2932,Energy,False,True,309,-2,HOLD,new,194163920.83438,0.00066,2026-05-07,-0.00597,2026-05-07
312,35.61,MSI,HOLD,PAPER_REVIEW_ONLY,2,-0.50135,0.00669,-0.2938,Information Technology,False,True,204,-108,HOLD,old,199997334.20178,0.02039,2026-05-07,-0.00445,2026-05-07
313,35.4,BE,HOLD,PAPER_REVIEW_ONLY,2,-0.51814,-0.46818,-0.3036,Industrials,False,True,287,-26,HOLD,old,254378618.4804,0.01019,2026-04-29,-0.00063,2026-04-29
314,35.2,GE,HOLD,PAPER_REVIEW_ONLY,2,-0.53084,-0.48267,-0.311,Industrials,False,False,187,-127,HOLD,old,894584850.48004,0.01162,2026-04-21,0.00088,2026-04-21
315,34.99,KDP,HOLD,PAPER_REVIEW_ONLY,2,-0.53399,-0.82118,-0.3129,Consumer Staples,False,True,357,42,HOLD,new,220163351.24008,0.00226,2026-04-23,-0.00015,2026-04-23
316,34.78,L,HOLD,PAPER_REVIEW_ONLY,2,-0.54095,-1.06614,-0.317,Financials,False,True,391,75,SHORT,new,53612241.41802,-0.00154,2026-05-04,0.00584,2026-05-04
317,34.58,ING,HOLD,PAPER_REVIEW_ONLY,2,-0.54676,-1.07193,-0.3204,Financials,False,True,393,76,SHORT,old,38355191.62686,3e-05,2022-12-31,0.00739,2026-02-26
318,34.37,NRG,HOLD,PAPER_REVIEW_ONLY,2,-0.55658,-1.45921,-0.3261,Utilities,False,True,420,102,SHORT,new,168294833.85724,-0.01213,2026-05-06,0.00734,2026-05-06
319,34.16,MRK,HOLD,PAPER_REVIEW_ONLY,2,-0.55741,-0.40782,-0.3266,Health Care,False,False,280,-39,HOLD,old,785699030.77725,0.01333,2026-02-24,0.00077,2026-02-24
320,33.95,PNC,HOLD,PAPER_REVIEW_ONLY,2,-0.5625,-0.97477,-0.3296,Financials,False,False,336,16,HOLD,old,286139113.88531,0.00132,2026-02-20,0.0022,2026-02-20
321,33.75,IEX,HOLD,PAPER_REVIEW_ONLY,2,-0.56846,-0.52086,-0.333,Industrials,False,True,294,-27,HOLD,new,78789478.48936,0.01243,2026-04-29,0.00236,2026-04-29
322,33.54,IR,HOLD,PAPER_REVIEW_ONLY,2,-0.58198,-0.52935,-0.3409,Industrials,False,True,299,-23,HOLD,new,135059071.36717,0.00897,2026-04-29,-0.00042,2026-04-29
323,33.33,TRGP,HOLD,PAPER_REVIEW_ONLY,2,-0.59181,-0.64919,-0.3467,Energy,False,True,325,2,HOLD,old,127420227.70759,-0.0059,2026-05-07,-0.00959,2026-05-07
324,33.13,FLEX,HOLD,PAPER_REVIEW_ONLY,2,-0.59515,-0.0747,-0.3486,Information Technology,False,True,218,-106,HOLD,new,128234386.66108,0.01306,2026-02-06,-0.00869,2026-02-06
325,32.92,ORLY,HOLD,PAPER_REVIEW_ONLY,2,-0.60026,0.07642,-0.3516,Consumer Discretionary,False,False,389,64,SHORT,old,331905142.43974,0.02204,2026-02-27,-0.00171,2026-02-27
326,32.71,AON,HOLD,PAPER_REVIEW_ONLY,2,-0.60745,-1.12895,-0.3558,Financials,False,False,332,6,HOLD,old,275945066.65782,0.00706,2026-05-01,0.0152,2026-05-01
327,32.51,MDLZ,HOLD,PAPER_REVIEW_ONLY,2,-0.60956,-0.89549,-0.357,Consumer Staples,False,False,406,79,SHORT,old,377981493.17802,0.00218,2026-04-28,0.00131,2026-04-28
328,32.3,ENB,HOLD,PAPER_REVIEW_ONLY,2,-0.61184,-0.66952,-0.3584,Energy,False,True,331,3,HOLD,old,121748701.83166,0.0005,2026-05-08,-0.00335,2026-05-08
329,32.09,BN,HOLD,PAPER_REVIEW_ONLY,2,-0.62883,-1.14152,-0.3683,Financials,False,True,400,71,SHORT,old,90930847.89922,-0.01074,2026-05-14,-0.00023,2026-05-14
330,31.88,CEG,HOLD,PAPER_REVIEW_ONLY,2,-0.62892,-1.52531,-0.3684,Utilities,False,True,424,94,SHORT,old,540871309.21474,-0.00877,2026-05-11,0.01215,2026-05-11
331,31.68,ARE,HOLD,PAPER_REVIEW_ONLY,2,-0.629,-0.97119,-0.3684,Real Estate,False,True,377,46,HOLD,new,117452952.92193,0.00575,2026-04-27,0.0059,2026-04-27
332,31.47,COR,HOLD,PAPER_REVIEW_ONLY,2,-0.63791,-0.48039,-0.3736,Health Care,False,True,292,-40,HOLD,new,218853738.20236,0.01437,2026-05-06,0.00371,2026-05-06
333,31.26,DHR,HOLD,PAPER_REVIEW_ONLY,2,-0.63808,-0.21176,-0.3737,Health Care,False,True,235,-98,HOLD,old,567920677.77463,0.01299,2026-04-21,-0.00351,2026-04-21
334,31.06,SHEL,HOLD,PAPER_REVIEW_ONLY,2,-0.6426,-0.69849,-0.3764,Energy,False,True,335,1,HOLD,old,220518043.80997,0.00428,2026-03-31,0.00081,2026-03-31
335,30.85,PFE,HOLD,PAPER_REVIEW_ONLY,2,-0.64265,-0.4832,-0.3764,Health Care,False,False,295,-40,HOLD,old,842536347.46879,0.0105,2026-05-05,0.00035,2026-05-05
336,30.64,ASX,HOLD,PAPER_REVIEW_ONLY,2,-0.65323,-0.22918,-0.3826,Information Technology,False,True,239,-97,HOLD,old,38608656.33734,-0.01042,2026-04-29,-0.02308,2026-04-29
337,30.43,ERIE,HOLD,PAPER_REVIEW_ONLY,2,-0.66697,-1.0983,-0.3906,Financials,False,True,392,55,SHORT,new,24829924.91114,0.01613,2026-04-23,0.01735,2026-04-23
338,30.23,LITE,HOLD,PAPER_REVIEW_ONLY,2,-0.66905,-0.14029,-0.3918,Information Technology,False,True,226,-112,HOLD,old,327582490.34534,0.01125,2026-05-06,-0.00848,2026-05-06
339,30.02,MOS,HOLD,PAPER_REVIEW_ONLY,2,-0.67263,-1.6581,-0.3939,Materials,False,True,433,94,SHORT,new,160740984.09813,-0.01657,2026-02-27,0.00892,2026-02-27
340,29.81,MMM,HOLD,PAPER_REVIEW_ONLY,2,-0.67468,-0.62186,-0.3951,Industrials,False,True,312,-28,HOLD,old,416978203.32248,0.00985,2026-04-21,0.00223,2026-04-21
341,29.61,ALLE,HOLD,PAPER_REVIEW_ONLY,2,-0.67782,-0.6323,-0.3969,Industrials,False,True,314,-27,HOLD,new,83190961.77235,0.01512,2026-04-28,0.00693,2026-04-28
342,29.4,MGM,HOLD,PAPER_REVIEW_ONLY,2,-0.68099,0.01372,-0.3988,Consumer Discretionary,False,True,199,-143,HOLD,new,221896118.97313,0.00998,2026-04-29,-0.01069,2026-04-29
343,29.19,MRNA,HOLD,PAPER_REVIEW_ONLY,2,-0.68437,-0.49442,-0.4008,Health Care,False,True,303,-40,HOLD,new,981774349.75619,-0.06024,2026-05-01,-0.06207,2026-05-01
344,28.99,ETN,HOLD,PAPER_REVIEW_ONLY,2,-0.6971,-0.85899,-0.4082,Industrials,False,False,396,52,SHORT,old,369226170.9359,0.0057,2026-05-05,0.00652,2026-05-05
345,28.78,ET,HOLD,PAPER_REVIEW_ONLY,2,-0.69751,-0.74555,-0.4084,Energy,False,True,348,3,HOLD,old,129722117.22965,-0.00159,2026-02-19,-0.00309,2026-02-19
346,28.57,IMO,HOLD,PAPER_REVIEW_ONLY,2,-0.70428,-0.7545,-0.4124,Energy,False,True,350,4,HOLD,old,19501518.64045,0.00618,2026-05-04,0.00405,2026-05-04
347,28.36,CFG,HOLD,PAPER_REVIEW_ONLY,2,-0.70923,-1.11588,-0.4153,Financials,False,True,395,48,SHORT,new,190185768.06626,-0.0011,2026-02-12,0.00303,2026-02-12
348,28.16,ED,HOLD,PAPER_REVIEW_ONLY,2,-0.70947,-1.59584,-0.4154,Utilities,False,True,428,80,SHORT,new,175212415.37233,-0.01337,2026-05-07,0.01004,2026-05-07
349,27.95,REG,HOLD,PAPER_REVIEW_ONLY,2,-0.7155,-1.05653,-0.419,Real Estate,False,True,382,33,HOLD,new,67528426.28811,0.00587,2026-02-13,0.00775,2026-02-13
350,27.74,INTC,HOLD,PAPER_REVIEW_ONLY,2,-0.7178,-0.29005,-0.4203,Information Technology,False,False,399,49,SHORT,old,1776537843.29757,-0.01237,2026-04-24,-0.02349,2026-04-24
351,27.54,DASH,HOLD,PAPER_REVIEW_ONLY,2,-0.72426,0.62758,-0.4241,Consumer Discretionary,False,True,132,-219,HOLD,old,578807156.33401,0.02131,2026-05-06,-0.02085,2026-05-06
352,27.33,RTX,HOLD,PAPER_REVIEW_ONLY,2,-0.74313,-0.68545,-0.4351,Industrials,False,False,220,-132,HOLD,old,521058327.84711,0.00711,2026-04-21,0.0012,2026-04-21
353,27.12,DOV,HOLD,PAPER_REVIEW_ONLY,2,-0.74415,-0.69008,-0.4357,Industrials,False,True,327,-26,HOLD,new,135015172.75025,0.00971,2026-04-23,0.00351,2026-04-23
354,26.92,IRM,HOLD,PAPER_REVIEW_ONLY,2,-0.74738,-0.75102,-0.4376,Real Estate,False,True,351,-3,HOLD,new,97646908.17568,-0.0085,2026-04-30,-0.00907,2026-04-30
355,26.71,LYB,HOLD,PAPER_REVIEW_ONLY,2,-0.75435,-1.73164,-0.4417,Materials,False,True,436,81,SHORT,new,227147012.32586,-0.01584,2026-05-01,0.0116,2026-05-01
356,26.5,MS,HOLD,PAPER_REVIEW_ONLY,2,-0.75518,-1.16245,-0.4421,Financials,False,False,370,14,HOLD,old,590415407.18194,-0.00016,2026-02-19,0.00479,2026-02-19
357,26.29,CRH,HOLD,PAPER_REVIEW_ONLY,2,-0.77247,-1.746,-0.4522,Materials,False,True,439,82,SHORT,old,149776952.25315,-0.02092,2026-04-30,0.0075,2026-04-30
358,26.09,CDW,HOLD,PAPER_REVIEW_ONLY,2,-0.7752,-0.23688,-0.4538,Information Technology,False,True,246,-112,HOLD,new,130893060.27157,0.0151,2026-05-06,-0.00239,2026-05-06
359,25.88,SNY,HOLD,PAPER_REVIEW_ONLY,2,-0.77815,-0.34992,-0.4556,Health Care,False,True,266,-93,HOLD,old,78099559.59826,0.01315,2026-04-23,-0.00054,2026-04-23
360,25.67,AMAT,HOLD,PAPER_REVIEW_ONLY,2,-0.7827,-0.24824,-0.4582,Information Technology,False,False,321,-39,HOLD,old,863563734.60328,0.02763,2026-02-19,0.00903,2026-02-19
361,25.47,CRL,HOLD,PAPER_REVIEW_ONLY,2,-0.78551,-0.60669,-0.4599,Health Care,False,True,316,-45,HOLD,new,96037061.82984,-0.00192,2026-05-07,-0.00723,2026-05-07
362,25.26,LLY,HOLD,PAPER_REVIEW_ONLY,2,-0.7883,-0.61946,-0.4615,Health Care,False,False,319,-43,HOLD,old,1233274787.4966,0.02579,2026-04-30,0.0177,2026-04-30
363,25.05,NUE,HOLD,PAPER_REVIEW_ONLY,2,-0.78844,-0.34077,-0.4616,Materials,False,True,264,-99,HOLD,old,205942006.00657,-9e-05,2026-02-25,-0.01199,2026-02-25
364,24.84,NXPI,HOLD,PAPER_REVIEW_ONLY,2,-0.7953,-0.4203,-0.4656,Information Technology,False,True,276,-88,HOLD,old,449010907.10563,0.02633,2026-04-28,0.01213,2026-04-28
365,24.64,EQIX,HOLD,PAPER_REVIEW_ONLY,2,-0.79615,-1.10941,-0.4661,Real Estate,False,False,261,-104,HOLD,old,305868032.54636,-0.01318,2026-04-29,-0.00738,2026-04-29
366,24.43,AZN,HOLD,PAPER_REVIEW_ONLY,2,-0.80671,-0.37654,-0.4723,Health Care,False,True,270,-96,HOLD,old,282809470.5277,0.01207,2026-02-24,-0.00091,2026-02-24
367,24.22,CARR,HOLD,PAPER_REVIEW_ONLY,2,-0.82722,-0.97339,-0.4842,Industrials,False,True,379,12,HOLD,new,264198774.25579,-0.0004,2026-04-30,0.00428,2026-04-30
368,24.02,AFL,HOLD,PAPER_REVIEW_ONLY,2,-0.84552,-1.25541,-0.4949,Financials,False,True,407,39,SHORT,old,161129769.15054,0.0027,2026-02-25,0.00914,2026-02-25
369,23.81,LDOS,HOLD,PAPER_REVIEW_ONLY,2,-0.85374,-0.30821,-0.4997,Information Technology,False,True,262,-107,HOLD,new,99346416.17149,0.01755,2026-05-05,0.00176,2026-05-05
370,23.6,RJF,HOLD,PAPER_REVIEW_ONLY,2,-0.85825,-1.26329,-0.5024,Financials,False,True,408,38,SHORT,new,125825031.47223,-0.00063,2026-02-06,0.00646,2026-02-06
371,23.4,RF,HOLD,PAPER_REVIEW_ONLY,2,-0.86373,-1.26676,-0.5056,Financials,False,True,409,38,SHORT,new,205680208.27514,-0.00202,2026-02-24,0.00535,2026-02-24
372,23.19,DGX,HOLD,PAPER_REVIEW_ONLY,2,-0.87191,-0.43764,-0.5104,Health Care,False,True,279,-93,HOLD,new,134974740.98683,0.00984,2026-04-22,-0.00156,2026-04-22
373,22.98,V,HOLD,PAPER_REVIEW_ONLY,2,-0.87717,-1.32129,-0.5134,Financials,False,False,386,13,HOLD,old,1508082927.43059,0.02762,2026-04-29,0.0317,2026-04-29
374,22.77,HUBB,HOLD,PAPER_REVIEW_ONLY,2,-0.89843,-1.03941,-0.5259,Industrials,False,True,385,11,HOLD,new,96991062.66104,0.00547,2026-04-30,0.01131,2026-04-30
375,22.57,ADM,HOLD,PAPER_REVIEW_ONLY,2,-0.91771,-0.92758,-0.5371,Consumer Staples,False,True,375,0,HOLD,new,185471580.78487,-0.00079,2026-05-05,0.00266,2026-05-05
376,22.36,SCHW,HOLD,PAPER_REVIEW_ONLY,2,-0.91777,-1.32017,-0.5372,Financials,False,False,387,11,SHORT,old,516626926.67617,-0.00188,2026-02-25,0.00656,2026-02-25
377,22.15,CMI,HOLD,PAPER_REVIEW_ONLY,2,-0.91787,-1.0561,-0.5372,Industrials,False,True,388,11,SHORT,old,238863823.3799,0.00348,2026-05-05,0.01002,2026-05-05
378,21.95,CI,HOLD,PAPER_REVIEW_ONLY,2,-0.94111,-0.749,-0.5508,Health Care,False,False,352,-26,HOLD,old,398943452.97674,0.00564,2026-04-30,0.00341,2026-04-30
379,21.74,SATS,HOLD,PAPER_REVIEW_ONLY,2,-0.95047,-0.38938,-0.5563,Information Technology,False,True,277,-102,HOLD,new,69405441.31569,0.00253,2026-05-11,-0.00931,2026-05-11
380,21.53,SAP,HOLD,PAPER_REVIEW_ONLY,2,-0.95147,-0.55908,-0.5568,Information Technology,False,True,304,-76,HOLD,old,151700887.91461,0.01557,2026-02-26,0.00581,2026-02-26
381,21.33,CP,HOLD,PAPER_REVIEW_ONLY,2,-0.95619,-0.89022,-0.5596,Industrials,False,True,365,-16,HOLD,old,156887889.95941,0.00349,2026-04-29,0.00232,2026-04-29
382,21.12,MCD,HOLD,PAPER_REVIEW_ONLY,2,-1.00467,0.37339,-0.5879,Consumer Discretionary,False,False,196,-186,HOLD,old,678972548.16057,0.02882,2026-05-07,-0.00715,2026-05-07
383,20.91,CPAY,HOLD,PAPER_REVIEW_ONLY,2,-1.00988,-1.48565,-0.591,Financials,False,True,422,39,SHORT,new,155115364.28284,-0.00404,2026-05-08,0.01525,2026-05-08
384,20.7,OKE,HOLD,PAPER_REVIEW_ONLY,2,-1.01398,-0.76516,-0.5934,Energy,False,True,346,-38,HOLD,new,195402363.76804,0.00103,2026-04-29,-0.00235,2026-04-29
385,20.5,AMX,HOLD,PAPER_REVIEW_ONLY,2,-1.02238,-0.80823,-0.5983,Communication Services,False,True,354,-31,HOLD,old,35062494.66173,0.00179,2026-04-23,-0.00081,2026-04-23
386,20.29,VALE,HOLD,PAPER_REVIEW_ONLY,2,-1.03346,-0.59331,-0.6048,Materials,False,True,307,-79,HOLD,old,250709465.76388,0.008,2026-04-29,6e-05,2026-04-29
387,20.08,ARM,SHORT,PAPER_REVIEW_ONLY,1,-1.04243,-0.47677,-0.61,Information Technology,False,True,291,-96,HOLD,old,1121432655.25621,0.01588,2026-05-06,0.00495,2026-05-06
388,19.88,CNP,SHORT,PAPER_REVIEW_ONLY,1,-1.04965,-1.75215,-0.6142,Utilities,False,True,437,49,SHORT,new,133932446.55112,-0.01915,2026-04-23,0.00071,2026-04-23
389,19.67,IBN,SHORT,PAPER_REVIEW_ONLY,1,-1.06575,-1.46888,-0.6236,Financials,False,True,418,29,SHORT,old,113348113.4529,0.00026,2023-06-30,0.01143,2025-10-24
390,19.46,MAR,SHORT,PAPER_REVIEW_ONLY,1,-1.0857,0.30173,-0.6353,Consumer Discretionary,False,False,206,-184,HOLD,old,320705269.43211,0.02613,2026-05-06,-0.00754,2026-05-06
391,19.25,BEN,SHORT,PAPER_REVIEW_ONLY,1,-1.10655,-1.50741,-0.6475,Financials,False,True,423,32,SHORT,new,99150523.32977,-0.00092,2026-04-28,0.01121,2026-04-28
392,19.05,STLD,SHORT,PAPER_REVIEW_ONLY,1,-1.13492,-0.68924,-0.6641,Materials,False,True,328,-64,HOLD,new,132798995.722,0.00513,2026-02-27,-0.00041,2026-02-27
393,18.84,CBOE,SHORT,PAPER_REVIEW_ONLY,1,-1.14942,-1.61436,-0.6725,Financials,False,True,429,36,SHORT,new,112804329.66003,0.00567,2026-03-31,0.02743,2026-03-31
394,18.63,DECK,SHORT,PAPER_REVIEW_ONLY,1,-1.1666,0.22247,-0.6826,Consumer Discretionary,False,True,173,-221,HOLD,new,643114738.29636,0.0443,2026-05-22,0.01077,2026-05-22
395,18.43,FIS,SHORT,PAPER_REVIEW_ONLY,1,-1.1734,-1.63967,-0.6865,Financials,False,True,431,36,SHORT,new,309641734.34643,0.01598,2026-05-08,0.03728,2026-05-08
396,18.22,UNH,SHORT,PAPER_REVIEW_ONLY,1,-1.17967,-0.72772,-0.6902,Health Care,False,False,410,14,SHORT,old,1469841488.17719,0.00052,2026-03-02,-0.00355,2026-03-02
397,18.01,TDG,SHORT,PAPER_REVIEW_ONLY,1,-1.18238,-1.2929,-0.6918,Industrials,False,False,425,28,SHORT,old,196735225.71109,0.00252,2026-05-05,0.01572,2026-05-05
398,17.81,KLAC,SHORT,PAPER_REVIEW_ONLY,1,-1.18337,-0.81716,-0.6924,Information Technology,False,False,432,34,SHORT,old,457598531.54419,0.03688,2026-04-29,0.02925,2026-04-29
399,17.6,BNY,SHORT,PAPER_REVIEW_ONLY,1,-1.2025,-1.59417,-0.7035,Financials,False,True,426,27,SHORT,old,232481474.41519,-0.00647,2026-04-16,0.00827,2026-04-16
400,17.39,CSCO,SHORT,PAPER_REVIEW_ONLY,1,-1.23015,-0.64563,-0.7197,Information Technology,False,False,383,-17,HOLD,old,937403516.43489,0.01739,2026-02-17,0.01097,2026-02-17
401,17.18,BAC,SHORT,PAPER_REVIEW_ONLY,1,-1.2468,-1.63743,-0.7294,Financials,False,False,414,13,SHORT,old,1561296962.5664,-0.00673,2026-02-25,0.00894,2026-02-25
402,16.98,HD,SHORT,PAPER_REVIEW_ONLY,1,-1.24905,0.15688,-0.7307,Consumer Discretionary,False,False,227,-175,HOLD,old,984999545.62949,0.02178,2026-03-18,-0.00738,2026-03-18
403,16.77,FE,SHORT,PAPER_REVIEW_ONLY,1,-1.25118,-1.95019,-0.732,Utilities,False,True,450,47,SHORT,new,162135052.47456,-0.01945,2026-04-28,0.00451,2026-04-28
404,16.56,NSC,SHORT,PAPER_REVIEW_ONLY,1,-1.25319,-1.17665,-0.7332,Industrials,False,True,401,-3,SHORT,old,274892312.24583,-0.00084,2026-04-24,0.0045,2026-04-24
405,16.36,LRCX,SHORT,PAPER_REVIEW_ONLY,1,-1.27388,-0.90917,-0.7453,Information Technology,False,True,367,-38,HOLD,old,752943472.17967,0.03895,2026-04-23,0.0329,2026-04-23
406,16.15,CPRT,SHORT,PAPER_REVIEW_ONLY,1,-1.29118,-1.39154,-0.7554,Industrials,False,True,416,10,SHORT,new,374757415.87143,0.00546,2026-03-03,0.02107,2026-03-03
407,15.94,PTC,SHORT,PAPER_REVIEW_ONLY,1,-1.31988,-0.73767,-0.7721,Information Technology,False,True,339,-68,HOLD,new,101768099.35974,0.04868,2026-05-07,0.04127,2026-05-07
