batch_id,endpoint_name,ticker,planned_disposition,existing_raw_file_detected,existing_raw_file_path,existing_row_count,known_blocked_http_status
core_batch_002,balance_sheet_statement_quarterly,DIS,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,DUK,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,ELV,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,EMR,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,EOG,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,EQIX,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,ETN,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,FDX,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,GD,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,GE,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,GILD,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,GOOG,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,GOOGL,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,AAPL,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,ABBV,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,ABT,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,ACN,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,ADBE,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,ADI,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,ADP,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,AMAT,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,AMD,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,AMGN,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,AMZN,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,AON,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,APD,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,APH,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,AVGO,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,AXP,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,BA,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,BAC,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,BKNG,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,BLK,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,BMY,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,BSX,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,C,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,CAT,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,CB,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,CDNS,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,CI,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,CL,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,CME,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,CMG,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,COP,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,COST,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,CRM,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,CSCO,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,CVS,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,CVX,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,DE,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,DIS,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,DUK,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,ELV,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,EMR,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,EOG,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,EQIX,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,ETN,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,FDX,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,GD,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,GE,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,GILD,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,GOOG,live_request,False,,,
core_batch_002,cash_flow_statement_quarterly,GOOGL,live_request,False,,,
