batch_id,endpoint_name,ticker,planned_disposition,existing_raw_file_detected,existing_raw_file_path,existing_row_count,known_blocked_http_status
core_batch_002,company_profile,AAPL,skip_existing,True,research/data/fmp/raw/company_profile/AAPL.json,1,
core_batch_002,company_profile,ABBV,skip_existing,True,research/data/fmp/raw/company_profile/ABBV.json,1,
core_batch_002,company_profile,ABT,skip_existing,True,research/data/fmp/raw/company_profile/ABT.json,1,
core_batch_002,company_profile,ACN,skip_existing,True,research/data/fmp/raw/company_profile/ACN.json,1,
core_batch_002,company_profile,ADBE,skip_existing,True,research/data/fmp/raw/company_profile/ADBE.json,1,
core_batch_002,company_profile,ADI,skip_existing,True,research/data/fmp/raw/company_profile/ADI.json,1,
core_batch_002,company_profile,ADP,skip_existing,True,research/data/fmp/raw/company_profile/ADP.json,1,
core_batch_002,company_profile,AMAT,skip_existing,True,research/data/fmp/raw/company_profile/AMAT.json,1,
core_batch_002,company_profile,AMD,skip_existing,True,research/data/fmp/raw/company_profile/AMD.json,1,
core_batch_002,company_profile,AMGN,skip_existing,True,research/data/fmp/raw/company_profile/AMGN.json,1,
core_batch_002,company_profile,AMZN,skip_existing,True,research/data/fmp/raw/company_profile/AMZN.json,1,
core_batch_002,company_profile,AON,skip_existing,True,research/data/fmp/raw/company_profile/AON.json,1,
core_batch_002,company_profile,APD,skip_existing,True,research/data/fmp/raw/company_profile/APD.json,1,
core_batch_002,company_profile,APH,skip_existing,True,research/data/fmp/raw/company_profile/APH.json,1,
core_batch_002,company_profile,AVGO,live_request,False,,,
core_batch_002,company_profile,AXP,live_request,False,,,
core_batch_002,company_profile,BA,live_request,False,,,
core_batch_002,company_profile,BAC,live_request,False,,,
core_batch_002,company_profile,BKNG,live_request,False,,,
core_batch_002,company_profile,BLK,live_request,False,,,
core_batch_002,company_profile,BMY,live_request,False,,,
core_batch_002,company_profile,BSX,live_request,False,,,
core_batch_002,company_profile,C,live_request,False,,,
core_batch_002,company_profile,CAT,live_request,False,,,
core_batch_002,company_profile,CB,live_request,False,,,
core_batch_002,company_profile,CDNS,live_request,False,,,
core_batch_002,company_profile,CI,live_request,False,,,
core_batch_002,company_profile,CL,live_request,False,,,
core_batch_002,company_profile,CME,live_request,False,,,
core_batch_002,company_profile,CMG,live_request,False,,,
core_batch_002,company_profile,COP,live_request,False,,,
core_batch_002,company_profile,COST,live_request,False,,,
core_batch_002,company_profile,CRM,live_request,False,,,
core_batch_002,company_profile,CSCO,live_request,False,,,
core_batch_002,company_profile,CVS,live_request,False,,,
core_batch_002,company_profile,CVX,live_request,False,,,
core_batch_002,company_profile,DE,live_request,False,,,
core_batch_002,company_profile,DIS,live_request,False,,,
core_batch_002,company_profile,DUK,live_request,False,,,
core_batch_002,company_profile,ELV,live_request,False,,,
core_batch_002,company_profile,EMR,live_request,False,,,
core_batch_002,company_profile,EOG,live_request,False,,,
core_batch_002,company_profile,EQIX,live_request,False,,,
core_batch_002,company_profile,ETN,live_request,False,,,
core_batch_002,company_profile,FDX,live_request,False,,,
core_batch_002,company_profile,GD,live_request,False,,,
core_batch_002,company_profile,GE,live_request,False,,,
core_batch_002,company_profile,GILD,live_request,False,,,
core_batch_002,company_profile,GOOG,live_request,False,,,
core_batch_002,company_profile,GOOGL,live_request,False,,,
core_batch_002,income_statement_quarterly,AAPL,live_request,False,,,
core_batch_002,income_statement_quarterly,ABBV,live_request,False,,,
core_batch_002,income_statement_quarterly,ABT,live_request,False,,,
core_batch_002,income_statement_quarterly,ACN,live_request,False,,,
core_batch_002,income_statement_quarterly,ADBE,live_request,False,,,
core_batch_002,income_statement_quarterly,ADI,live_request,False,,,
core_batch_002,income_statement_quarterly,ADP,live_request,False,,,
core_batch_002,income_statement_quarterly,AMAT,live_request,False,,,
core_batch_002,income_statement_quarterly,AMD,live_request,False,,,
core_batch_002,income_statement_quarterly,AMGN,live_request,False,,,
core_batch_002,income_statement_quarterly,AMZN,live_request,False,,,
core_batch_002,income_statement_quarterly,AON,live_request,False,,,
core_batch_002,income_statement_quarterly,APD,live_request,False,,,
core_batch_002,income_statement_quarterly,APH,live_request,False,,,
core_batch_002,income_statement_quarterly,AVGO,live_request,False,,,
core_batch_002,income_statement_quarterly,AXP,live_request,False,,,
core_batch_002,income_statement_quarterly,BA,live_request,False,,,
core_batch_002,income_statement_quarterly,BAC,live_request,False,,,
core_batch_002,income_statement_quarterly,BKNG,live_request,False,,,
core_batch_002,income_statement_quarterly,BLK,live_request,False,,,
core_batch_002,income_statement_quarterly,BMY,live_request,False,,,
core_batch_002,income_statement_quarterly,BSX,live_request,False,,,
core_batch_002,income_statement_quarterly,C,live_request,False,,,
core_batch_002,income_statement_quarterly,CAT,live_request,False,,,
core_batch_002,income_statement_quarterly,CB,live_request,False,,,
core_batch_002,income_statement_quarterly,CDNS,live_request,False,,,
core_batch_002,income_statement_quarterly,CI,live_request,False,,,
core_batch_002,income_statement_quarterly,CL,live_request,False,,,
core_batch_002,income_statement_quarterly,CME,live_request,False,,,
core_batch_002,income_statement_quarterly,CMG,live_request,False,,,
core_batch_002,income_statement_quarterly,COP,live_request,False,,,
core_batch_002,income_statement_quarterly,COST,live_request,False,,,
core_batch_002,income_statement_quarterly,CRM,live_request,False,,,
core_batch_002,income_statement_quarterly,CSCO,live_request,False,,,
core_batch_002,income_statement_quarterly,CVS,live_request,False,,,
core_batch_002,income_statement_quarterly,CVX,live_request,False,,,
core_batch_002,income_statement_quarterly,DE,live_request,False,,,
core_batch_002,income_statement_quarterly,DIS,live_request,False,,,
core_batch_002,income_statement_quarterly,DUK,live_request,False,,,
core_batch_002,income_statement_quarterly,ELV,live_request,False,,,
core_batch_002,income_statement_quarterly,EMR,live_request,False,,,
core_batch_002,income_statement_quarterly,EOG,live_request,False,,,
core_batch_002,income_statement_quarterly,EQIX,live_request,False,,,
core_batch_002,income_statement_quarterly,ETN,live_request,False,,,
core_batch_002,income_statement_quarterly,FDX,live_request,False,,,
core_batch_002,income_statement_quarterly,GD,live_request,False,,,
core_batch_002,income_statement_quarterly,GE,live_request,False,,,
core_batch_002,income_statement_quarterly,GILD,live_request,False,,,
core_batch_002,income_statement_quarterly,GOOG,live_request,False,,,
core_batch_002,income_statement_quarterly,GOOGL,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,AAPL,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,ABBV,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,ABT,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,ACN,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,ADBE,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,ADI,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,ADP,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,AMAT,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,AMD,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,AMGN,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,AMZN,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,AON,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,APD,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,APH,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,AVGO,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,AXP,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,BA,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,BAC,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,BKNG,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,BLK,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,BMY,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,BSX,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,C,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,CAT,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,CB,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,CDNS,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,CI,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,CL,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,CME,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,CMG,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,COP,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,COST,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,CRM,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,CSCO,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,CVS,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,CVX,live_request,False,,,
core_batch_002,balance_sheet_statement_quarterly,DE,live_request,False,,,
