endpoint_name,ticker,raw_file_path,normalized_file_path,raw_exists,normalized_rows,gitignored,collected_at_utc
company_profile,AAPL,research/data/fmp/raw/company_profile/AAPL.json,research/data/fmp/normalized/company_profile.csv,True,1,True,2026-06-21T22:39:40Z
company_profile,MSFT,research/data/fmp/raw/company_profile/MSFT.json,research/data/fmp/normalized/company_profile.csv,True,1,True,2026-06-21T22:39:40Z
company_profile,NVDA,research/data/fmp/raw/company_profile/NVDA.json,research/data/fmp/normalized/company_profile.csv,True,1,True,2026-06-21T22:39:40Z
company_profile,AMZN,research/data/fmp/raw/company_profile/AMZN.json,research/data/fmp/normalized/company_profile.csv,True,1,True,2026-06-21T22:39:41Z
company_profile,JPM,research/data/fmp/raw/company_profile/JPM.json,research/data/fmp/normalized/company_profile.csv,True,1,True,2026-06-21T22:39:41Z
income_statement_quarterly,AAPL,research/data/fmp/raw/income_statement_quarterly/AAPL.json,research/data/fmp/normalized/income_statement_quarterly.csv,True,5,True,2026-06-21T22:39:42Z
income_statement_quarterly,MSFT,research/data/fmp/raw/income_statement_quarterly/MSFT.json,research/data/fmp/normalized/income_statement_quarterly.csv,True,5,True,2026-06-21T22:39:42Z
income_statement_quarterly,NVDA,research/data/fmp/raw/income_statement_quarterly/NVDA.json,research/data/fmp/normalized/income_statement_quarterly.csv,True,5,True,2026-06-21T22:39:42Z
income_statement_quarterly,AMZN,research/data/fmp/raw/income_statement_quarterly/AMZN.json,research/data/fmp/normalized/income_statement_quarterly.csv,True,5,True,2026-06-21T22:39:43Z
income_statement_quarterly,JPM,research/data/fmp/raw/income_statement_quarterly/JPM.json,research/data/fmp/normalized/income_statement_quarterly.csv,True,5,True,2026-06-21T22:39:43Z
balance_sheet_statement_quarterly,AAPL,research/data/fmp/raw/balance_sheet_statement_quarterly/AAPL.json,research/data/fmp/normalized/balance_sheet_statement_quarterly.csv,True,5,True,2026-06-21T22:39:43Z
balance_sheet_statement_quarterly,MSFT,research/data/fmp/raw/balance_sheet_statement_quarterly/MSFT.json,research/data/fmp/normalized/balance_sheet_statement_quarterly.csv,True,5,True,2026-06-21T22:39:44Z
balance_sheet_statement_quarterly,NVDA,research/data/fmp/raw/balance_sheet_statement_quarterly/NVDA.json,research/data/fmp/normalized/balance_sheet_statement_quarterly.csv,True,5,True,2026-06-21T22:39:44Z
balance_sheet_statement_quarterly,AMZN,research/data/fmp/raw/balance_sheet_statement_quarterly/AMZN.json,research/data/fmp/normalized/balance_sheet_statement_quarterly.csv,True,5,True,2026-06-21T22:39:45Z
balance_sheet_statement_quarterly,JPM,research/data/fmp/raw/balance_sheet_statement_quarterly/JPM.json,research/data/fmp/normalized/balance_sheet_statement_quarterly.csv,True,5,True,2026-06-21T22:39:45Z
cash_flow_statement_quarterly,AAPL,research/data/fmp/raw/cash_flow_statement_quarterly/AAPL.json,research/data/fmp/normalized/cash_flow_statement_quarterly.csv,True,5,True,2026-06-21T22:39:45Z
cash_flow_statement_quarterly,MSFT,research/data/fmp/raw/cash_flow_statement_quarterly/MSFT.json,research/data/fmp/normalized/cash_flow_statement_quarterly.csv,True,5,True,2026-06-21T22:39:46Z
cash_flow_statement_quarterly,NVDA,research/data/fmp/raw/cash_flow_statement_quarterly/NVDA.json,research/data/fmp/normalized/cash_flow_statement_quarterly.csv,True,5,True,2026-06-21T22:39:46Z
cash_flow_statement_quarterly,AMZN,research/data/fmp/raw/cash_flow_statement_quarterly/AMZN.json,research/data/fmp/normalized/cash_flow_statement_quarterly.csv,True,5,True,2026-06-21T22:39:46Z
cash_flow_statement_quarterly,JPM,research/data/fmp/raw/cash_flow_statement_quarterly/JPM.json,research/data/fmp/normalized/cash_flow_statement_quarterly.csv,True,5,True,2026-06-21T22:39:47Z
key_metrics_quarterly,AAPL,,,False,0,True,2026-06-21T22:39:47Z
key_metrics_quarterly,MSFT,,,False,0,True,2026-06-21T22:39:47Z
key_metrics_quarterly,NVDA,,,False,0,True,2026-06-21T22:39:48Z
key_metrics_quarterly,AMZN,,,False,0,True,2026-06-21T22:39:48Z
key_metrics_quarterly,JPM,,,False,0,True,2026-06-21T22:39:48Z
ratios_quarterly,AAPL,,,False,0,True,2026-06-21T22:39:48Z
ratios_quarterly,MSFT,,,False,0,True,2026-06-21T22:39:48Z
ratios_quarterly,NVDA,,,False,0,True,2026-06-21T22:39:48Z
ratios_quarterly,AMZN,,,False,0,True,2026-06-21T22:39:48Z
ratios_quarterly,JPM,,,False,0,True,2026-06-21T22:39:48Z
