ticker,date,adj_close,volume
AAPL,2023-01-03,122.98271179199219,112117500
AAPL,2023-01-04,124.25119018554688,89113600
AAPL,2023-01-05,122.93354034423828,80962700
AAPL,2023-01-06,127.45675659179688,87754700
AAPL,2023-01-09,127.97789001464844,70790800
AAPL,2023-01-10,128.54827880859375,63896200
AAPL,2023-01-11,131.26219177246094,69458900
AAPL,2023-01-12,131.1835174560547,71379600
AAPL,2023-01-13,132.51097106933594,57809700
AAPL,2023-01-17,133.67132568359375,63646600
AAPL,2023-01-18,132.9534912109375,69672800
AAPL,2023-01-19,133.01248168945312,58280400
AAPL,2023-01-20,135.569091796875,80223600
AAPL,2023-01-23,138.7550506591797,81760300
AAPL,2023-01-24,140.15133666992188,66435100
AAPL,2023-01-25,139.49252319335938,65799300
AAPL,2023-01-26,141.5574951171875,54105100
AAPL,2023-01-27,143.49459838867188,70555800
AAPL,2023-01-30,140.61346435546875,64015300
AAPL,2023-01-31,141.88194274902344,65874500
AAPL,2023-02-01,143.00291442871094,77663600
AAPL,2023-02-02,148.302978515625,118339000
AAPL,2023-02-03,151.92156982421875,154357300
AAPL,2023-02-06,149.19778442382812,69858300
AAPL,2023-02-07,152.06906127929688,83322600
AAPL,2023-02-08,149.38462829589844,64120100
AAPL,2023-02-09,148.35214233398438,56007100
AAPL,2023-02-10,148.71653747558594,57450700
AAPL,2023-02-13,151.5133819580078,62199000
AAPL,2023-02-14,150.87327575683594,61707600
AAPL,2023-02-15,152.9709014892578,65573800
AAPL,2023-02-16,151.3755340576172,68167900
AAPL,2023-02-17,150.23316955566406,59144100
AAPL,2023-02-21,146.22496032714844,58867200
AAPL,2023-02-22,146.64840698242188,51011300
AAPL,2023-02-23,147.13096618652344,48394200
AAPL,2023-02-24,144.48179626464844,55469600
AAPL,2023-02-27,145.67343139648438,44998500
AAPL,2023-02-28,145.17120361328125,50547000
AAPL,2023-03-01,143.1031036376953,55479000
AAPL,2023-03-02,143.6939697265625,52238100
AAPL,2023-03-03,148.73619079589844,70732300
AAPL,2023-03-06,151.4936981201172,87558000
AAPL,2023-03-07,149.29754638671875,56182000
AAPL,2023-03-08,150.5482940673828,47204800
AAPL,2023-03-09,148.3029022216797,53833600
AAPL,2023-03-10,146.24464416503906,68572400
AAPL,2023-03-13,148.1847381591797,84457100
AAPL,2023-03-14,150.27252197265625,73695900
AAPL,2023-03-15,150.66644287109375,77167900
AAPL,2023-03-16,153.4830322265625,76161100
AAPL,2023-03-17,152.6459197998047,98944600
AAPL,2023-03-20,155.0094757080078,73641400
AAPL,2023-03-21,156.8609161376953,73938300
AAPL,2023-03-22,155.43295288085938,75701800
AAPL,2023-03-23,156.5162353515625,67622100
AAPL,2023-03-24,157.81619262695312,59196500
AAPL,2023-03-27,155.8760986328125,52390300
AAPL,2023-03-28,155.25567626953125,45992200
AAPL,2023-03-29,158.3282928466797,51305700
AAPL,2023-03-30,159.89413452148438,49501700
AAPL,2023-03-31,162.39556884765625,68749800
AAPL,2023-04-03,163.64630126953125,56976200
AAPL,2023-04-04,163.11453247070312,46278300
AAPL,2023-04-05,161.27284240722656,51511700
AAPL,2023-04-06,162.15924072265625,45390100
AAPL,2023-04-10,159.56912231445312,47716900
AAPL,2023-04-11,158.3578643798828,47644200
AAPL,2023-04-12,157.66848754882812,50133100
AAPL,2023-04-13,163.04556274414062,68445600
AAPL,2023-04-14,162.70086669921875,49386500
AAPL,2023-04-17,162.72056579589844,41516200
AAPL,2023-04-18,163.9417266845703,49923000
AAPL,2023-04-19,165.08413696289062,47720200
AAPL,2023-04-20,164.1189727783203,52456400
AAPL,2023-04-21,162.5137481689453,58337300
AAPL,2023-04-24,162.8190460205078,41949600
AAPL,2023-04-25,161.28274536132812,48714100
AAPL,2023-04-26,161.27284240722656,45498800
AAPL,2023-04-27,165.85227966308594,64902300
AAPL,2023-04-28,167.1029815673828,55275900
AAPL,2023-05-01,167.01434326171875,52472900
AAPL,2023-05-02,165.9803009033203,48425700
AAPL,2023-05-03,164.90684509277344,65136000
AAPL,2023-05-04,163.27207946777344,81235400
AAPL,2023-05-05,170.9338836669922,113453200
AAPL,2023-05-08,170.86492919921875,55962800
AAPL,2023-05-09,169.1612548828125,45326900
AAPL,2023-05-10,170.92405700683594,53724500
AAPL,2023-05-11,171.11114501953125,49514700
AAPL,2023-05-12,170.1841583251953,45533100
AAPL,2023-05-15,169.69107055664062,37266700
AAPL,2023-05-16,169.69107055664062,42110300
AAPL,2023-05-17,170.30245971679688,57951600
AAPL,2023-05-18,172.62986755371094,65496700
AAPL,2023-05-19,172.73834228515625,55809500
AAPL,2023-05-22,171.79161071777344,43570900
AAPL,2023-05-23,169.18812561035156,50747300
AAPL,2023-05-24,169.4642333984375,45143500
