date,ticker,regime,return_20d,return_63d,return_126d,mom_acceleration,price_vs_sma50,price_vs_sma200,sma50_vs_200,return_zscore_5d,dist_sma20,rs_20d_vs_spy,rs_63d_vs_spy,residual_alpha_20d,realized_vol_63d,downside_vol_63d,vol_adj_momentum,avg_dollar_volume_20d,forward_return_20d,forward_excess_return_20d_vs_spy,top_quintile_forward_excess_return
2026-04-30,SLB,risk_on,0.136918,0.180917,0.608127,0.092232,0.121526,0.389011,0.238501,-0.573204,0.07341,0.040129,0.142616,0.058573,0.365479,0.242332,0.495013,783568765.176239,-0.040963,-0.093589,0
2026-04-30,SNPS,risk_on,0.216414,0.005417,0.056411,0.295861,0.119717,0.005635,-0.101885,-0.064771,0.087709,0.119625,-0.032885,0.026264,0.488643,0.330027,0.011085,749632594.755707,-0.014463,-0.067089,0
2026-04-30,SO,risk_on,-0.002476,0.093331,0.046335,0.004592,0.009112,0.053975,0.044457,0.957353,0.016744,-0.099265,0.05503,0.012495,0.200821,0.116881,0.46475,402905248.528099,-0.040205,-0.092831,0
2026-04-30,SPGI,risk_on,0.014253,-0.182354,-0.122747,0.059887,0.002813,-0.117991,-0.120466,0.312058,-0.006919,-0.082536,-0.220655,-0.050582,0.3995,0.352943,-0.456454,751676143.42453,-0.014477,-0.067103,0
2026-04-30,SYK,risk_on,-0.043321,-0.108149,-0.15737,0.091793,-0.089135,-0.132851,-0.047994,-0.668962,-0.054107,-0.14011,-0.146451,-0.09252,0.241497,0.17773,-0.447828,635628029.94751,-0.03186,-0.084486,0
2026-04-30,T,risk_on,-0.067344,0.050676,0.039418,-0.044225,-0.04319,-0.002365,0.042668,-0.554776,-0.009874,-0.164133,0.012374,-0.018114,0.265292,0.176658,0.191019,987229292.018261,-0.050899,-0.103525,0
2026-04-30,TDG,risk_on,-0.011327,-0.184262,-0.131179,0.096534,-0.054113,-0.114766,-0.064123,1.29906,-0.036337,-0.108116,-0.222563,-0.123915,0.344535,0.283739,-0.534813,438953598.413086,0.084777,0.032152,1
2026-04-30,TJX,risk_on,-0.032587,0.065933,0.094543,-0.034442,-0.010498,0.063776,0.075062,1.022051,-0.016384,-0.129375,0.027632,-0.069886,0.195411,0.12497,0.337407,636546545.204697,-0.009526,-0.062151,0
2026-04-30,TMO,risk_on,-0.031504,-0.190365,-0.139584,0.002944,-0.034745,-0.089011,-0.056219,1.777107,-0.039136,-0.128293,-0.228666,-0.138477,0.331407,0.284312,-0.574414,999013284.81781,0.028291,-0.024335,0
2026-04-30,TSLA,risk_on,0.00097,-0.083853,-0.17136,0.061768,-0.006514,-0.051018,-0.044796,1.627582,0.028439,-0.095818,-0.122155,-0.157608,0.383805,0.26574,-0.218479,25232442294.2836,0.141918,0.089292,1
2026-04-30,TXN,risk_on,0.43189,0.292025,0.710143,0.46198,0.317261,0.470294,0.116175,-1.67007,0.199976,0.335101,0.253723,0.335932,0.497737,0.195977,0.586705,1957601985.873795,0.093045,0.04042,1
2026-04-30,UBER,risk_on,0.040441,-0.086781,-0.21817,0.10489,0.009121,-0.125014,-0.132923,1.26252,0.004395,-0.056348,-0.125082,-0.052412,0.337446,0.247209,-0.25717,1028960064.244308,-0.056427,-0.109052,0
2026-04-30,UNH,risk_on,0.352215,0.277362,0.021831,0.406504,0.238467,0.189214,-0.039769,-0.966937,0.129338,0.255427,0.239061,0.285157,0.355107,0.176351,0.781066,3062735658.231659,0.026533,-0.026093,0
2026-04-30,UNP,risk_on,0.108424,0.159724,0.252231,0.196838,0.067825,0.156514,0.083055,-1.781584,0.055863,0.011635,0.121422,0.076412,0.252165,0.12206,0.633409,808081518.450775,-0.020319,-0.072944,0
2026-04-30,UPS,risk_on,0.111225,0.040827,0.164747,0.225161,0.047978,0.138331,0.086217,0.468391,0.047131,0.014436,0.002526,0.035105,0.282865,0.198811,0.144335,531519653.802948,-0.002863,-0.055489,0
2026-04-30,USB,risk_on,0.074123,0.016244,0.22273,0.09336,0.051247,0.127301,0.072346,1.335675,0.014976,-0.022666,-0.022057,-0.013265,0.251436,0.183525,0.064607,501503609.92857,-0.031945,-0.084571,0
2026-04-30,V,risk_on,0.104955,-0.003857,-0.04533,0.173479,0.062424,-0.006419,-0.064798,0.995622,0.058163,0.008166,-0.042159,0.041682,0.278861,0.179899,-0.013832,2134237993.566742,-0.008499,-0.061125,0
2026-04-30,VRTX,risk_on,-0.044448,-0.101539,0.011814,0.019646,-0.059519,-0.020733,0.041241,0.811115,-0.019807,-0.141237,-0.13984,-0.120255,0.33296,0.210862,-0.304958,462547439.40094,0.047171,-0.005455,0
2026-04-30,VZ,risk_on,-0.012909,0.224627,0.2614,0.022442,-0.007995,0.1292,0.138301,0.494084,0.026327,-0.109698,0.186326,0.029633,0.321837,0.121105,0.697952,1238486271.276417,-0.00458,-0.057206,0
2026-04-30,WFC,risk_on,0.020603,-0.088326,-0.04409,0.060637,0.015102,-0.020218,-0.034795,1.213701,0.00195,-0.076186,-0.126627,-0.072799,0.305339,0.244562,-0.289272,1326346374.201851,-0.051644,-0.10427,0
2026-04-30,WM,risk_on,0.00671,0.046362,0.147615,0.056029,0.002434,0.048649,0.046102,-1.402392,0.015984,-0.090079,0.00806,0.023081,0.200207,0.132378,0.231568,455897755.093155,-0.09069,-0.143316,0
2026-04-30,WMT,risk_on,0.05764,0.125975,0.284,0.079657,0.051408,0.179366,0.121701,0.159632,0.034948,-0.039149,0.087674,0.03349,0.279414,0.176736,0.450856,2118280475.498428,-0.120966,-0.173592,0
2026-04-30,XOM,risk_on,-0.040117,0.105677,0.362406,-0.113271,-0.002952,0.219679,0.223291,0.535151,0.010747,-0.136906,0.067376,0.028532,0.297064,0.207152,0.355738,2915629711.991959,-0.052382,-0.105007,0
2026-04-30,ZTS,risk_on,-0.015516,-0.051347,-0.199732,0.053315,-0.039398,-0.124126,-0.088203,1.178137,-0.026894,-0.112305,-0.089648,-0.1087,0.2746,0.20293,-0.186987,389383793.880424,-0.324258,-0.376884,0
