date,ticker,model,score,forward_excess_return_20d_vs_spy
2017-04-28,AXP,cross_sectional_composite_zscore,-0.10675,-0.037834
2017-04-28,CB,cross_sectional_composite_zscore,-0.286907,0.02111
2017-04-28,CSCO,cross_sectional_composite_zscore,0.185294,-0.09068
2017-04-28,EQIX,cross_sectional_composite_zscore,0.31914,0.046036
2017-04-28,HCA,cross_sectional_composite_zscore,-0.732315,-0.033178
2017-04-28,JNJ,cross_sectional_composite_zscore,-0.144771,0.019512
2017-04-28,MAR,cross_sectional_composite_zscore,0.294251,0.120533
2017-04-28,MSFT,cross_sectional_composite_zscore,0.230287,0.012521
2017-04-28,ORLY,cross_sectional_composite_zscore,-1.644162,-0.013917
2017-04-28,PYPL,cross_sectional_composite_zscore,1.00724,0.057469
2017-04-28,SNPS,cross_sectional_composite_zscore,0.616722,-0.006156
2017-04-28,TXN,cross_sectional_composite_zscore,-0.407547,0.009255
2017-04-28,WM,cross_sectional_composite_zscore,-0.122121,-0.028162
2017-05-31,ADI,cross_sectional_composite_zscore,0.633336,-0.084684
2017-05-31,AVGO,cross_sectional_composite_zscore,0.687719,-0.002566
2017-05-31,CAT,cross_sectional_composite_zscore,0.080242,-0.003734
2017-05-31,CRM,cross_sectional_composite_zscore,0.237392,-0.0307
2017-05-31,EOG,cross_sectional_composite_zscore,-0.97156,-0.027692
2017-05-31,GS,cross_sectional_composite_zscore,-1.237865,0.043204
2017-05-31,ITW,cross_sectional_composite_zscore,0.098451,0.008325
2017-05-31,MA,cross_sectional_composite_zscore,0.361583,0.002298
2017-05-31,MS,cross_sectional_composite_zscore,-0.901102,0.048402
2017-05-31,ORCL,cross_sectional_composite_zscore,-0.048277,0.107323
2017-05-31,PNC,cross_sectional_composite_zscore,-0.660128,0.026187
2017-05-31,SLB,cross_sectional_composite_zscore,-1.234029,-0.075774
2017-05-31,TSLA,cross_sectional_composite_zscore,1.524474,0.07524
2017-05-31,WFC,cross_sectional_composite_zscore,-1.168286,0.048969
2017-06-30,ADBE,cross_sectional_composite_zscore,0.373655,0.01515
2017-06-30,APH,cross_sectional_composite_zscore,-0.13162,0.017376
2017-06-30,C,cross_sectional_composite_zscore,0.889663,0.002921
2017-06-30,COST,cross_sectional_composite_zscore,-1.131891,-0.029433
2017-06-30,EMR,cross_sectional_composite_zscore,-0.262879,-0.020722
2017-06-30,GOOGL,cross_sectional_composite_zscore,-0.189841,-0.003538
