ticker,normalized_path,price_rows,gitignored
EIX,research/data/eodhd/normalized/eod_prices/EIX.csv,2635,True
EL,research/data/eodhd/normalized/eod_prices/EL.csv,2635,True
EME,research/data/eodhd/normalized/eod_prices/EME.csv,2635,True
EQR,research/data/eodhd/normalized/eod_prices/EQR.csv,2635,True
EQT,research/data/eodhd/normalized/eod_prices/EQT.csv,2635,True
ERIE,research/data/eodhd/normalized/eod_prices/ERIE.csv,2635,True
ES,research/data/eodhd/normalized/eod_prices/ES.csv,2635,True
ESS,research/data/eodhd/normalized/eod_prices/ESS.csv,2635,True
ETR,research/data/eodhd/normalized/eod_prices/ETR.csv,2635,True
EVRG,research/data/eodhd/normalized/eod_prices/EVRG.csv,2635,True
EW,research/data/eodhd/normalized/eod_prices/EW.csv,2635,True
EXC,research/data/eodhd/normalized/eod_prices/EXC.csv,2635,True
EXE,research/data/eodhd/normalized/eod_prices/EXE.csv,1350,True
EXPD,research/data/eodhd/normalized/eod_prices/EXPD.csv,2635,True
EXPE,research/data/eodhd/normalized/eod_prices/EXPE.csv,2635,True
EXR,research/data/eodhd/normalized/eod_prices/EXR.csv,2635,True
FANG,research/data/eodhd/normalized/eod_prices/FANG.csv,2635,True
FAST,research/data/eodhd/normalized/eod_prices/FAST.csv,2635,True
