date,ticker,regime,price_plus_event_score,y_excess_20d,excess_5d,excess_10d,raw_return_20d
2017-01-31,GS,risk_on,3.11504,0.051039,0.038718,0.060708,0.104878
2017-01-31,HCA,risk_on,1.130283,0.042822,0.022577,0.015608,0.096661
2017-01-31,HD,risk_on,-0.624194,0.012304,-0.012957,0.000358,0.066143
2017-01-31,HON,risk_on,-1.06439,0.0274,0.005635,0.017676,0.081239
2017-01-31,IBM,risk_on,-0.076613,-0.003022,0.016379,0.013189,0.050817
2017-01-31,ICE,risk_on,-0.64748,-0.044072,0.020705,-0.022148,0.009767
2017-01-31,INTC,risk_on,0.165605,-0.071044,-0.011914,-0.044322,-0.017205
2017-01-31,INTU,risk_on,1.203418,-0.003662,-0.015473,-0.024925,0.050177
2017-01-31,ISRG,risk_on,0.009424,0.016033,0.010477,0.004975,0.069873
2017-01-31,ITW,risk_on,-0.171556,0.006853,-0.008241,-0.008249,0.060692
2017-01-31,JNJ,risk_on,-0.555814,0.047084,-0.004166,0.000344,0.100923
2017-01-31,JPM,risk_on,1.614943,0.052152,0.018499,0.031137,0.105991
2017-01-31,KLAC,risk_on,0.366514,0.027274,0.023764,0.001382,0.081113
2017-01-31,KO,risk_on,-0.732532,-0.039647,0.001742,-0.052135,0.014193
2017-01-31,LIN,risk_on,-0.740955,-0.037629,-0.024265,-0.036574,0.01621
2017-01-31,LLY,risk_on,-0.960514,0.042023,0.002501,0.002875,0.095863
2017-01-31,LMT,risk_on,-0.175679,0.021356,0.013856,0.017565,0.075195
2017-01-31,LOW,risk_on,-1.181635,0.060693,-0.017691,0.009008,0.114532
2017-01-31,MA,risk_on,0.00222,0.002401,-0.003658,-0.003136,0.05624
2017-01-31,MAR,risk_on,0.305036,-0.00428,0.008106,0.011772,0.049559
2017-01-31,MCD,risk_on,-0.493651,0.006778,0.010283,-0.000683,0.060617
2017-01-31,MCO,risk_on,-0.951006,0.041898,0.026503,0.026804,0.095737
2017-01-31,MDLZ,risk_on,0.411918,-0.059259,-0.014101,-0.011083,-0.00542
2017-01-31,MDT,risk_on,-0.871425,0.025746,-0.004881,-0.013568,0.079585
2017-01-31,META,risk_on,-0.237742,0.000642,0.005466,-3e-05,0.054481
2017-02-28,AAPL,risk_on,0.224845,0.050245,0.016227,0.012781,0.049711
2017-02-28,ABBV,risk_on,-0.617596,0.067481,0.027675,0.060116,0.066947
2017-02-28,ABT,risk_on,-0.717323,-0.007896,-0.004016,-0.00803,-0.00843
2017-02-28,ACN,risk_on,-0.907159,-0.008853,0.011147,0.009692,-0.009387
2017-02-28,ADBE,risk_on,0.012463,0.087994,0.011617,0.024377,0.08746
2017-02-28,ADI,risk_on,1.484036,0.00383,0.015823,0.019541,0.003296
2017-02-28,ADP,risk_on,-0.510211,0.012498,0.013837,0.016906,0.011964
2017-02-28,AMAT,risk_on,1.538017,0.072317,0.018465,0.054781,0.071783
2017-02-28,AMD,risk_on,6.465974,-0.052716,-0.099752,-0.026715,-0.05325
2017-02-28,AMGN,risk_on,-0.166024,-0.066423,0.002574,0.018518,-0.066957
2017-02-28,AMZN,risk_on,0.378871,0.013504,-0.001082,0.007045,0.01297
2017-02-28,AON,risk_on,-0.545423,0.028463,-0.003193,0.022133,0.027929
2017-02-28,APD,risk_on,-1.287337,-0.022389,-0.00815,-0.032359,-0.022923
2017-02-28,APH,risk_on,-0.386747,0.03332,0.013074,0.023322,0.032786
2017-02-28,AVGO,risk_on,1.476732,0.052788,0.037203,0.061805,0.052254
2017-02-28,AXP,risk_on,-0.702725,-0.017203,-0.008237,-0.00644,-0.017737
2017-02-28,BA,risk_on,0.166876,-0.01539,0.007691,-0.010141,-0.015924
2017-02-28,BAC,risk_on,2.317847,-0.045189,0.022346,0.02724,-0.045723
2017-02-28,BKNG,risk_on,-0.224351,0.03784,0.00491,0.024206,0.037306
2017-02-28,BLK,risk_on,-0.492771,-0.010881,-0.001397,-0.006324,-0.011415
2017-02-28,BMY,risk_on,-0.826975,-0.008459,-0.008942,-0.002171,-0.008993
2017-02-28,BSX,risk_on,0.562593,0.006644,-0.005093,-0.006706,0.00611
2017-02-28,C,risk_on,0.639785,-0.005987,0.009295,0.025434,-0.006521
2017-02-28,CAT,risk_on,0.651928,-0.037848,-0.009794,-0.051477,-0.038382
2017-02-28,CB,risk_on,-0.515137,-0.000696,-0.007742,-0.007898,-0.00123
2017-02-28,CDNS,risk_on,0.944265,0.016068,0.008762,0.020835,0.015534
2017-02-28,CI,risk_on,0.355708,-0.003233,0.017503,0.029615,-0.003767
2017-02-28,CL,risk_on,-1.434736,0.011359,0.007898,0.007362,0.010825
2017-02-28,CME,risk_on,0.065012,-0.015948,0.015048,0.028301,-0.016482
2017-02-28,CMG,risk_on,-0.170453,0.018421,-0.035293,-0.039168,0.017887
2017-02-28,COP,risk_on,2.063274,-0.045503,0.000912,-0.057105,-0.046037
2017-02-28,COST,risk_on,-1.026315,-0.05822,-0.059697,-0.069207,-0.058754
2017-02-28,CRM,risk_on,0.260991,0.010245,0.017673,0.024733,0.009711
2017-02-28,CSCO,risk_on,-0.578492,-0.004147,-0.001656,-0.003574,-0.004681
2017-02-28,CVS,risk_on,-0.517785,-0.023914,0.000613,-0.010381,-0.024448
2017-02-28,CVX,risk_on,-1.910106,-0.046844,-0.008375,-0.047507,-0.047378
2017-02-28,DE,risk_on,0.687701,-0.010061,0.004608,-0.004376,-0.010595
2017-02-28,DIS,risk_on,-0.27283,0.027421,0.004753,0.018347,0.026887
2017-02-28,DUK,risk_on,-1.299568,0.005137,-0.01266,-0.02217,0.004603
2017-02-28,ELV,risk_on,0.180061,0.003125,0.004979,0.004305,0.002591
2017-02-28,EMR,risk_on,1.137031,-0.010448,-0.000245,-0.02062,-0.010982
2017-02-28,EOG,risk_on,2.576331,-0.016994,0.023947,-0.026563,-0.017528
2017-02-28,EQIX,risk_on,-0.805697,0.023907,-0.004449,0.012301,0.023373
2017-02-28,ETN,risk_on,-0.286584,0.027144,-0.000145,0.0042,0.02661
2017-02-28,FDX,risk_on,-0.465823,-0.013434,-0.002604,-0.008049,-0.013968
2017-02-28,GD,risk_on,0.200295,-0.006684,0.006504,-0.002135,-0.007218
2017-02-28,GE,risk_on,-1.023853,-0.00584,-0.000565,-0.010876,-0.006374
2017-02-28,GILD,risk_on,-0.388527,-0.040097,-0.022957,-0.032871,-0.040631
2017-02-28,GOOG,risk_on,-1.172438,-0.002248,0.008327,0.025404,-0.002782
2017-02-28,GOOGL,risk_on,-1.18865,-0.004555,0.00512,0.023012,-0.005089
2017-02-28,GS,risk_on,2.339752,-0.074972,0.009208,-0.003189,-0.075506
2017-02-28,HCA,risk_on,0.13056,0.02793,-0.009234,-0.042625,0.027396
2017-02-28,HD,risk_on,-0.520755,0.022519,0.011551,0.019889,0.021985
2017-02-28,HON,risk_on,-1.181791,0.006799,0.011895,0.007901,0.006265
2017-02-28,IBM,risk_on,0.046494,-0.028995,0.000873,-0.024619,-0.029529
2017-02-28,ICE,risk_on,0.296661,0.051274,0.024015,0.055595,0.05074
2017-02-28,INTC,risk_on,0.236284,-0.01604,-0.013291,-0.029995,-0.016574
2017-02-28,INTU,risk_on,0.968707,-0.058777,-0.00256,-0.010827,-0.059311
2017-02-28,ISRG,risk_on,0.021266,0.037807,-0.011536,0.002361,0.037273
2017-02-28,ITW,risk_on,-0.539347,0.007352,0.012076,0.007499,0.006818
2017-02-28,JNJ,risk_on,-0.931384,0.028764,0.011015,0.037786,0.02823
2017-02-28,JPM,risk_on,0.97527,-0.021757,0.006476,0.008003,-0.022291
2017-02-28,KLAC,risk_on,1.243913,0.061896,0.007967,0.028696,0.061362
2017-02-28,KO,risk_on,-1.154051,0.02066,-0.001526,0.007248,0.020126
2017-02-28,LIN,risk_on,-0.957847,0.007806,0.005116,-0.012609,0.007272
2017-02-28,LLY,risk_on,-1.527914,0.023961,-0.003087,0.018106,0.023427
2017-02-28,LMT,risk_on,-0.691384,0.010062,0.006987,0.003508,0.009528
2017-02-28,LOW,risk_on,-0.943137,0.108507,0.084756,0.09997,0.107973
2017-02-28,MA,risk_on,-0.489711,0.018731,0.002285,-0.001547,0.018197
2017-02-28,MAR,risk_on,0.310407,0.086751,-0.011897,-0.010095,0.086217
2017-02-28,MCD,risk_on,-0.605928,0.014635,0.001049,-0.000643,0.014101
2017-02-28,MCO,risk_on,-0.224873,-0.000454,0.009342,0.004826,-0.000988
2017-02-28,MDLZ,risk_on,0.017747,-0.004475,-0.017952,-0.003184,-0.005009
2017-02-28,MDT,risk_on,-0.963375,0.003751,0.003815,0.01808,0.003217
2017-02-28,META,risk_on,0.219816,0.046425,0.010744,0.02607,0.045891
2017-03-31,AAPL,risk_on,0.408708,0.007854,6.3e-05,-0.007776,0.020326
2017-03-31,ABBV,risk_on,-0.703591,0.017936,0.008122,0.001737,0.030408
2017-03-31,ABT,risk_on,-0.244255,-0.027424,-0.010769,-0.013841,-0.014952
2017-03-31,ACN,risk_on,-0.302491,0.00945,-0.018063,-0.019724,0.021921
2017-03-31,ADBE,risk_on,-0.020605,0.025798,0.002982,0.003887,0.038269
2017-03-31,ADI,risk_on,1.358868,-0.082392,-0.021382,-0.062883,-0.069921
2017-03-31,ADP,risk_on,0.008411,0.00296,0.000338,-0.000213,0.015431
2017-03-31,AMAT,risk_on,0.870746,0.059508,0.003062,-0.017659,0.07198
2017-03-31,AMD,risk_on,6.425952,-0.076389,-0.0685,-0.115999,-0.063918
2017-03-31,AMGN,risk_on,1.570246,-0.021431,-0.001915,-0.006983,-0.008959
2017-03-31,AMZN,risk_on,-0.202328,0.057114,0.011698,0.02239,0.069585
2017-03-31,AON,risk_on,-0.627354,0.004057,0.010295,0.007996,0.016529
2017-03-31,APD,risk_on,-1.371367,0.037347,0.000221,0.009176,0.049819
2017-03-31,APH,risk_on,-0.666222,-0.002355,-0.01738,-0.01808,0.010117
2017-03-31,AVGO,risk_on,1.597608,-0.001693,-0.000952,-0.018283,0.010778
2017-03-31,AXP,risk_on,-0.527357,-0.006842,-0.010612,-0.021901,0.005629
2017-03-31,BA,risk_on,0.932662,0.018796,0.013542,0.017176,0.031268
2017-03-31,BAC,risk_on,2.940374,-0.011624,-0.015937,-0.028102,0.000848
2017-03-31,BKNG,risk_on,0.4829,0.038063,-0.003558,-0.000296,0.050534
2017-03-31,BLK,risk_on,-0.9903,-0.013801,0.008835,0.005719,-0.00133
2017-03-31,BMY,risk_on,1.3812,0.030533,-0.008235,-0.014268,0.043004
2017-03-31,BSX,risk_on,-0.111643,0.049049,-0.006555,-0.005089,0.06152
2017-03-31,C,risk_on,0.354486,-0.015836,-0.004229,-0.008912,-0.003365
2017-03-31,CAT,risk_on,0.320258,0.096274,0.032045,0.01984,0.108746
2017-03-31,CB,risk_on,-0.295147,-0.007775,0.011244,0.019201,0.004697
2017-03-31,CDNS,risk_on,1.643464,0.029248,-0.004716,0.004326,0.04172
2017-03-31,CI,risk_on,0.470765,0.062824,0.040177,0.03691,0.075295
2017-03-31,CL,risk_on,-0.67405,-0.026158,0.005843,0.016986,-0.013687
2017-03-31,CME,risk_on,0.365878,-0.030653,-0.004527,-0.006485,-0.018182
2017-03-31,CMG,risk_on,-1.802688,0.05949,0.006376,0.059663,0.071961
2017-03-31,COP,risk_on,-0.160242,-0.060396,-0.004326,-0.013485,-0.047925
2017-03-31,COST,risk_on,-0.52986,0.048176,0.019763,0.016949,0.060647
2017-03-31,CRM,risk_on,0.165544,0.03808,0.025203,0.025693,0.050551
2017-03-31,CSCO,risk_on,-0.035578,0.001313,-0.014067,-0.021839,0.013785
2017-03-31,CVS,risk_on,-0.536519,0.038319,-0.015798,0.007893,0.05079
2017-03-31,CVX,risk_on,-1.938178,-0.025976,0.016168,-0.006214,-0.013505
2017-03-31,DE,risk_on,0.676912,0.016097,0.006516,0.004412,0.028569
2017-03-31,DIS,risk_on,-0.525811,-0.000654,-0.004853,0.008402,0.011818
2017-03-31,DUK,risk_on,-1.046886,-0.01174,0.005339,0.016181,0.000732
2017-03-31,ELV,risk_on,0.331299,0.071094,0.007612,0.014396,0.083565
2017-03-31,EMR,risk_on,0.415246,-0.003951,-0.006062,-0.019427,0.00852
2017-03-31,EOG,risk_on,0.849851,-0.067447,0.000343,-0.011916,-0.054975
2017-03-31,EQIX,risk_on,-1.484065,0.037008,0.005712,0.011557,0.049479
2017-03-31,ETN,risk_on,-0.380896,0.014232,0.007955,0.006717,0.026703
2017-03-31,FDX,risk_on,-1.18494,-0.047931,0.004853,-0.044281,-0.03546
2017-03-31,GD,risk_on,0.431193,0.023951,0.011293,0.018526,0.036422
2017-03-31,GE,risk_on,-1.17084,-0.041331,0.008666,-0.000406,-0.028859
2017-03-31,GILD,risk_on,-0.554816,-0.009674,-0.017439,-0.013,0.002797
2017-03-31,GOOG,risk_on,-1.075474,0.087594,-0.003604,0.014137,0.100065
2017-03-31,GOOGL,risk_on,-1.097719,0.087812,-0.004433,0.013609,0.100283
