json_recommendation,console_summary_recommendation,phase5c_reference_model_used,phase5c_reference_ic_covered,best_event_model,best_event_model_ic,incremental_ic,recommendation_supported_by_metrics,tests_write_to_temp_dir_only,production_artifact_overwrite_detected,final_status
NO_INCREMENTAL_EVENT_EDGE,NO_INCREMENTAL_EVENT_EDGE,top_quintile_score_model,0.048001,,,,True,True,False,CONSISTENT
