experiment_id,owning_agent,family,score_key,quantile,gate,status,n_periods,avg_names,one_sided_turnover,gross_sharpe,gross_ann_return,net_sharpe_25bps,net_ann_return_25bps,net_max_drawdown_25bps,net_hit_rate_25bps,spy_sharpe,ew_universe_sharpe,placebo_net_sharpe_25bps,net_sharpe_minus_spy,net_sharpe_minus_ew,net_sharpe_minus_placebo,leakage_check,reason
EXP02,momentum-signal-agent,momentum,mom_12_1,top_quintile,,APPROVED,425,100.12,0.247,0.88976,0.139627,0.798517,0.123013,-0.523425,0.635294,0.769587,0.775004,0.43558,0.02893,0.023513,0.362937,PASS_NO_LOOKAHEAD,"positive net, beats SPY+EW, placebo-clean, dd/turnover acceptable"
EXP11,volatility-liquidity-agent,volatility_liquidity,vol_adj_mom,top_quintile,,APPROVED,425,100.12,0.2455,0.937607,0.136037,0.838704,0.119581,-0.520938,0.64,0.769587,0.775004,0.465952,0.069117,0.0637,0.372752,PASS_NO_LOOKAHEAD,"positive net, beats SPY+EW, placebo-clean, dd/turnover acceptable"
