function,target,available,ok,n_rows,detail
classification_at_level,TECH,True,True,,GICS L1
security_name,TECH,True,True,,
price_timeseries,TEG-201506,True,True,6424,pandas
index_constituent_timeseries,TEG-201506@S&P 500,True,True,6424,
last_quoted_date,TEG-201506,True,True,,
first_quoted_date,TEG-201506,True,True,,
classification_at_level,TEG-201506,True,True,,GICS L1
security_name,TEG-201506,True,True,,
price_timeseries,TEK-200711,True,True,4512,pandas
index_constituent_timeseries,TEK-200711@S&P 500,True,True,4512,
last_quoted_date,TEK-200711,True,True,,
first_quoted_date,TEK-200711,True,True,,
classification_at_level,TEK-200711,True,True,,GICS L1
security_name,TEK-200711,True,True,,
price_timeseries,TEL,True,True,4786,pandas
index_constituent_timeseries,TEL@S&P 500,True,True,4786,
last_quoted_date,TEL,True,True,,
first_quoted_date,TEL,True,True,,
classification_at_level,TEL,True,True,,GICS L1
security_name,TEL,True,True,,
price_timeseries,TEN-202211,True,True,8285,pandas
index_constituent_timeseries,TEN-202211@S&P 500,True,True,8285,
last_quoted_date,TEN-202211,True,True,,
first_quoted_date,TEN-202211,True,True,,
classification_at_level,TEN-202211,True,True,,GICS L1
security_name,TEN-202211,True,True,,
price_timeseries,TER,True,True,9185,pandas
index_constituent_timeseries,TER@S&P 500,True,True,9185,
last_quoted_date,TER,True,True,,
first_quoted_date,TER,True,True,,
classification_at_level,TER,True,True,,GICS L1
security_name,TER,True,True,,
price_timeseries,TET-198906,True,True,0,empty
price_timeseries,TEX,True,True,9183,pandas
index_constituent_timeseries,TEX@S&P 500,True,True,9183,
last_quoted_date,TEX,True,True,,
first_quoted_date,TEX,True,True,,
classification_at_level,TEX,True,True,,GICS L1
security_name,TEX,True,True,,
price_timeseries,TF-198106,True,True,0,empty
price_timeseries,TFB-198710,True,True,0,empty
price_timeseries,TFC,True,True,9184,pandas
index_constituent_timeseries,TFC@S&P 500,True,True,9184,
last_quoted_date,TFC,True,True,,
first_quoted_date,TFC,True,True,,
classification_at_level,TFC,True,True,,GICS L1
security_name,TFC,True,True,,
price_timeseries,TFCF-201903,True,True,7360,pandas
index_constituent_timeseries,TFCF-201903@S&P 500,True,True,7360,
last_quoted_date,TFCF-201903,True,True,,
first_quoted_date,TFCF-201903,True,True,,
classification_at_level,TFCF-201903,True,True,,GICS L1
security_name,TFCF-201903,True,True,,
price_timeseries,TFCFA-201903,True,True,6130,pandas
index_constituent_timeseries,TFCFA-201903@S&P 500,True,True,6130,
last_quoted_date,TFCFA-201903,True,True,,
first_quoted_date,TFCFA-201903,True,True,,
classification_at_level,TFCFA-201903,True,True,,GICS L1
security_name,TFCFA-201903,True,True,,
price_timeseries,TFD-198608,True,True,0,empty
price_timeseries,TFX,True,True,9185,pandas
index_constituent_timeseries,TFX@S&P 500,True,True,9185,
last_quoted_date,TFX,True,True,,
first_quoted_date,TFX,True,True,,
classification_at_level,TFX,True,True,,GICS L1
security_name,TFX,True,True,,
price_timeseries,TG-198109,True,True,0,empty
price_timeseries,TGNA-202603,True,True,9120,pandas
index_constituent_timeseries,TGNA-202603@S&P 500,True,True,9120,
last_quoted_date,TGNA-202603,True,True,,
first_quoted_date,TGNA-202603,True,True,,
classification_at_level,TGNA-202603,True,True,,GICS L1
security_name,TGNA-202603,True,True,,
price_timeseries,TGR-198902,True,True,0,empty
price_timeseries,TGT,True,True,9185,pandas
index_constituent_timeseries,TGT@S&P 500,True,True,9185,
last_quoted_date,TGT,True,True,,
first_quoted_date,TGT,True,True,,
classification_at_level,TGT,True,True,,GICS L1
security_name,TGT,True,True,,
price_timeseries,THC,True,True,9185,pandas
index_constituent_timeseries,THC@S&P 500,True,True,9185,
last_quoted_date,THC,True,True,,
first_quoted_date,THC,True,True,,
classification_at_level,THC,True,True,,GICS L1
security_name,THC,True,True,,
price_timeseries,THY-199708,True,True,1936,pandas
index_constituent_timeseries,THY-199708@S&P 500,True,True,1936,
last_quoted_date,THY-199708,True,True,,
first_quoted_date,THY-199708,True,True,,
classification_at_level,THY-199708,True,True,,GICS L1
security_name,THY-199708,True,True,,
price_timeseries,TIC-199312,True,True,1013,pandas
index_constituent_timeseries,TIC-199312@S&P 500,True,True,1013,
last_quoted_date,TIC-199312,True,True,,
first_quoted_date,TIC-199312,True,True,,
classification_at_level,TIC-199312,True,True,,GICS L1
security_name,TIC-199312,True,True,,
price_timeseries,TIE-201301,True,True,4176,pandas
index_constituent_timeseries,TIE-201301@S&P 500,True,True,4176,
last_quoted_date,TIE-201301,True,True,,
first_quoted_date,TIE-201301,True,True,,
classification_at_level,TIE-201301,True,True,,GICS L1
security_name,TIE-201301,True,True,,
price_timeseries,TIF-202101,True,True,7815,pandas
index_constituent_timeseries,TIF-202101@S&P 500,True,True,7815,
last_quoted_date,TIF-202101,True,True,,
first_quoted_date,TIF-202101,True,True,,
classification_at_level,TIF-202101,True,True,,GICS L1
security_name,TIF-202101,True,True,,
price_timeseries,TIN-201202,True,True,5575,pandas
index_constituent_timeseries,TIN-201202@S&P 500,True,True,5575,
last_quoted_date,TIN-201202,True,True,,
first_quoted_date,TIN-201202,True,True,,
classification_at_level,TIN-201202,True,True,,GICS L1
security_name,TIN-201202,True,True,,
price_timeseries,TIS-197809,True,True,0,empty
price_timeseries,TJX,True,True,9185,pandas
index_constituent_timeseries,TJX@S&P 500,True,True,9185,
last_quoted_date,TJX,True,True,,
first_quoted_date,TJX,True,True,,
classification_at_level,TJX,True,True,,GICS L1
security_name,TJX,True,True,,
price_timeseries,TKA-199108,True,True,402,pandas
index_constituent_timeseries,TKA-199108@S&P 500,True,True,402,
last_quoted_date,TKA-199108,True,True,,
first_quoted_date,TKA-199108,True,True,,
classification_at_level,TKA-199108,True,True,,GICS L1
security_name,TKA-199108,True,True,,
price_timeseries,TKO,True,True,6709,pandas
index_constituent_timeseries,TKO@S&P 500,True,True,6709,
last_quoted_date,TKO,True,True,,
first_quoted_date,TKO,True,True,,
classification_at_level,TKO,True,True,,GICS L1
security_name,TKO,True,True,,
price_timeseries,TKR,True,True,9185,pandas
index_constituent_timeseries,TKR@S&P 500,True,True,9185,
last_quoted_date,TKR,True,True,,
first_quoted_date,TKR,True,True,,
classification_at_level,TKR,True,True,,GICS L1
security_name,TKR,True,True,,
price_timeseries,TLAB-201312,True,True,6030,pandas
index_constituent_timeseries,TLAB-201312@S&P 500,True,True,6030,
last_quoted_date,TLAB-201312,True,True,,
first_quoted_date,TLAB-201312,True,True,,
classification_at_level,TLAB-201312,True,True,,GICS L1
security_name,TLAB-201312,True,True,,
price_timeseries,TMC-196606,True,True,0,empty
price_timeseries,TMC-200006,True,True,2640,pandas
index_constituent_timeseries,TMC-200006@S&P 500,True,True,2640,
last_quoted_date,TMC-200006,True,True,,
first_quoted_date,TMC-200006,True,True,,
classification_at_level,TMC-200006,True,True,,GICS L1
security_name,TMC-200006,True,True,,
price_timeseries,TMO,True,True,9185,pandas
index_constituent_timeseries,TMO@S&P 500,True,True,9185,
last_quoted_date,TMO,True,True,,
first_quoted_date,TMO,True,True,,
classification_at_level,TMO,True,True,,GICS L1
security_name,TMO,True,True,,
price_timeseries,TMUS,True,True,4825,pandas
index_constituent_timeseries,TMUS@S&P 500,True,True,4825,
last_quoted_date,TMUS,True,True,,
first_quoted_date,TMUS,True,True,,
classification_at_level,TMUS,True,True,,GICS L1
security_name,TMUS,True,True,,
price_timeseries,TNB-201205,True,True,5641,pandas
index_constituent_timeseries,TNB-201205@S&P 500,True,True,5641,
last_quoted_date,TNB-201205,True,True,,
first_quoted_date,TNB-201205,True,True,,
classification_at_level,TNB-201205,True,True,,GICS L1
security_name,TNB-201205,True,True,,
price_timeseries,TNL,True,True,5013,pandas
index_constituent_timeseries,TNL@S&P 500,True,True,5013,
last_quoted_date,TNL,True,True,,
first_quoted_date,TNL,True,True,,
classification_at_level,TNL,True,True,,GICS L1
security_name,TNL,True,True,,
price_timeseries,TOS-200109,True,True,2954,pandas
index_constituent_timeseries,TOS-200109@S&P 500,True,True,2954,
last_quoted_date,TOS-200109,True,True,,
first_quoted_date,TOS-200109,True,True,,
classification_at_level,TOS-200109,True,True,,GICS L1
security_name,TOS-200109,True,True,,
price_timeseries,TOY-200507,True,True,3923,pandas
index_constituent_timeseries,TOY-200507@S&P 500,True,True,3923,
last_quoted_date,TOY-200507,True,True,,
first_quoted_date,TOY-200507,True,True,,
classification_at_level,TOY-200507,True,True,,GICS L1
security_name,TOY-200507,True,True,,
price_timeseries,TPL,True,True,9047,pandas
index_constituent_timeseries,TPL@S&P 500,True,True,9047,
last_quoted_date,TPL,True,True,,
first_quoted_date,TPL,True,True,,
classification_at_level,TPL,True,True,,GICS L1
security_name,TPL,True,True,,
price_timeseries,TPR,True,True,6465,pandas
index_constituent_timeseries,TPR@S&P 500,True,True,6465,
last_quoted_date,TPR,True,True,,
first_quoted_date,TPR,True,True,,
classification_at_level,TPR,True,True,,GICS L1
security_name,TPR,True,True,,
price_timeseries,TR,True,True,9183,pandas
index_constituent_timeseries,TR@S&P 500,True,True,9183,
last_quoted_date,TR,True,True,,
first_quoted_date,TR,True,True,,
classification_at_level,TR,True,True,,GICS L1
security_name,TR,True,True,,
price_timeseries,TR-196502,True,True,0,empty
price_timeseries,TRA-198402,True,True,0,empty
price_timeseries,TRB-200712,True,True,4532,pandas
index_constituent_timeseries,TRB-200712@S&P 500,True,True,4532,
last_quoted_date,TRB-200712,True,True,,
first_quoted_date,TRB-200712,True,True,,
classification_at_level,TRB-200712,True,True,,GICS L1
security_name,TRB-200712,True,True,,
price_timeseries,TREL-198506,True,True,0,empty
price_timeseries,TRGP,True,True,3908,pandas
index_constituent_timeseries,TRGP@S&P 500,True,True,3908,
last_quoted_date,TRGP,True,True,,
first_quoted_date,TRGP,True,True,,
classification_at_level,TRGP,True,True,,GICS L1
security_name,TRGP,True,True,,
price_timeseries,TRIP,True,True,3655,pandas
index_constituent_timeseries,TRIP@S&P 500,True,True,3655,
last_quoted_date,TRIP,True,True,,
first_quoted_date,TRIP,True,True,,
classification_at_level,TRIP,True,True,,GICS L1
security_name,TRIP,True,True,,
price_timeseries,TRMB,True,True,9046,pandas
index_constituent_timeseries,TRMB@S&P 500,True,True,9046,
last_quoted_date,TRMB,True,True,,
first_quoted_date,TRMB,True,True,,
classification_at_level,TRMB,True,True,,GICS L1
security_name,TRMB,True,True,,
price_timeseries,TROW,True,True,9181,pandas
index_constituent_timeseries,TROW@S&P 500,True,True,9181,
last_quoted_date,TROW,True,True,,
first_quoted_date,TROW,True,True,,
classification_at_level,TROW,True,True,,GICS L1
security_name,TROW,True,True,,
price_timeseries,TRR-198712,True,True,0,empty
price_timeseries,TRV,True,True,9185,pandas
index_constituent_timeseries,TRV@S&P 500,True,True,9185,
last_quoted_date,TRV,True,True,,
first_quoted_date,TRV,True,True,,
classification_at_level,TRV,True,True,,GICS L1
security_name,TRV,True,True,,
price_timeseries,TRW-200212,True,True,3267,pandas
index_constituent_timeseries,TRW-200212@S&P 500,True,True,3267,
last_quoted_date,TRW-200212,True,True,,
first_quoted_date,TRW-200212,True,True,,
classification_at_level,TRW-200212,True,True,,GICS L1
security_name,TRW-200212,True,True,,
price_timeseries,TRX-196204,True,True,0,empty
price_timeseries,TS-196311,True,True,0,empty
price_timeseries,TSCO,True,True,8103,pandas
index_constituent_timeseries,TSCO@S&P 500,True,True,8103,
last_quoted_date,TSCO,True,True,,
first_quoted_date,TSCO,True,True,,
classification_at_level,TSCO,True,True,,GICS L1
security_name,TSCO,True,True,,
price_timeseries,TSG-200703,True,True,2632,pandas
index_constituent_timeseries,TSG-200703@S&P 500,True,True,2632,
last_quoted_date,TSG-200703,True,True,,
first_quoted_date,TSG-200703,True,True,,
classification_at_level,TSG-200703,True,True,,GICS L1
security_name,TSG-200703,True,True,,
price_timeseries,TSLA,True,True,4020,pandas
index_constituent_timeseries,TSLA@S&P 500,True,True,4020,
last_quoted_date,TSLA,True,True,,
first_quoted_date,TSLA,True,True,,
classification_at_level,TSLA,True,True,,GICS L1
security_name,TSLA,True,True,,
price_timeseries,TSN,True,True,9185,pandas
index_constituent_timeseries,TSN@S&P 500,True,True,9185,
last_quoted_date,TSN,True,True,,
first_quoted_date,TSN,True,True,,
classification_at_level,TSN,True,True,,GICS L1
security_name,TSN,True,True,,
price_timeseries,TSS-201909,True,True,7426,pandas
index_constituent_timeseries,TSS-201909@S&P 500,True,True,7426,
last_quoted_date,TSS-201909,True,True,,
first_quoted_date,TSS-201909,True,True,,
classification_at_level,TSS-201909,True,True,,GICS L1
security_name,TSS-201909,True,True,,
price_timeseries,TT,True,True,9185,pandas
index_constituent_timeseries,TT@S&P 500,True,True,9185,
last_quoted_date,TT,True,True,,
first_quoted_date,TT,True,True,,
classification_at_level,TT,True,True,,GICS L1
security_name,TT,True,True,,
price_timeseries,TT-200806,True,True,3357,pandas
index_constituent_timeseries,TT-200806@S&P 500,True,True,3357,
last_quoted_date,TT-200806,True,True,,
first_quoted_date,TT-200806,True,True,,
classification_at_level,TT-200806,True,True,,GICS L1
security_name,TT-200806,True,True,,
price_timeseries,TTD,True,True,2451,pandas
index_constituent_timeseries,TTD@S&P 500,True,True,2451,
last_quoted_date,TTD,True,True,,
first_quoted_date,TTD,True,True,,
classification_at_level,TTD,True,True,,GICS L1
security_name,TTD,True,True,,
price_timeseries,TTWO,True,True,7321,pandas
index_constituent_timeseries,TTWO@S&P 500,True,True,7321,
last_quoted_date,TTWO,True,True,,
first_quoted_date,TTWO,True,True,,
classification_at_level,TTWO,True,True,,GICS L1
security_name,TTWO,True,True,,
price_timeseries,TUPBQ-202506,True,True,7311,pandas
index_constituent_timeseries,TUPBQ-202506@S&P 500,True,True,7311,
last_quoted_date,TUPBQ-202506,True,True,,
first_quoted_date,TUPBQ-202506,True,True,,
classification_at_level,TUPBQ-202506,True,True,,GICS L1
security_name,TUPBQ-202506,True,True,,
price_timeseries,TUT-196010,True,True,0,empty
price_timeseries,TV-196709,True,True,0,empty
price_timeseries,TW-198703,True,True,0,empty
price_timeseries,TWC-201605,True,True,2358,pandas
index_constituent_timeseries,TWC-201605@S&P 500,True,True,2358,
last_quoted_date,TWC-201605,True,True,,
first_quoted_date,TWC-201605,True,True,,
classification_at_level,TWC-201605,True,True,,GICS L1
security_name,TWC-201605,True,True,,
price_timeseries,TWTR-202210,True,True,2259,pandas
index_constituent_timeseries,TWTR-202210@S&P 500,True,True,2259,
last_quoted_date,TWTR-202210,True,True,,
first_quoted_date,TWTR-202210,True,True,,
classification_at_level,TWTR-202210,True,True,,GICS L1
security_name,TWTR-202210,True,True,,
price_timeseries,TWX-200101,True,True,2788,pandas
index_constituent_timeseries,TWX-200101@S&P 500,True,True,2788,
last_quoted_date,TWX-200101,True,True,,
first_quoted_date,TWX-200101,True,True,,
classification_at_level,TWX-200101,True,True,,GICS L1
security_name,TWX-200101,True,True,,
price_timeseries,TWX-201806,True,True,6610,pandas
index_constituent_timeseries,TWX-201806@S&P 500,True,True,6610,
last_quoted_date,TWX-201806,True,True,,
first_quoted_date,TWX-201806,True,True,,
classification_at_level,TWX-201806,True,True,,GICS L1
security_name,TWX-201806,True,True,,
price_timeseries,TX-200110,True,True,2971,pandas
index_constituent_timeseries,TX-200110@S&P 500,True,True,2971,
last_quoted_date,TX-200110,True,True,,
first_quoted_date,TX-200110,True,True,,
classification_at_level,TX-200110,True,True,,GICS L1
security_name,TX-200110,True,True,,
price_timeseries,TXG-198309,True,True,0,empty
price_timeseries,TXN,True,True,9185,pandas
index_constituent_timeseries,TXN@S&P 500,True,True,9185,
last_quoted_date,TXN,True,True,,
first_quoted_date,TXN,True,True,,
classification_at_level,TXN,True,True,,GICS L1
security_name,TXN,True,True,,
price_timeseries,TXO-198602,True,True,0,empty
price_timeseries,TXT,True,True,9185,pandas
index_constituent_timeseries,TXT@S&P 500,True,True,9185,
last_quoted_date,TXT,True,True,,
first_quoted_date,TXT,True,True,,
classification_at_level,TXT,True,True,,GICS L1
security_name,TXT,True,True,,
price_timeseries,TXU-200710,True,True,4482,pandas
index_constituent_timeseries,TXU-200710@S&P 500,True,True,4482,
last_quoted_date,TXU-200710,True,True,,
first_quoted_date,TXU-200710,True,True,,
classification_at_level,TXU-200710,True,True,,GICS L1
security_name,TXU-200710,True,True,,
price_timeseries,TYL,True,True,9163,pandas
index_constituent_timeseries,TYL@S&P 500,True,True,9163,
last_quoted_date,TYL,True,True,,
first_quoted_date,TYL,True,True,,
classification_at_level,TYL,True,True,,GICS L1
security_name,TYL,True,True,,
price_timeseries,TYM-198404,True,True,0,empty
price_timeseries,UA,True,True,2575,pandas
index_constituent_timeseries,UA@S&P 500,True,True,2575,
last_quoted_date,UA,True,True,,
first_quoted_date,UA,True,True,,
classification_at_level,UA,True,True,,GICS L1
security_name,UA,True,True,,
