family,ticker,status,available_date,value,pit_ok
short_interest_days_to_cover,COO,OK,2018-04-30,5.54,True
short_interest_days_to_cover,COO,OK,2018-05-15,6.91,True
short_interest_days_to_cover,COP,OK,2017-12-29,4.53,True
short_interest_days_to_cover,COP,OK,2018-01-12,4.86,True
short_interest_days_to_cover,COP,OK,2018-01-31,4.25,True
short_interest_days_to_cover,COP,OK,2018-02-15,3.03,True
short_interest_days_to_cover,COP,OK,2018-02-28,4.43,True
short_interest_days_to_cover,COP,OK,2018-03-15,4.38,True
short_interest_days_to_cover,COP,OK,2018-03-29,2.63,True
short_interest_days_to_cover,COP,OK,2018-04-13,2.67,True
short_interest_days_to_cover,COP,OK,2018-04-30,2.45,True
short_interest_days_to_cover,COP,OK,2018-05-15,2.84,True
short_interest_days_to_cover,COR,OK,2017-12-29,10.26,True
short_interest_days_to_cover,COR,OK,2018-01-12,7.43,True
short_interest_days_to_cover,COR,OK,2018-01-31,7.84,True
short_interest_days_to_cover,COR,OK,2018-02-15,5.28,True
short_interest_days_to_cover,COR,OK,2018-02-28,5.66,True
short_interest_days_to_cover,COR,OK,2018-03-15,7.24,True
short_interest_days_to_cover,COR,OK,2018-03-29,7.51,True
short_interest_days_to_cover,COR,OK,2018-04-13,7.37,True
short_interest_days_to_cover,COR,OK,2018-04-30,6.65,True
short_interest_days_to_cover,COR,OK,2018-05-15,8.51,True
short_interest_days_to_cover,COST,OK,2017-12-29,4.45,True
short_interest_days_to_cover,COST,OK,2018-01-12,3.46,True
short_interest_days_to_cover,COST,OK,2018-01-31,3.21,True
short_interest_days_to_cover,COST,OK,2018-02-15,3.05,True
short_interest_days_to_cover,COST,OK,2018-02-28,3.86,True
short_interest_days_to_cover,COST,OK,2018-03-15,2.43,True
short_interest_days_to_cover,COST,OK,2018-03-29,2.91,True
short_interest_days_to_cover,COST,OK,2018-04-13,3.01,True
short_interest_days_to_cover,COST,OK,2018-04-30,4.25,True
short_interest_days_to_cover,COST,OK,2018-05-15,4.33,True
short_interest_days_to_cover,CP,OK,2017-12-29,2.43,True
short_interest_days_to_cover,CP,OK,2018-01-12,1.39,True
short_interest_days_to_cover,CP,OK,2018-01-31,1.06,True
short_interest_days_to_cover,CP,OK,2018-02-15,1.03,True
short_interest_days_to_cover,CP,OK,2018-02-28,1.38,True
short_interest_days_to_cover,CP,OK,2018-03-15,1.0,True
short_interest_days_to_cover,CP,OK,2018-03-29,1.14,True
short_interest_days_to_cover,CP,OK,2018-04-13,1.35,True
short_interest_days_to_cover,CP,OK,2018-04-30,1.0,True
short_interest_days_to_cover,CP,OK,2018-05-15,1.68,True
short_interest_days_to_cover,CPAY,OK,2024-03-28,4.21,True
short_interest_days_to_cover,CPAY,OK,2024-04-15,4.43,True
short_interest_days_to_cover,CPAY,OK,2024-04-30,5.17,True
short_interest_days_to_cover,CPAY,OK,2024-05-15,3.54,True
short_interest_days_to_cover,CPAY,OK,2024-05-31,4.04,True
short_interest_days_to_cover,CPAY,OK,2024-06-14,3.41,True
short_interest_days_to_cover,CPAY,OK,2024-06-28,3.04,True
short_interest_days_to_cover,CPAY,OK,2024-07-15,4.51,True
short_interest_days_to_cover,CPAY,OK,2024-07-31,7.17,True
short_interest_days_to_cover,CPAY,OK,2024-08-15,4.2,True
short_interest_days_to_cover,CPRT,OK,2017-12-29,5.35,True
short_interest_days_to_cover,CPRT,OK,2018-01-12,6.47,True
short_interest_days_to_cover,CPRT,OK,2018-01-31,7.11,True
short_interest_days_to_cover,CPRT,OK,2018-02-15,4.85,True
short_interest_days_to_cover,CPRT,OK,2018-02-28,2.97,True
short_interest_days_to_cover,CPRT,OK,2018-03-15,5.46,True
short_interest_days_to_cover,CPRT,OK,2018-03-29,8.59,True
short_interest_days_to_cover,CPRT,OK,2018-04-13,9.85,True
short_interest_days_to_cover,CPRT,OK,2018-04-30,5.75,True
short_interest_days_to_cover,CPRT,OK,2018-05-15,5.09,True
short_interest_days_to_cover,CPT,OK,2017-12-29,6.61,True
short_interest_days_to_cover,CPT,OK,2018-01-12,6.4,True
short_interest_days_to_cover,CPT,OK,2018-01-31,7.12,True
short_interest_days_to_cover,CPT,OK,2018-02-15,2.99,True
short_interest_days_to_cover,CPT,OK,2018-02-28,3.4,True
short_interest_days_to_cover,CPT,OK,2018-03-15,2.74,True
short_interest_days_to_cover,CPT,OK,2018-03-29,3.67,True
short_interest_days_to_cover,CPT,OK,2018-04-13,3.78,True
short_interest_days_to_cover,CPT,OK,2018-04-30,4.03,True
short_interest_days_to_cover,CPT,OK,2018-05-15,3.43,True
short_interest_days_to_cover,CRH,OK,2017-12-29,2.05,True
short_interest_days_to_cover,CRH,OK,2018-01-12,1.34,True
short_interest_days_to_cover,CRH,OK,2018-01-31,3.16,True
short_interest_days_to_cover,CRH,OK,2018-02-15,1.0,True
short_interest_days_to_cover,CRH,OK,2018-02-28,1.22,True
short_interest_days_to_cover,CRH,OK,2018-03-15,1.0,True
short_interest_days_to_cover,CRH,OK,2018-03-29,1.18,True
short_interest_days_to_cover,CRH,OK,2018-04-13,1.04,True
short_interest_days_to_cover,CRH,OK,2018-04-30,1.83,True
short_interest_days_to_cover,CRH,OK,2018-05-15,1.94,True
short_interest_days_to_cover,CRL,OK,2017-12-29,7.05,True
short_interest_days_to_cover,CRL,OK,2018-01-12,4.04,True
short_interest_days_to_cover,CRL,OK,2018-01-31,4.76,True
short_interest_days_to_cover,CRL,OK,2018-02-15,2.36,True
short_interest_days_to_cover,CRL,OK,2018-02-28,3.96,True
short_interest_days_to_cover,CRL,OK,2018-03-15,4.11,True
short_interest_days_to_cover,CRL,OK,2018-03-29,5.22,True
short_interest_days_to_cover,CRL,OK,2018-04-13,7.71,True
short_interest_days_to_cover,CRL,OK,2018-04-30,4.77,True
short_interest_days_to_cover,CRL,OK,2018-05-15,3.23,True
short_interest_days_to_cover,CRM,OK,2017-12-29,4.98,True
short_interest_days_to_cover,CRM,OK,2018-01-12,3.9,True
short_interest_days_to_cover,CRM,OK,2018-01-31,3.75,True
short_interest_days_to_cover,CRM,OK,2018-02-15,2.33,True
short_interest_days_to_cover,CRM,OK,2018-02-28,2.54,True
short_interest_days_to_cover,CRM,OK,2018-03-15,2.18,True
short_interest_days_to_cover,CRM,OK,2018-03-29,2.13,True
short_interest_days_to_cover,CRM,OK,2018-04-13,3.64,True
short_interest_days_to_cover,CRM,OK,2018-04-30,4.57,True
short_interest_days_to_cover,CRM,OK,2018-05-15,4.36,True
short_interest_days_to_cover,CRWD,OK,2019-06-14,1.0,True
short_interest_days_to_cover,CRWD,OK,2019-06-28,1.0,True
short_interest_days_to_cover,CRWD,OK,2019-07-15,1.0,True
short_interest_days_to_cover,CRWD,OK,2019-07-31,1.0,True
short_interest_days_to_cover,CRWD,OK,2019-08-15,1.45,True
short_interest_days_to_cover,CRWD,OK,2019-08-30,1.26,True
short_interest_days_to_cover,CRWD,OK,2019-09-13,1.0,True
short_interest_days_to_cover,CRWD,OK,2019-09-30,2.34,True
short_interest_days_to_cover,CRWD,OK,2019-10-15,2.36,True
short_interest_days_to_cover,CRWD,OK,2019-10-31,3.36,True
short_interest_days_to_cover,CSCO,OK,2017-12-29,3.35,True
short_interest_days_to_cover,CSCO,OK,2018-01-12,2.24,True
short_interest_days_to_cover,CSCO,OK,2018-01-31,2.34,True
short_interest_days_to_cover,CSCO,OK,2018-02-15,1.25,True
short_interest_days_to_cover,CSCO,OK,2018-02-28,1.96,True
short_interest_days_to_cover,CSCO,OK,2018-03-15,2.41,True
short_interest_days_to_cover,CSCO,OK,2018-03-29,1.42,True
short_interest_days_to_cover,CSCO,OK,2018-04-13,1.78,True
short_interest_days_to_cover,CSCO,OK,2018-04-30,2.44,True
short_interest_days_to_cover,CSCO,OK,2018-05-15,2.69,True
short_interest_days_to_cover,CSGP,OK,2017-12-29,3.15,True
short_interest_days_to_cover,CSGP,OK,2018-01-12,3.91,True
short_interest_days_to_cover,CSGP,OK,2018-01-31,2.7,True
short_interest_days_to_cover,CSGP,OK,2018-02-15,3.22,True
short_interest_days_to_cover,CSGP,OK,2018-02-28,2.84,True
short_interest_days_to_cover,CSGP,OK,2018-03-15,3.64,True
short_interest_days_to_cover,CSGP,OK,2018-03-29,2.43,True
short_interest_days_to_cover,CSGP,OK,2018-04-13,4.11,True
short_interest_days_to_cover,CSGP,OK,2018-04-30,2.65,True
short_interest_days_to_cover,CSGP,OK,2018-05-15,3.98,True
short_interest_days_to_cover,CSX,OK,2017-12-29,1.61,True
short_interest_days_to_cover,CSX,OK,2018-01-12,2.73,True
short_interest_days_to_cover,CSX,OK,2018-01-31,1.86,True
short_interest_days_to_cover,CSX,OK,2018-02-15,1.76,True
short_interest_days_to_cover,CSX,OK,2018-02-28,2.31,True
short_interest_days_to_cover,CSX,OK,2018-03-15,2.66,True
short_interest_days_to_cover,CSX,OK,2018-03-29,2.91,True
short_interest_days_to_cover,CSX,OK,2018-04-13,2.68,True
short_interest_days_to_cover,CSX,OK,2018-04-30,2.23,True
short_interest_days_to_cover,CSX,OK,2018-05-15,3.12,True
short_interest_days_to_cover,CTAS,OK,2017-12-29,4.74,True
short_interest_days_to_cover,CTAS,OK,2018-01-12,7.22,True
short_interest_days_to_cover,CTAS,OK,2018-01-31,7.25,True
short_interest_days_to_cover,CTAS,OK,2018-02-15,5.1,True
short_interest_days_to_cover,CTAS,OK,2018-02-28,6.48,True
short_interest_days_to_cover,CTAS,OK,2018-03-15,8.14,True
short_interest_days_to_cover,CTAS,OK,2018-03-29,4.73,True
short_interest_days_to_cover,CTAS,OK,2018-04-13,8.02,True
short_interest_days_to_cover,CTAS,OK,2018-04-30,9.26,True
short_interest_days_to_cover,CTAS,OK,2018-05-15,9.06,True
short_interest_days_to_cover,CTSH,OK,2017-12-29,2.57,True
short_interest_days_to_cover,CTSH,OK,2018-01-12,2.27,True
short_interest_days_to_cover,CTSH,OK,2018-01-31,2.3,True
short_interest_days_to_cover,CTSH,OK,2018-02-15,1.68,True
short_interest_days_to_cover,CTSH,OK,2018-02-28,2.68,True
short_interest_days_to_cover,CTSH,OK,2018-03-15,4.2,True
short_interest_days_to_cover,CTSH,OK,2018-03-29,2.59,True
short_interest_days_to_cover,CTSH,OK,2018-04-13,2.83,True
short_interest_days_to_cover,CTSH,OK,2018-04-30,3.2,True
short_interest_days_to_cover,CTSH,OK,2018-05-15,1.62,True
short_interest_days_to_cover,CTVA,OK,2019-06-14,1.0,True
short_interest_days_to_cover,CTVA,OK,2019-06-28,1.0,True
short_interest_days_to_cover,CTVA,OK,2019-07-15,2.25,True
short_interest_days_to_cover,CTVA,OK,2019-07-31,2.19,True
short_interest_days_to_cover,CTVA,OK,2019-08-15,1.62,True
short_interest_days_to_cover,CTVA,OK,2019-08-30,2.64,True
short_interest_days_to_cover,CTVA,OK,2019-09-13,2.6,True
short_interest_days_to_cover,CTVA,OK,2019-09-30,2.37,True
short_interest_days_to_cover,CTVA,OK,2019-10-15,2.13,True
short_interest_days_to_cover,CTVA,OK,2019-10-31,3.54,True
short_interest_days_to_cover,CVNA,OK,2017-12-29,18.17,True
short_interest_days_to_cover,CVNA,OK,2018-01-12,17.43,True
short_interest_days_to_cover,CVNA,OK,2018-01-31,26.69,True
short_interest_days_to_cover,CVNA,OK,2018-02-15,20.39,True
short_interest_days_to_cover,CVNA,OK,2018-02-28,24.69,True
short_interest_days_to_cover,CVNA,OK,2018-03-15,10.59,True
short_interest_days_to_cover,CVNA,OK,2018-03-29,26.14,True
short_interest_days_to_cover,CVNA,OK,2018-04-13,26.21,True
short_interest_days_to_cover,CVNA,OK,2018-04-30,5.54,True
short_interest_days_to_cover,CVNA,OK,2018-05-15,7.16,True
short_interest_days_to_cover,CVS,OK,2017-12-29,4.24,True
short_interest_days_to_cover,CVS,OK,2018-01-12,4.07,True
short_interest_days_to_cover,CVS,OK,2018-01-31,4.48,True
short_interest_days_to_cover,CVS,OK,2018-02-15,4.03,True
short_interest_days_to_cover,CVS,OK,2018-02-28,5.18,True
short_interest_days_to_cover,CVS,OK,2018-03-15,5.35,True
short_interest_days_to_cover,CVS,OK,2018-03-29,4.63,True
short_interest_days_to_cover,CVS,OK,2018-04-13,6.39,True
short_interest_days_to_cover,CVS,OK,2018-04-30,4.47,True
short_interest_days_to_cover,CVS,OK,2018-05-15,3.89,True
short_interest_days_to_cover,CVX,OK,2017-12-29,4.55,True
short_interest_days_to_cover,CVX,OK,2018-01-12,3.93,True
short_interest_days_to_cover,CVX,OK,2018-01-31,3.5,True
short_interest_days_to_cover,CVX,OK,2018-02-15,2.16,True
short_interest_days_to_cover,CVX,OK,2018-02-28,3.11,True
short_interest_days_to_cover,CVX,OK,2018-03-15,3.57,True
short_interest_days_to_cover,CVX,OK,2018-03-29,3.15,True
short_interest_days_to_cover,CVX,OK,2018-04-13,3.47,True
short_interest_days_to_cover,CVX,OK,2018-04-30,3.0,True
short_interest_days_to_cover,CVX,OK,2018-05-15,3.21,True
short_interest_days_to_cover,CYATY,OK,2025-07-15,1.0,True
short_interest_days_to_cover,CYATY,OK,2025-07-31,1.0,True
short_interest_days_to_cover,CYATY,OK,2025-08-15,1.0,True
short_interest_days_to_cover,CYATY,OK,2025-08-29,1.0,True
short_interest_days_to_cover,CYATY,OK,2025-09-15,1.0,True
short_interest_days_to_cover,CYATY,OK,2025-09-30,1.22,True
short_interest_days_to_cover,CYATY,OK,2025-10-15,1.0,True
short_interest_days_to_cover,CYATY,OK,2025-10-31,1.0,True
short_interest_days_to_cover,CYATY,OK,2025-11-14,1.0,True
short_interest_days_to_cover,CYATY,OK,2025-11-28,1.08,True
short_interest_days_to_cover,D,OK,2017-12-29,6.58,True
short_interest_days_to_cover,D,OK,2018-01-12,3.45,True
short_interest_days_to_cover,D,OK,2018-01-31,3.78,True
short_interest_days_to_cover,D,OK,2018-02-15,4.4,True
short_interest_days_to_cover,D,OK,2018-02-28,5.06,True
short_interest_days_to_cover,D,OK,2018-03-15,4.22,True
short_interest_days_to_cover,D,OK,2018-03-29,2.55,True
short_interest_days_to_cover,D,OK,2018-04-13,5.07,True
short_interest_days_to_cover,D,OK,2018-04-30,6.12,True
short_interest_days_to_cover,D,OK,2018-05-15,8.26,True
short_interest_days_to_cover,DAL,OK,2017-12-29,2.44,True
short_interest_days_to_cover,DAL,OK,2018-01-12,1.56,True
short_interest_days_to_cover,DAL,OK,2018-01-31,1.5,True
short_interest_days_to_cover,DAL,OK,2018-02-15,1.34,True
short_interest_days_to_cover,DAL,OK,2018-02-28,2.37,True
short_interest_days_to_cover,DAL,OK,2018-03-15,2.87,True
short_interest_days_to_cover,DAL,OK,2018-03-29,2.73,True
short_interest_days_to_cover,DAL,OK,2018-04-13,1.43,True
short_interest_days_to_cover,DAL,OK,2018-04-30,2.06,True
short_interest_days_to_cover,DAL,OK,2018-05-15,2.08,True
short_interest_days_to_cover,DASH,OK,2020-12-15,1.0,True
short_interest_days_to_cover,DASH,OK,2020-12-31,2.62,True
short_interest_days_to_cover,DASH,OK,2021-01-15,3.17,True
short_interest_days_to_cover,DASH,OK,2021-01-29,3.15,True
short_interest_days_to_cover,DASH,OK,2021-02-12,5.29,True
short_interest_days_to_cover,DASH,OK,2021-02-26,4.3,True
short_interest_days_to_cover,DASH,OK,2021-03-15,2.2,True
short_interest_days_to_cover,DASH,OK,2021-03-31,6.47,True
short_interest_days_to_cover,DASH,OK,2021-04-15,4.68,True
short_interest_days_to_cover,DASH,OK,2021-04-30,7.59,True
short_interest_days_to_cover,DB,OK,2017-12-29,11.22,True
short_interest_days_to_cover,DB,OK,2018-01-12,6.6,True
short_interest_days_to_cover,DB,OK,2018-01-31,8.49,True
short_interest_days_to_cover,DB,OK,2018-02-15,4.69,True
short_interest_days_to_cover,DB,OK,2018-02-28,10.01,True
short_interest_days_to_cover,DB,OK,2018-03-15,9.15,True
short_interest_days_to_cover,DB,OK,2018-03-29,6.09,True
short_interest_days_to_cover,DB,OK,2018-04-13,10.88,True
short_interest_days_to_cover,DB,OK,2018-04-30,11.16,True
short_interest_days_to_cover,DB,OK,2018-05-15,13.65,True
short_interest_days_to_cover,DD,OK,2019-06-14,1.0,True
short_interest_days_to_cover,DD,OK,2019-06-28,1.37,True
short_interest_days_to_cover,DD,OK,2019-07-15,1.6,True
short_interest_days_to_cover,DD,OK,2019-07-31,2.18,True
short_interest_days_to_cover,DD,OK,2019-08-15,1.71,True
short_interest_days_to_cover,DD,OK,2019-08-30,1.62,True
short_interest_days_to_cover,DD,OK,2019-09-13,2.4,True
short_interest_days_to_cover,DD,OK,2019-09-30,1.99,True
short_interest_days_to_cover,DD,OK,2019-10-15,1.67,True
short_interest_days_to_cover,DD,OK,2019-10-31,2.0,True
short_interest_days_to_cover,DDOG,OK,2019-09-30,1.0,True
short_interest_days_to_cover,DDOG,OK,2019-10-15,1.4,True
short_interest_days_to_cover,DDOG,OK,2019-10-31,2.52,True
short_interest_days_to_cover,DDOG,OK,2019-11-15,2.21,True
short_interest_days_to_cover,DDOG,OK,2019-11-29,3.67,True
short_interest_days_to_cover,DDOG,OK,2019-12-13,2.41,True
short_interest_days_to_cover,DDOG,OK,2019-12-31,1.85,True
short_interest_days_to_cover,DDOG,OK,2020-01-15,1.32,True
short_interest_days_to_cover,DDOG,OK,2020-01-31,1.65,True
short_interest_days_to_cover,DDOG,OK,2020-02-14,2.02,True
short_interest_days_to_cover,DE,OK,2017-12-29,5.11,True
short_interest_days_to_cover,DE,OK,2018-01-12,3.47,True
short_interest_days_to_cover,DE,OK,2018-01-31,4.58,True
short_interest_days_to_cover,DE,OK,2018-02-15,2.68,True
short_interest_days_to_cover,DE,OK,2018-02-28,2.67,True
short_interest_days_to_cover,DE,OK,2018-03-15,2.71,True
short_interest_days_to_cover,DE,OK,2018-03-29,2.62,True
short_interest_days_to_cover,DE,OK,2018-04-13,2.73,True
short_interest_days_to_cover,DE,OK,2018-04-30,2.89,True
short_interest_days_to_cover,DE,OK,2018-05-15,3.35,True
short_interest_days_to_cover,DECK,OK,2017-12-29,12.05,True
short_interest_days_to_cover,DECK,OK,2018-01-12,10.25,True
short_interest_days_to_cover,DECK,OK,2018-01-31,5.91,True
short_interest_days_to_cover,DECK,OK,2018-02-15,3.25,True
short_interest_days_to_cover,DECK,OK,2018-02-28,5.17,True
short_interest_days_to_cover,DECK,OK,2018-03-15,2.77,True
short_interest_days_to_cover,DECK,OK,2018-03-29,4.46,True
short_interest_days_to_cover,DECK,OK,2018-04-13,5.31,True
short_interest_days_to_cover,DECK,OK,2018-04-30,8.0,True
short_interest_days_to_cover,DECK,OK,2018-05-15,7.52,True
short_interest_days_to_cover,DELL,OK,2018-12-31,8.87,True
short_interest_days_to_cover,DELL,OK,2019-01-15,1.36,True
short_interest_days_to_cover,DELL,OK,2019-01-31,1.62,True
short_interest_days_to_cover,DELL,OK,2019-02-15,2.39,True
short_interest_days_to_cover,DELL,OK,2019-02-28,2.41,True
short_interest_days_to_cover,DELL,OK,2019-03-15,1.69,True
short_interest_days_to_cover,DELL,OK,2019-03-29,2.6,True
short_interest_days_to_cover,DELL,OK,2019-04-15,2.59,True
short_interest_days_to_cover,DELL,OK,2019-04-30,3.16,True
short_interest_days_to_cover,DELL,OK,2019-05-15,3.07,True
short_interest_days_to_cover,DG,OK,2017-12-29,2.36,True
short_interest_days_to_cover,DG,OK,2018-01-12,2.38,True
short_interest_days_to_cover,DG,OK,2018-01-31,2.5,True
short_interest_days_to_cover,DG,OK,2018-02-15,2.06,True
short_interest_days_to_cover,DG,OK,2018-02-28,3.55,True
short_interest_days_to_cover,DG,OK,2018-03-15,1.55,True
short_interest_days_to_cover,DG,OK,2018-03-29,1.71,True
short_interest_days_to_cover,DG,OK,2018-04-13,1.83,True
short_interest_days_to_cover,DG,OK,2018-04-30,2.37,True
short_interest_days_to_cover,DG,OK,2018-05-15,2.47,True
short_interest_days_to_cover,DGX,OK,2017-12-29,6.87,True
short_interest_days_to_cover,DGX,OK,2018-01-12,6.77,True
short_interest_days_to_cover,DGX,OK,2018-01-31,6.72,True
short_interest_days_to_cover,DGX,OK,2018-02-15,3.91,True
short_interest_days_to_cover,DGX,OK,2018-02-28,5.38,True
short_interest_days_to_cover,DGX,OK,2018-03-15,5.95,True
short_interest_days_to_cover,DGX,OK,2018-03-29,5.85,True
short_interest_days_to_cover,DGX,OK,2018-04-13,4.63,True
short_interest_days_to_cover,DGX,OK,2018-04-30,3.17,True
short_interest_days_to_cover,DGX,OK,2018-05-15,5.49,True
short_interest_days_to_cover,DHI,OK,2017-12-29,4.58,True
short_interest_days_to_cover,DHI,OK,2018-01-12,3.39,True
short_interest_days_to_cover,DHI,OK,2018-01-31,1.61,True
short_interest_days_to_cover,DHI,OK,2018-02-15,1.23,True
short_interest_days_to_cover,DHI,OK,2018-02-28,1.57,True
short_interest_days_to_cover,DHI,OK,2018-03-15,2.07,True
short_interest_days_to_cover,DHI,OK,2018-03-29,2.85,True
short_interest_days_to_cover,DHI,OK,2018-04-13,2.24,True
short_interest_days_to_cover,DHI,OK,2018-04-30,2.39,True
short_interest_days_to_cover,DHI,OK,2018-05-15,2.14,True
short_interest_days_to_cover,DHR,OK,2017-12-29,3.03,True
short_interest_days_to_cover,DHR,OK,2018-01-12,2.8,True
short_interest_days_to_cover,DHR,OK,2018-01-31,2.66,True
short_interest_days_to_cover,DHR,OK,2018-02-15,1.75,True
short_interest_days_to_cover,DHR,OK,2018-02-28,2.24,True
short_interest_days_to_cover,DHR,OK,2018-03-15,3.09,True
short_interest_days_to_cover,DHR,OK,2018-03-29,2.69,True
short_interest_days_to_cover,DHR,OK,2018-04-13,3.23,True
short_interest_days_to_cover,DHR,OK,2018-04-30,2.4,True
short_interest_days_to_cover,DHR,OK,2018-05-15,2.6,True
short_interest_days_to_cover,DIS,OK,2017-12-29,2.88,True
short_interest_days_to_cover,DIS,OK,2018-01-12,3.32,True
short_interest_days_to_cover,DIS,OK,2018-01-31,3.03,True
short_interest_days_to_cover,DIS,OK,2018-02-15,2.34,True
short_interest_days_to_cover,DIS,OK,2018-02-28,3.14,True
short_interest_days_to_cover,DIS,OK,2018-03-15,4.39,True
short_interest_days_to_cover,DIS,OK,2018-03-29,3.8,True
short_interest_days_to_cover,DIS,OK,2018-04-13,4.47,True
short_interest_days_to_cover,DIS,OK,2018-04-30,4.03,True
short_interest_days_to_cover,DIS,OK,2018-05-15,3.01,True
short_interest_days_to_cover,DLR,OK,2017-12-29,6.32,True
short_interest_days_to_cover,DLR,OK,2018-01-12,5.47,True
short_interest_days_to_cover,DLR,OK,2018-01-31,4.31,True
short_interest_days_to_cover,DLR,OK,2018-02-15,3.63,True
short_interest_days_to_cover,DLR,OK,2018-02-28,3.99,True
short_interest_days_to_cover,DLR,OK,2018-03-15,5.46,True
short_interest_days_to_cover,DLR,OK,2018-03-29,5.42,True
short_interest_days_to_cover,DLR,OK,2018-04-13,7.06,True
short_interest_days_to_cover,DLR,OK,2018-04-30,7.04,True
short_interest_days_to_cover,DLR,OK,2018-05-15,5.52,True
short_interest_days_to_cover,DLTR,OK,2017-12-29,2.86,True
short_interest_days_to_cover,DLTR,OK,2018-01-12,2.59,True
short_interest_days_to_cover,DLTR,OK,2018-01-31,2.18,True
short_interest_days_to_cover,DLTR,OK,2018-02-15,1.77,True
short_interest_days_to_cover,DLTR,OK,2018-02-28,1.82,True
short_interest_days_to_cover,DLTR,OK,2018-03-15,1.0,True
short_interest_days_to_cover,DLTR,OK,2018-03-29,2.16,True
short_interest_days_to_cover,DLTR,OK,2018-04-13,3.02,True
short_interest_days_to_cover,DLTR,OK,2018-04-30,2.91,True
short_interest_days_to_cover,DLTR,OK,2018-05-15,2.38,True
short_interest_days_to_cover,DOC,OK,2017-12-29,2.35,True
short_interest_days_to_cover,DOC,OK,2018-01-12,3.18,True
short_interest_days_to_cover,DOC,OK,2018-01-31,3.07,True
short_interest_days_to_cover,DOC,OK,2018-02-15,2.36,True
short_interest_days_to_cover,DOC,OK,2018-02-28,3.23,True
short_interest_days_to_cover,DOC,OK,2018-03-15,3.84,True
short_interest_days_to_cover,DOC,OK,2018-03-29,2.86,True
short_interest_days_to_cover,DOC,OK,2018-04-13,3.34,True
short_interest_days_to_cover,DOC,OK,2018-04-30,3.04,True
short_interest_days_to_cover,DOC,OK,2018-05-15,2.6,True
short_interest_days_to_cover,DOV,OK,2017-12-29,4.72,True
short_interest_days_to_cover,DOV,OK,2018-01-12,4.84,True
short_interest_days_to_cover,DOV,OK,2018-01-31,2.74,True
short_interest_days_to_cover,DOV,OK,2018-02-15,2.66,True
short_interest_days_to_cover,DOV,OK,2018-02-28,3.59,True
short_interest_days_to_cover,DOV,OK,2018-03-15,4.4,True
short_interest_days_to_cover,DOV,OK,2018-03-29,1.52,True
short_interest_days_to_cover,DOV,OK,2018-04-13,2.09,True
short_interest_days_to_cover,DOV,OK,2018-04-30,1.19,True
short_interest_days_to_cover,DOV,OK,2018-05-15,1.38,True
short_interest_days_to_cover,DOW,OK,2019-04-15,1.0,True
short_interest_days_to_cover,DOW,OK,2019-04-30,1.34,True
short_interest_days_to_cover,DOW,OK,2019-05-15,1.15,True
short_interest_days_to_cover,DOW,OK,2019-05-31,1.59,True
short_interest_days_to_cover,DOW,OK,2019-06-14,1.28,True
short_interest_days_to_cover,DOW,OK,2019-06-28,1.14,True
short_interest_days_to_cover,DOW,OK,2019-07-15,1.58,True
short_interest_days_to_cover,DOW,OK,2019-07-31,1.71,True
short_interest_days_to_cover,DOW,OK,2019-08-15,1.88,True
short_interest_days_to_cover,DOW,OK,2019-08-30,2.06,True
short_interest_days_to_cover,DPZ,OK,2017-12-29,6.43,True
short_interest_days_to_cover,DPZ,OK,2018-01-12,3.79,True
short_interest_days_to_cover,DPZ,OK,2018-01-31,5.42,True
short_interest_days_to_cover,DPZ,OK,2018-02-15,3.99,True
short_interest_days_to_cover,DPZ,OK,2018-02-28,1.86,True
short_interest_days_to_cover,DPZ,OK,2018-03-15,4.58,True
short_interest_days_to_cover,DPZ,OK,2018-03-29,4.42,True
short_interest_days_to_cover,DPZ,OK,2018-04-13,5.44,True
short_interest_days_to_cover,DPZ,OK,2018-04-30,3.81,True
short_interest_days_to_cover,DPZ,OK,2018-05-15,5.44,True
short_interest_days_to_cover,DRI,OK,2017-12-29,3.27,True
short_interest_days_to_cover,DRI,OK,2018-01-12,3.84,True
short_interest_days_to_cover,DRI,OK,2018-01-31,5.43,True
short_interest_days_to_cover,DRI,OK,2018-02-15,3.85,True
short_interest_days_to_cover,DRI,OK,2018-02-28,4.98,True
short_interest_days_to_cover,DRI,OK,2018-03-15,5.07,True
short_interest_days_to_cover,DRI,OK,2018-03-29,3.12,True
short_interest_days_to_cover,DRI,OK,2018-04-13,3.86,True
short_interest_days_to_cover,DRI,OK,2018-04-30,4.82,True
short_interest_days_to_cover,DRI,OK,2018-05-15,4.7,True
short_interest_days_to_cover,DTE,OK,2017-12-29,5.17,True
short_interest_days_to_cover,DTE,OK,2018-01-12,4.16,True
short_interest_days_to_cover,DTE,OK,2018-01-31,3.62,True
short_interest_days_to_cover,DTE,OK,2018-02-15,3.28,True
short_interest_days_to_cover,DTE,OK,2018-02-28,3.94,True
short_interest_days_to_cover,DTE,OK,2018-03-15,5.15,True
short_interest_days_to_cover,DTE,OK,2018-03-29,3.95,True
short_interest_days_to_cover,DTE,OK,2018-04-13,6.2,True
short_interest_days_to_cover,DTE,OK,2018-04-30,4.23,True
short_interest_days_to_cover,DTE,OK,2018-05-15,3.7,True
short_interest_days_to_cover,DTEGY,OK,2017-12-29,3.06,True
short_interest_days_to_cover,DTEGY,OK,2018-01-12,2.72,True
short_interest_days_to_cover,DTEGY,OK,2018-01-31,3.04,True
