name,kind,family,weighting,sector_neutral,n_events,n_months,mean_ic,ic_t,ic_p,bh_significant,mean_spread,spread_hit_rate,net_spread_25bps,net_spread_50bps,subperiod_stable,ic_old,ic_new,top_sector_share,status
orthogonal_blend__ic_weighted,model,model,ic_weighted,True,17072,96,-0.0026,-0.18,0.8546,False,-0.0016,0.5104,-0.0066,-0.0116,False,0.0265,-0.0334,0.8153,rejected
orthogonal_blend__equal,model,model,equal,True,17072,96,0.0085,0.48,0.6333,False,0.0009,0.5312,-0.0041,-0.0091,False,0.0311,-0.0284,0.8214,rejected
