family,provider,ticker,raw_path,rows,gitignored
short_interest_days_to_cover,Polygon,ARES,research/data/polygon/raw/short_interest_days_to_cover/ARES.json,10,True
short_interest_days_to_cover,Polygon,ARM,research/data/polygon/raw/short_interest_days_to_cover/ARM.json,10,True
short_interest_days_to_cover,Polygon,ASML,research/data/polygon/raw/short_interest_days_to_cover/ASML.json,10,True
short_interest_days_to_cover,Polygon,ASX,research/data/polygon/raw/short_interest_days_to_cover/ASX.json,10,True
short_interest_days_to_cover,Polygon,ATEYY,research/data/polygon/raw/short_interest_days_to_cover/ATEYY.json,10,True
short_interest_days_to_cover,Polygon,ATO,research/data/polygon/raw/short_interest_days_to_cover/ATO.json,10,True
short_interest_days_to_cover,Polygon,AVB,research/data/polygon/raw/short_interest_days_to_cover/AVB.json,10,True
short_interest_days_to_cover,Polygon,AVGO,research/data/polygon/raw/short_interest_days_to_cover/AVGO.json,10,True
short_interest_days_to_cover,Polygon,AVY,research/data/polygon/raw/short_interest_days_to_cover/AVY.json,10,True
short_interest_days_to_cover,Polygon,AWK,research/data/polygon/raw/short_interest_days_to_cover/AWK.json,10,True
short_interest_days_to_cover,Polygon,AXON,research/data/polygon/raw/short_interest_days_to_cover/AXON.json,10,True
short_interest_days_to_cover,Polygon,AXP,research/data/polygon/raw/short_interest_days_to_cover/AXP.json,10,True
short_interest_days_to_cover,Polygon,AZN,research/data/polygon/raw/short_interest_days_to_cover/AZN.json,10,True
short_interest_days_to_cover,Polygon,AZO,research/data/polygon/raw/short_interest_days_to_cover/AZO.json,10,True
short_interest_days_to_cover,Polygon,B,research/data/polygon/raw/short_interest_days_to_cover/B.json,10,True
short_interest_days_to_cover,Polygon,BA,research/data/polygon/raw/short_interest_days_to_cover/BA.json,10,True
short_interest_days_to_cover,Polygon,BABA,research/data/polygon/raw/short_interest_days_to_cover/BABA.json,10,True
short_interest_days_to_cover,Polygon,BAC,research/data/polygon/raw/short_interest_days_to_cover/BAC.json,10,True
short_interest_days_to_cover,Polygon,BAESY,research/data/polygon/raw/short_interest_days_to_cover/BAESY.json,10,True
short_interest_days_to_cover,Polygon,BALL,research/data/polygon/raw/short_interest_days_to_cover/BALL.json,10,True
short_interest_days_to_cover,Polygon,BAM,research/data/polygon/raw/short_interest_days_to_cover/BAM.json,10,True
short_interest_days_to_cover,Polygon,BAX,research/data/polygon/raw/short_interest_days_to_cover/BAX.json,10,True
short_interest_days_to_cover,Polygon,BBVA,research/data/polygon/raw/short_interest_days_to_cover/BBVA.json,10,True
short_interest_days_to_cover,Polygon,BBY,research/data/polygon/raw/short_interest_days_to_cover/BBY.json,10,True
short_interest_days_to_cover,Polygon,BCS,research/data/polygon/raw/short_interest_days_to_cover/BCS.json,10,True
short_interest_days_to_cover,Polygon,BDX,research/data/polygon/raw/short_interest_days_to_cover/BDX.json,10,True
short_interest_days_to_cover,Polygon,BE,research/data/polygon/raw/short_interest_days_to_cover/BE.json,10,True
short_interest_days_to_cover,Polygon,BEN,research/data/polygon/raw/short_interest_days_to_cover/BEN.json,10,True
short_interest_days_to_cover,Polygon,BG,research/data/polygon/raw/short_interest_days_to_cover/BG.json,10,True
short_interest_days_to_cover,Polygon,BHP,research/data/polygon/raw/short_interest_days_to_cover/BHP.json,10,True
short_interest_days_to_cover,Polygon,BIIB,research/data/polygon/raw/short_interest_days_to_cover/BIIB.json,10,True
short_interest_days_to_cover,Polygon,BKNG,research/data/polygon/raw/short_interest_days_to_cover/BKNG.json,10,True
short_interest_days_to_cover,Polygon,BKR,research/data/polygon/raw/short_interest_days_to_cover/BKR.json,10,True
short_interest_days_to_cover,Polygon,BLDR,research/data/polygon/raw/short_interest_days_to_cover/BLDR.json,10,True
short_interest_days_to_cover,Polygon,BLK,research/data/polygon/raw/short_interest_days_to_cover/BLK.json,10,True
short_interest_days_to_cover,Polygon,BMO,research/data/polygon/raw/short_interest_days_to_cover/BMO.json,10,True
short_interest_days_to_cover,Polygon,BMY,research/data/polygon/raw/short_interest_days_to_cover/BMY.json,10,True
short_interest_days_to_cover,Polygon,BN,research/data/polygon/raw/short_interest_days_to_cover/BN.json,10,True
short_interest_days_to_cover,Polygon,BNS,research/data/polygon/raw/short_interest_days_to_cover/BNS.json,10,True
short_interest_days_to_cover,Polygon,BNY,research/data/polygon/raw/short_interest_days_to_cover/BNY.json,10,True
short_interest_days_to_cover,Polygon,BP,research/data/polygon/raw/short_interest_days_to_cover/BP.json,10,True
short_interest_days_to_cover,Polygon,BR,research/data/polygon/raw/short_interest_days_to_cover/BR.json,10,True
short_interest_days_to_cover,Polygon,BRO,research/data/polygon/raw/short_interest_days_to_cover/BRO.json,10,True
short_interest_days_to_cover,Polygon,BSX,research/data/polygon/raw/short_interest_days_to_cover/BSX.json,10,True
short_interest_days_to_cover,Polygon,BTI,research/data/polygon/raw/short_interest_days_to_cover/BTI.json,10,True
short_interest_days_to_cover,Polygon,BUD,research/data/polygon/raw/short_interest_days_to_cover/BUD.json,10,True
short_interest_days_to_cover,Polygon,BX,research/data/polygon/raw/short_interest_days_to_cover/BX.json,10,True
short_interest_days_to_cover,Polygon,BXP,research/data/polygon/raw/short_interest_days_to_cover/BXP.json,10,True
short_interest_days_to_cover,Polygon,C,research/data/polygon/raw/short_interest_days_to_cover/C.json,10,True
short_interest_days_to_cover,Polygon,CAG,research/data/polygon/raw/short_interest_days_to_cover/CAG.json,10,True
short_interest_days_to_cover,Polygon,CAH,research/data/polygon/raw/short_interest_days_to_cover/CAH.json,10,True
short_interest_days_to_cover,Polygon,CARR,research/data/polygon/raw/short_interest_days_to_cover/CARR.json,10,True
short_interest_days_to_cover,Polygon,CASY,research/data/polygon/raw/short_interest_days_to_cover/CASY.json,10,True
short_interest_days_to_cover,Polygon,CAT,research/data/polygon/raw/short_interest_days_to_cover/CAT.json,10,True
short_interest_days_to_cover,Polygon,CB,research/data/polygon/raw/short_interest_days_to_cover/CB.json,10,True
short_interest_days_to_cover,Polygon,CBOE,research/data/polygon/raw/short_interest_days_to_cover/CBOE.json,10,True
short_interest_days_to_cover,Polygon,CBRE,research/data/polygon/raw/short_interest_days_to_cover/CBRE.json,10,True
short_interest_days_to_cover,Polygon,CCI,research/data/polygon/raw/short_interest_days_to_cover/CCI.json,10,True
short_interest_days_to_cover,Polygon,CCL,research/data/polygon/raw/short_interest_days_to_cover/CCL.json,10,True
short_interest_days_to_cover,Polygon,CDNS,research/data/polygon/raw/short_interest_days_to_cover/CDNS.json,10,True
short_interest_days_to_cover,Polygon,CDW,research/data/polygon/raw/short_interest_days_to_cover/CDW.json,10,True
short_interest_days_to_cover,Polygon,CEG,research/data/polygon/raw/short_interest_days_to_cover/CEG.json,10,True
short_interest_days_to_cover,Polygon,CF,research/data/polygon/raw/short_interest_days_to_cover/CF.json,10,True
short_interest_days_to_cover,Polygon,CFG,research/data/polygon/raw/short_interest_days_to_cover/CFG.json,10,True
short_interest_days_to_cover,Polygon,CHD,research/data/polygon/raw/short_interest_days_to_cover/CHD.json,10,True
short_interest_days_to_cover,Polygon,CHRW,research/data/polygon/raw/short_interest_days_to_cover/CHRW.json,10,True
short_interest_days_to_cover,Polygon,CHTR,research/data/polygon/raw/short_interest_days_to_cover/CHTR.json,10,True
short_interest_days_to_cover,Polygon,CI,research/data/polygon/raw/short_interest_days_to_cover/CI.json,10,True
short_interest_days_to_cover,Polygon,CIEN,research/data/polygon/raw/short_interest_days_to_cover/CIEN.json,10,True
short_interest_days_to_cover,Polygon,CINF,research/data/polygon/raw/short_interest_days_to_cover/CINF.json,10,True
short_interest_days_to_cover,Polygon,CL,research/data/polygon/raw/short_interest_days_to_cover/CL.json,10,True
short_interest_days_to_cover,Polygon,CLX,research/data/polygon/raw/short_interest_days_to_cover/CLX.json,10,True
short_interest_days_to_cover,Polygon,CM,research/data/polygon/raw/short_interest_days_to_cover/CM.json,10,True
short_interest_days_to_cover,Polygon,CMCSA,research/data/polygon/raw/short_interest_days_to_cover/CMCSA.json,10,True
short_interest_days_to_cover,Polygon,CME,research/data/polygon/raw/short_interest_days_to_cover/CME.json,10,True
short_interest_days_to_cover,Polygon,CMG,research/data/polygon/raw/short_interest_days_to_cover/CMG.json,10,True
short_interest_days_to_cover,Polygon,CMI,research/data/polygon/raw/short_interest_days_to_cover/CMI.json,10,True
short_interest_days_to_cover,Polygon,CMS,research/data/polygon/raw/short_interest_days_to_cover/CMS.json,10,True
short_interest_days_to_cover,Polygon,CNC,research/data/polygon/raw/short_interest_days_to_cover/CNC.json,10,True
short_interest_days_to_cover,Polygon,CNI,research/data/polygon/raw/short_interest_days_to_cover/CNI.json,10,True
short_interest_days_to_cover,Polygon,CNP,research/data/polygon/raw/short_interest_days_to_cover/CNP.json,10,True
short_interest_days_to_cover,Polygon,CNQ,research/data/polygon/raw/short_interest_days_to_cover/CNQ.json,10,True
short_interest_days_to_cover,Polygon,COF,research/data/polygon/raw/short_interest_days_to_cover/COF.json,10,True
short_interest_days_to_cover,Polygon,COHR,research/data/polygon/raw/short_interest_days_to_cover/COHR.json,10,True
short_interest_days_to_cover,Polygon,COIN,research/data/polygon/raw/short_interest_days_to_cover/COIN.json,10,True
short_interest_days_to_cover,Polygon,COO,research/data/polygon/raw/short_interest_days_to_cover/COO.json,10,True
short_interest_days_to_cover,Polygon,COP,research/data/polygon/raw/short_interest_days_to_cover/COP.json,10,True
short_interest_days_to_cover,Polygon,COR,research/data/polygon/raw/short_interest_days_to_cover/COR.json,10,True
short_interest_days_to_cover,Polygon,COST,research/data/polygon/raw/short_interest_days_to_cover/COST.json,10,True
short_interest_days_to_cover,Polygon,CP,research/data/polygon/raw/short_interest_days_to_cover/CP.json,10,True
short_interest_days_to_cover,Polygon,CPAY,research/data/polygon/raw/short_interest_days_to_cover/CPAY.json,10,True
short_interest_days_to_cover,Polygon,CPRT,research/data/polygon/raw/short_interest_days_to_cover/CPRT.json,10,True
short_interest_days_to_cover,Polygon,CPT,research/data/polygon/raw/short_interest_days_to_cover/CPT.json,10,True
short_interest_days_to_cover,Polygon,CRH,research/data/polygon/raw/short_interest_days_to_cover/CRH.json,10,True
short_interest_days_to_cover,Polygon,CRL,research/data/polygon/raw/short_interest_days_to_cover/CRL.json,10,True
short_interest_days_to_cover,Polygon,CRM,research/data/polygon/raw/short_interest_days_to_cover/CRM.json,10,True
short_interest_days_to_cover,Polygon,CRWD,research/data/polygon/raw/short_interest_days_to_cover/CRWD.json,10,True
short_interest_days_to_cover,Polygon,CSCO,research/data/polygon/raw/short_interest_days_to_cover/CSCO.json,10,True
short_interest_days_to_cover,Polygon,CSGP,research/data/polygon/raw/short_interest_days_to_cover/CSGP.json,10,True
short_interest_days_to_cover,Polygon,CSX,research/data/polygon/raw/short_interest_days_to_cover/CSX.json,10,True
short_interest_days_to_cover,Polygon,CTAS,research/data/polygon/raw/short_interest_days_to_cover/CTAS.json,10,True
short_interest_days_to_cover,Polygon,CTSH,research/data/polygon/raw/short_interest_days_to_cover/CTSH.json,10,True
short_interest_days_to_cover,Polygon,CTVA,research/data/polygon/raw/short_interest_days_to_cover/CTVA.json,10,True
short_interest_days_to_cover,Polygon,CVNA,research/data/polygon/raw/short_interest_days_to_cover/CVNA.json,10,True
short_interest_days_to_cover,Polygon,CVS,research/data/polygon/raw/short_interest_days_to_cover/CVS.json,10,True
short_interest_days_to_cover,Polygon,CVX,research/data/polygon/raw/short_interest_days_to_cover/CVX.json,10,True
short_interest_days_to_cover,Polygon,CYATY,research/data/polygon/raw/short_interest_days_to_cover/CYATY.json,10,True
short_interest_days_to_cover,Polygon,D,research/data/polygon/raw/short_interest_days_to_cover/D.json,10,True
short_interest_days_to_cover,Polygon,DAL,research/data/polygon/raw/short_interest_days_to_cover/DAL.json,10,True
short_interest_days_to_cover,Polygon,DASH,research/data/polygon/raw/short_interest_days_to_cover/DASH.json,10,True
short_interest_days_to_cover,Polygon,DB,research/data/polygon/raw/short_interest_days_to_cover/DB.json,10,True
short_interest_days_to_cover,Polygon,DD,research/data/polygon/raw/short_interest_days_to_cover/DD.json,10,True
short_interest_days_to_cover,Polygon,DDOG,research/data/polygon/raw/short_interest_days_to_cover/DDOG.json,10,True
short_interest_days_to_cover,Polygon,DE,research/data/polygon/raw/short_interest_days_to_cover/DE.json,10,True
short_interest_days_to_cover,Polygon,DECK,research/data/polygon/raw/short_interest_days_to_cover/DECK.json,10,True
short_interest_days_to_cover,Polygon,DELL,research/data/polygon/raw/short_interest_days_to_cover/DELL.json,10,True
short_interest_days_to_cover,Polygon,DG,research/data/polygon/raw/short_interest_days_to_cover/DG.json,10,True
short_interest_days_to_cover,Polygon,DGX,research/data/polygon/raw/short_interest_days_to_cover/DGX.json,10,True
short_interest_days_to_cover,Polygon,DHI,research/data/polygon/raw/short_interest_days_to_cover/DHI.json,10,True
short_interest_days_to_cover,Polygon,DHR,research/data/polygon/raw/short_interest_days_to_cover/DHR.json,10,True
short_interest_days_to_cover,Polygon,DIS,research/data/polygon/raw/short_interest_days_to_cover/DIS.json,10,True
short_interest_days_to_cover,Polygon,DLR,research/data/polygon/raw/short_interest_days_to_cover/DLR.json,10,True
short_interest_days_to_cover,Polygon,DLTR,research/data/polygon/raw/short_interest_days_to_cover/DLTR.json,10,True
short_interest_days_to_cover,Polygon,DOC,research/data/polygon/raw/short_interest_days_to_cover/DOC.json,10,True
short_interest_days_to_cover,Polygon,DOV,research/data/polygon/raw/short_interest_days_to_cover/DOV.json,10,True
short_interest_days_to_cover,Polygon,DOW,research/data/polygon/raw/short_interest_days_to_cover/DOW.json,10,True
short_interest_days_to_cover,Polygon,DPZ,research/data/polygon/raw/short_interest_days_to_cover/DPZ.json,10,True
short_interest_days_to_cover,Polygon,DRI,research/data/polygon/raw/short_interest_days_to_cover/DRI.json,10,True
short_interest_days_to_cover,Polygon,DTE,research/data/polygon/raw/short_interest_days_to_cover/DTE.json,10,True
short_interest_days_to_cover,Polygon,DTEGY,research/data/polygon/raw/short_interest_days_to_cover/DTEGY.json,10,True
short_interest_days_to_cover,Polygon,DUK,research/data/polygon/raw/short_interest_days_to_cover/DUK.json,10,True
short_interest_days_to_cover,Polygon,DVA,research/data/polygon/raw/short_interest_days_to_cover/DVA.json,10,True
short_interest_days_to_cover,Polygon,DVN,research/data/polygon/raw/short_interest_days_to_cover/DVN.json,10,True
short_interest_days_to_cover,Polygon,DXCM,research/data/polygon/raw/short_interest_days_to_cover/DXCM.json,10,True
short_interest_days_to_cover,Polygon,E,research/data/polygon/raw/short_interest_days_to_cover/E.json,10,True
short_interest_days_to_cover,Polygon,EA,research/data/polygon/raw/short_interest_days_to_cover/EA.json,10,True
short_interest_days_to_cover,Polygon,EBAY,research/data/polygon/raw/short_interest_days_to_cover/EBAY.json,10,True
short_interest_days_to_cover,Polygon,ECL,research/data/polygon/raw/short_interest_days_to_cover/ECL.json,10,True
short_interest_days_to_cover,Polygon,ED,research/data/polygon/raw/short_interest_days_to_cover/ED.json,10,True
short_interest_days_to_cover,Polygon,EFX,research/data/polygon/raw/short_interest_days_to_cover/EFX.json,10,True
short_interest_days_to_cover,Polygon,EG,research/data/polygon/raw/short_interest_days_to_cover/EG.json,10,True
short_interest_days_to_cover,Polygon,EIX,research/data/polygon/raw/short_interest_days_to_cover/EIX.json,10,True
short_interest_days_to_cover,Polygon,EL,research/data/polygon/raw/short_interest_days_to_cover/EL.json,10,True
short_interest_days_to_cover,Polygon,ELV,research/data/polygon/raw/short_interest_days_to_cover/ELV.json,10,True
short_interest_days_to_cover,Polygon,EME,research/data/polygon/raw/short_interest_days_to_cover/EME.json,10,True
short_interest_days_to_cover,Polygon,EMR,research/data/polygon/raw/short_interest_days_to_cover/EMR.json,10,True
short_interest_days_to_cover,Polygon,ENB,research/data/polygon/raw/short_interest_days_to_cover/ENB.json,10,True
short_interest_days_to_cover,Polygon,EOG,research/data/polygon/raw/short_interest_days_to_cover/EOG.json,10,True
short_interest_days_to_cover,Polygon,EPD,research/data/polygon/raw/short_interest_days_to_cover/EPD.json,10,True
short_interest_days_to_cover,Polygon,EQIX,research/data/polygon/raw/short_interest_days_to_cover/EQIX.json,10,True
short_interest_days_to_cover,Polygon,EQNR,research/data/polygon/raw/short_interest_days_to_cover/EQNR.json,10,True
short_interest_days_to_cover,Polygon,EQR,research/data/polygon/raw/short_interest_days_to_cover/EQR.json,10,True
short_interest_days_to_cover,Polygon,EQT,research/data/polygon/raw/short_interest_days_to_cover/EQT.json,10,True
short_interest_days_to_cover,Polygon,ERIE,research/data/polygon/raw/short_interest_days_to_cover/ERIE.json,10,True
short_interest_days_to_cover,Polygon,ES,research/data/polygon/raw/short_interest_days_to_cover/ES.json,10,True
short_interest_days_to_cover,Polygon,ESS,research/data/polygon/raw/short_interest_days_to_cover/ESS.json,10,True
short_interest_days_to_cover,Polygon,ET,research/data/polygon/raw/short_interest_days_to_cover/ET.json,10,True
short_interest_days_to_cover,Polygon,ETN,research/data/polygon/raw/short_interest_days_to_cover/ETN.json,10,True
short_interest_days_to_cover,Polygon,ETR,research/data/polygon/raw/short_interest_days_to_cover/ETR.json,10,True
short_interest_days_to_cover,Polygon,EVRG,research/data/polygon/raw/short_interest_days_to_cover/EVRG.json,10,True
short_interest_days_to_cover,Polygon,EW,research/data/polygon/raw/short_interest_days_to_cover/EW.json,10,True
short_interest_days_to_cover,Polygon,EXC,research/data/polygon/raw/short_interest_days_to_cover/EXC.json,10,True
short_interest_days_to_cover,Polygon,EXE,research/data/polygon/raw/short_interest_days_to_cover/EXE.json,10,True
short_interest_days_to_cover,Polygon,EXPD,research/data/polygon/raw/short_interest_days_to_cover/EXPD.json,10,True
short_interest_days_to_cover,Polygon,EXPE,research/data/polygon/raw/short_interest_days_to_cover/EXPE.json,10,True
short_interest_days_to_cover,Polygon,EXR,research/data/polygon/raw/short_interest_days_to_cover/EXR.json,10,True
short_interest_days_to_cover,Polygon,F,research/data/polygon/raw/short_interest_days_to_cover/F.json,10,True
short_interest_days_to_cover,Polygon,FANG,research/data/polygon/raw/short_interest_days_to_cover/FANG.json,10,True
short_interest_days_to_cover,Polygon,FAST,research/data/polygon/raw/short_interest_days_to_cover/FAST.json,10,True
short_interest_days_to_cover,Polygon,FCX,research/data/polygon/raw/short_interest_days_to_cover/FCX.json,10,True
short_interest_days_to_cover,Polygon,FDS,research/data/polygon/raw/short_interest_days_to_cover/FDS.json,10,True
short_interest_days_to_cover,Polygon,FDX,research/data/polygon/raw/short_interest_days_to_cover/FDX.json,10,True
short_interest_days_to_cover,Polygon,FE,research/data/polygon/raw/short_interest_days_to_cover/FE.json,10,True
short_interest_days_to_cover,Polygon,FFIV,research/data/polygon/raw/short_interest_days_to_cover/FFIV.json,10,True
short_interest_days_to_cover,Polygon,FICO,research/data/polygon/raw/short_interest_days_to_cover/FICO.json,10,True
short_interest_days_to_cover,Polygon,FIS,research/data/polygon/raw/short_interest_days_to_cover/FIS.json,10,True
short_interest_days_to_cover,Polygon,FISV,research/data/polygon/raw/short_interest_days_to_cover/FISV.json,10,True
short_interest_days_to_cover,Polygon,FITB,research/data/polygon/raw/short_interest_days_to_cover/FITB.json,10,True
short_interest_days_to_cover,Polygon,FIX,research/data/polygon/raw/short_interest_days_to_cover/FIX.json,10,True
short_interest_days_to_cover,Polygon,FLEX,research/data/polygon/raw/short_interest_days_to_cover/FLEX.json,10,True
short_interest_days_to_cover,Polygon,FOX,research/data/polygon/raw/short_interest_days_to_cover/FOX.json,10,True
short_interest_days_to_cover,Polygon,FOXA,research/data/polygon/raw/short_interest_days_to_cover/FOXA.json,10,True
short_interest_days_to_cover,Polygon,FRT,research/data/polygon/raw/short_interest_days_to_cover/FRT.json,10,True
short_interest_days_to_cover,Polygon,FSLR,research/data/polygon/raw/short_interest_days_to_cover/FSLR.json,10,True
short_interest_days_to_cover,Polygon,FTNT,research/data/polygon/raw/short_interest_days_to_cover/FTNT.json,10,True
short_interest_days_to_cover,Polygon,FTV,research/data/polygon/raw/short_interest_days_to_cover/FTV.json,10,True
short_interest_days_to_cover,Polygon,GD,research/data/polygon/raw/short_interest_days_to_cover/GD.json,10,True
short_interest_days_to_cover,Polygon,GDDY,research/data/polygon/raw/short_interest_days_to_cover/GDDY.json,10,True
short_interest_days_to_cover,Polygon,GE,research/data/polygon/raw/short_interest_days_to_cover/GE.json,10,True
short_interest_days_to_cover,Polygon,GEHC,research/data/polygon/raw/short_interest_days_to_cover/GEHC.json,10,True
short_interest_days_to_cover,Polygon,GEN,research/data/polygon/raw/short_interest_days_to_cover/GEN.json,10,True
short_interest_days_to_cover,Polygon,GEV,research/data/polygon/raw/short_interest_days_to_cover/GEV.json,10,True
short_interest_days_to_cover,Polygon,GILD,research/data/polygon/raw/short_interest_days_to_cover/GILD.json,10,True
short_interest_days_to_cover,Polygon,GIS,research/data/polygon/raw/short_interest_days_to_cover/GIS.json,10,True
short_interest_days_to_cover,Polygon,GL,research/data/polygon/raw/short_interest_days_to_cover/GL.json,10,True
short_interest_days_to_cover,Polygon,GLW,research/data/polygon/raw/short_interest_days_to_cover/GLW.json,10,True
short_interest_days_to_cover,Polygon,GM,research/data/polygon/raw/short_interest_days_to_cover/GM.json,10,True
short_interest_days_to_cover,Polygon,GNRC,research/data/polygon/raw/short_interest_days_to_cover/GNRC.json,10,True
short_interest_days_to_cover,Polygon,GOOG,research/data/polygon/raw/short_interest_days_to_cover/GOOG.json,10,True
short_interest_days_to_cover,Polygon,GOOGL,research/data/polygon/raw/short_interest_days_to_cover/GOOGL.json,10,True
short_interest_days_to_cover,Polygon,GPC,research/data/polygon/raw/short_interest_days_to_cover/GPC.json,10,True
short_interest_days_to_cover,Polygon,GPN,research/data/polygon/raw/short_interest_days_to_cover/GPN.json,10,True
short_interest_days_to_cover,Polygon,GRMN,research/data/polygon/raw/short_interest_days_to_cover/GRMN.json,10,True
short_interest_days_to_cover,Polygon,GS,research/data/polygon/raw/short_interest_days_to_cover/GS.json,10,True
short_interest_days_to_cover,Polygon,GSK,research/data/polygon/raw/short_interest_days_to_cover/GSK.json,10,True
short_interest_days_to_cover,Polygon,GWW,research/data/polygon/raw/short_interest_days_to_cover/GWW.json,10,True
short_interest_days_to_cover,Polygon,HAL,research/data/polygon/raw/short_interest_days_to_cover/HAL.json,10,True
short_interest_days_to_cover,Polygon,HAS,research/data/polygon/raw/short_interest_days_to_cover/HAS.json,10,True
short_interest_days_to_cover,Polygon,HBAN,research/data/polygon/raw/short_interest_days_to_cover/HBAN.json,10,True
short_interest_days_to_cover,Polygon,HCA,research/data/polygon/raw/short_interest_days_to_cover/HCA.json,10,True
short_interest_days_to_cover,Polygon,HD,research/data/polygon/raw/short_interest_days_to_cover/HD.json,10,True
short_interest_days_to_cover,Polygon,HDB,research/data/polygon/raw/short_interest_days_to_cover/HDB.json,10,True
short_interest_days_to_cover,Polygon,HIG,research/data/polygon/raw/short_interest_days_to_cover/HIG.json,10,True
