date,ticker,regime,return_5d,return_10d,return_20d,return_63d,return_126d,return_252d,mom_acceleration,trend_persistence,reversal_1d,reversal_5d,dist_sma20,dist_sma50,return_zscore_5d,return_zscore_20d,rs_5d_vs_spy,rs_20d_vs_spy,rs_63d_vs_spy,rs_126d_vs_spy,residual_alpha_20d,residual_alpha_63d,realized_vol_20d,realized_vol_63d,downside_vol_63d,vol_compression,vol_adj_momentum,beta_63d,log_dollar_volume_20d,volume_shock,price_volume_breakout,dist_from_63d_high,dist_from_126d_high,max_drawdown_126d,recovery_from_low_63d,breakout_after_consolidation,mom_x_riskon,rev_x_highvol,volshock_x_breakout,avg_dollar_volume_20d,forward_excess_return_5d_vs_spy,forward_excess_return_10d_vs_spy,forward_excess_return_20d_vs_spy,top_quintile_label,downside_risk_label
2026-04-30,HCA,risk_on,-0.083497,-0.100462,-0.084887,-0.098302,-0.06585,0.284196,-0.134292,0.02381,-0.000759,-0.083497,-0.08371,-0.128419,0.097314,-0.842563,-0.097908,-0.181676,-0.136604,-0.117799,-0.106151,-0.106717,0.41563,0.323167,0.246458,1.286115,-0.304184,0.219698,20.057021,1.420109,-0.118575,-0.201849,-0.201849,-0.206497,0.005858,0.0,-0.098302,0.0,0.0,513633556.784668,-0.030477,-0.045091,-0.181317,0,1
2026-04-30,HD,risk_on,-0.033396,-0.024766,-0.002306,-0.109765,-0.136386,-0.060972,-0.079862,-0.015873,0.018556,-0.033396,-0.020392,-0.043406,1.275923,-0.002344,-0.047808,-0.099095,-0.148066,-0.188335,-0.093568,-0.145879,0.321925,0.264414,0.188408,1.217503,-0.415126,0.942891,20.884552,0.90668,-0.03028,-0.153565,-0.153565,-0.179386,0.031465,0.0,-0.109765,0.0,0.0,1175021042.771301,-0.036713,-0.115424,-0.088088,0,0
2026-04-30,HON,risk_on,-4.7e-05,-0.065612,-0.06078,-0.05213,0.072254,0.0983,-0.183353,-0.007937,0.019163,-4.7e-05,-0.0466,-0.0703,1.455185,-1.262721,-0.014458,-0.157569,-0.090431,0.020305,-0.134321,-0.081231,0.262987,0.222922,0.16419,1.179729,-0.233847,0.759809,20.557301,0.952586,-4.4e-05,-0.135905,-0.135905,-0.152153,0.019163,0.0,-0.05213,0.0,0.0,847075952.877121,-0.00986,-0.025246,0.063257,1,0
2026-04-30,IBM,risk_on,-0.000433,-0.079761,-0.050012,-0.248813,-0.252719,-0.011146,-0.243615,0.031746,0.017085,-0.000433,-0.041674,-0.052051,1.765715,-0.752724,-0.014844,-0.146801,-0.287115,-0.304668,-0.16293,-0.293497,0.409251,0.463137,0.411149,0.883651,-0.537235,1.166637,21.151713,1.022545,-0.000443,-0.261917,-0.262503,-0.286864,0.034162,0.0,-0.248813,0.0,0.0,1534871865.040359,-0.016549,-0.088698,0.246153,1,0
2026-04-30,ICE,risk_on,0.003874,-0.034565,6.3e-05,-0.094228,0.011469,-0.038375,-0.210921,0.047619,0.012165,0.003874,-0.019281,-0.011142,1.708401,-0.977253,-0.010538,-0.096726,-0.132529,-0.04048,-0.036853,-0.108836,0.2486,0.298421,0.249117,0.833049,-0.315755,0.38141,19.995375,0.893284,0.00346,-0.087348,-0.094228,-0.144318,0.058538,0.0,-0.094228,-0.0,0.0,482926705.397415,-0.030502,-0.056054,-0.117399,0,0
2026-04-30,INTC,risk_on,0.414795,0.37927,0.967104,0.941636,1.274982,3.645035,0.769953,0.02381,-0.00285,0.414795,0.375916,0.733317,0.84691,1.4206,0.400383,0.870315,0.903335,1.223033,0.701406,0.836494,0.984679,0.794142,0.355208,1.239929,1.185728,2.745123,23.008355,2.977574,1.235083,-0.00285,-0.00285,-0.241716,1.293761,0.0,0.941636,-0.0,0.0,9826558489.283447,0.142268,0.18597,0.161176,1,0
2026-04-30,INTU,risk_on,0.013566,0.003591,-0.084931,-0.225217,-0.424951,-0.371482,0.032577,-0.039683,-0.016655,0.013566,-0.007026,-0.059587,1.12754,0.816275,-0.000845,-0.18172,-0.263518,-0.476899,-0.125802,-0.24139,0.548431,0.539684,0.424366,1.016207,-0.417312,0.422278,20.971804,0.527254,0.007153,-0.218912,-0.422928,-0.478719,0.107027,0.0,-0.225217,-0.0,0.0,1282149362.430267,0.029075,-0.067343,-0.199267,0,1
2026-04-30,ISRG,risk_on,-0.044296,-0.001026,-0.014727,-0.098394,-0.160949,-0.111247,-0.029013,-0.055556,0.008329,-0.044296,-0.011416,-0.038262,-0.86653,0.326571,-0.058708,-0.111516,-0.136696,-0.212898,-0.131391,-0.144561,0.381171,0.291058,0.205993,1.309607,-0.338057,1.205347,20.748781,1.04569,-0.04632,-0.097203,-0.228118,-0.239909,0.015512,0.0,-0.098394,0.0,0.0,1025843516.138458,-0.026981,-0.105637,-0.124674,0,0
2026-04-30,ITW,risk_on,-0.055358,-0.028613,-0.009711,-0.012243,0.062834,0.094264,-0.088251,0.039683,-0.028833,-0.055358,-0.036033,-0.047015,-1.77818,-0.563793,-0.06977,-0.1065,-0.050545,0.010885,-0.063648,-0.033587,0.274711,0.251323,0.155585,1.093058,-0.048715,0.557264,19.654503,1.105522,-0.0612,-0.133372,-0.133372,-0.144893,0.013473,0.0,-0.012243,0.0,0.0,343433195.702209,-0.02759,-0.069123,-0.094213,0,0
2026-04-30,JNJ,risk_on,-0.003468,-0.019997,-0.058455,0.016639,0.24399,0.515323,-0.206991,0.02381,0.010996,-0.003468,-0.017813,-0.037598,0.304794,-1.327812,-0.01788,-0.155244,-0.021662,0.192041,-0.064801,0.014128,0.173596,0.163421,0.113388,1.062258,0.101818,0.065565,21.304402,0.836633,-0.002902,-0.075274,-0.075274,-0.093418,0.020014,0.0,0.016639,0.0,0.0,1788068016.141281,-0.049912,-0.036929,-0.066653,0,0
2026-04-30,JPM,risk_on,0.004941,0.010582,0.065858,0.027456,0.035673,0.305379,0.019458,0.02381,0.01287,0.004941,0.014735,0.049278,1.462417,-0.296465,-0.009471,-0.030931,-0.010846,-0.016276,-0.030615,-0.01072,0.199194,0.239771,0.164921,0.830768,0.114509,0.996734,21.638542,0.773453,0.003822,-0.023471,-0.059104,-0.154717,0.113114,0.0,0.027456,-0.0,0.0,2497463903.720398,-0.040198,-0.083587,-0.097066,0,0
2026-04-30,KLAC,risk_on,-0.035848,0.008935,0.151667,0.040312,0.455644,1.563589,-0.358925,0.103175,-0.036262,-0.035848,-9.8e-05,0.104039,-1.294063,-0.645724,-0.05026,0.054878,0.002011,0.403695,-0.069015,-0.047016,0.484563,0.584075,0.433804,0.829625,0.069019,2.280035,21.195087,1.500745,-0.053799,-0.095426,-0.095426,-0.224068,0.340726,0.0,0.040312,0.0,0.0,1602910225.628662,-0.010608,0.040401,0.046676,1,0
2026-04-30,KO,risk_on,0.032512,0.047619,0.035226,0.079961,0.138235,0.120154,0.026002,0.0,-0.001395,0.032512,0.029226,0.022889,0.108602,1.705614,0.0181,-0.061563,0.04166,0.086286,0.031738,0.078581,0.219578,0.183582,0.109959,1.196072,0.435561,0.036039,20.775627,1.08119,0.035152,-0.027691,-0.027691,-0.078676,0.06004,0.0,0.079961,-0.0,0.0,1053756646.795349,-0.022168,-0.019605,-0.049452,0,0
2026-04-30,LIN,risk_on,-0.01362,0.003846,0.014803,0.105106,0.139942,0.127213,0.073583,0.055556,-0.007073,-0.01362,-0.001152,0.00992,-1.700479,-0.919724,-0.028032,-0.081986,0.066805,0.087993,0.021164,0.107623,0.178433,0.199303,0.131169,0.895285,0.527368,-0.065721,20.681379,0.843113,-0.011484,-0.018815,-0.018815,-0.095359,0.121773,0.0,0.105106,0.0,0.0,958978118.545685,-0.032525,-0.02009,-0.05951,0,0
2026-04-30,LLY,risk_on,0.018471,0.033861,-0.020869,-0.085906,0.143196,0.063624,-0.336539,-0.015873,0.097966,0.018471,0.021204,-0.015022,1.597775,0.276904,0.004059,-0.117658,-0.124208,0.091247,-0.101362,-0.117759,0.450817,0.454596,0.283023,0.991687,-0.188973,0.831632,21.743793,1.236934,0.022847,-0.154419,-0.156567,-0.231823,0.097966,0.0,-0.085906,-0.0,0.0,2774656099.53064,0.025206,0.036083,0.131734,1,0
2026-04-30,LMT,risk_on,-0.022311,-0.147361,-0.161372,-0.163548,0.080044,0.118183,-0.454769,0.0,0.016006,-0.022311,-0.107091,-0.161246,1.613511,-1.449097,-0.036722,-0.258161,-0.201849,0.028095,-0.168956,-0.166549,0.269614,0.279435,0.218218,0.964854,-0.585281,0.078349,20.541206,1.00859,-0.022502,-0.234565,-0.234565,-0.246623,0.016006,0.0,-0.163548,0.0,0.0,833551615.853271,-0.028712,-0.036352,-0.028532,0,0
2026-04-30,LOW,risk_on,-0.031435,-0.010246,0.016765,-0.100149,-0.012522,0.090549,-0.197529,0.015873,0.022655,-0.031435,-0.014862,-0.026487,0.517429,-0.090989,-0.045847,-0.080024,-0.138451,-0.064471,-0.070366,-0.134629,0.330339,0.298514,0.218662,1.10661,-0.335492,0.900216,20.211884,0.898987,-0.02826,-0.16512,-0.16512,-0.218379,0.06814,0.0,-0.100149,0.0,0.0,599666401.171341,-0.051103,-0.104633,-0.154933,0,1
2026-04-30,MA,risk_on,0.001075,-0.030123,0.024681,-0.073466,-0.108475,-0.06261,-0.035682,-0.015873,-0.042477,0.001075,-0.010739,-0.007419,0.294147,0.292583,-0.013337,-0.072108,-0.111767,-0.160423,-0.035639,-0.097336,0.254414,0.260336,0.208007,0.97725,-0.282197,0.623213,21.244812,1.129907,0.001215,-0.092885,-0.130611,-0.164339,0.040361,0.0,-0.073466,-0.0,0.0,1684630409.347687,-0.021915,-0.066872,-0.070402,0,0
2026-04-30,MAR,risk_on,-0.017787,-0.002014,0.084658,0.13328,0.368361,0.523384,-0.074155,0.007937,0.021867,-0.017787,0.007753,0.05846,1.399624,-0.459852,-0.032199,-0.012131,0.094978,0.316412,-0.01947,0.092074,0.316501,0.320471,0.172731,0.987612,0.415887,1.075827,20.030491,0.906574,-0.016125,-0.044967,-0.044967,-0.126476,0.152576,0.0,0.13328,0.0,0.0,500186437.896729,-0.044631,-0.063789,-0.012118,0,0
2026-04-30,MCD,risk_on,-0.029551,-0.043556,-0.044583,-0.064277,-0.030673,-0.044891,-0.100188,-0.02381,0.0121,-0.029551,-0.029985,-0.065962,0.779667,0.051479,-0.043962,-0.141372,-0.102578,-0.082622,-0.064192,-0.072036,0.190421,0.178146,0.138252,1.068902,-0.360809,0.202596,20.648563,1.140249,-0.033695,-0.134375,-0.134375,-0.144724,0.0121,0.0,-0.064277,0.0,0.0,928018906.347961,-0.051664,-0.104484,-0.10164,0,0
2026-04-30,MCO,risk_on,0.021001,0.02995,0.052578,-0.10205,-0.055003,0.041393,-0.154445,0.015873,0.003782,0.021001,0.026368,0.030646,1.541901,0.647131,0.00659,-0.044211,-0.140352,-0.106952,-0.026382,-0.133296,0.248755,0.365962,0.290068,0.679728,-0.278855,0.815794,19.961639,0.759324,0.015947,-0.104829,-0.142254,-0.236059,0.122791,0.0,-0.10205,-0.0,0.0,466906181.561432,-0.028263,-0.104222,-0.068905,0,0
2026-04-30,MDLZ,risk_on,0.064634,0.076573,0.076573,0.081346,0.038739,-0.032962,0.120748,-0.007937,0.006553,0.064634,0.059283,0.064797,0.634707,1.564631,0.050222,-0.020216,0.043045,-0.01321,0.06775,0.077855,0.267127,0.264254,0.178188,1.010874,0.307833,0.091157,19.964811,1.066063,0.068903,-0.009875,-0.009875,-0.13165,0.140238,0.0,0.081346,-0.0,0.0,468389661.85524,-0.020094,-0.048712,-0.05702,0,0
2026-04-30,MDT,risk_on,-0.033656,-0.054641,-0.059145,-0.191771,-0.117974,-0.012489,-0.283079,-0.079365,0.020159,-0.033656,-0.047776,-0.082664,-0.350577,-1.125947,-0.048067,-0.155934,-0.230073,-0.169923,-0.104961,-0.209902,0.24419,0.21076,0.179346,1.158618,-0.909904,0.473363,20.420091,1.016943,-0.034226,-0.208848,-0.219446,-0.23487,0.020159,0.0,-0.191771,0.0,0.0,738470165.355301,-0.055152,-0.090464,-0.141054,0,0
2026-04-30,META,risk_on,-0.071668,-0.095971,0.05642,-0.170492,-0.184322,0.107097,-0.153821,-0.007937,-0.0855,-0.071668,-0.051807,-0.030018,-1.668661,-0.121523,-0.08608,-0.040369,-0.208794,-0.23627,-0.114526,-0.238139,0.470061,0.408643,0.319314,1.150299,-0.417216,1.766167,23.035553,1.435424,-0.102874,-0.145242,-0.184571,-0.299428,0.163947,0.0,-0.170492,0.0,0.0,10097491506.300964,-0.00997,-0.030407,-0.018961,0,0
2026-04-30,MO,risk_on,0.081906,0.118725,0.109499,0.236067,0.188672,0.32314,0.274409,0.047619,0.065249,0.081906,0.093073,0.097024,1.554287,3.256244,0.067494,0.01271,0.197765,0.136724,0.142029,0.248939,0.303713,0.247029,0.116029,1.229462,0.955624,-0.336091,20.207549,1.412758,0.115714,0.0,0.0,-0.100832,0.191601,0.0,0.236067,-0.0,0.0,597072370.836563,-0.067668,-0.044366,-0.094883,0,0
2026-04-30,MRK,risk_on,-0.047461,-0.054391,-0.096491,0.015218,0.274604,0.335688,-0.24028,0.015873,-0.015953,-0.047461,-0.062945,-0.070252,-0.309785,-1.787372,-0.061873,-0.19328,-0.023084,0.222655,-0.130573,0.001731,0.277911,0.261298,0.180847,1.063578,0.058238,0.352128,20.813316,0.850848,-0.040382,-0.113655,-0.113655,-0.113655,0.0,0.0,0.015218,0.0,0.0,1094229713.01796,0.010599,-0.002319,0.034753,1,0
2026-04-30,MS,risk_on,0.015713,0.022925,0.153122,0.056308,0.173316,0.69311,-0.054463,0.071429,0.024237,0.015713,0.043689,0.115503,1.259571,0.182887,0.001301,0.056333,0.018006,0.121367,0.009505,-0.000524,0.278154,0.334103,0.247116,0.832538,0.168534,1.483818,20.772501,0.725598,0.011401,-3e-05,-3e-05,-0.188302,0.241266,0.0,0.056308,-0.0,0.0,1050466925.834579,-0.020182,-0.02039,0.038722,1,0
2026-04-30,MSFT,risk_on,-0.01917,-0.029696,0.103988,-0.057184,-0.244607,0.042792,0.141607,-0.047619,-0.039297,-0.01917,0.010547,0.030292,-1.050183,0.552395,-0.033582,0.007199,-0.095485,-0.296556,0.003697,-0.096871,0.340096,0.298379,0.218172,1.139813,-0.191649,1.036183,23.356527,1.129393,-0.021651,-0.058071,-0.243882,-0.338466,0.142977,0.0,-0.057184,0.0,0.0,13919087103.657227,0.013877,-0.037016,0.05389,1,0
2026-04-30,MU,risk_on,0.07357,0.131072,0.405899,0.187217,1.332415,5.742948,-0.777391,0.02381,-0.002508,0.07357,0.141715,0.222385,-0.711504,1.207062,0.059158,0.30911,0.148915,1.280466,0.166358,0.092425,0.575324,0.711197,0.461538,0.808952,0.263242,2.474883,23.612513,1.152701,0.084804,-0.014107,-0.014107,-0.302763,0.607085,0.0,0.187217,-0.0,0.0,17979766739.189453,0.23237,0.45946,0.824936,1,0
2026-04-30,NEE,risk_on,0.016935,0.065883,0.054173,0.117571,0.187205,0.49875,0.055263,0.047619,0.039397,0.016935,0.047702,0.056918,-1.220373,1.525062,0.002523,-0.042616,0.07927,0.135256,0.049861,0.115865,0.330315,0.254399,0.143266,1.298412,0.462151,0.044551,20.525052,1.114092,0.018867,0.0,0.0,-0.091783,0.14152,0.0,0.117571,-0.0,0.0,820194632.681847,-0.064566,-0.063539,-0.16368,0,1
2026-04-30,NFLX,risk_on,0.008511,-0.131552,-0.020304,0.125661,-0.15093,-0.168384,0.371376,-0.015873,0.016175,0.008511,-0.044011,-0.008133,1.128953,-0.978058,-0.005901,-0.117092,0.08736,-0.202879,-0.065468,0.107789,0.434658,0.448643,0.277289,0.96883,0.280092,0.466632,22.143914,0.71148,0.006055,-0.131552,-0.191274,-0.344622,0.233984,0.0,0.125661,-0.0,0.0,4139803543.919945,-0.075237,-0.112316,-0.133707,0,0
2026-04-30,NKE,risk_on,-0.009379,-0.029322,-0.00605,-0.28667,-0.333538,-0.20971,-0.220967,-0.079365,-0.000676,-0.009379,-0.005247,-0.142848,1.786927,2.768361,-0.023791,-0.102839,-0.324972,-0.385487,-0.084111,-0.317561,0.267382,0.421336,0.376974,0.634604,-0.680384,0.806515,20.802129,0.664349,-0.006231,-0.319396,-0.341186,-0.367027,0.040826,0.0,-0.28667,0.0,0.0,1082056415.18713,-0.016851,-0.093813,-0.010471,0,0
2026-04-30,NOC,risk_on,-0.01392,-0.138666,-0.168608,-0.163966,-0.019087,0.221307,-0.33726,-0.015873,0.012351,-0.01392,-0.097672,-0.158605,1.0389,-1.622178,-0.028331,-0.265397,-0.202268,-0.071036,-0.164165,-0.162208,0.294562,0.304432,0.236104,0.967577,-0.538598,-0.045908,20.078718,0.756104,-0.010525,-0.245489,-0.245489,-0.254694,0.012351,0.0,-0.163966,0.0,0.0,524899654.386597,-0.064934,-0.094265,-0.079891,0,0
2026-04-30,NOW,risk_on,0.041637,-0.084301,-0.151192,-0.243468,-0.529219,-0.531691,0.134244,-0.007937,-0.006525,0.041637,-0.058233,-0.147268,1.659482,0.107464,0.027225,-0.247981,-0.281769,-0.581168,-0.205135,-0.264814,0.90642,0.650569,0.533911,1.393272,-0.374238,0.557328,21.697334,1.023029,0.042596,-0.28977,-0.527592,-0.555998,0.063976,0.0,-0.243468,-0.0,0.0,2648697273.415642,0.041811,-0.016264,0.355709,1,0
2026-04-30,NVDA,risk_on,-0.000351,0.006151,0.135533,0.03673,-0.007154,0.831013,0.079058,0.015873,-0.04626,-0.000351,0.017327,0.06756,-1.402447,0.305475,-0.014762,0.038744,-0.001572,-0.059103,-0.0329,-0.029923,0.346827,0.391374,0.259981,0.886179,0.093848,1.740218,24.096276,1.189192,-0.000417,-0.078667,-0.078667,-0.202144,0.20827,0.0,0.03673,0.0,0.0,29166186951.844788,0.041801,0.140177,0.005349,0,0
2026-04-30,ORCL,risk_on,-0.084468,-0.095043,0.115153,-0.041751,-0.421779,0.157818,0.354835,-0.055556,-0.014894,-0.084468,-0.008194,0.042434,-0.385596,0.219513,-0.09888,0.018364,-0.080052,-0.473728,-0.049891,-0.107062,0.64817,0.591632,0.360907,1.095564,-0.070569,1.705196,22.374941,0.938971,-0.079313,-0.139253,-0.410164,-0.502939,0.186648,0.0,-0.041751,0.0,0.0,5215707157.414322,0.187735,0.17097,0.346346,1,0
2026-04-30,ORLY,risk_on,0.066066,0.072161,0.079262,0.005564,0.032191,0.065586,-0.020916,0.039683,0.084088,0.066066,0.066243,0.07381,1.746433,1.597521,0.051654,-0.017527,-0.032737,-0.019758,0.0361,-0.011516,0.335421,0.285631,0.173891,1.174317,0.01948,0.445937,19.928063,1.07191,0.070817,0.0,-0.022615,-0.141593,0.138602,0.0,0.005564,-0.0,0.0,451489595.792465,-0.066469,-0.138849,-0.178582,0,1
2026-04-30,PANW,risk_on,0.035275,0.073965,0.116076,0.017707,-0.18999,-0.039271,0.221791,0.0,-0.012229,0.035275,0.049643,0.098688,-0.253371,0.720612,0.020863,0.019288,-0.020594,-0.241939,0.029399,-0.016593,0.478261,0.464026,0.351008,1.030678,0.03816,0.895534,20.948705,0.629919,0.02222,-0.019573,-0.185797,-0.356747,0.265759,0.0,0.017707,-0.0,0.0,1252872910.86235,0.077996,0.287345,0.518253,1,0
2026-04-30,PEP,risk_on,0.017919,0.000695,0.02483,0.075432,0.075606,0.2273,0.07527,-0.039683,0.020607,0.017919,0.016023,0.004463,1.067167,0.847361,0.003507,-0.071959,0.03713,0.023657,0.021827,0.074244,0.196014,0.228999,0.133243,0.855959,0.329398,0.031026,20.6217,0.692015,0.0124,-0.06208,-0.06208,-0.112086,0.056318,0.0,0.075432,-0.0,0.0,903421413.864975,-0.031859,-0.103022,-0.142852,0,0
2026-04-30,PFE,risk_on,0.001125,-0.019104,-0.064799,0.022989,0.127562,0.203786,-0.079235,0.02381,0.016756,0.001125,-0.01623,-0.01619,1.671935,-1.993349,-0.013287,-0.161587,-0.015313,0.075613,-0.102541,0.008053,0.194039,0.23351,0.152642,0.830967,0.098448,0.389941,20.617347,0.979267,0.001102,-0.064799,-0.064799,-0.08021,0.036088,0.0,0.022989,-0.0,0.0,899497882.583017,-0.026218,-0.060724,-0.055916,0,0
2026-04-30,PG,risk_on,0.017072,0.03555,0.028507,-0.011357,-0.014007,-0.067415,-0.008677,-0.015873,0.004301,0.017072,0.020108,-0.011144,-0.88007,1.066316,0.00266,-0.068282,-0.049658,-0.065956,2e-05,-0.02263,0.225276,0.212999,0.151002,1.057639,-0.053319,0.294317,20.951234,0.91382,0.015601,-0.113651,-0.113651,-0.154904,0.048815,0.0,-0.011357,-0.0,0.0,1256044852.24823,-0.02498,-0.07084,-0.076625,0,0
2026-04-30,PH,risk_on,-0.066189,-0.049718,-0.012327,-0.039314,0.190448,0.522763,-0.278477,0.02381,-0.04019,-0.066189,-0.05347,-0.043218,-1.74106,-1.338785,-0.080601,-0.109116,-0.077615,0.138499,-0.10776,-0.077079,0.344825,0.299993,0.211334,1.149443,-0.131048,0.985997,20.16811,1.123168,-0.074341,-0.111044,-0.111044,-0.157905,0.055648,0.0,-0.039314,0.0,0.0,573982867.608948,-0.042796,-0.070752,-0.12177,0,0
2026-04-30,PLD,risk_on,-0.002248,-0.001055,0.065177,0.097788,0.147612,0.425353,0.052402,0.039683,0.023051,-0.002248,0.01817,0.040723,0.993325,0.1376,-0.01666,-0.031612,0.059487,0.095664,-0.006457,0.069441,0.219958,0.215333,0.134439,1.021476,0.454126,0.740101,20.0599,1.031192,-0.002318,-0.021227,-0.021227,-0.095853,0.109445,0.0,0.097788,0.0,0.0,515114547.683411,-0.016077,-0.036556,-0.042416,0,0
2026-04-30,PM,risk_on,-0.024351,0.056516,0.049196,-0.063783,0.121838,0.003871,-0.262051,0.039683,0.014504,-0.024351,0.026964,-0.0145,-1.117625,2.23604,-0.038763,-0.047593,-0.102085,0.069889,0.023926,-0.073783,0.387358,0.322899,0.236119,1.199627,-0.197534,0.261079,20.4375,0.822259,-0.020023,-0.122531,-0.122531,-0.185363,0.077129,0.0,-0.063783,0.0,0.0,751438856.992264,0.018613,0.121232,0.021949,1,0
2026-04-30,PNC,risk_on,-0.009285,0.013314,0.073949,0.001127,0.238448,0.435251,-0.235926,0.039683,0.019615,-0.009285,0.010788,0.046262,1.631956,-0.383811,-0.023697,-0.02284,-0.037174,0.186499,-0.008411,-0.031464,0.204675,0.249791,0.189432,0.819386,0.004513,0.850917,20.023484,0.741786,-0.006888,-0.073272,-0.073272,-0.172097,0.119368,0.0,0.001127,0.0,0.0,496693707.620544,-0.034615,-0.083888,-0.061056,0,0
2026-04-30,PYPL,risk_on,0.007839,0.006625,0.12346,-0.053063,-0.309668,-0.239927,0.21792,-0.031746,-0.015705,0.007839,0.030934,0.077545,1.23884,0.664376,-0.006572,0.026671,-0.091365,-0.361617,0.0006,-0.101681,0.307411,0.543133,0.459827,0.565995,-0.097698,1.269353,20.226555,0.560614,0.004395,-0.045515,-0.276578,-0.437854,0.286894,0.0,-0.053063,-0.0,0.0,608528721.41367,-0.096159,-0.142778,-0.160125,0,1
2026-04-30,QCOM,risk_on,0.34065,0.335465,0.410905,0.187314,0.003461,0.251278,0.342163,0.007937,0.151154,0.34065,0.303425,0.322368,1.749628,2.927926,0.326238,0.314116,0.149013,-0.048488,0.270284,0.131668,0.661394,0.472352,0.232058,1.400214,0.396557,1.452859,21.619634,3.204532,1.091622,0.0,-0.009411,-0.315612,0.447409,0.0,0.187314,-0.0,0.0,2450686750.407944,0.109932,0.073093,0.345191,1,0
2026-04-30,REGN,risk_on,-0.076969,-0.052198,-0.090306,-0.055414,0.082994,0.249623,-0.201942,-0.039683,0.030159,-0.076969,-0.054761,-0.06621,-1.025041,-2.382508,-0.091381,-0.187095,-0.093715,0.031045,-0.16859,-0.086393,0.317591,0.297343,0.223832,1.068098,-0.186364,0.808817,20.131224,1.311755,-0.100965,-0.118604,-0.128479,-0.153994,0.030159,0.0,-0.055414,0.0,0.0,553196720.353699,-0.015093,-0.032845,-0.181839,0,1
2026-04-30,ROP,risk_on,-0.024604,-0.019537,-0.000437,-0.02544,-0.218601,-0.35711,0.172763,0.047619,-0.003259,-0.024604,-0.006089,0.00581,-0.520779,-0.648781,-0.039016,-0.097226,-0.063741,-0.270549,-0.043462,-0.042466,0.220082,0.297162,0.229447,0.740614,-0.085609,0.444524,19.845834,0.783269,-0.019272,-0.045344,-0.216953,-0.305412,0.127356,0.0,-0.02544,0.0,0.0,415849538.474274,-0.024658,-0.144949,-0.135149,0,0
2026-04-30,RTX,risk_on,-0.018014,-0.100996,-0.095779,-0.116196,-0.007371,0.424021,-0.239328,0.02381,0.018983,-0.018014,-0.075991,-0.105555,1.231229,-1.522795,-0.032426,-0.192567,-0.154497,-0.05932,-0.134198,-0.131399,0.282966,0.270724,0.202692,1.04522,-0.429203,0.396936,20.666943,1.02371,-0.018442,-0.170107,-0.170107,-0.185568,0.018983,0.0,-0.116196,0.0,0.0,945233586.867828,-0.013946,-0.043278,-0.027986,0,0
2026-04-30,SBUX,risk_on,0.058168,0.070862,0.164768,0.1292,0.249855,0.275619,0.02235,0.015873,-0.001611,0.058168,0.072487,0.089894,1.066723,1.682436,0.043756,0.067979,0.090898,0.197906,0.054928,0.085734,0.363417,0.341376,0.204323,1.064565,0.378467,1.134849,20.402077,1.515488,0.088152,-0.001611,-0.001611,-0.14511,0.214599,0.0,0.1292,-0.0,0.0,725286163.472176,-0.028137,-0.030904,-0.105686,0,0
2026-04-30,SCHW,risk_on,0.030589,-0.010581,-0.007796,-0.111342,-0.017469,0.141614,-0.216976,0.055556,0.005265,0.030589,-0.018765,-0.023717,1.548558,-0.084602,0.016178,-0.104584,-0.149643,-0.069418,-0.081109,-0.140353,0.383766,0.319768,0.267075,1.200139,-0.348196,0.757457,20.824028,0.830887,0.025416,-0.142342,-0.142342,-0.17173,0.03548,0.0,-0.111342,-0.0,0.0,1106013043.525925,-0.04133,-0.061567,-0.096019,0,0
2026-04-30,SHW,risk_on,-0.047533,-0.035189,-0.012558,-0.090978,-0.088519,-0.067925,-0.093682,-0.015873,0.011829,-0.047533,-0.028435,-0.031321,-0.907128,-0.940646,-0.061945,-0.109347,-0.129279,-0.140468,-0.101422,-0.126143,0.360455,0.283791,0.193487,1.27014,-0.320579,0.918127,20.118104,1.122197,-0.053341,-0.134941,-0.134941,-0.183572,0.059566,0.0,-0.090978,0.0,0.0,545986270.319366,-0.022331,-0.079712,-0.105429,0,0
2026-04-30,SLB,risk_on,0.039094,0.099555,0.136918,0.180917,0.608127,0.718519,-0.180845,0.02381,0.021185,0.039094,0.07341,0.121526,-0.573204,1.026935,0.024682,0.040129,0.142616,0.556178,0.058573,0.149914,0.234913,0.365479,0.242332,0.642753,0.495013,0.809441,20.479369,0.988624,0.038649,0.0,0.0,-0.140598,0.276481,0.0,0.180917,-0.0,0.0,783568765.176239,-0.086192,-0.060929,-0.093589,0,0
2026-04-30,SNPS,risk_on,0.056364,0.093959,0.216414,0.005417,0.056411,0.047377,-0.045302,0.02381,0.002868,0.056364,0.087709,0.119717,-0.064771,1.150379,0.041953,0.119625,-0.032885,0.004462,0.026264,-0.069829,0.516469,0.488643,0.330027,1.056945,0.011085,1.964581,20.435094,0.963446,0.054304,-0.03638,-0.095272,-0.286735,0.268431,0.0,0.005417,-0.0,0.0,749632594.755707,0.028831,0.015755,-0.067089,0,0
2026-04-30,SO,risk_on,0.029709,0.018967,-0.002476,0.093331,0.046335,0.092111,0.136316,0.02381,0.034114,0.029709,0.016744,0.009112,0.957353,0.761706,0.015298,-0.099265,0.05503,-0.005614,0.012495,0.099256,0.189401,0.200821,0.116881,0.943137,0.46475,-0.15468,19.814212,0.842417,0.025028,-0.024316,-0.024316,-0.108323,0.105109,0.0,0.093331,-0.0,0.0,402905248.528099,-0.062135,-0.072293,-0.092831,0,0
