side,rank_sn,ticker,comp_sn,comp_raw,sector,sector_is_unknown,cohort,liquidity_proxy,review_status,fcf_to_assets,avail_fcf_to_assets,operating_accruals,avail_operating_accruals
SHORT,462,LII,-2.44976,-2.45213,Unknown,True,new,106165446.20729,PAPER_REVIEW_ONLY,-0.00918,2026-04-29,0.02355,2026-04-29
SHORT,463,AMP,-2.45935,-2.46018,Unknown,True,new,171057305.50715,PAPER_REVIEW_ONLY,-0.01384,2026-02-19,0.01974,2026-02-19
SHORT,464,EME,-2.60829,-2.60938,Unknown,True,new,79006263.17245,PAPER_REVIEW_ONLY,-0.00296,2026-04-29,0.03207,2026-04-29
SHORT,465,SWK,-2.80267,-2.79481,Unknown,True,new,168163886.14803,PAPER_REVIEW_ONLY,-0.02071,2026-04-29,0.02076,2026-04-29
SHORT,466,MRSH,-2.99118,-2.98196,Unknown,True,old,256304522.05498,PAPER_REVIEW_ONLY,-0.01281,2026-04-16,0.03132,2026-04-16
SHORT,467,MLM,-3.00701,-3.00554,Unknown,True,new,172371925.44176,PAPER_REVIEW_ONLY,0.002,2026-04-30,0.06274,2026-04-30
SHORT,468,PNR,-3.09149,-3.0805,Unknown,True,new,93758988.66961,PAPER_REVIEW_ONLY,-0.01215,2026-04-28,0.03391,2026-04-28
SHORT,469,FSLR,-3.1332,-3.12216,Unknown,True,new,265853418.93252,PAPER_REVIEW_ONLY,-0.02497,2026-04-30,0.04206,2026-04-30
SHORT,470,AMZN,-3.15002,-1.97025,Consumer Discretionary,False,old,8421941682.37484,PAPER_REVIEW_ONLY,-0.01982,2026-04-30,0.00461,2026-04-30
SHORT,471,CLX,-3.37108,-3.35832,Unknown,True,new,198104099.86705,PAPER_REVIEW_ONLY,-0.02564,2026-04-30,0.04801,2026-04-30
SHORT,472,J,-3.50166,-3.48265,Unknown,True,new,82196842.05247,PAPER_REVIEW_ONLY,-0.04228,2026-05-05,0.0367,2026-05-05
SHORT,473,HII,-3.55965,-3.54199,Unknown,True,new,86383841.46825,PAPER_REVIEW_ONLY,-0.03702,2026-05-05,0.04301,2026-05-05
SHORT,474,WDC,-3.70404,-3.71866,Unknown,True,old,448572374.97604,PAPER_REVIEW_ONLY,0.065,2026-04-30,0.13839,2026-04-30
SHORT,475,MKC,-3.77616,-3.75572,Unknown,True,new,176779841.44486,PAPER_REVIEW_ONLY,0.00113,2026-03-31,0.05905,2026-03-31
SHORT,476,PSX,-3.79223,-3.7613,Unknown,True,old,252871468.29936,PAPER_REVIEW_ONLY,-0.03385,2026-04-29,0.02939,2026-04-29
SHORT,477,CBRE,-4.05213,-4.01726,Unknown,True,new,133441799.37628,PAPER_REVIEW_ONLY,-0.03003,2026-04-23,0.03789,2026-04-23
SHORT,478,BALL,-4.14062,-4.11589,Unknown,True,new,146405764.60994,PAPER_REVIEW_ONLY,-0.04745,2026-05-05,0.04967,2026-05-05
SHORT,479,NOC,-4.37818,-4.90491,Industrials,False,old,331514933.96267,PAPER_REVIEW_ONLY,-0.03646,2026-04-21,0.05061,2026-04-21
SHORT,480,MAS,-4.58344,-4.54068,Unknown,True,new,125421593.6439,PAPER_REVIEW_ONLY,-0.02159,2026-04-22,0.0558,2026-04-22
SHORT,481,QCOM,-4.61373,-3.7303,Information Technology,False,old,1059492593.47649,PAPER_REVIEW_ONLY,0.03353,2026-04-29,0.08613,2026-04-29
SHORT,482,CTVA,-6.12585,-6.08138,Unknown,True,new,193732931.54763,PAPER_REVIEW_ONLY,-0.06957,2026-05-06,0.08453,2026-05-06
SHORT,483,ASML,-8.31654,-8.19163,Unknown,True,old,633881800.53494,PAPER_REVIEW_ONLY,-0.05426,2026-04-15,0.10283,2026-04-15
