signal_id,name,required_family,required_family_status,tickers_covered,n_universe,coverage_fraction,min_tickers_to_score,ticker_gap,ready_to_score
S8N-EARNSURP-RATES,positive_earnings_surprise x rates_sensitivity,earnings_surprises,COLLECTED,8,17,0.4706,20,12,False
S8N-EARNSURP-SECTOR,positive_earnings_surprise x sector_leadership,earnings_surprises,COLLECTED,8,17,0.4706,20,12,False
S8N-ESTREV-RATES,analyst_estimate_revision x sensitivity,analyst_estimates,COLLECTED,8,17,0.4706,20,12,False
S8N-RECCHG-SECTOR,analyst_recommendation_change x sector_leadership,analyst_recommendations,COLLECTED,8,17,0.4706,20,12,False
S8N-PTREV-SENS,price_target_revision x sensitivity_cohort,analyst_price_targets,COLLECTED,8,17,0.4706,20,12,False
S8N-GRADES-SENS,ratings_grades_consensus x sensitivity_cohort,ratings_grades_consensus,COLLECTED,8,17,0.4706,20,12,False
