date,symbol,cohort,driver
2024-06-14,ACGL,cohort_low_beta,market
2024-06-21,ACGL,cohort_low_beta,market
2024-06-28,ACGL,cohort_low_beta,market
2024-07-05,ACGL,cohort_low_beta,market
2024-07-12,ACGL,cohort_low_beta,market
2024-07-19,ACGL,cohort_low_beta,market
2024-07-26,ACGL,cohort_low_beta,market
2024-08-02,ACGL,cohort_low_beta,market
2024-08-09,ACGL,cohort_low_beta,market
2024-08-16,ACGL,cohort_low_beta,market
2024-08-23,ACGL,cohort_low_beta,market
2024-08-30,ACGL,cohort_low_beta,market
2024-09-06,ACGL,cohort_low_beta,market
2024-09-13,ACGL,cohort_low_beta,market
2024-09-20,ACGL,cohort_low_beta,market
2024-09-27,ACGL,cohort_low_beta,market
2024-10-04,ACGL,cohort_low_beta,market
2024-10-11,ACGL,cohort_low_beta,market
2024-10-18,ACGL,cohort_low_beta,market
2024-10-25,ACGL,cohort_low_beta,market
2024-11-01,ACGL,cohort_low_beta,market
2024-11-08,ACGL,cohort_low_beta,market
2024-11-15,ACGL,cohort_low_beta,market
2024-11-22,ACGL,cohort_low_beta,market
2024-11-29,ACGL,cohort_low_beta,market
2024-12-06,ACGL,cohort_low_beta,market
2026-03-27,ACGL,cohort_low_beta,market
2026-04-02,ACGL,cohort_low_beta,market
2026-04-10,ACGL,cohort_low_beta,market
2026-04-17,ACGL,cohort_low_beta,market
2026-04-24,ACGL,cohort_low_beta,market
2026-05-01,ACGL,cohort_low_beta,market
2026-05-08,ACGL,cohort_low_beta,market
2026-05-15,ACGL,cohort_low_beta,market
2026-05-22,ACGL,cohort_low_beta,market
2025-02-07,ADM,cohort_low_beta,market
2025-02-14,ADM,cohort_low_beta,market
2025-02-21,ADM,cohort_low_beta,market
2025-02-28,ADM,cohort_low_beta,market
2025-03-07,ADM,cohort_low_beta,market
2025-03-14,ADM,cohort_low_beta,market
2025-03-21,ADM,cohort_low_beta,market
2025-03-28,ADM,cohort_low_beta,market
2025-04-04,ADM,cohort_low_beta,market
2025-05-02,ADM,cohort_low_beta,market
2025-05-09,ADM,cohort_low_beta,market
2025-08-08,ADM,cohort_low_beta,market
2025-08-15,ADM,cohort_low_beta,market
2025-08-22,ADM,cohort_low_beta,market
2025-08-29,ADM,cohort_low_beta,market
2025-09-05,ADM,cohort_low_beta,market
2025-09-12,ADM,cohort_low_beta,market
2025-09-19,ADM,cohort_low_beta,market
2025-09-26,ADM,cohort_low_beta,market
2025-10-03,ADM,cohort_low_beta,market
2025-10-10,ADM,cohort_low_beta,market
2025-10-17,ADM,cohort_low_beta,market
2025-10-24,ADM,cohort_low_beta,market
2025-10-31,ADM,cohort_low_beta,market
2025-11-07,ADM,cohort_low_beta,market
2025-11-14,ADM,cohort_low_beta,market
2025-11-21,ADM,cohort_low_beta,market
2025-11-28,ADM,cohort_low_beta,market
2025-12-05,ADM,cohort_low_beta,market
2025-12-12,ADM,cohort_low_beta,market
2025-12-19,ADM,cohort_low_beta,market
2025-12-26,ADM,cohort_low_beta,market
2026-01-02,ADM,cohort_low_beta,market
2026-01-09,ADM,cohort_low_beta,market
2026-01-16,ADM,cohort_low_beta,market
2026-01-23,ADM,cohort_low_beta,market
2026-01-30,ADM,cohort_low_beta,market
2026-02-20,ADM,cohort_low_beta,market
2026-04-10,ADM,cohort_low_beta,market
2026-04-17,ADM,cohort_low_beta,market
2026-04-24,ADM,cohort_low_beta,market
2026-05-01,ADM,cohort_low_beta,market
2026-05-08,ADM,cohort_low_beta,market
2026-05-15,ADM,cohort_low_beta,market
2026-05-22,ADM,cohort_low_beta,market
2024-10-25,ADP,cohort_low_beta,market
2024-05-31,AEE,cohort_low_beta,market
2024-06-07,AEE,cohort_low_beta,market
2024-06-14,AEE,cohort_low_beta,market
2024-06-21,AEE,cohort_low_beta,market
2024-06-28,AEE,cohort_low_beta,market
2024-07-05,AEE,cohort_low_beta,market
2024-07-12,AEE,cohort_low_beta,market
2024-07-19,AEE,cohort_low_beta,market
2024-07-26,AEE,cohort_low_beta,market
2024-08-02,AEE,cohort_low_beta,market
2024-08-09,AEE,cohort_low_beta,market
2024-08-16,AEE,cohort_low_beta,market
2024-08-23,AEE,cohort_low_beta,market
2024-08-30,AEE,cohort_low_beta,market
2024-09-06,AEE,cohort_low_beta,market
2024-09-13,AEE,cohort_low_beta,market
2024-09-20,AEE,cohort_low_beta,market
2024-09-27,AEE,cohort_low_beta,market
2024-10-04,AEE,cohort_low_beta,market
2024-10-11,AEE,cohort_low_beta,market
2024-10-18,AEE,cohort_low_beta,market
2024-10-25,AEE,cohort_low_beta,market
2024-11-01,AEE,cohort_low_beta,market
2024-11-08,AEE,cohort_low_beta,market
2024-11-15,AEE,cohort_low_beta,market
2024-11-22,AEE,cohort_low_beta,market
2024-11-29,AEE,cohort_low_beta,market
2024-12-06,AEE,cohort_low_beta,market
2024-12-13,AEE,cohort_low_beta,market
2024-12-20,AEE,cohort_low_beta,market
2024-12-27,AEE,cohort_low_beta,market
2025-01-03,AEE,cohort_low_beta,market
2025-01-10,AEE,cohort_low_beta,market
2025-01-17,AEE,cohort_low_beta,market
2025-01-24,AEE,cohort_low_beta,market
2025-01-31,AEE,cohort_low_beta,market
2025-02-07,AEE,cohort_low_beta,market
2025-02-14,AEE,cohort_low_beta,market
2025-02-21,AEE,cohort_low_beta,market
2025-02-28,AEE,cohort_low_beta,market
2025-03-07,AEE,cohort_low_beta,market
2025-03-14,AEE,cohort_low_beta,market
2025-03-21,AEE,cohort_low_beta,market
2025-03-28,AEE,cohort_low_beta,market
2025-04-04,AEE,cohort_low_beta,market
2025-04-11,AEE,cohort_low_beta,market
2025-04-17,AEE,cohort_low_beta,market
2025-04-25,AEE,cohort_low_beta,market
2025-05-02,AEE,cohort_low_beta,market
2025-05-09,AEE,cohort_low_beta,market
2025-05-16,AEE,cohort_low_beta,market
2025-05-23,AEE,cohort_low_beta,market
2025-05-30,AEE,cohort_low_beta,market
2025-06-06,AEE,cohort_low_beta,market
2025-06-13,AEE,cohort_low_beta,market
2025-06-20,AEE,cohort_low_beta,market
2025-06-27,AEE,cohort_low_beta,market
2025-07-03,AEE,cohort_low_beta,market
2025-07-11,AEE,cohort_low_beta,market
2025-07-18,AEE,cohort_low_beta,market
2025-07-25,AEE,cohort_low_beta,market
2025-08-01,AEE,cohort_low_beta,market
2025-08-08,AEE,cohort_low_beta,market
2025-08-15,AEE,cohort_low_beta,market
2025-08-22,AEE,cohort_low_beta,market
2025-08-29,AEE,cohort_low_beta,market
2025-09-05,AEE,cohort_low_beta,market
2025-09-12,AEE,cohort_low_beta,market
2025-09-19,AEE,cohort_low_beta,market
2025-09-26,AEE,cohort_low_beta,market
2025-10-03,AEE,cohort_low_beta,market
2025-10-10,AEE,cohort_low_beta,market
2025-10-17,AEE,cohort_low_beta,market
2025-10-24,AEE,cohort_low_beta,market
2025-10-31,AEE,cohort_low_beta,market
2025-11-07,AEE,cohort_low_beta,market
2025-11-14,AEE,cohort_low_beta,market
2025-11-21,AEE,cohort_low_beta,market
2025-11-28,AEE,cohort_low_beta,market
2025-12-05,AEE,cohort_low_beta,market
2025-12-12,AEE,cohort_low_beta,market
2025-12-19,AEE,cohort_low_beta,market
2025-12-26,AEE,cohort_low_beta,market
2026-01-02,AEE,cohort_low_beta,market
2026-01-09,AEE,cohort_low_beta,market
2026-01-16,AEE,cohort_low_beta,market
2026-01-23,AEE,cohort_low_beta,market
2026-01-30,AEE,cohort_low_beta,market
2026-02-06,AEE,cohort_low_beta,market
2026-02-13,AEE,cohort_low_beta,market
2026-02-20,AEE,cohort_low_beta,market
2026-02-27,AEE,cohort_low_beta,market
2026-03-06,AEE,cohort_low_beta,market
2026-03-13,AEE,cohort_low_beta,market
2026-03-20,AEE,cohort_low_beta,market
2026-03-27,AEE,cohort_low_beta,market
2026-04-02,AEE,cohort_low_beta,market
2026-04-10,AEE,cohort_low_beta,market
2026-04-17,AEE,cohort_low_beta,market
2026-04-24,AEE,cohort_low_beta,market
2026-05-01,AEE,cohort_low_beta,market
2026-05-08,AEE,cohort_low_beta,market
2026-05-15,AEE,cohort_low_beta,market
2026-05-22,AEE,cohort_low_beta,market
2024-07-12,AEP,cohort_low_beta,market
2024-07-26,AEP,cohort_low_beta,market
2024-08-02,AEP,cohort_low_beta,market
2024-08-09,AEP,cohort_low_beta,market
2024-08-16,AEP,cohort_low_beta,market
2024-08-23,AEP,cohort_low_beta,market
2024-08-30,AEP,cohort_low_beta,market
2024-09-06,AEP,cohort_low_beta,market
2024-09-13,AEP,cohort_low_beta,market
2024-09-20,AEP,cohort_low_beta,market
2024-09-27,AEP,cohort_low_beta,market
2024-10-04,AEP,cohort_low_beta,market
2024-10-11,AEP,cohort_low_beta,market
2024-10-18,AEP,cohort_low_beta,market
2024-10-25,AEP,cohort_low_beta,market
2024-11-01,AEP,cohort_low_beta,market
2024-11-08,AEP,cohort_low_beta,market
2024-11-15,AEP,cohort_low_beta,market
2024-11-22,AEP,cohort_low_beta,market
2024-11-29,AEP,cohort_low_beta,market
2024-12-06,AEP,cohort_low_beta,market
2024-12-13,AEP,cohort_low_beta,market
2024-12-20,AEP,cohort_low_beta,market
2024-12-27,AEP,cohort_low_beta,market
2025-01-03,AEP,cohort_low_beta,market
2025-01-10,AEP,cohort_low_beta,market
2025-01-17,AEP,cohort_low_beta,market
2025-01-24,AEP,cohort_low_beta,market
2025-01-31,AEP,cohort_low_beta,market
2025-02-07,AEP,cohort_low_beta,market
2025-02-14,AEP,cohort_low_beta,market
2025-02-21,AEP,cohort_low_beta,market
2025-02-28,AEP,cohort_low_beta,market
2025-03-07,AEP,cohort_low_beta,market
2025-03-14,AEP,cohort_low_beta,market
2025-03-21,AEP,cohort_low_beta,market
2025-03-28,AEP,cohort_low_beta,market
2025-04-04,AEP,cohort_low_beta,market
2025-04-11,AEP,cohort_low_beta,market
2025-04-17,AEP,cohort_low_beta,market
2025-04-25,AEP,cohort_low_beta,market
2025-05-02,AEP,cohort_low_beta,market
2025-05-09,AEP,cohort_low_beta,market
2025-05-16,AEP,cohort_low_beta,market
2025-05-23,AEP,cohort_low_beta,market
2025-05-30,AEP,cohort_low_beta,market
2025-06-06,AEP,cohort_low_beta,market
2025-06-13,AEP,cohort_low_beta,market
2025-06-20,AEP,cohort_low_beta,market
2025-06-27,AEP,cohort_low_beta,market
2025-07-03,AEP,cohort_low_beta,market
2025-07-11,AEP,cohort_low_beta,market
2025-07-18,AEP,cohort_low_beta,market
2025-07-25,AEP,cohort_low_beta,market
2025-08-01,AEP,cohort_low_beta,market
2025-08-08,AEP,cohort_low_beta,market
2025-08-15,AEP,cohort_low_beta,market
2025-08-22,AEP,cohort_low_beta,market
2025-08-29,AEP,cohort_low_beta,market
2025-09-05,AEP,cohort_low_beta,market
2025-09-12,AEP,cohort_low_beta,market
2025-09-19,AEP,cohort_low_beta,market
2025-09-26,AEP,cohort_low_beta,market
2025-10-03,AEP,cohort_low_beta,market
2025-10-10,AEP,cohort_low_beta,market
2025-10-17,AEP,cohort_low_beta,market
2025-10-24,AEP,cohort_low_beta,market
2025-10-31,AEP,cohort_low_beta,market
2025-11-07,AEP,cohort_low_beta,market
2025-11-14,AEP,cohort_low_beta,market
2025-11-21,AEP,cohort_low_beta,market
2025-11-28,AEP,cohort_low_beta,market
2025-12-05,AEP,cohort_low_beta,market
2025-12-12,AEP,cohort_low_beta,market
2025-12-19,AEP,cohort_low_beta,market
2025-12-26,AEP,cohort_low_beta,market
2026-01-02,AEP,cohort_low_beta,market
2026-01-09,AEP,cohort_low_beta,market
2026-01-16,AEP,cohort_low_beta,market
2026-01-23,AEP,cohort_low_beta,market
2026-01-30,AEP,cohort_low_beta,market
2026-02-06,AEP,cohort_low_beta,market
2026-02-13,AEP,cohort_low_beta,market
2026-02-20,AEP,cohort_low_beta,market
2026-02-27,AEP,cohort_low_beta,market
2026-03-06,AEP,cohort_low_beta,market
2026-03-13,AEP,cohort_low_beta,market
2026-03-20,AEP,cohort_low_beta,market
2026-03-27,AEP,cohort_low_beta,market
2026-04-02,AEP,cohort_low_beta,market
2026-04-10,AEP,cohort_low_beta,market
2026-04-17,AEP,cohort_low_beta,market
2026-04-24,AEP,cohort_low_beta,market
2026-05-01,AEP,cohort_low_beta,market
2026-05-08,AEP,cohort_low_beta,market
2026-05-15,AEP,cohort_low_beta,market
2026-05-22,AEP,cohort_low_beta,market
2024-05-31,AFL,cohort_low_beta,market
2024-06-07,AFL,cohort_low_beta,market
2024-06-14,AFL,cohort_low_beta,market
2024-06-21,AFL,cohort_low_beta,market
2024-06-28,AFL,cohort_low_beta,market
2024-07-05,AFL,cohort_low_beta,market
2024-07-12,AFL,cohort_low_beta,market
2024-07-19,AFL,cohort_low_beta,market
2024-07-26,AFL,cohort_low_beta,market
2024-08-02,AFL,cohort_low_beta,market
2024-08-09,AFL,cohort_low_beta,market
2024-08-16,AFL,cohort_low_beta,market
2024-08-23,AFL,cohort_low_beta,market
2024-08-30,AFL,cohort_low_beta,market
2024-09-06,AFL,cohort_low_beta,market
2024-09-13,AFL,cohort_low_beta,market
2024-09-20,AFL,cohort_low_beta,market
2024-09-27,AFL,cohort_low_beta,market
2024-10-04,AFL,cohort_low_beta,market
2024-10-11,AFL,cohort_low_beta,market
2024-10-18,AFL,cohort_low_beta,market
2024-10-25,AFL,cohort_low_beta,market
2024-11-01,AFL,cohort_low_beta,market
2024-11-08,AFL,cohort_low_beta,market
2024-11-15,AFL,cohort_low_beta,market
2024-11-22,AFL,cohort_low_beta,market
2024-11-29,AFL,cohort_low_beta,market
2024-12-06,AFL,cohort_low_beta,market
2024-12-13,AFL,cohort_low_beta,market
2025-01-24,AFL,cohort_low_beta,market
2025-01-31,AFL,cohort_low_beta,market
2026-04-17,AFL,cohort_low_beta,market
2026-04-24,AFL,cohort_low_beta,market
2026-05-01,AFL,cohort_low_beta,market
2026-05-08,AFL,cohort_low_beta,market
2026-05-15,AFL,cohort_low_beta,market
2026-05-22,AFL,cohort_low_beta,market
2024-05-31,AIZ,cohort_low_beta,market
2024-06-07,AIZ,cohort_low_beta,market
2024-06-14,AIZ,cohort_low_beta,market
2024-06-21,AIZ,cohort_low_beta,market
2024-06-28,AIZ,cohort_low_beta,market
2024-07-05,AIZ,cohort_low_beta,market
2024-07-12,AIZ,cohort_low_beta,market
2024-07-19,AIZ,cohort_low_beta,market
2024-07-26,AIZ,cohort_low_beta,market
2024-08-02,AIZ,cohort_low_beta,market
2024-08-09,AIZ,cohort_low_beta,market
2024-08-16,AIZ,cohort_low_beta,market
2024-08-23,AIZ,cohort_low_beta,market
2024-05-31,AJG,cohort_low_beta,market
2024-06-07,AJG,cohort_low_beta,market
2024-06-14,AJG,cohort_low_beta,market
2024-06-21,AJG,cohort_low_beta,market
2024-06-28,AJG,cohort_low_beta,market
2024-07-05,AJG,cohort_low_beta,market
2024-07-12,AJG,cohort_low_beta,market
2024-07-19,AJG,cohort_low_beta,market
2024-07-26,AJG,cohort_low_beta,market
2024-08-02,AJG,cohort_low_beta,market
2024-08-09,AJG,cohort_low_beta,market
2024-08-16,AJG,cohort_low_beta,market
2024-08-23,AJG,cohort_low_beta,market
2024-08-30,AJG,cohort_low_beta,market
2024-09-06,AJG,cohort_low_beta,market
2024-09-13,AJG,cohort_low_beta,market
2024-09-20,AJG,cohort_low_beta,market
2024-09-27,AJG,cohort_low_beta,market
2024-10-04,AJG,cohort_low_beta,market
2024-10-11,AJG,cohort_low_beta,market
2024-10-18,AJG,cohort_low_beta,market
2024-10-25,AJG,cohort_low_beta,market
2024-11-01,AJG,cohort_low_beta,market
2024-11-08,AJG,cohort_low_beta,market
2024-11-15,AJG,cohort_low_beta,market
2024-11-22,AJG,cohort_low_beta,market
2024-11-29,AJG,cohort_low_beta,market
2024-12-06,AJG,cohort_low_beta,market
2024-12-13,AJG,cohort_low_beta,market
2025-01-17,AJG,cohort_low_beta,market
2025-01-24,AJG,cohort_low_beta,market
2025-01-31,AJG,cohort_low_beta,market
2025-02-07,AJG,cohort_low_beta,market
2025-02-14,AJG,cohort_low_beta,market
2025-02-21,AJG,cohort_low_beta,market
2025-02-28,AJG,cohort_low_beta,market
2025-03-07,AJG,cohort_low_beta,market
2025-03-14,AJG,cohort_low_beta,market
2025-03-21,AJG,cohort_low_beta,market
2025-03-28,AJG,cohort_low_beta,market
2025-04-04,AJG,cohort_low_beta,market
2025-04-11,AJG,cohort_low_beta,market
2025-04-17,AJG,cohort_low_beta,market
2025-04-25,AJG,cohort_low_beta,market
2025-05-02,AJG,cohort_low_beta,market
2025-05-09,AJG,cohort_low_beta,market
2025-05-16,AJG,cohort_low_beta,market
2025-05-23,AJG,cohort_low_beta,market
2025-05-30,AJG,cohort_low_beta,market
2025-06-06,AJG,cohort_low_beta,market
2025-06-13,AJG,cohort_low_beta,market
2025-06-20,AJG,cohort_low_beta,market
2025-06-27,AJG,cohort_low_beta,market
2025-07-03,AJG,cohort_low_beta,market
2025-07-11,AJG,cohort_low_beta,market
2025-07-18,AJG,cohort_low_beta,market
2025-07-25,AJG,cohort_low_beta,market
2025-08-01,AJG,cohort_low_beta,market
2025-08-08,AJG,cohort_low_beta,market
2025-08-15,AJG,cohort_low_beta,market
2025-08-22,AJG,cohort_low_beta,market
2025-08-29,AJG,cohort_low_beta,market
2025-09-05,AJG,cohort_low_beta,market
2025-09-12,AJG,cohort_low_beta,market
2025-09-19,AJG,cohort_low_beta,market
2025-09-26,AJG,cohort_low_beta,market
2025-10-03,AJG,cohort_low_beta,market
2025-10-10,AJG,cohort_low_beta,market
2025-10-17,AJG,cohort_low_beta,market
2025-10-24,AJG,cohort_low_beta,market
2025-10-31,AJG,cohort_low_beta,market
2025-11-07,AJG,cohort_low_beta,market
2025-11-14,AJG,cohort_low_beta,market
2025-11-21,AJG,cohort_low_beta,market
2025-11-28,AJG,cohort_low_beta,market
2025-12-05,AJG,cohort_low_beta,market
2025-12-12,AJG,cohort_low_beta,market
2025-12-19,AJG,cohort_low_beta,market
2025-12-26,AJG,cohort_low_beta,market
2026-01-02,AJG,cohort_low_beta,market
2026-01-09,AJG,cohort_low_beta,market
2026-01-16,AJG,cohort_low_beta,market
2026-01-23,AJG,cohort_low_beta,market
2026-01-30,AJG,cohort_low_beta,market
2026-02-06,AJG,cohort_low_beta,market
2026-02-13,AJG,cohort_low_beta,market
2026-02-20,AJG,cohort_low_beta,market
2026-02-27,AJG,cohort_low_beta,market
2026-03-06,AJG,cohort_low_beta,market
2026-03-13,AJG,cohort_low_beta,market
2026-03-20,AJG,cohort_low_beta,market
2026-03-27,AJG,cohort_low_beta,market
2026-04-02,AJG,cohort_low_beta,market
2026-04-10,AJG,cohort_low_beta,market
2026-04-17,AJG,cohort_low_beta,market
2026-04-24,AJG,cohort_low_beta,market
2026-05-01,AJG,cohort_low_beta,market
2026-05-08,AJG,cohort_low_beta,market
2026-05-15,AJG,cohort_low_beta,market
2026-05-22,AJG,cohort_low_beta,market
2024-05-31,ALL,cohort_low_beta,market
2024-06-07,ALL,cohort_low_beta,market
2024-06-14,ALL,cohort_low_beta,market
2024-06-21,ALL,cohort_low_beta,market
2024-06-28,ALL,cohort_low_beta,market
2024-07-05,ALL,cohort_low_beta,market
2024-07-12,ALL,cohort_low_beta,market
2024-07-19,ALL,cohort_low_beta,market
2024-07-26,ALL,cohort_low_beta,market
2024-08-02,ALL,cohort_low_beta,market
2024-08-09,ALL,cohort_low_beta,market
2024-08-16,ALL,cohort_low_beta,market
2024-08-23,ALL,cohort_low_beta,market
2024-08-30,ALL,cohort_low_beta,market
2024-09-06,ALL,cohort_low_beta,market
2024-09-13,ALL,cohort_low_beta,market
2024-09-20,ALL,cohort_low_beta,market
2024-09-27,ALL,cohort_low_beta,market
2024-10-04,ALL,cohort_low_beta,market
2024-10-11,ALL,cohort_low_beta,market
2024-10-18,ALL,cohort_low_beta,market
2024-10-25,ALL,cohort_low_beta,market
2024-11-01,ALL,cohort_low_beta,market
2024-11-08,ALL,cohort_low_beta,market
2024-11-15,ALL,cohort_low_beta,market
2024-11-22,ALL,cohort_low_beta,market
2024-11-29,ALL,cohort_low_beta,market
2024-12-06,ALL,cohort_low_beta,market
2024-12-13,ALL,cohort_low_beta,market
2024-12-20,ALL,cohort_low_beta,market
2024-12-27,ALL,cohort_low_beta,market
2025-01-03,ALL,cohort_low_beta,market
2025-01-10,ALL,cohort_low_beta,market
2025-01-17,ALL,cohort_low_beta,market
2025-01-24,ALL,cohort_low_beta,market
2025-01-31,ALL,cohort_low_beta,market
2025-02-07,ALL,cohort_low_beta,market
2025-02-14,ALL,cohort_low_beta,market
2025-02-21,ALL,cohort_low_beta,market
2025-02-28,ALL,cohort_low_beta,market
2025-03-07,ALL,cohort_low_beta,market
2025-03-14,ALL,cohort_low_beta,market
2025-03-21,ALL,cohort_low_beta,market
2025-03-28,ALL,cohort_low_beta,market
2026-04-10,ALL,cohort_low_beta,market
2026-04-17,ALL,cohort_low_beta,market
2026-04-24,ALL,cohort_low_beta,market
2026-05-01,ALL,cohort_low_beta,market
2026-05-08,ALL,cohort_low_beta,market
2026-05-15,ALL,cohort_low_beta,market
2026-05-22,ALL,cohort_low_beta,market
2024-09-06,AMT,cohort_low_beta,market
2024-09-13,AMT,cohort_low_beta,market
2024-09-20,AMT,cohort_low_beta,market
2024-09-27,AMT,cohort_low_beta,market
2024-10-04,AMT,cohort_low_beta,market
2024-10-11,AMT,cohort_low_beta,market
2024-10-18,AMT,cohort_low_beta,market
2024-10-25,AMT,cohort_low_beta,market
2024-11-01,AMT,cohort_low_beta,market
2024-11-08,AMT,cohort_low_beta,market
2024-11-15,AMT,cohort_low_beta,market
2024-11-22,AMT,cohort_low_beta,market
2024-11-29,AMT,cohort_low_beta,market
2024-12-06,AMT,cohort_low_beta,market
2024-12-13,AMT,cohort_low_beta,market
2024-12-20,AMT,cohort_low_beta,market
2024-12-27,AMT,cohort_low_beta,market
2025-01-03,AMT,cohort_low_beta,market
2025-01-10,AMT,cohort_low_beta,market
2025-01-17,AMT,cohort_low_beta,market
2025-01-24,AMT,cohort_low_beta,market
2025-01-31,AMT,cohort_low_beta,market
2025-02-07,AMT,cohort_low_beta,market
2025-02-14,AMT,cohort_low_beta,market
2025-02-21,AMT,cohort_low_beta,market
2025-02-28,AMT,cohort_low_beta,market
2025-03-07,AMT,cohort_low_beta,market
2025-03-14,AMT,cohort_low_beta,market
2025-03-21,AMT,cohort_low_beta,market
2025-03-28,AMT,cohort_low_beta,market
2025-04-04,AMT,cohort_low_beta,market
2025-04-11,AMT,cohort_low_beta,market
2025-04-17,AMT,cohort_low_beta,market
2025-04-25,AMT,cohort_low_beta,market
2025-05-02,AMT,cohort_low_beta,market
2025-05-09,AMT,cohort_low_beta,market
2025-05-16,AMT,cohort_low_beta,market
2025-05-23,AMT,cohort_low_beta,market
2025-05-30,AMT,cohort_low_beta,market
2025-06-06,AMT,cohort_low_beta,market
2025-06-13,AMT,cohort_low_beta,market
2025-06-20,AMT,cohort_low_beta,market
2025-06-27,AMT,cohort_low_beta,market
2025-07-03,AMT,cohort_low_beta,market
2025-07-11,AMT,cohort_low_beta,market
2025-07-18,AMT,cohort_low_beta,market
2025-07-25,AMT,cohort_low_beta,market
2025-08-01,AMT,cohort_low_beta,market
2025-08-08,AMT,cohort_low_beta,market
2025-08-15,AMT,cohort_low_beta,market
2025-08-22,AMT,cohort_low_beta,market
2025-08-29,AMT,cohort_low_beta,market
2025-09-05,AMT,cohort_low_beta,market
2025-09-12,AMT,cohort_low_beta,market
2025-09-19,AMT,cohort_low_beta,market
2025-09-26,AMT,cohort_low_beta,market
2025-10-03,AMT,cohort_low_beta,market
2025-10-10,AMT,cohort_low_beta,market
2025-10-17,AMT,cohort_low_beta,market
2025-10-24,AMT,cohort_low_beta,market
2025-10-31,AMT,cohort_low_beta,market
2025-11-07,AMT,cohort_low_beta,market
2025-11-14,AMT,cohort_low_beta,market
2025-11-21,AMT,cohort_low_beta,market
2025-11-28,AMT,cohort_low_beta,market
2025-12-05,AMT,cohort_low_beta,market
2025-12-12,AMT,cohort_low_beta,market
2025-12-19,AMT,cohort_low_beta,market
2025-12-26,AMT,cohort_low_beta,market
2026-01-02,AMT,cohort_low_beta,market
2026-01-09,AMT,cohort_low_beta,market
2026-01-16,AMT,cohort_low_beta,market
2026-01-23,AMT,cohort_low_beta,market
2026-01-30,AMT,cohort_low_beta,market
2026-02-06,AMT,cohort_low_beta,market
2026-02-13,AMT,cohort_low_beta,market
2026-02-20,AMT,cohort_low_beta,market
2026-02-27,AMT,cohort_low_beta,market
2026-03-06,AMT,cohort_low_beta,market
2026-03-13,AMT,cohort_low_beta,market
2026-03-20,AMT,cohort_low_beta,market
2026-03-27,AMT,cohort_low_beta,market
2026-04-02,AMT,cohort_low_beta,market
2026-04-10,AMT,cohort_low_beta,market
2026-04-17,AMT,cohort_low_beta,market
2026-04-24,AMT,cohort_low_beta,market
2026-05-01,AMT,cohort_low_beta,market
2026-05-08,AMT,cohort_low_beta,market
2026-05-15,AMT,cohort_low_beta,market
2026-05-22,AMT,cohort_low_beta,market
2024-05-31,AON,cohort_low_beta,market
2024-06-07,AON,cohort_low_beta,market
2024-06-14,AON,cohort_low_beta,market
2024-06-21,AON,cohort_low_beta,market
2024-06-28,AON,cohort_low_beta,market
2024-07-05,AON,cohort_low_beta,market
2024-07-12,AON,cohort_low_beta,market
2024-07-19,AON,cohort_low_beta,market
2024-08-23,AON,cohort_low_beta,market
2024-08-30,AON,cohort_low_beta,market
2024-09-06,AON,cohort_low_beta,market
2024-09-13,AON,cohort_low_beta,market
2024-09-20,AON,cohort_low_beta,market
2024-09-27,AON,cohort_low_beta,market
2024-10-04,AON,cohort_low_beta,market
2024-10-11,AON,cohort_low_beta,market
2024-10-18,AON,cohort_low_beta,market
2024-10-25,AON,cohort_low_beta,market
2024-11-01,AON,cohort_low_beta,market
2024-11-08,AON,cohort_low_beta,market
2024-11-22,AON,cohort_low_beta,market
2024-11-29,AON,cohort_low_beta,market
2024-12-06,AON,cohort_low_beta,market
2024-12-20,AON,cohort_low_beta,market
2024-12-27,AON,cohort_low_beta,market
2025-01-03,AON,cohort_low_beta,market
2025-01-10,AON,cohort_low_beta,market
2025-01-17,AON,cohort_low_beta,market
2025-01-24,AON,cohort_low_beta,market
2025-01-31,AON,cohort_low_beta,market
2025-02-07,AON,cohort_low_beta,market
2025-02-14,AON,cohort_low_beta,market
2025-02-21,AON,cohort_low_beta,market
2025-02-28,AON,cohort_low_beta,market
2025-03-07,AON,cohort_low_beta,market
2025-03-14,AON,cohort_low_beta,market
2025-03-21,AON,cohort_low_beta,market
2025-03-28,AON,cohort_low_beta,market
2025-04-04,AON,cohort_low_beta,market
2025-04-11,AON,cohort_low_beta,market
2025-04-17,AON,cohort_low_beta,market
2025-04-25,AON,cohort_low_beta,market
2025-05-09,AON,cohort_low_beta,market
2025-05-16,AON,cohort_low_beta,market
2025-05-23,AON,cohort_low_beta,market
2025-06-06,AON,cohort_low_beta,market
2025-06-13,AON,cohort_low_beta,market
2025-06-20,AON,cohort_low_beta,market
2025-06-27,AON,cohort_low_beta,market
2025-07-03,AON,cohort_low_beta,market
2025-07-11,AON,cohort_low_beta,market
2025-07-18,AON,cohort_low_beta,market
2025-07-25,AON,cohort_low_beta,market
2025-08-01,AON,cohort_low_beta,market
2025-08-08,AON,cohort_low_beta,market
2025-08-15,AON,cohort_low_beta,market
2025-08-22,AON,cohort_low_beta,market
2025-08-29,AON,cohort_low_beta,market
2025-09-05,AON,cohort_low_beta,market
2025-09-12,AON,cohort_low_beta,market
2025-09-19,AON,cohort_low_beta,market
2025-09-26,AON,cohort_low_beta,market
2025-10-03,AON,cohort_low_beta,market
