date,symbol,cohort,driver
2024-05-31,BX,cohort_high_beta,market
2024-06-07,BX,cohort_high_beta,market
2024-06-14,BX,cohort_high_beta,market
2024-06-21,BX,cohort_high_beta,market
2024-06-28,BX,cohort_high_beta,market
2024-07-05,BX,cohort_high_beta,market
2024-07-12,BX,cohort_high_beta,market
2024-07-19,BX,cohort_high_beta,market
2024-07-26,BX,cohort_high_beta,market
2024-08-02,BX,cohort_high_beta,market
2024-08-09,BX,cohort_high_beta,market
2024-08-16,BX,cohort_high_beta,market
2024-08-23,BX,cohort_high_beta,market
2024-08-30,BX,cohort_high_beta,market
2024-09-06,BX,cohort_high_beta,market
2024-09-13,BX,cohort_high_beta,market
2024-09-20,BX,cohort_high_beta,market
2024-09-27,BX,cohort_high_beta,market
2024-10-04,BX,cohort_high_beta,market
2024-10-11,BX,cohort_high_beta,market
2024-10-18,BX,cohort_high_beta,market
2024-10-25,BX,cohort_high_beta,market
2024-11-01,BX,cohort_high_beta,market
2024-11-08,BX,cohort_high_beta,market
2024-11-15,BX,cohort_high_beta,market
2024-11-22,BX,cohort_high_beta,market
2024-11-29,BX,cohort_high_beta,market
2024-12-06,BX,cohort_high_beta,market
2024-12-13,BX,cohort_high_beta,market
2024-12-20,BX,cohort_high_beta,market
2024-12-27,BX,cohort_high_beta,market
2025-01-03,BX,cohort_high_beta,market
2025-01-10,BX,cohort_high_beta,market
2025-01-17,BX,cohort_high_beta,market
2025-01-24,BX,cohort_high_beta,market
2025-01-31,BX,cohort_high_beta,market
2025-02-07,BX,cohort_high_beta,market
2025-02-14,BX,cohort_high_beta,market
2025-02-21,BX,cohort_high_beta,market
2025-02-28,BX,cohort_high_beta,market
2025-03-07,BX,cohort_high_beta,market
2025-03-14,BX,cohort_high_beta,market
2025-03-21,BX,cohort_high_beta,market
2025-03-28,BX,cohort_high_beta,market
2025-04-04,BX,cohort_high_beta,market
2025-04-11,BX,cohort_high_beta,market
2025-04-17,BX,cohort_high_beta,market
2025-04-25,BX,cohort_high_beta,market
2025-05-02,BX,cohort_high_beta,market
2025-05-09,BX,cohort_high_beta,market
2025-05-16,BX,cohort_high_beta,market
2025-05-23,BX,cohort_high_beta,market
2025-05-30,BX,cohort_high_beta,market
2025-06-06,BX,cohort_high_beta,market
2025-06-13,BX,cohort_high_beta,market
2025-06-20,BX,cohort_high_beta,market
2025-06-27,BX,cohort_high_beta,market
2025-07-03,BX,cohort_high_beta,market
2025-07-11,BX,cohort_high_beta,market
2025-07-18,BX,cohort_high_beta,market
2025-07-25,BX,cohort_high_beta,market
2025-08-01,BX,cohort_high_beta,market
2025-08-08,BX,cohort_high_beta,market
2025-08-15,BX,cohort_high_beta,market
2025-08-22,BX,cohort_high_beta,market
2025-08-29,BX,cohort_high_beta,market
2025-09-05,BX,cohort_high_beta,market
2025-09-12,BX,cohort_high_beta,market
2025-09-19,BX,cohort_high_beta,market
2025-09-26,BX,cohort_high_beta,market
2025-10-03,BX,cohort_high_beta,market
2025-10-10,BX,cohort_high_beta,market
2025-10-17,BX,cohort_high_beta,market
2025-10-24,BX,cohort_high_beta,market
2025-10-31,BX,cohort_high_beta,market
2025-11-07,BX,cohort_high_beta,market
2025-11-14,BX,cohort_high_beta,market
2025-11-21,BX,cohort_high_beta,market
2025-11-28,BX,cohort_high_beta,market
2025-12-05,BX,cohort_high_beta,market
2025-12-12,BX,cohort_high_beta,market
2025-12-19,BX,cohort_high_beta,market
2025-12-26,BX,cohort_high_beta,market
2026-01-02,BX,cohort_high_beta,market
2026-01-09,BX,cohort_high_beta,market
2026-01-16,BX,cohort_high_beta,market
2026-01-23,BX,cohort_high_beta,market
2026-01-30,BX,cohort_high_beta,market
2026-02-06,BX,cohort_high_beta,market
2026-02-13,BX,cohort_high_beta,market
2026-02-20,BX,cohort_high_beta,market
2026-02-27,BX,cohort_high_beta,market
2026-03-06,BX,cohort_high_beta,market
2026-03-13,BX,cohort_high_beta,market
2026-03-20,BX,cohort_high_beta,market
2026-03-27,BX,cohort_high_beta,market
2026-04-02,BX,cohort_high_beta,market
2026-04-10,BX,cohort_high_beta,market
2026-04-17,BX,cohort_high_beta,market
2026-04-24,BX,cohort_high_beta,market
2026-05-01,BX,cohort_high_beta,market
2026-05-08,BX,cohort_high_beta,market
2026-05-15,BX,cohort_high_beta,market
2026-05-22,BX,cohort_high_beta,market
2024-05-31,BXP,cohort_high_beta,market
2024-06-07,BXP,cohort_high_beta,market
2024-06-14,BXP,cohort_high_beta,market
2024-06-21,BXP,cohort_high_beta,market
2024-06-28,BXP,cohort_high_beta,market
2024-07-05,BXP,cohort_high_beta,market
2024-07-12,BXP,cohort_high_beta,market
2024-07-19,BXP,cohort_high_beta,market
2024-07-26,BXP,cohort_high_beta,market
2024-08-02,BXP,cohort_high_beta,market
2024-08-09,BXP,cohort_high_beta,market
2024-08-16,BXP,cohort_high_beta,market
2024-08-23,BXP,cohort_high_beta,market
2024-08-30,BXP,cohort_high_beta,market
2024-09-06,BXP,cohort_high_beta,market
2024-09-13,BXP,cohort_high_beta,market
2024-09-20,BXP,cohort_high_beta,market
2024-09-27,BXP,cohort_high_beta,market
2024-10-04,BXP,cohort_high_beta,market
2024-10-11,BXP,cohort_high_beta,market
2024-10-18,BXP,cohort_high_beta,market
2024-10-25,BXP,cohort_high_beta,market
2024-11-01,BXP,cohort_high_beta,market
2024-11-08,BXP,cohort_high_beta,market
2024-11-15,BXP,cohort_high_beta,market
2024-11-22,BXP,cohort_high_beta,market
2024-11-29,BXP,cohort_high_beta,market
2024-12-06,BXP,cohort_high_beta,market
2024-12-20,BXP,cohort_high_beta,market
2024-12-27,BXP,cohort_high_beta,market
2025-01-03,BXP,cohort_high_beta,market
2025-01-10,BXP,cohort_high_beta,market
2025-01-17,BXP,cohort_high_beta,market
2025-01-24,BXP,cohort_high_beta,market
2025-01-31,BXP,cohort_high_beta,market
2025-02-07,BXP,cohort_high_beta,market
2025-02-14,BXP,cohort_high_beta,market
2025-03-14,BXP,cohort_high_beta,market
2025-03-21,BXP,cohort_high_beta,market
2025-01-10,C,cohort_high_beta,market
2025-01-17,C,cohort_high_beta,market
2025-01-24,C,cohort_high_beta,market
2025-01-31,C,cohort_high_beta,market
2025-02-07,C,cohort_high_beta,market
2025-02-14,C,cohort_high_beta,market
2025-02-21,C,cohort_high_beta,market
2025-02-28,C,cohort_high_beta,market
2025-03-07,C,cohort_high_beta,market
2025-03-14,C,cohort_high_beta,market
2025-03-21,C,cohort_high_beta,market
2025-03-28,C,cohort_high_beta,market
2025-04-04,C,cohort_high_beta,market
2025-04-11,C,cohort_high_beta,market
2025-04-17,C,cohort_high_beta,market
2025-04-25,C,cohort_high_beta,market
2025-05-02,C,cohort_high_beta,market
2025-05-09,C,cohort_high_beta,market
2025-05-16,C,cohort_high_beta,market
2025-05-23,C,cohort_high_beta,market
2025-05-30,C,cohort_high_beta,market
2025-06-06,C,cohort_high_beta,market
2025-06-13,C,cohort_high_beta,market
2025-06-20,C,cohort_high_beta,market
2025-06-27,C,cohort_high_beta,market
2025-07-03,C,cohort_high_beta,market
2025-07-11,C,cohort_high_beta,market
2025-07-18,C,cohort_high_beta,market
2025-07-25,C,cohort_high_beta,market
2025-08-01,C,cohort_high_beta,market
2025-08-08,C,cohort_high_beta,market
2025-08-15,C,cohort_high_beta,market
2025-08-22,C,cohort_high_beta,market
2025-08-29,C,cohort_high_beta,market
2025-09-05,C,cohort_high_beta,market
2025-09-12,C,cohort_high_beta,market
2025-09-19,C,cohort_high_beta,market
2025-09-26,C,cohort_high_beta,market
2025-10-03,C,cohort_high_beta,market
2025-10-10,C,cohort_high_beta,market
2025-10-17,C,cohort_high_beta,market
2025-10-24,C,cohort_high_beta,market
2025-10-31,C,cohort_high_beta,market
2025-11-07,C,cohort_high_beta,market
2026-02-13,C,cohort_high_beta,market
2026-02-20,C,cohort_high_beta,market
2026-02-27,C,cohort_high_beta,market
2026-03-06,C,cohort_high_beta,market
2026-03-13,C,cohort_high_beta,market
2026-03-20,C,cohort_high_beta,market
2026-04-02,C,cohort_high_beta,market
2026-04-17,C,cohort_high_beta,market
2026-04-24,C,cohort_high_beta,market
2026-05-01,C,cohort_high_beta,market
2026-05-08,C,cohort_high_beta,market
2026-05-15,C,cohort_high_beta,market
2026-05-22,C,cohort_high_beta,market
2024-05-31,CARR,cohort_high_beta,market
2024-06-07,CARR,cohort_high_beta,market
2024-06-14,CARR,cohort_high_beta,market
2024-06-21,CARR,cohort_high_beta,market
2024-06-28,CARR,cohort_high_beta,market
2024-07-05,CARR,cohort_high_beta,market
2024-07-12,CARR,cohort_high_beta,market
2024-07-19,CARR,cohort_high_beta,market
2024-07-26,CARR,cohort_high_beta,market
2024-08-02,CARR,cohort_high_beta,market
2024-08-09,CARR,cohort_high_beta,market
2024-08-16,CARR,cohort_high_beta,market
2024-08-23,CARR,cohort_high_beta,market
2024-08-30,CARR,cohort_high_beta,market
2024-09-06,CARR,cohort_high_beta,market
2024-09-13,CARR,cohort_high_beta,market
2024-09-20,CARR,cohort_high_beta,market
2024-09-27,CARR,cohort_high_beta,market
2024-10-04,CARR,cohort_high_beta,market
2024-10-11,CARR,cohort_high_beta,market
2024-10-18,CARR,cohort_high_beta,market
2024-10-25,CARR,cohort_high_beta,market
2024-11-01,CARR,cohort_high_beta,market
2024-11-08,CARR,cohort_high_beta,market
2024-11-15,CARR,cohort_high_beta,market
2024-11-22,CARR,cohort_high_beta,market
2024-11-29,CARR,cohort_high_beta,market
2024-12-06,CARR,cohort_high_beta,market
2024-12-13,CARR,cohort_high_beta,market
2024-12-20,CARR,cohort_high_beta,market
2024-12-27,CARR,cohort_high_beta,market
2025-01-03,CARR,cohort_high_beta,market
2025-01-10,CARR,cohort_high_beta,market
2025-01-17,CARR,cohort_high_beta,market
2025-01-24,CARR,cohort_high_beta,market
2025-01-31,CARR,cohort_high_beta,market
2025-02-07,CARR,cohort_high_beta,market
2025-02-14,CARR,cohort_high_beta,market
2025-02-21,CARR,cohort_high_beta,market
2025-02-28,CARR,cohort_high_beta,market
2025-03-07,CARR,cohort_high_beta,market
2025-03-14,CARR,cohort_high_beta,market
2025-03-21,CARR,cohort_high_beta,market
2025-03-28,CARR,cohort_high_beta,market
2025-04-04,CARR,cohort_high_beta,market
2024-05-31,CAT,cohort_high_beta,market
2024-08-02,CAT,cohort_high_beta,market
2024-08-09,CAT,cohort_high_beta,market
2024-08-16,CAT,cohort_high_beta,market
2024-08-23,CAT,cohort_high_beta,market
2024-08-30,CAT,cohort_high_beta,market
2024-09-06,CAT,cohort_high_beta,market
2024-09-13,CAT,cohort_high_beta,market
2024-09-20,CAT,cohort_high_beta,market
2024-09-27,CAT,cohort_high_beta,market
2024-10-04,CAT,cohort_high_beta,market
2024-10-11,CAT,cohort_high_beta,market
2024-10-18,CAT,cohort_high_beta,market
2024-10-25,CAT,cohort_high_beta,market
2024-11-01,CAT,cohort_high_beta,market
2024-11-08,CAT,cohort_high_beta,market
2024-11-15,CAT,cohort_high_beta,market
2024-11-22,CAT,cohort_high_beta,market
2024-11-29,CAT,cohort_high_beta,market
2024-12-06,CAT,cohort_high_beta,market
2024-12-13,CAT,cohort_high_beta,market
2024-12-20,CAT,cohort_high_beta,market
2024-12-27,CAT,cohort_high_beta,market
2025-01-03,CAT,cohort_high_beta,market
2025-01-10,CAT,cohort_high_beta,market
2025-01-17,CAT,cohort_high_beta,market
2025-01-24,CAT,cohort_high_beta,market
2025-01-31,CAT,cohort_high_beta,market
2025-02-07,CAT,cohort_high_beta,market
2025-02-14,CAT,cohort_high_beta,market
2025-02-21,CAT,cohort_high_beta,market
2025-02-28,CAT,cohort_high_beta,market
2025-03-07,CAT,cohort_high_beta,market
2025-03-14,CAT,cohort_high_beta,market
2025-03-21,CAT,cohort_high_beta,market
2025-03-28,CAT,cohort_high_beta,market
2025-04-04,CAT,cohort_high_beta,market
2026-04-17,CAT,cohort_high_beta,market
2026-04-24,CAT,cohort_high_beta,market
2026-05-01,CAT,cohort_high_beta,market
2026-05-08,CAT,cohort_high_beta,market
2026-05-15,CAT,cohort_high_beta,market
2026-05-22,CAT,cohort_high_beta,market
2024-05-31,CBRE,cohort_high_beta,market
2024-06-07,CBRE,cohort_high_beta,market
2024-06-14,CBRE,cohort_high_beta,market
2024-06-21,CBRE,cohort_high_beta,market
2024-06-28,CBRE,cohort_high_beta,market
2024-07-05,CBRE,cohort_high_beta,market
2024-07-12,CBRE,cohort_high_beta,market
2024-05-31,CCL,cohort_high_beta,market
2024-06-07,CCL,cohort_high_beta,market
2024-06-14,CCL,cohort_high_beta,market
2024-06-21,CCL,cohort_high_beta,market
2024-06-28,CCL,cohort_high_beta,market
2024-07-05,CCL,cohort_high_beta,market
2024-07-12,CCL,cohort_high_beta,market
2024-07-19,CCL,cohort_high_beta,market
2024-07-26,CCL,cohort_high_beta,market
2024-08-02,CCL,cohort_high_beta,market
2024-08-09,CCL,cohort_high_beta,market
2024-08-16,CCL,cohort_high_beta,market
2024-08-23,CCL,cohort_high_beta,market
2024-08-30,CCL,cohort_high_beta,market
2024-09-06,CCL,cohort_high_beta,market
2024-09-13,CCL,cohort_high_beta,market
2024-09-20,CCL,cohort_high_beta,market
2024-09-27,CCL,cohort_high_beta,market
2024-10-04,CCL,cohort_high_beta,market
2024-10-11,CCL,cohort_high_beta,market
2024-10-18,CCL,cohort_high_beta,market
2024-10-25,CCL,cohort_high_beta,market
2024-11-01,CCL,cohort_high_beta,market
2024-11-08,CCL,cohort_high_beta,market
2024-11-15,CCL,cohort_high_beta,market
2024-11-22,CCL,cohort_high_beta,market
2024-11-29,CCL,cohort_high_beta,market
2024-12-06,CCL,cohort_high_beta,market
2024-12-13,CCL,cohort_high_beta,market
2024-12-20,CCL,cohort_high_beta,market
2024-12-27,CCL,cohort_high_beta,market
2025-01-03,CCL,cohort_high_beta,market
2025-01-10,CCL,cohort_high_beta,market
2025-01-17,CCL,cohort_high_beta,market
2025-01-24,CCL,cohort_high_beta,market
2025-01-31,CCL,cohort_high_beta,market
2025-02-07,CCL,cohort_high_beta,market
2025-02-14,CCL,cohort_high_beta,market
2025-02-21,CCL,cohort_high_beta,market
2025-02-28,CCL,cohort_high_beta,market
2025-03-07,CCL,cohort_high_beta,market
2025-03-14,CCL,cohort_high_beta,market
2025-03-21,CCL,cohort_high_beta,market
2025-03-28,CCL,cohort_high_beta,market
2025-04-04,CCL,cohort_high_beta,market
2025-04-11,CCL,cohort_high_beta,market
2025-04-17,CCL,cohort_high_beta,market
2025-04-25,CCL,cohort_high_beta,market
2025-05-02,CCL,cohort_high_beta,market
2025-05-09,CCL,cohort_high_beta,market
2025-05-16,CCL,cohort_high_beta,market
2025-05-23,CCL,cohort_high_beta,market
2025-05-30,CCL,cohort_high_beta,market
2025-06-06,CCL,cohort_high_beta,market
2025-06-13,CCL,cohort_high_beta,market
2025-06-20,CCL,cohort_high_beta,market
2025-06-27,CCL,cohort_high_beta,market
2025-07-03,CCL,cohort_high_beta,market
2025-07-11,CCL,cohort_high_beta,market
2025-07-18,CCL,cohort_high_beta,market
2025-07-25,CCL,cohort_high_beta,market
2025-08-01,CCL,cohort_high_beta,market
2025-08-08,CCL,cohort_high_beta,market
2025-08-15,CCL,cohort_high_beta,market
2025-08-22,CCL,cohort_high_beta,market
2025-08-29,CCL,cohort_high_beta,market
2025-09-05,CCL,cohort_high_beta,market
2025-09-12,CCL,cohort_high_beta,market
2025-09-19,CCL,cohort_high_beta,market
2025-09-26,CCL,cohort_high_beta,market
2025-10-03,CCL,cohort_high_beta,market
2025-10-10,CCL,cohort_high_beta,market
2025-10-17,CCL,cohort_high_beta,market
2025-10-24,CCL,cohort_high_beta,market
2025-10-31,CCL,cohort_high_beta,market
2025-11-07,CCL,cohort_high_beta,market
2025-11-14,CCL,cohort_high_beta,market
2025-11-21,CCL,cohort_high_beta,market
2025-11-28,CCL,cohort_high_beta,market
2025-12-05,CCL,cohort_high_beta,market
2025-12-12,CCL,cohort_high_beta,market
2025-12-19,CCL,cohort_high_beta,market
2025-12-26,CCL,cohort_high_beta,market
2026-01-02,CCL,cohort_high_beta,market
2026-01-09,CCL,cohort_high_beta,market
2026-01-16,CCL,cohort_high_beta,market
2026-01-23,CCL,cohort_high_beta,market
2026-01-30,CCL,cohort_high_beta,market
2026-02-06,CCL,cohort_high_beta,market
2026-02-13,CCL,cohort_high_beta,market
2026-02-20,CCL,cohort_high_beta,market
2026-02-27,CCL,cohort_high_beta,market
2026-03-06,CCL,cohort_high_beta,market
2026-03-13,CCL,cohort_high_beta,market
2026-03-20,CCL,cohort_high_beta,market
2026-03-27,CCL,cohort_high_beta,market
2026-04-02,CCL,cohort_high_beta,market
2026-04-10,CCL,cohort_high_beta,market
2026-04-17,CCL,cohort_high_beta,market
2026-04-24,CCL,cohort_high_beta,market
2026-05-01,CCL,cohort_high_beta,market
2026-05-08,CCL,cohort_high_beta,market
2026-05-15,CCL,cohort_high_beta,market
2026-05-22,CCL,cohort_high_beta,market
2024-05-31,CDNS,cohort_high_beta,market
2024-06-07,CDNS,cohort_high_beta,market
2024-06-14,CDNS,cohort_high_beta,market
2024-06-21,CDNS,cohort_high_beta,market
2024-06-28,CDNS,cohort_high_beta,market
2024-07-05,CDNS,cohort_high_beta,market
2024-07-12,CDNS,cohort_high_beta,market
2024-07-19,CDNS,cohort_high_beta,market
2024-07-26,CDNS,cohort_high_beta,market
2024-08-02,CDNS,cohort_high_beta,market
2024-08-09,CDNS,cohort_high_beta,market
2024-08-16,CDNS,cohort_high_beta,market
2024-08-23,CDNS,cohort_high_beta,market
2024-08-30,CDNS,cohort_high_beta,market
2024-09-06,CDNS,cohort_high_beta,market
2024-09-13,CDNS,cohort_high_beta,market
2024-09-20,CDNS,cohort_high_beta,market
2024-09-27,CDNS,cohort_high_beta,market
2024-10-04,CDNS,cohort_high_beta,market
2024-10-11,CDNS,cohort_high_beta,market
2024-10-18,CDNS,cohort_high_beta,market
2024-10-25,CDNS,cohort_high_beta,market
2024-11-01,CDNS,cohort_high_beta,market
2024-11-08,CDNS,cohort_high_beta,market
2024-11-15,CDNS,cohort_high_beta,market
2024-11-22,CDNS,cohort_high_beta,market
2024-11-29,CDNS,cohort_high_beta,market
2024-12-06,CDNS,cohort_high_beta,market
2024-12-13,CDNS,cohort_high_beta,market
2024-12-20,CDNS,cohort_high_beta,market
2024-12-27,CDNS,cohort_high_beta,market
2025-01-03,CDNS,cohort_high_beta,market
2025-01-10,CDNS,cohort_high_beta,market
2025-01-17,CDNS,cohort_high_beta,market
2025-01-24,CDNS,cohort_high_beta,market
2025-01-31,CDNS,cohort_high_beta,market
2025-02-07,CDNS,cohort_high_beta,market
2025-02-14,CDNS,cohort_high_beta,market
2025-02-21,CDNS,cohort_high_beta,market
2025-02-28,CDNS,cohort_high_beta,market
2025-03-07,CDNS,cohort_high_beta,market
2025-03-14,CDNS,cohort_high_beta,market
2025-03-21,CDNS,cohort_high_beta,market
2025-03-28,CDNS,cohort_high_beta,market
2025-04-04,CDNS,cohort_high_beta,market
2025-04-11,CDNS,cohort_high_beta,market
2025-04-17,CDNS,cohort_high_beta,market
2025-04-25,CDNS,cohort_high_beta,market
2025-05-02,CDNS,cohort_high_beta,market
2025-05-09,CDNS,cohort_high_beta,market
2025-05-16,CDNS,cohort_high_beta,market
2025-05-23,CDNS,cohort_high_beta,market
2025-05-30,CDNS,cohort_high_beta,market
2025-06-06,CDNS,cohort_high_beta,market
2025-06-13,CDNS,cohort_high_beta,market
2025-06-20,CDNS,cohort_high_beta,market
2025-06-27,CDNS,cohort_high_beta,market
2025-07-03,CDNS,cohort_high_beta,market
2025-07-11,CDNS,cohort_high_beta,market
2025-07-18,CDNS,cohort_high_beta,market
2025-07-25,CDNS,cohort_high_beta,market
2025-08-01,CDNS,cohort_high_beta,market
2025-08-08,CDNS,cohort_high_beta,market
2025-08-15,CDNS,cohort_high_beta,market
2025-08-22,CDNS,cohort_high_beta,market
2025-08-29,CDNS,cohort_high_beta,market
2025-09-05,CDNS,cohort_high_beta,market
2025-09-12,CDNS,cohort_high_beta,market
2025-09-19,CDNS,cohort_high_beta,market
2025-09-26,CDNS,cohort_high_beta,market
2025-10-03,CDNS,cohort_high_beta,market
2025-10-10,CDNS,cohort_high_beta,market
2025-10-17,CDNS,cohort_high_beta,market
2025-10-24,CDNS,cohort_high_beta,market
2025-10-31,CDNS,cohort_high_beta,market
2025-11-07,CDNS,cohort_high_beta,market
2025-11-14,CDNS,cohort_high_beta,market
2025-11-21,CDNS,cohort_high_beta,market
2025-11-28,CDNS,cohort_high_beta,market
2025-12-05,CDNS,cohort_high_beta,market
2025-12-12,CDNS,cohort_high_beta,market
2025-12-19,CDNS,cohort_high_beta,market
2025-12-26,CDNS,cohort_high_beta,market
2026-01-02,CDNS,cohort_high_beta,market
2026-01-09,CDNS,cohort_high_beta,market
2026-01-16,CDNS,cohort_high_beta,market
2026-01-23,CDNS,cohort_high_beta,market
2026-01-30,CDNS,cohort_high_beta,market
2026-02-06,CDNS,cohort_high_beta,market
2026-02-13,CDNS,cohort_high_beta,market
2026-02-20,CDNS,cohort_high_beta,market
2026-02-27,CDNS,cohort_high_beta,market
2026-03-06,CDNS,cohort_high_beta,market
2026-03-13,CDNS,cohort_high_beta,market
2026-03-20,CDNS,cohort_high_beta,market
2026-03-27,CDNS,cohort_high_beta,market
2026-04-02,CDNS,cohort_high_beta,market
2026-04-10,CDNS,cohort_high_beta,market
2026-04-17,CDNS,cohort_high_beta,market
2026-04-24,CDNS,cohort_high_beta,market
2026-05-01,CDNS,cohort_high_beta,market
2026-05-08,CDNS,cohort_high_beta,market
2026-05-15,CDNS,cohort_high_beta,market
2026-05-22,CDNS,cohort_high_beta,market
2024-08-30,CE,cohort_high_beta,market
2024-09-06,CE,cohort_high_beta,market
2024-09-13,CE,cohort_high_beta,market
2024-09-20,CE,cohort_high_beta,market
2024-09-27,CE,cohort_high_beta,market
2024-10-04,CE,cohort_high_beta,market
2024-10-11,CE,cohort_high_beta,market
2024-10-18,CE,cohort_high_beta,market
2024-10-25,CE,cohort_high_beta,market
2024-11-01,CE,cohort_high_beta,market
2024-07-26,CEG,cohort_high_beta,market
2024-08-02,CEG,cohort_high_beta,market
2024-08-09,CEG,cohort_high_beta,market
2024-08-16,CEG,cohort_high_beta,market
2024-08-23,CEG,cohort_high_beta,market
2024-08-30,CEG,cohort_high_beta,market
2024-09-06,CEG,cohort_high_beta,market
2024-09-13,CEG,cohort_high_beta,market
2024-09-20,CEG,cohort_high_beta,market
2024-09-27,CEG,cohort_high_beta,market
2024-10-04,CEG,cohort_high_beta,market
2024-10-11,CEG,cohort_high_beta,market
2024-10-18,CEG,cohort_high_beta,market
2024-10-25,CEG,cohort_high_beta,market
2024-11-01,CEG,cohort_high_beta,market
2024-11-08,CEG,cohort_high_beta,market
2024-11-15,CEG,cohort_high_beta,market
2024-11-22,CEG,cohort_high_beta,market
2024-11-29,CEG,cohort_high_beta,market
2024-12-06,CEG,cohort_high_beta,market
2024-12-13,CEG,cohort_high_beta,market
2024-12-20,CEG,cohort_high_beta,market
2024-12-27,CEG,cohort_high_beta,market
2025-01-03,CEG,cohort_high_beta,market
2025-01-10,CEG,cohort_high_beta,market
2025-01-17,CEG,cohort_high_beta,market
2025-01-24,CEG,cohort_high_beta,market
2025-01-31,CEG,cohort_high_beta,market
2025-02-07,CEG,cohort_high_beta,market
2025-02-14,CEG,cohort_high_beta,market
2025-02-21,CEG,cohort_high_beta,market
2025-02-28,CEG,cohort_high_beta,market
2025-03-07,CEG,cohort_high_beta,market
2025-03-14,CEG,cohort_high_beta,market
2025-03-21,CEG,cohort_high_beta,market
2025-03-28,CEG,cohort_high_beta,market
2025-04-04,CEG,cohort_high_beta,market
2025-04-11,CEG,cohort_high_beta,market
2025-04-17,CEG,cohort_high_beta,market
2025-04-25,CEG,cohort_high_beta,market
2025-05-02,CEG,cohort_high_beta,market
2025-05-09,CEG,cohort_high_beta,market
2025-05-16,CEG,cohort_high_beta,market
2025-05-23,CEG,cohort_high_beta,market
2025-05-30,CEG,cohort_high_beta,market
2025-06-06,CEG,cohort_high_beta,market
2025-06-13,CEG,cohort_high_beta,market
2025-06-20,CEG,cohort_high_beta,market
2025-06-27,CEG,cohort_high_beta,market
2025-07-03,CEG,cohort_high_beta,market
2025-07-11,CEG,cohort_high_beta,market
2025-07-18,CEG,cohort_high_beta,market
2025-07-25,CEG,cohort_high_beta,market
2025-08-01,CEG,cohort_high_beta,market
2025-08-08,CEG,cohort_high_beta,market
2025-08-15,CEG,cohort_high_beta,market
2025-08-22,CEG,cohort_high_beta,market
2025-08-29,CEG,cohort_high_beta,market
2025-09-05,CEG,cohort_high_beta,market
2025-09-12,CEG,cohort_high_beta,market
2025-09-19,CEG,cohort_high_beta,market
2025-09-26,CEG,cohort_high_beta,market
2025-10-03,CEG,cohort_high_beta,market
2025-10-10,CEG,cohort_high_beta,market
2025-10-17,CEG,cohort_high_beta,market
2025-10-24,CEG,cohort_high_beta,market
2025-10-31,CEG,cohort_high_beta,market
2025-11-07,CEG,cohort_high_beta,market
2025-11-14,CEG,cohort_high_beta,market
2025-11-21,CEG,cohort_high_beta,market
2025-11-28,CEG,cohort_high_beta,market
2025-12-05,CEG,cohort_high_beta,market
2025-12-12,CEG,cohort_high_beta,market
2025-12-19,CEG,cohort_high_beta,market
2025-12-26,CEG,cohort_high_beta,market
2026-01-02,CEG,cohort_high_beta,market
2026-01-09,CEG,cohort_high_beta,market
2026-01-16,CEG,cohort_high_beta,market
2026-01-23,CEG,cohort_high_beta,market
2026-01-30,CEG,cohort_high_beta,market
2026-02-06,CEG,cohort_high_beta,market
2026-02-13,CEG,cohort_high_beta,market
2026-02-20,CEG,cohort_high_beta,market
2026-02-27,CEG,cohort_high_beta,market
2026-03-06,CEG,cohort_high_beta,market
2026-03-13,CEG,cohort_high_beta,market
2026-03-20,CEG,cohort_high_beta,market
2026-03-27,CEG,cohort_high_beta,market
2026-04-02,CEG,cohort_high_beta,market
2026-04-10,CEG,cohort_high_beta,market
2026-04-17,CEG,cohort_high_beta,market
2026-04-24,CEG,cohort_high_beta,market
2026-05-01,CEG,cohort_high_beta,market
2026-05-08,CEG,cohort_high_beta,market
2026-05-15,CEG,cohort_high_beta,market
2026-05-22,CEG,cohort_high_beta,market
2024-05-31,CFG,cohort_high_beta,market
2024-06-07,CFG,cohort_high_beta,market
2024-06-14,CFG,cohort_high_beta,market
2024-06-21,CFG,cohort_high_beta,market
2024-06-28,CFG,cohort_high_beta,market
2024-07-05,CFG,cohort_high_beta,market
2024-07-12,CFG,cohort_high_beta,market
2024-07-19,CFG,cohort_high_beta,market
2025-04-04,CFG,cohort_high_beta,market
2025-05-16,CFG,cohort_high_beta,market
2025-05-23,CFG,cohort_high_beta,market
2025-05-30,CFG,cohort_high_beta,market
2025-06-06,CFG,cohort_high_beta,market
2025-06-13,CFG,cohort_high_beta,market
2025-06-27,CFG,cohort_high_beta,market
2025-07-03,CFG,cohort_high_beta,market
2025-07-11,CFG,cohort_high_beta,market
2025-07-18,CFG,cohort_high_beta,market
2025-07-25,CFG,cohort_high_beta,market
2025-08-01,CFG,cohort_high_beta,market
2025-08-08,CFG,cohort_high_beta,market
2025-08-15,CFG,cohort_high_beta,market
2025-08-22,CFG,cohort_high_beta,market
2025-08-29,CFG,cohort_high_beta,market
2025-09-05,CFG,cohort_high_beta,market
2025-09-12,CFG,cohort_high_beta,market
2025-09-19,CFG,cohort_high_beta,market
2025-09-26,CFG,cohort_high_beta,market
2025-10-03,CFG,cohort_high_beta,market
2025-10-10,CFG,cohort_high_beta,market
2025-10-17,CFG,cohort_high_beta,market
2025-10-24,CFG,cohort_high_beta,market
