source,family,agent,provider_candidates,key_present,connector_mode,adapter_path,normalized_schema_path,mock_fixture_path,dry_run_command,live_collection_ran,schema_fields
news_sentiment,A_news_sentiment_x_sensitivity,news-sentiment-agent,NEWSAPI_KEY;BENZINGA_API_KEY;ALPHAVANTAGE_API_KEY;EODHD_API_KEY;POLYGON_API_KEY,False,ADAPTER_AND_MOCK_NO_KEY,D:/Stock_Prediction_app_data/external_adapters/news_sentiment_adapter.py,D:/Stock_Prediction_app_data/external_normalized/news_sentiment/news_sentiment_normalized.csv,D:/Stock_Prediction_app_data/external_normalized/news_sentiment/news_sentiment_mock_fixture.csv,"$env:NEWSAPI_KEY=""<YOUR_KEY>""; python ""D:\Stock_Prediction_app_data\external_adapters\news_sentiment_adapter.py""",False,13
analyst_revision,B_analyst_revision_x_sensitivity,analyst-revision-agent,FMP_API_KEY;FINNHUB_API_KEY;INTRINIO_API_KEY;ALPHAVANTAGE_API_KEY,False,ADAPTER_AND_MOCK_NO_KEY,D:/Stock_Prediction_app_data/external_adapters/analyst_revision_adapter.py,D:/Stock_Prediction_app_data/external_normalized/analyst_revision/analyst_revision_normalized.csv,D:/Stock_Prediction_app_data/external_normalized/analyst_revision/analyst_revision_mock_fixture.csv,"$env:FMP_API_KEY=""<YOUR_KEY>""; python ""D:\Stock_Prediction_app_data\external_adapters\analyst_revision_adapter.py""",False,13
earnings,C_earnings_surprise_x_sensitivity,earnings-event-agent,FMP_API_KEY;FINNHUB_API_KEY;ALPHAVANTAGE_API_KEY;EODHD_API_KEY,False,ADAPTER_AND_MOCK_NO_KEY,D:/Stock_Prediction_app_data/external_adapters/earnings_adapter.py,D:/Stock_Prediction_app_data/external_normalized/earnings/earnings_normalized.csv,D:/Stock_Prediction_app_data/external_normalized/earnings/earnings_mock_fixture.csv,"$env:FMP_API_KEY=""<YOUR_KEY>""; python ""D:\Stock_Prediction_app_data\external_adapters\earnings_adapter.py""",False,13
options_iv,D_options_iv_x_sensitivity,options-signal-agent,POLYGON_API_KEY;INTRINIO_API_KEY;IEX_CLOUD_API_KEY,False,ADAPTER_AND_MOCK_NO_KEY,D:/Stock_Prediction_app_data/external_adapters/options_iv_adapter.py,D:/Stock_Prediction_app_data/external_normalized/options_iv/options_iv_normalized.csv,D:/Stock_Prediction_app_data/external_normalized/options_iv/options_iv_mock_fixture.csv,"$env:POLYGON_API_KEY=""<YOUR_KEY>""; python ""D:\Stock_Prediction_app_data\external_adapters\options_iv_adapter.py""",False,11
short_interest,E_short_interest_x_sensitivity,short-interest-agent,FINNHUB_API_KEY;FMP_API_KEY;QUANDL_API_KEY,False,ADAPTER_AND_MOCK_NO_KEY,D:/Stock_Prediction_app_data/external_adapters/short_interest_adapter.py,D:/Stock_Prediction_app_data/external_normalized/short_interest/short_interest_normalized.csv,D:/Stock_Prediction_app_data/external_normalized/short_interest/short_interest_mock_fixture.csv,"$env:FINNHUB_API_KEY=""<YOUR_KEY>""; python ""D:\Stock_Prediction_app_data\external_adapters\short_interest_adapter.py""",False,10
transcript_tone,A_news_sentiment_x_sensitivity,transcript-tone-agent,NEWSAPI_KEY;BENZINGA_API_KEY;ALPHAVANTAGE_API_KEY;EODHD_API_KEY;POLYGON_API_KEY,False,ADAPTER_AND_MOCK_NO_KEY,D:/Stock_Prediction_app_data/external_adapters/transcript_tone_adapter.py,D:/Stock_Prediction_app_data/external_normalized/transcript_tone/transcript_tone_normalized.csv,D:/Stock_Prediction_app_data/external_normalized/transcript_tone/transcript_tone_mock_fixture.csv,"$env:NEWSAPI_KEY=""<YOUR_KEY>""; python ""D:\Stock_Prediction_app_data\external_adapters\transcript_tone_adapter.py""",False,10
