source,family,schema_name,normalized_path,n_real_events,n_mock_events,mock_fixture_path,pit_field,status
news_sentiment,A_news_sentiment_x_sensitivity,news_sentiment,D:/Stock_Prediction_app_data/external_normalized/news_sentiment/news_sentiment_normalized.csv,0,3,D:/Stock_Prediction_app_data/external_normalized/news_sentiment/news_sentiment_mock_fixture.csv,point_in_time_available_at,SCHEMA_READY_MOCK_ONLY
analyst_revision,B_analyst_revision_x_sensitivity,analyst_revisions,D:/Stock_Prediction_app_data/external_normalized/analyst_revision/analyst_revision_normalized.csv,0,3,D:/Stock_Prediction_app_data/external_normalized/analyst_revision/analyst_revision_mock_fixture.csv,point_in_time_available_at,SCHEMA_READY_MOCK_ONLY
earnings,C_earnings_surprise_x_sensitivity,earnings,D:/Stock_Prediction_app_data/external_normalized/earnings/earnings_normalized.csv,0,3,D:/Stock_Prediction_app_data/external_normalized/earnings/earnings_mock_fixture.csv,point_in_time_available_at,SCHEMA_READY_MOCK_ONLY
options_iv,D_options_iv_x_sensitivity,options_iv,D:/Stock_Prediction_app_data/external_normalized/options_iv/options_iv_normalized.csv,0,3,D:/Stock_Prediction_app_data/external_normalized/options_iv/options_iv_mock_fixture.csv,point_in_time_available_at,SCHEMA_READY_MOCK_ONLY
short_interest,E_short_interest_x_sensitivity,short_interest,D:/Stock_Prediction_app_data/external_normalized/short_interest/short_interest_normalized.csv,0,3,D:/Stock_Prediction_app_data/external_normalized/short_interest/short_interest_mock_fixture.csv,point_in_time_available_at,SCHEMA_READY_MOCK_ONLY
transcript_tone,A_news_sentiment_x_sensitivity,transcript_tone,D:/Stock_Prediction_app_data/external_normalized/transcript_tone/transcript_tone_normalized.csv,0,3,D:/Stock_Prediction_app_data/external_normalized/transcript_tone/transcript_tone_mock_fixture.csv,point_in_time_available_at,SCHEMA_READY_MOCK_ONLY
