ticker,sector,field,periods_present,non_null_value_count,coverage_note
GS,Financials,eps_diluted,30,30,
GS,Financials,free_cash_flow,37,37,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
GS,Financials,net_income,30,30,
GS,Financials,operating_cash_flow,37,37,
GS,Financials,shareholder_equity,31,51,
GS,Financials,total_assets,28,60,
GS,Financials,total_liabilities,29,60,
HCA,Health Care,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
HCA,Health Care,eps_diluted,30,30,
HCA,Health Care,free_cash_flow,37,37,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
HCA,Health Care,net_income,30,30,
HCA,Health Care,operating_cash_flow,43,43,
HCA,Health Care,revenue,23,23,
HCA,Health Care,shareholder_equity,35,60,
HCA,Health Care,total_assets,35,60,
HCA,Health Care,total_liabilities,33,56,
HD,Consumer Discretionary,eps_diluted,30,30,
HD,Consumer Discretionary,net_income,30,30,
HD,Consumer Discretionary,operating_cash_flow,40,40,
HD,Consumer Discretionary,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
HD,Consumer Discretionary,revenue,11,11,
HD,Consumer Discretionary,shareholder_equity,31,51,
HD,Consumer Discretionary,total_assets,35,60,
HD,Consumer Discretionary,total_liabilities,35,60,
HON,Industrials,capital_expenditures,40,42,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
HON,Industrials,eps_diluted,26,36,
HON,Industrials,free_cash_flow,40,42,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
HON,Industrials,net_income,26,36,
HON,Industrials,operating_cash_flow,41,43,
HON,Industrials,operating_income,20,20,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
HON,Industrials,revenue,18,28,
HON,Industrials,shareholder_equity,36,60,
HON,Industrials,total_assets,36,60,
IBM,Information Technology,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
IBM,Information Technology,eps_diluted,30,30,
IBM,Information Technology,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
IBM,Information Technology,net_income,30,30,
IBM,Information Technology,operating_cash_flow,40,40,
IBM,Information Technology,revenue,29,31,
IBM,Information Technology,shareholder_equity,35,60,
IBM,Information Technology,total_assets,35,60,
IBM,Information Technology,total_liabilities,35,60,
ICE,Financials,capital_expenditures,39,41,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ICE,Financials,eps_diluted,30,33,
ICE,Financials,free_cash_flow,39,41,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ICE,Financials,net_income,30,33,
ICE,Financials,operating_cash_flow,39,41,
ICE,Financials,operating_income,30,33,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ICE,Financials,revenue,24,24,
ICE,Financials,shareholder_equity,34,60,
ICE,Financials,total_assets,34,60,
ICE,Financials,total_liabilities,34,60,
INTC,Information Technology,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
INTC,Information Technology,eps_diluted,30,30,
INTC,Information Technology,free_cash_flow,32,32,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
INTC,Information Technology,net_income,30,30,
INTC,Information Technology,operating_cash_flow,45,45,
INTC,Information Technology,operating_income,29,29,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
INTC,Information Technology,revenue,29,29,
INTC,Information Technology,shareholder_equity,31,59,
INTC,Information Technology,total_assets,35,60,
INTU,Information Technology,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
INTU,Information Technology,eps_diluted,28,31,
INTU,Information Technology,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
INTU,Information Technology,net_income,28,31,
INTU,Information Technology,operating_cash_flow,40,40,
INTU,Information Technology,operating_income,28,31,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
INTU,Information Technology,revenue,31,31,
INTU,Information Technology,shareholder_equity,22,47,
INTU,Information Technology,total_assets,36,60,
INTU,Information Technology,total_liabilities,36,60,
ISRG,Health Care,capital_expenditures,2,2,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ISRG,Health Care,eps_diluted,26,32,
ISRG,Health Care,net_income,26,32,
ISRG,Health Care,operating_cash_flow,40,40,
ISRG,Health Care,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ISRG,Health Care,revenue,23,35,
ISRG,Health Care,shareholder_equity,35,60,
ISRG,Health Care,total_assets,35,60,
ISRG,Health Care,total_liabilities,35,60,
ITW,Industrials,capital_expenditures,39,43,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ITW,Industrials,eps_diluted,28,33,
ITW,Industrials,free_cash_flow,39,43,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ITW,Industrials,operating_cash_flow,39,43,
ITW,Industrials,operating_income,28,33,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ITW,Industrials,revenue,9,13,
ITW,Industrials,shareholder_equity,3,4,
ITW,Industrials,total_assets,34,60,
JNJ,Health Care,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
JNJ,Health Care,eps_diluted,27,33,
JNJ,Health Care,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
JNJ,Health Care,net_income,27,33,
JNJ,Health Care,operating_cash_flow,40,40,
JNJ,Health Care,operating_income,21,21,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
JNJ,Health Care,revenue,8,8,
JNJ,Health Care,shareholder_equity,13,18,
JNJ,Health Care,total_assets,35,60,
JNJ,Health Care,total_liabilities,35,60,
JPM,Financials,eps_diluted,30,30,
JPM,Financials,net_income,30,30,
JPM,Financials,operating_cash_flow,40,40,
JPM,Financials,revenue,30,32,
JPM,Financials,shareholder_equity,31,51,
JPM,Financials,total_assets,31,51,
JPM,Financials,total_liabilities,35,60,
KLAC,Information Technology,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
KLAC,Information Technology,eps_diluted,28,33,
KLAC,Information Technology,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
KLAC,Information Technology,net_income,21,36,
KLAC,Information Technology,operating_cash_flow,40,40,
KLAC,Information Technology,operating_income,20,32,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
KLAC,Information Technology,revenue,4,4,
KLAC,Information Technology,shareholder_equity,31,60,
KLAC,Information Technology,total_assets,36,60,
KLAC,Information Technology,total_liabilities,36,60,
KO,Consumer Staples,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
KO,Consumer Staples,eps_diluted,30,30,
KO,Consumer Staples,free_cash_flow,38,38,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
KO,Consumer Staples,net_income,30,30,
KO,Consumer Staples,operating_cash_flow,43,43,
KO,Consumer Staples,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
KO,Consumer Staples,revenue,30,30,
KO,Consumer Staples,shareholder_equity,35,60,
KO,Consumer Staples,total_assets,35,60,
LIN,Materials,capital_expenditures,35,35,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
LIN,Materials,eps_diluted,30,30,
LIN,Materials,free_cash_flow,26,26,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
LIN,Materials,net_income,30,30,
LIN,Materials,operating_cash_flow,28,28,
LIN,Materials,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
LIN,Materials,revenue,30,30,
LIN,Materials,shareholder_equity,34,58,
LIN,Materials,total_assets,33,57,
LIN,Materials,total_liabilities,31,53,
LLY,Health Care,eps_diluted,30,30,
LLY,Health Care,net_income,30,30,
LLY,Health Care,operating_cash_flow,40,40,
LLY,Health Care,revenue,30,30,
LLY,Health Care,shareholder_equity,35,60,
LLY,Health Care,total_assets,35,60,
LMT,Industrials,capital_expenditures,23,23,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
LMT,Industrials,eps_diluted,30,33,
LMT,Industrials,net_income,30,33,
LMT,Industrials,operating_cash_flow,39,42,
LMT,Industrials,operating_income,30,33,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
LMT,Industrials,revenue,30,33,
LMT,Industrials,shareholder_equity,28,54,
LMT,Industrials,total_assets,34,60,
LMT,Industrials,total_liabilities,34,60,
LOW,Consumer Discretionary,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
LOW,Consumer Discretionary,eps_diluted,30,30,
LOW,Consumer Discretionary,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
LOW,Consumer Discretionary,net_income,30,30,
LOW,Consumer Discretionary,operating_cash_flow,40,40,
LOW,Consumer Discretionary,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
LOW,Consumer Discretionary,revenue,30,30,
LOW,Consumer Discretionary,shareholder_equity,22,46,
LOW,Consumer Discretionary,total_assets,33,55,
LOW,Consumer Discretionary,total_liabilities,33,55,
MA,Financials,capital_expenditures,40,42,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MA,Financials,eps_diluted,30,30,
MA,Financials,free_cash_flow,40,42,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MA,Financials,net_income,22,35,
MA,Financials,operating_cash_flow,40,42,
MA,Financials,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MA,Financials,revenue,30,30,
MA,Financials,shareholder_equity,34,60,
MA,Financials,total_assets,34,60,
MA,Financials,total_liabilities,34,60,
MAR,Consumer Discretionary,capital_expenditures,41,41,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MAR,Consumer Discretionary,eps_diluted,30,33,
MAR,Consumer Discretionary,free_cash_flow,39,39,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MAR,Consumer Discretionary,net_income,22,37,
MAR,Consumer Discretionary,operating_cash_flow,40,40,
MAR,Consumer Discretionary,operating_income,30,33,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MAR,Consumer Discretionary,revenue,30,33,
MAR,Consumer Discretionary,shareholder_equity,22,47,
MAR,Consumer Discretionary,total_assets,35,60,
MCD,Consumer Discretionary,capital_expenditures,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MCD,Consumer Discretionary,eps_diluted,30,30,
MCD,Consumer Discretionary,free_cash_flow,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MCD,Consumer Discretionary,net_income,30,30,
MCD,Consumer Discretionary,operating_cash_flow,30,30,
MCD,Consumer Discretionary,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MCD,Consumer Discretionary,revenue,30,30,
MCD,Consumer Discretionary,shareholder_equity,23,47,
MCD,Consumer Discretionary,total_assets,35,60,
MCO,Financials,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MCO,Financials,eps_diluted,30,30,
MCO,Financials,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MCO,Financials,net_income,30,30,
MCO,Financials,operating_cash_flow,40,40,
MCO,Financials,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MCO,Financials,revenue,23,35,
MCO,Financials,shareholder_equity,35,60,
MCO,Financials,total_assets,35,60,
MCO,Financials,total_liabilities,35,60,
MDLZ,Consumer Staples,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MDLZ,Consumer Staples,eps_diluted,30,33,
MDLZ,Consumer Staples,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MDLZ,Consumer Staples,net_income,30,33,
MDLZ,Consumer Staples,operating_cash_flow,40,40,
MDLZ,Consumer Staples,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MDLZ,Consumer Staples,revenue,30,33,
MDLZ,Consumer Staples,shareholder_equity,35,60,
MDLZ,Consumer Staples,total_assets,35,60,
MDLZ,Consumer Staples,total_liabilities,35,60,
MDT,Health Care,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MDT,Health Care,eps_diluted,29,29,
MDT,Health Care,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MDT,Health Care,net_income,29,29,
MDT,Health Care,operating_cash_flow,40,40,
MDT,Health Care,operating_income,29,29,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MDT,Health Care,revenue,21,33,
MDT,Health Care,shareholder_equity,36,60,
MDT,Health Care,total_assets,36,60,
MDT,Health Care,total_liabilities,36,60,
META,Communication Services,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
META,Communication Services,eps_diluted,30,30,
META,Communication Services,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
META,Communication Services,net_income,30,30,
META,Communication Services,operating_cash_flow,40,40,
META,Communication Services,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
META,Communication Services,revenue,29,29,
META,Communication Services,shareholder_equity,23,47,
META,Communication Services,total_assets,35,60,
META,Communication Services,total_liabilities,35,60,
MO,Consumer Staples,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MO,Consumer Staples,eps_diluted,30,31,
MO,Consumer Staples,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MO,Consumer Staples,net_income,30,33,
MO,Consumer Staples,operating_cash_flow,40,40,
MO,Consumer Staples,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MO,Consumer Staples,revenue,22,35,
MO,Consumer Staples,shareholder_equity,35,60,
MO,Consumer Staples,total_assets,35,60,
MO,Consumer Staples,total_liabilities,35,60,
MRK,Health Care,capital_expenditures,16,16,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MRK,Health Care,eps_diluted,30,30,
MRK,Health Care,free_cash_flow,15,15,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MRK,Health Care,net_income,30,30,
MRK,Health Care,operating_cash_flow,46,46,
MRK,Health Care,revenue,30,30,
MRK,Health Care,shareholder_equity,35,60,
MRK,Health Care,total_assets,35,60,
MS,Financials,eps_diluted,30,33,
MS,Financials,net_income,30,33,
MS,Financials,operating_cash_flow,41,41,
MS,Financials,revenue,23,35,
MS,Financials,shareholder_equity,35,60,
MS,Financials,total_assets,35,60,
MS,Financials,total_liabilities,35,60,
MSFT,Information Technology,capital_expenditures,29,29,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MSFT,Information Technology,eps_diluted,28,31,
MSFT,Information Technology,free_cash_flow,29,29,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MSFT,Information Technology,net_income,28,31,
MSFT,Information Technology,operating_cash_flow,29,29,
MSFT,Information Technology,operating_income,28,31,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MSFT,Information Technology,revenue,14,20,
MSFT,Information Technology,shareholder_equity,31,52,
MSFT,Information Technology,total_assets,36,60,
MSFT,Information Technology,total_liabilities,36,60,
MU,Information Technology,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MU,Information Technology,eps_diluted,29,32,
MU,Information Technology,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MU,Information Technology,net_income,23,37,
MU,Information Technology,operating_cash_flow,41,41,
MU,Information Technology,operating_income,29,32,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
MU,Information Technology,revenue,9,9,
MU,Information Technology,shareholder_equity,20,47,
MU,Information Technology,total_assets,35,60,
MU,Information Technology,total_liabilities,35,60,
NEE,Utilities,eps_diluted,30,33,
NEE,Utilities,net_income,30,30,
NEE,Utilities,operating_cash_flow,40,40,
NEE,Utilities,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NEE,Utilities,revenue,22,34,
NEE,Utilities,shareholder_equity,35,60,
NEE,Utilities,total_assets,35,60,
NEE,Utilities,total_liabilities,23,39,
NFLX,Communication Services,capital_expenditures,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NFLX,Communication Services,eps_diluted,30,33,
NFLX,Communication Services,free_cash_flow,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NFLX,Communication Services,net_income,30,33,
NFLX,Communication Services,operating_cash_flow,30,30,
NFLX,Communication Services,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NFLX,Communication Services,revenue,30,33,
NFLX,Communication Services,shareholder_equity,23,47,
NFLX,Communication Services,total_assets,34,60,
NFLX,Communication Services,total_liabilities,34,60,
NKE,Consumer Discretionary,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NKE,Consumer Discretionary,eps_diluted,29,29,
NKE,Consumer Discretionary,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NKE,Consumer Discretionary,net_income,29,29,
NKE,Consumer Discretionary,operating_cash_flow,40,40,
NKE,Consumer Discretionary,revenue,29,29,
NKE,Consumer Discretionary,shareholder_equity,22,47,
NKE,Consumer Discretionary,total_assets,36,60,
NOC,Industrials,capital_expenditures,38,38,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NOC,Industrials,eps_diluted,30,33,
NOC,Industrials,free_cash_flow,38,38,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NOC,Industrials,net_income,30,33,
NOC,Industrials,operating_cash_flow,40,40,
NOC,Industrials,operating_income,30,33,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NOC,Industrials,revenue,30,33,
NOC,Industrials,shareholder_equity,31,51,
NOC,Industrials,total_assets,35,60,
NOC,Industrials,total_liabilities,35,60,
NOW,Information Technology,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NOW,Information Technology,eps_diluted,30,30,
NOW,Information Technology,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NOW,Information Technology,net_income,30,30,
NOW,Information Technology,operating_cash_flow,40,40,
NOW,Information Technology,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NOW,Information Technology,revenue,27,27,
NOW,Information Technology,shareholder_equity,23,47,
NOW,Information Technology,total_assets,35,60,
NOW,Information Technology,total_liabilities,35,60,
NVDA,Information Technology,capital_expenditures,32,32,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NVDA,Information Technology,eps_diluted,30,30,
NVDA,Information Technology,free_cash_flow,12,12,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NVDA,Information Technology,net_income,30,30,
NVDA,Information Technology,operating_cash_flow,40,40,
NVDA,Information Technology,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
NVDA,Information Technology,revenue,30,30,
NVDA,Information Technology,shareholder_equity,23,47,
NVDA,Information Technology,total_assets,35,60,
NVDA,Information Technology,total_liabilities,35,60,
ORCL,Information Technology,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ORCL,Information Technology,eps_diluted,29,29,
ORCL,Information Technology,free_cash_flow,37,37,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ORCL,Information Technology,net_income,29,29,
ORCL,Information Technology,operating_cash_flow,45,45,
ORCL,Information Technology,operating_income,29,29,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ORCL,Information Technology,revenue,30,30,
ORCL,Information Technology,shareholder_equity,36,60,
ORCL,Information Technology,total_assets,36,60,
ORLY,Consumer Discretionary,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ORLY,Consumer Discretionary,eps_diluted,25,34,
ORLY,Consumer Discretionary,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ORLY,Consumer Discretionary,net_income,25,34,
ORLY,Consumer Discretionary,operating_cash_flow,40,40,
ORLY,Consumer Discretionary,operating_income,25,34,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ORLY,Consumer Discretionary,revenue,21,36,
ORLY,Consumer Discretionary,shareholder_equity,23,47,
ORLY,Consumer Discretionary,total_assets,35,60,
PANW,Information Technology,capital_expenditures,2,2,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PANW,Information Technology,eps_diluted,35,37,
PANW,Information Technology,free_cash_flow,2,2,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PANW,Information Technology,net_income,28,31,
PANW,Information Technology,operating_cash_flow,40,40,
PANW,Information Technology,operating_income,28,31,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PANW,Information Technology,revenue,8,8,
PANW,Information Technology,shareholder_equity,29,56,
PANW,Information Technology,total_assets,36,60,
PANW,Information Technology,total_liabilities,17,29,
PEP,Consumer Staples,eps_diluted,30,30,
PEP,Consumer Staples,net_income,30,30,
PEP,Consumer Staples,operating_cash_flow,40,40,
PEP,Consumer Staples,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PEP,Consumer Staples,revenue,30,30,
PEP,Consumer Staples,shareholder_equity,35,60,
PEP,Consumer Staples,total_assets,35,60,
PEP,Consumer Staples,total_liabilities,35,60,
PFE,Health Care,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PFE,Health Care,eps_diluted,30,30,
PFE,Health Care,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PFE,Health Care,net_income,30,30,
PFE,Health Care,operating_cash_flow,40,40,
PFE,Health Care,revenue,19,19,
PFE,Health Care,shareholder_equity,35,60,
PFE,Health Care,total_assets,35,60,
PFE,Health Care,total_liabilities,35,60,
PG,Consumer Staples,capital_expenditures,39,42,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PG,Consumer Staples,eps_diluted,28,32,
PG,Consumer Staples,free_cash_flow,39,42,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PG,Consumer Staples,net_income,28,32,
PG,Consumer Staples,operating_cash_flow,39,42,
PG,Consumer Staples,operating_income,28,32,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PG,Consumer Staples,revenue,28,32,
PG,Consumer Staples,total_assets,33,60,
PG,Consumer Staples,total_liabilities,34,60,
PH,Industrials,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PH,Industrials,eps_diluted,28,33,
PH,Industrials,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PH,Industrials,net_income,28,35,
PH,Industrials,operating_cash_flow,40,40,
PH,Industrials,operating_income,29,29,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PH,Industrials,revenue,13,13,
PH,Industrials,shareholder_equity,36,60,
PH,Industrials,total_assets,36,60,
PH,Industrials,total_liabilities,36,60,
PLD,Real Estate,eps_diluted,22,35,
PLD,Real Estate,net_income,30,30,
PLD,Real Estate,operating_cash_flow,45,45,
PLD,Real Estate,operating_income,22,35,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PLD,Real Estate,revenue,22,35,
PLD,Real Estate,shareholder_equity,35,60,
PLD,Real Estate,total_assets,35,60,
PLD,Real Estate,total_liabilities,35,60,
PM,Consumer Staples,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PM,Consumer Staples,eps_diluted,30,33,
PM,Consumer Staples,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PM,Consumer Staples,net_income,30,33,
PM,Consumer Staples,operating_cash_flow,40,40,
PM,Consumer Staples,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PM,Consumer Staples,revenue,21,34,
PM,Consumer Staples,shareholder_equity,35,60,
PM,Consumer Staples,total_assets,35,60,
PM,Consumer Staples,total_liabilities,35,60,
PNC,Financials,eps_diluted,30,30,
PNC,Financials,net_income,6,6,
PNC,Financials,operating_cash_flow,43,43,
PNC,Financials,revenue,33,33,
PNC,Financials,shareholder_equity,35,60,
PNC,Financials,total_assets,35,60,
PNC,Financials,total_liabilities,35,60,
PYPL,Financials,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PYPL,Financials,eps_diluted,30,33,
PYPL,Financials,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PYPL,Financials,net_income,22,37,
PYPL,Financials,operating_cash_flow,40,40,
PYPL,Financials,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
PYPL,Financials,revenue,30,33,
PYPL,Financials,shareholder_equity,23,50,
PYPL,Financials,total_assets,35,60,
PYPL,Financials,total_liabilities,35,60,
QCOM,Information Technology,eps_diluted,29,32,
QCOM,Information Technology,net_income,29,29,
QCOM,Information Technology,operating_cash_flow,41,43,
QCOM,Information Technology,operating_income,29,32,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
QCOM,Information Technology,revenue,29,32,
QCOM,Information Technology,shareholder_equity,36,60,
QCOM,Information Technology,total_assets,35,60,
QCOM,Information Technology,total_liabilities,35,60,
REGN,Health Care,eps_diluted,30,33,
REGN,Health Care,net_income,22,37,
REGN,Health Care,operating_cash_flow,40,40,
REGN,Health Care,operating_income,30,30,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
REGN,Health Care,revenue,22,35,
REGN,Health Care,shareholder_equity,22,47,
REGN,Health Care,total_assets,35,60,
REGN,Health Care,total_liabilities,35,60,
ROP,Information Technology,eps_diluted,22,34,
ROP,Information Technology,net_income,22,34,
ROP,Information Technology,operating_cash_flow,42,42,
ROP,Information Technology,operating_income,22,34,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
ROP,Information Technology,revenue,23,35,
ROP,Information Technology,shareholder_equity,23,47,
ROP,Information Technology,total_assets,35,60,
ROP,Information Technology,total_liabilities,35,60,
RTX,Industrials,capital_expenditures,20,20,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
RTX,Industrials,eps_diluted,30,33,
RTX,Industrials,free_cash_flow,17,17,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
RTX,Industrials,net_income,30,33,
RTX,Industrials,operating_cash_flow,36,36,
RTX,Industrials,operating_income,27,33,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
RTX,Industrials,revenue,25,36,
RTX,Industrials,shareholder_equity,34,60,
RTX,Industrials,total_assets,35,60,
RTX,Industrials,total_liabilities,35,60,
SBUX,Consumer Discretionary,capital_expenditures,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
SBUX,Consumer Discretionary,eps_diluted,29,32,
SBUX,Consumer Discretionary,free_cash_flow,40,40,"bank/sector-specific fields (operating_income, capex, fcf) may be legitimately absent"
