endpoint,ticker,raw_path,rows,gitignored
dividends,HUBB,research/data/eodhd/raw/dividends/HUBB.json,66,True
dividends,HUM,research/data/eodhd/raw/dividends/HUM.json,61,True
dividends,HWM,research/data/eodhd/raw/dividends/HWM.json,34,True
dividends,IBKR,research/data/eodhd/raw/dividends/IBKR.json,63,True
dividends,IBM,research/data/eodhd/raw/dividends/IBM.json,66,True
dividends,IBN,research/data/eodhd/raw/dividends/IBN.json,17,True
dividends,ICE,research/data/eodhd/raw/dividends/ICE.json,53,True
dividends,IDXX,research/data/eodhd/raw/dividends/IDXX.json,0,True
dividends,IEX,research/data/eodhd/raw/dividends/IEX.json,67,True
dividends,IFF,research/data/eodhd/raw/dividends/IFF.json,66,True
dividends,IFNNY,research/data/eodhd/raw/dividends/IFNNY.json,16,True
dividends,IMO,research/data/eodhd/raw/dividends/IMO.json,68,True
dividends,INCY,research/data/eodhd/raw/dividends/INCY.json,0,True
dividends,ING,research/data/eodhd/raw/dividends/ING.json,25,True
dividends,INTC,research/data/eodhd/raw/dividends/INTC.json,59,True
dividends,INTU,research/data/eodhd/raw/dividends/INTU.json,59,True
dividends,INVH,research/data/eodhd/raw/dividends/INVH.json,38,True
dividends,IP,research/data/eodhd/raw/dividends/IP.json,67,True
dividends,IQV,research/data/eodhd/raw/dividends/IQV.json,0,True
dividends,IR,research/data/eodhd/raw/dividends/IR.json,32,True
dividends,IRM,research/data/eodhd/raw/dividends/IRM.json,70,True
dividends,ISRG,research/data/eodhd/raw/dividends/ISRG.json,0,True
dividends,IT,research/data/eodhd/raw/dividends/IT.json,0,True
dividends,ITUB,research/data/eodhd/raw/dividends/ITUB.json,265,True
dividends,ITW,research/data/eodhd/raw/dividends/ITW.json,66,True
dividends,IVZ,research/data/eodhd/raw/dividends/IVZ.json,67,True
dividends,J,research/data/eodhd/raw/dividends/J.json,38,True
dividends,JBHT,research/data/eodhd/raw/dividends/JBHT.json,66,True
dividends,JBL,research/data/eodhd/raw/dividends/JBL.json,66,True
dividends,JCI,research/data/eodhd/raw/dividends/JCI.json,94,True
dividends,JKHY,research/data/eodhd/raw/dividends/JKHY.json,66,True
dividends,JNJ,research/data/eodhd/raw/dividends/JNJ.json,66,True
dividends,JPM,research/data/eodhd/raw/dividends/JPM.json,67,True
dividends,KDP,research/data/eodhd/raw/dividends/KDP.json,66,True
dividends,KEY,research/data/eodhd/raw/dividends/KEY.json,66,True
dividends,KEYS,research/data/eodhd/raw/dividends/KEYS.json,0,True
dividends,KHC,research/data/eodhd/raw/dividends/KHC.json,55,True
dividends,KIM,research/data/eodhd/raw/dividends/KIM.json,65,True
dividends,KKR,research/data/eodhd/raw/dividends/KKR.json,66,True
dividends,KLAC,research/data/eodhd/raw/dividends/KLAC.json,67,True
dividends,KMB,research/data/eodhd/raw/dividends/KMB.json,66,True
dividends,KMI,research/data/eodhd/raw/dividends/KMI.json,61,True
dividends,KO,research/data/eodhd/raw/dividends/KO.json,66,True
dividends,KR,research/data/eodhd/raw/dividends/KR.json,68,True
dividends,KVUE,research/data/eodhd/raw/dividends/KVUE.json,12,True
dividends,KXIAY,research/data/eodhd/raw/dividends/KXIAY.json,0,True
dividends,L,research/data/eodhd/raw/dividends/L.json,67,True
dividends,LDOS,research/data/eodhd/raw/dividends/LDOS.json,60,True
dividends,LEN,research/data/eodhd/raw/dividends/LEN.json,68,True
dividends,LH,research/data/eodhd/raw/dividends/LH.json,17,True
dividends,LHX,research/data/eodhd/raw/dividends/LHX.json,66,True
dividends,LII,research/data/eodhd/raw/dividends/LII.json,66,True
dividends,LIN,research/data/eodhd/raw/dividends/LIN.json,66,True
dividends,LITE,research/data/eodhd/raw/dividends/LITE.json,0,True
dividends,LLY,research/data/eodhd/raw/dividends/LLY.json,67,True
dividends,LMT,research/data/eodhd/raw/dividends/LMT.json,66,True
dividends,LNT,research/data/eodhd/raw/dividends/LNT.json,66,True
