endpoint,ticker,status,rows,requests_made
sentiments,EQIX,CACHED,0,0
sentiments,EQNR,CACHED,0,0
sentiments,EQR,CACHED,0,0
sentiments,EQT,CACHED,0,0
sentiments,ERIE,CACHED,0,0
sentiments,ES,CACHED,0,0
sentiments,ESS,CACHED,0,0
sentiments,ET,CACHED,0,0
sentiments,ETN,CACHED,0,0
sentiments,ETR,CACHED,0,0
sentiments,EVRG,CACHED,0,0
sentiments,EW,CACHED,0,0
sentiments,EXC,CACHED,0,0
sentiments,EXE,CACHED,0,0
sentiments,EXPD,CACHED,0,0
sentiments,EXPE,CACHED,0,0
sentiments,EXR,CACHED,0,0
sentiments,F,CACHED,0,0
sentiments,FANG,CACHED,0,0
sentiments,FAST,CACHED,0,0
sentiments,FCX,CACHED,0,0
sentiments,FDS,CACHED,0,0
sentiments,FDX,CACHED,0,0
sentiments,FE,CACHED,0,0
sentiments,FFIV,CACHED,0,0
sentiments,FICO,CACHED,0,0
sentiments,FIS,CACHED,0,0
sentiments,FISV,CACHED,0,0
sentiments,FITB,CACHED,0,0
sentiments,FIX,CACHED,0,0
sentiments,FLEX,CACHED,0,0
sentiments,FOX,CACHED,0,0
sentiments,FOXA,CACHED,0,0
sentiments,FRT,CACHED,0,0
sentiments,FSLR,CACHED,0,0
sentiments,FTNT,CACHED,0,0
sentiments,FTV,CACHED,0,0
sentiments,GD,CACHED,0,0
sentiments,GDDY,CACHED,0,0
sentiments,GE,CACHED,0,0
sentiments,GEHC,CACHED,0,0
sentiments,GEN,CACHED,0,0
sentiments,GEV,CACHED,0,0
sentiments,GILD,CACHED,0,0
sentiments,GIS,CACHED,0,0
sentiments,GL,CACHED,0,0
sentiments,GLW,CACHED,0,0
sentiments,GM,CACHED,0,0
sentiments,GNRC,CACHED,0,0
sentiments,GOOG,CACHED,0,0
sentiments,GOOGL,CACHED,0,0
sentiments,GPC,CACHED,0,0
sentiments,GPN,CACHED,0,0
sentiments,GRMN,CACHED,0,0
sentiments,GS,CACHED,0,0
sentiments,GSK,CACHED,0,0
sentiments,GWW,CACHED,0,0
sentiments,HAL,CACHED,0,0
sentiments,HAS,CACHED,0,0
sentiments,HBAN,CACHED,0,0
sentiments,HCA,CACHED,0,0
sentiments,HD,CACHED,0,0
sentiments,HDB,CACHED,0,0
sentiments,HIG,CACHED,0,0
sentiments,HII,CACHED,0,0
sentiments,HLT,CACHED,0,0
sentiments,HON,CACHED,0,0
sentiments,HOOD,CACHED,0,0
sentiments,HPE,CACHED,0,0
sentiments,HPQ,CACHED,0,0
sentiments,HRL,CACHED,0,0
sentiments,HSBC,CACHED,0,0
sentiments,HSIC,CACHED,0,0
sentiments,HST,CACHED,0,0
sentiments,HSY,CACHED,0,0
sentiments,HTHIY,CACHED,0,0
sentiments,HUBB,CACHED,0,0
sentiments,HUM,CACHED,0,0
sentiments,HWM,CACHED,0,0
sentiments,IBKR,CACHED,0,0
sentiments,IBM,CACHED,0,0
sentiments,IBN,CACHED,0,0
sentiments,ICE,CACHED,0,0
sentiments,IDXX,CACHED,0,0
sentiments,IEX,CACHED,0,0
sentiments,IFF,CACHED,0,0
sentiments,IFNNY,CACHED,0,0
sentiments,IMO,CACHED,0,0
sentiments,INCY,CACHED,0,0
sentiments,ING,CACHED,0,0
sentiments,INTC,CACHED,0,0
sentiments,INTU,CACHED,0,0
sentiments,INVH,CACHED,0,0
sentiments,IP,CACHED,0,0
sentiments,IQV,CACHED,0,0
sentiments,IR,CACHED,0,0
sentiments,IRM,CACHED,0,0
sentiments,ISRG,CACHED,0,0
sentiments,IT,CACHED,0,0
sentiments,ITUB,CACHED,0,0
sentiments,ITW,CACHED,0,0
sentiments,IVZ,CACHED,0,0
sentiments,J,CACHED,0,0
sentiments,JBHT,CACHED,0,0
sentiments,JBL,CACHED,0,0
sentiments,JCI,CACHED,0,0
sentiments,JKHY,CACHED,0,0
sentiments,JNJ,CACHED,0,0
sentiments,JPM,CACHED,0,0
sentiments,KDP,CACHED,0,0
sentiments,KEY,CACHED,0,0
sentiments,KEYS,CACHED,0,0
sentiments,KHC,CACHED,0,0
sentiments,KIM,CACHED,0,0
sentiments,KKR,CACHED,0,0
sentiments,KLAC,CACHED,0,0
sentiments,KMB,CACHED,0,0
sentiments,KMI,CACHED,0,0
sentiments,KO,CACHED,0,0
sentiments,KR,CACHED,0,0
sentiments,KVUE,CACHED,0,0
sentiments,KXIAY,CACHED,0,0
sentiments,L,CACHED,0,0
sentiments,LDOS,CACHED,0,0
sentiments,LEN,CACHED,0,0
sentiments,LH,CACHED,0,0
sentiments,LHX,CACHED,0,0
sentiments,LII,CACHED,0,0
sentiments,LIN,CACHED,0,0
sentiments,LITE,CACHED,0,0
sentiments,LLY,CACHED,0,0
sentiments,LMT,CACHED,0,0
sentiments,LNT,CACHED,0,0
sentiments,LOW,CACHED,0,0
sentiments,LRCX,CACHED,0,0
sentiments,LSEGY,CACHED,0,0
sentiments,LULU,CACHED,0,0
sentiments,LUV,CACHED,0,0
sentiments,LVS,CACHED,0,0
sentiments,LYB,CACHED,0,0
sentiments,LYG,CACHED,0,0
sentiments,LYV,CACHED,0,0
sentiments,MA,CACHED,0,0
sentiments,MAA,CACHED,0,0
sentiments,MAR,CACHED,0,0
sentiments,MAS,CACHED,0,0
sentiments,MCD,CACHED,0,0
sentiments,MCHP,CACHED,0,0
sentiments,MCK,CACHED,0,0
sentiments,MCO,CACHED,0,0
sentiments,MDLN,CACHED,0,0
sentiments,MDLZ,CACHED,0,0
sentiments,MDT,CACHED,0,0
sentiments,MELI,CACHED,0,0
sentiments,MET,CACHED,0,0
sentiments,META,CACHED,0,0
sentiments,MFC,CACHED,0,0
sentiments,MFG,CACHED,0,0
sentiments,MGCLY,CACHED,0,0
sentiments,MGM,CACHED,0,0
sentiments,MKC,CACHED,0,0
sentiments,MLM,CACHED,0,0
sentiments,MMM,CACHED,0,0
sentiments,MNST,CACHED,0,0
sentiments,MO,CACHED,0,0
sentiments,MOS,CACHED,0,0
sentiments,MPC,CACHED,0,0
sentiments,MPWR,CACHED,0,0
sentiments,MRK,CACHED,0,0
sentiments,MRNA,CACHED,0,0
sentiments,MRSH,CACHED,0,0
sentiments,MRVL,CACHED,0,0
sentiments,MS,CACHED,0,0
sentiments,MSCI,CACHED,0,0
sentiments,MSFT,CACHED,0,0
sentiments,MSI,CACHED,0,0
sentiments,MTB,CACHED,0,0
sentiments,MTD,CACHED,0,0
sentiments,MU,CACHED,0,0
sentiments,MUFG,CACHED,0,0
sentiments,NBIS,CACHED,0,0
sentiments,NCLH,CACHED,0,0
sentiments,NDAQ,CACHED,0,0
sentiments,NDSN,CACHED,0,0
sentiments,NEE,CACHED,0,0
sentiments,NEM,CACHED,0,0
sentiments,NET,CACHED,0,0
sentiments,NFLX,CACHED,0,0
sentiments,NGG,CACHED,0,0
sentiments,NI,CACHED,0,0
sentiments,NKE,CACHED,0,0
sentiments,NOC,CACHED,0,0
sentiments,NOK,CACHED,0,0
sentiments,NOW,CACHED,0,0
sentiments,NRG,CACHED,0,0
sentiments,NSC,CACHED,0,0
sentiments,NTAP,CACHED,0,0
sentiments,NTES,CACHED,0,0
sentiments,NTRS,CACHED,0,0
sentiments,NU,CACHED,0,0
sentiments,NUE,CACHED,0,0
sentiments,NVDA,CACHED,0,0
sentiments,NVO,CACHED,0,0
sentiments,NVR,CACHED,0,0
sentiments,NVS,CACHED,0,0
sentiments,NWG,CACHED,0,0
sentiments,NWS,CACHED,0,0
sentiments,NWSA,CACHED,0,0
sentiments,NXPI,CACHED,0,0
sentiments,O,CACHED,0,0
sentiments,ODFL,CACHED,0,0
sentiments,OKE,CACHED,0,0
sentiments,OMC,CACHED,0,0
sentiments,ON,CACHED,0,0
sentiments,ORCL,CACHED,0,0
sentiments,ORLY,CACHED,0,0
sentiments,OTIS,CACHED,0,0
sentiments,OXY,CACHED,0,0
sentiments,PANW,CACHED,0,0
sentiments,PAYX,CACHED,0,0
sentiments,PBR,CACHED,0,0
sentiments,PCAR,CACHED,0,0
sentiments,PCG,CACHED,0,0
sentiments,PDD,CACHED,0,0
sentiments,PEG,CACHED,0,0
sentiments,PEP,CACHED,0,0
sentiments,PFE,CACHED,0,0
sentiments,PFG,CACHED,0,0
sentiments,PG,CACHED,0,0
sentiments,PGR,CACHED,0,0
sentiments,PH,CACHED,0,0
sentiments,PHM,CACHED,0,0
sentiments,PKG,CACHED,0,0
sentiments,PLD,CACHED,0,0
sentiments,PLTR,CACHED,0,0
sentiments,PM,CACHED,0,0
sentiments,PNC,CACHED,0,0
sentiments,PNR,CACHED,0,0
sentiments,PNW,CACHED,0,0
sentiments,PODD,CACHED,0,0
sentiments,PPG,CACHED,0,0
sentiments,PPL,CACHED,0,0
sentiments,PRU,CACHED,0,0
sentiments,PSA,CACHED,0,0
sentiments,PSKY,CACHED,0,0
sentiments,PSX,CACHED,0,0
sentiments,PTC,CACHED,0,0
sentiments,PWR,CACHED,0,0
sentiments,PYPL,CACHED,0,0
sentiments,Q,CACHED,0,0
sentiments,QCOM,CACHED,0,0
sentiments,RACE,CACHED,0,0
sentiments,RCL,CACHED,0,0
sentiments,REG,CACHED,0,0
sentiments,REGN,CACHED,0,0
sentiments,RELX,CACHED,0,0
sentiments,RF,CACHED,0,0
sentiments,RIO,CACHED,0,0
sentiments,RJF,CACHED,0,0
sentiments,RKLB,CACHED,0,0
sentiments,RL,CACHED,0,0
sentiments,RMD,CACHED,0,0
sentiments,ROK,CACHED,0,0
sentiments,ROL,CACHED,0,0
sentiments,ROP,CACHED,0,0
sentiments,ROST,CACHED,0,0
sentiments,RSG,CACHED,0,0
sentiments,RTNTF,CACHED,0,0
sentiments,RTX,CACHED,0,0
sentiments,RVTY,CACHED,0,0
sentiments,RY,CACHED,0,0
sentiments,SAN,CACHED,0,0
sentiments,SAP,CACHED,0,0
sentiments,SATS,CACHED,0,0
sentiments,SBAC,CACHED,0,0
sentiments,SBUX,CACHED,0,0
sentiments,SCCO,CACHED,0,0
sentiments,SCHW,CACHED,0,0
sentiments,SHEL,CACHED,0,0
sentiments,SHOP,CACHED,0,0
sentiments,SHW,CACHED,0,0
sentiments,SJM,CACHED,0,0
sentiments,SLB,CACHED,0,0
sentiments,SMERY,CACHED,0,0
sentiments,SMFG,CACHED,0,0
sentiments,SNA,CACHED,0,0
sentiments,SNDK,CACHED,0,0
sentiments,SNOW,CACHED,0,0
sentiments,SNPS,CACHED,0,0
sentiments,SNY,CACHED,0,0
sentiments,SO,CACHED,0,0
sentiments,SOLV,CACHED,0,0
sentiments,SONY,CACHED,0,0
sentiments,SPG,CACHED,0,0
sentiments,SPGI,CACHED,0,0
sentiments,SPOT,CACHED,0,0
sentiments,SRE,CACHED,0,0
sentiments,STE,CACHED,0,0
sentiments,STLD,CACHED,0,0
sentiments,STM,CACHED,0,0
sentiments,STT,CACHED,0,0
sentiments,STX,CACHED,0,0
sentiments,STZ,CACHED,0,0
sentiments,SU,CACHED,0,0
sentiments,SW,CACHED,0,0
sentiments,SWK,CACHED,0,0
sentiments,SWKS,CACHED,0,0
sentiments,SYK,CACHED,0,0
sentiments,T,CACHED,0,0
sentiments,TAP,CACHED,0,0
sentiments,TD,CACHED,0,0
sentiments,TDG,CACHED,0,0
sentiments,TECH,CACHED,0,0
sentiments,TEL,CACHED,0,0
sentiments,TER,CACHED,0,0
sentiments,TFC,CACHED,0,0
sentiments,TGT,CACHED,0,0
sentiments,TJX,CACHED,0,0
sentiments,TM,CACHED,0,0
sentiments,TMO,CACHED,0,0
sentiments,TMUS,CACHED,0,0
sentiments,TRGP,CACHED,0,0
sentiments,TRP,CACHED,0,0
sentiments,TRV,CACHED,0,0
sentiments,TSLA,CACHED,0,0
sentiments,TT,CACHED,0,0
sentiments,TTE,CACHED,0,0
sentiments,TXN,CACHED,0,0
sentiments,UBER,CACHED,0,0
sentiments,UBS,CACHED,0,0
sentiments,UL,CACHED,0,0
sentiments,UNH,CACHED,0,0
sentiments,UNP,CACHED,0,0
sentiments,UPS,CACHED,0,0
sentiments,URI,CACHED,0,0
sentiments,USB,CACHED,0,0
sentiments,V,CACHED,0,0
sentiments,VALE,CACHED,0,0
sentiments,VLO,CACHED,0,0
sentiments,VRT,CACHED,0,0
sentiments,VRTX,CACHED,0,0
sentiments,VZ,CACHED,0,0
sentiments,WBD,CACHED,0,0
sentiments,WDC,CACHED,0,0
sentiments,WELL,CACHED,0,0
sentiments,WFC,CACHED,0,0
sentiments,WM,CACHED,0,0
sentiments,WMB,CACHED,0,0
sentiments,WMT,CACHED,0,0
sentiments,XOM,CACHED,0,0
sentiments,XYZ,CACHED,0,0
dividends,A,ACQUIRED,58,1
dividends,AAPL,ACQUIRED,56,1
dividends,ABBV,ACQUIRED,55,1
dividends,ABNB,ACQUIRED,0,1
dividends,ABT,ACQUIRED,67,1
dividends,ACGL,ACQUIRED,1,1
dividends,ACN,ACQUIRED,47,1
dividends,ADBE,ACQUIRED,0,1
dividends,ADI,ACQUIRED,66,1
dividends,ADM,ACQUIRED,66,1
dividends,ADP,ACQUIRED,66,1
dividends,ADSK,ACQUIRED,0,1
dividends,AEE,ACQUIRED,66,1
dividends,AEM,ACQUIRED,64,1
dividends,AEP,ACQUIRED,66,1
dividends,AES,ACQUIRED,55,1
dividends,AFL,ACQUIRED,66,1
dividends,AIG,ACQUIRED,53,1
dividends,AIZ,ACQUIRED,66,1
dividends,AJG,ACQUIRED,66,1
dividends,AKAM,ACQUIRED,0,1
dividends,ALAB,ACQUIRED,0,1
dividends,ALB,ACQUIRED,66,1
dividends,ALGN,ACQUIRED,0,1
dividends,ALL,ACQUIRED,66,1
dividends,ALLE,ACQUIRED,50,1
dividends,AMAT,ACQUIRED,67,1
dividends,AMCR,ACQUIRED,40,1
dividends,AMD,ACQUIRED,0,1
dividends,AME,ACQUIRED,66,1
dividends,AMGN,ACQUIRED,60,1
dividends,AMP,ACQUIRED,66,1
dividends,AMT,ACQUIRED,59,1
dividends,AMX,ACQUIRED,36,1
dividends,AMZN,ACQUIRED,0,1
dividends,ANET,ACQUIRED,0,1
dividends,AON,ACQUIRED,66,1
dividends,AOS,ACQUIRED,67,1
dividends,APA,ACQUIRED,67,1
dividends,APD,ACQUIRED,67,1
dividends,APH,ACQUIRED,66,1
dividends,APO,ACQUIRED,61,1
dividends,APP,ACQUIRED,0,1
dividends,APTV,ACQUIRED,29,1
dividends,ARE,ACQUIRED,66,1
dividends,ARES,ACQUIRED,50,1
dividends,ARM,ACQUIRED,0,1
dividends,ASML,ACQUIRED,33,1
dividends,ASX,ACQUIRED,18,1
dividends,ATEYY,ACQUIRED,48,1
dividends,ATO,ACQUIRED,66,1
dividends,AVB,ACQUIRED,66,1
dividends,AVGO,ACQUIRED,63,1
dividends,AVY,ACQUIRED,66,1
dividends,AWK,ACQUIRED,66,1
dividends,AXON,ACQUIRED,0,1
dividends,AXP,ACQUIRED,67,1
dividends,AZN,ACQUIRED,36,1
dividends,AZO,ACQUIRED,0,1
dividends,B,ACQUIRED,92,1
dividends,BA,ACQUIRED,41,1
dividends,BABA,ACQUIRED,4,1
dividends,BAC,ACQUIRED,66,1
dividends,BAESY,ACQUIRED,34,1
dividends,BALL,ACQUIRED,66,1
dividends,BAM,ACQUIRED,14,1
dividends,BAX,ACQUIRED,66,1
dividends,BBVA,ACQUIRED,46,1
dividends,BBY,ACQUIRED,66,1
dividends,BCS,ACQUIRED,44,1
dividends,BDX,ACQUIRED,66,1
dividends,BE,ACQUIRED,0,1
dividends,BEN,ACQUIRED,67,1
dividends,BG,ACQUIRED,69,1
dividends,BHP,ACQUIRED,34,1
dividends,BIIB,ACQUIRED,0,1
dividends,BKNG,ACQUIRED,10,1
dividends,BKR,ACQUIRED,67,1
dividends,BLDR,ACQUIRED,0,1
dividends,BLK,ACQUIRED,67,1
dividends,BMO,ACQUIRED,67,1
dividends,BMY,ACQUIRED,66,1
dividends,BN,ACQUIRED,76,1
dividends,BNS,ACQUIRED,66,1
dividends,BNY,ACQUIRED,66,1
dividends,BP,ACQUIRED,64,1
dividends,BR,ACQUIRED,66,1
dividends,BRO,ACQUIRED,66,1
dividends,BSX,ACQUIRED,0,1
dividends,BTI,ACQUIRED,53,1
dividends,BUD,ACQUIRED,25,1
dividends,BX,ACQUIRED,67,1
dividends,BXP,ACQUIRED,66,1
dividends,C,ACQUIRED,61,1
dividends,CAG,ACQUIRED,67,1
dividends,CAH,ACQUIRED,66,1
dividends,CARR,ACQUIRED,25,1
dividends,CASY,ACQUIRED,68,1
dividends,CAT,ACQUIRED,67,1
dividends,CB,ACQUIRED,89,1
dividends,CBOE,ACQUIRED,66,1
dividends,CBRE,ACQUIRED,0,1
dividends,CCI,ACQUIRED,50,1
dividends,CCL,ACQUIRED,44,1
dividends,CDNS,ACQUIRED,0,1
dividends,CDW,ACQUIRED,51,1
dividends,CEG,ACQUIRED,18,1
dividends,CF,ACQUIRED,66,1
dividends,CFG,ACQUIRED,47,1
dividends,CHD,ACQUIRED,66,1
dividends,CHRW,ACQUIRED,66,1
dividends,CHTR,ACQUIRED,0,1
dividends,CI,ACQUIRED,33,1
dividends,CIEN,ACQUIRED,0,1
dividends,CINF,ACQUIRED,68,1
dividends,CL,ACQUIRED,67,1
dividends,CLX,ACQUIRED,66,1
dividends,CM,ACQUIRED,69,1
dividends,CMCSA,ACQUIRED,67,1
dividends,CME,ACQUIRED,79,1
dividends,CMG,ACQUIRED,0,1
dividends,CMI,ACQUIRED,66,1
dividends,CMS,ACQUIRED,66,1
dividends,CNC,ACQUIRED,0,1
dividends,CNI,ACQUIRED,66,1
dividends,CNP,ACQUIRED,66,1
dividends,CNQ,ACQUIRED,67,1
dividends,COF,ACQUIRED,67,1
dividends,COHR,ACQUIRED,1,1
dividends,COIN,ACQUIRED,0,1
dividends,COO,ACQUIRED,28,1
dividends,COP,ACQUIRED,74,1
dividends,COR,ACQUIRED,100,1
dividends,COST,ACQUIRED,71,1
dividends,CP,ACQUIRED,66,1
dividends,CPAY,ACQUIRED,0,1
dividends,CPRT,ACQUIRED,0,1
dividends,CPT,ACQUIRED,67,1
dividends,CRH,ACQUIRED,39,1
dividends,CRL,ACQUIRED,0,1
dividends,CRM,ACQUIRED,10,1
dividends,CRWD,ACQUIRED,0,1
dividends,CSCO,ACQUIRED,62,1
dividends,CSGP,ACQUIRED,0,1
dividends,CSX,ACQUIRED,66,1
dividends,CTAS,ACQUIRED,34,1
dividends,CTSH,ACQUIRED,37,1
dividends,CTVA,ACQUIRED,28,1
dividends,CVNA,ACQUIRED,0,1
dividends,CVS,ACQUIRED,66,1
dividends,CVX,ACQUIRED,66,1
dividends,CYATY,ACQUIRED,2,1
dividends,D,ACQUIRED,66,1
dividends,DAL,ACQUIRED,40,1
dividends,DASH,ACQUIRED,0,1
dividends,DB,ACQUIRED,15,1
dividends,DD,ACQUIRED,69,1
dividends,DDOG,ACQUIRED,0,1
dividends,DE,ACQUIRED,66,1
dividends,DECK,ACQUIRED,0,1
dividends,DELL,ACQUIRED,18,1
dividends,DG,ACQUIRED,46,1
dividends,DGX,ACQUIRED,68,1
dividends,DHI,ACQUIRED,64,1
dividends,DHR,ACQUIRED,69,1
dividends,DIS,ACQUIRED,21,1
dividends,DLR,ACQUIRED,67,1
dividends,DLTR,ACQUIRED,0,1
dividends,DOC,ACQUIRED,118,1
dividends,DOV,ACQUIRED,66,1
dividends,DOW,ACQUIRED,29,1
dividends,DPZ,ACQUIRED,55,1
dividends,DRI,ACQUIRED,65,1
dividends,DTE,ACQUIRED,67,1
dividends,DTEGY,ACQUIRED,18,1
dividends,DUK,ACQUIRED,66,1
dividends,DVA,ACQUIRED,0,1
dividends,DVN,ACQUIRED,67,1
dividends,DXCM,ACQUIRED,0,1
dividends,E,ACQUIRED,41,1
dividends,EA,ACQUIRED,23,1
dividends,EBAY,ACQUIRED,30,1
dividends,ECL,ACQUIRED,67,1
dividends,ED,ACQUIRED,66,1
dividends,EFX,ACQUIRED,66,1
dividends,EG,ACQUIRED,66,1
dividends,EIX,ACQUIRED,67,1
dividends,EL,ACQUIRED,56,1
dividends,ELV,ACQUIRED,62,1
dividends,EME,ACQUIRED,59,1
dividends,EMR,ACQUIRED,66,1
dividends,ENB,ACQUIRED,66,1
dividends,EOG,ACQUIRED,74,1
dividends,EPD,ACQUIRED,67,1
dividends,EQIX,ACQUIRED,48,1
dividends,EQNR,ACQUIRED,55,1
dividends,EQR,ACQUIRED,67,1
dividends,EQT,ACQUIRED,61,1
dividends,ERIE,ACQUIRED,67,1
dividends,ES,ACQUIRED,66,1
dividends,ESS,ACQUIRED,66,1
dividends,ET,ACQUIRED,66,1
dividends,ETN,ACQUIRED,66,1
dividends,ETR,ACQUIRED,66,1
dividends,EVRG,ACQUIRED,66,1
dividends,EW,ACQUIRED,0,1
dividends,EXC,ACQUIRED,67,1
dividends,EXE,ACQUIRED,21,1
dividends,EXPD,ACQUIRED,33,1
dividends,EXPE,ACQUIRED,49,1
dividends,EXR,ACQUIRED,67,1
dividends,F,ACQUIRED,52,1
dividends,FANG,ACQUIRED,33,1
dividends,FAST,ACQUIRED,68,1
dividends,FCX,ACQUIRED,57,1
dividends,FDS,ACQUIRED,66,1
dividends,FDX,ACQUIRED,66,1
dividends,FE,ACQUIRED,68,1
dividends,FFIV,ACQUIRED,0,1
dividends,FICO,ACQUIRED,29,1
dividends,FIS,ACQUIRED,67,1
dividends,FISV,ACQUIRED,16,1
dividends,FITB,ACQUIRED,66,1
dividends,FIX,ACQUIRED,66,1
dividends,FLEX,ACQUIRED,1,1
dividends,FOX,ACQUIRED,15,1
dividends,FOXA,ACQUIRED,15,1
dividends,FRT,ACQUIRED,66,1
dividends,FSLR,ACQUIRED,0,1
dividends,FTNT,ACQUIRED,0,1
dividends,FTV,ACQUIRED,41,1
dividends,GD,ACQUIRED,68,1
dividends,GDDY,ACQUIRED,0,1
dividends,GE,ACQUIRED,67,1
dividends,GEHC,ACQUIRED,13,1
dividends,GEN,ACQUIRED,55,1
dividends,GEV,ACQUIRED,7,1
dividends,GILD,ACQUIRED,45,1
dividends,GIS,ACQUIRED,66,1
dividends,GL,ACQUIRED,67,1
dividends,GLW,ACQUIRED,67,1
dividends,GM,ACQUIRED,41,1
dividends,GNRC,ACQUIRED,2,1
dividends,GOOG,ACQUIRED,9,1
dividends,GOOGL,ACQUIRED,9,1
dividends,GPC,ACQUIRED,66,1
dividends,GPN,ACQUIRED,66,1
dividends,GRMN,ACQUIRED,66,1
dividends,GS,ACQUIRED,66,1
dividends,GSK,ACQUIRED,66,1
dividends,GWW,ACQUIRED,66,1
dividends,HAL,ACQUIRED,66,1
dividends,HAS,ACQUIRED,66,1
dividends,HBAN,ACQUIRED,67,1
dividends,HCA,ACQUIRED,36,1
dividends,HD,ACQUIRED,66,1
dividends,HDB,ACQUIRED,25,1
dividends,HIG,ACQUIRED,66,1
dividends,HII,ACQUIRED,55,1
dividends,HLT,ACQUIRED,36,1
dividends,HON,ACQUIRED,68,1
dividends,HOOD,ACQUIRED,0,1
dividends,HPE,ACQUIRED,44,1
dividends,HPQ,ACQUIRED,67,1
dividends,HRL,ACQUIRED,68,1
dividends,HSBC,ACQUIRED,58,1
dividends,HSIC,ACQUIRED,0,1
dividends,HST,ACQUIRED,59,1
dividends,HSY,ACQUIRED,66,1
dividends,HTHIY,ACQUIRED,60,1
dividends,HUBB,ACQUIRED,66,1
dividends,HUM,ACQUIRED,61,1
dividends,HWM,ACQUIRED,34,1
dividends,IBKR,ACQUIRED,63,1
dividends,IBM,ACQUIRED,66,1
dividends,IBN,ACQUIRED,17,1
dividends,ICE,ACQUIRED,53,1
dividends,IDXX,ACQUIRED,0,1
dividends,IEX,ACQUIRED,67,1
dividends,IFF,ACQUIRED,66,1
dividends,IFNNY,ACQUIRED,16,1
dividends,IMO,ACQUIRED,68,1
dividends,INCY,ACQUIRED,0,1
dividends,ING,ACQUIRED,25,1
dividends,INTC,ACQUIRED,59,1
dividends,INTU,ACQUIRED,59,1
dividends,INVH,ACQUIRED,38,1
dividends,IP,ACQUIRED,67,1
dividends,IQV,ACQUIRED,0,1
dividends,IR,ACQUIRED,32,1
dividends,IRM,ACQUIRED,70,1
dividends,ISRG,ACQUIRED,0,1
dividends,IT,ACQUIRED,0,1
dividends,ITUB,ACQUIRED,265,1
dividends,ITW,ACQUIRED,66,1
dividends,IVZ,ACQUIRED,67,1
dividends,J,ACQUIRED,38,1
dividends,JBHT,ACQUIRED,66,1
dividends,JBL,ACQUIRED,66,1
dividends,JCI,ACQUIRED,94,1
dividends,JKHY,ACQUIRED,66,1
dividends,JNJ,ACQUIRED,66,1
dividends,JPM,ACQUIRED,67,1
dividends,KDP,ACQUIRED,66,1
dividends,KEY,ACQUIRED,66,1
dividends,KEYS,ACQUIRED,0,1
dividends,KHC,ACQUIRED,55,1
dividends,KIM,ACQUIRED,65,1
dividends,KKR,ACQUIRED,66,1
dividends,KLAC,ACQUIRED,67,1
dividends,KMB,ACQUIRED,66,1
dividends,KMI,ACQUIRED,61,1
dividends,KO,ACQUIRED,66,1
dividends,KR,ACQUIRED,68,1
dividends,KVUE,ACQUIRED,12,1
dividends,KXIAY,ACQUIRED,0,1
dividends,L,ACQUIRED,67,1
dividends,LDOS,ACQUIRED,60,1
dividends,LEN,ACQUIRED,68,1
dividends,LH,ACQUIRED,17,1
dividends,LHX,ACQUIRED,66,1
dividends,LII,ACQUIRED,66,1
dividends,LIN,ACQUIRED,66,1
dividends,LITE,ACQUIRED,0,1
dividends,LLY,ACQUIRED,67,1
dividends,LMT,ACQUIRED,66,1
dividends,LNT,ACQUIRED,66,1
dividends,LOW,ACQUIRED,67,1
dividends,LRCX,ACQUIRED,49,1
dividends,LSEGY,ACQUIRED,21,1
dividends,LULU,ACQUIRED,0,1
dividends,LUV,ACQUIRED,56,1
dividends,LVS,ACQUIRED,46,1
dividends,LYB,ACQUIRED,62,1
dividends,LYG,ACQUIRED,22,1
dividends,LYV,ACQUIRED,0,1
dividends,MA,ACQUIRED,67,1
dividends,MAA,ACQUIRED,68,1
dividends,MAR,ACQUIRED,58,1
dividends,MAS,ACQUIRED,66,1
dividends,MCD,ACQUIRED,66,1
dividends,MCHP,ACQUIRED,66,1
dividends,MCK,ACQUIRED,66,1
dividends,MCO,ACQUIRED,66,1
dividends,MDLN,ACQUIRED,0,1
dividends,MDLZ,ACQUIRED,66,1
dividends,MDT,ACQUIRED,67,1
dividends,MELI,ACQUIRED,28,1
dividends,MET,ACQUIRED,57,1
dividends,META,ACQUIRED,10,1
dividends,MFC,ACQUIRED,68,1
dividends,MFG,ACQUIRED,34,1
dividends,MGCLY,ACQUIRED,3,1
dividends,MGM,ACQUIRED,24,1
dividends,MKC,ACQUIRED,66,1
dividends,MLM,ACQUIRED,66,1
dividends,MMM,ACQUIRED,66,1
dividends,MNST,ACQUIRED,0,1
dividends,MO,ACQUIRED,66,1
dividends,MOS,ACQUIRED,67,1
dividends,MPC,ACQUIRED,60,1
dividends,MPWR,ACQUIRED,50,1
dividends,MRK,ACQUIRED,66,1
dividends,MRNA,ACQUIRED,0,1
dividends,MRSH,ACQUIRED,66,1
dividends,MRVL,ACQUIRED,57,1
dividends,MS,ACQUIRED,66,1
dividends,MSCI,ACQUIRED,47,1
dividends,MSFT,ACQUIRED,67,1
dividends,MSI,ACQUIRED,60,1
dividends,MTB,ACQUIRED,66,1
dividends,MTD,ACQUIRED,0,1
dividends,MU,ACQUIRED,20,1
dividends,MUFG,ACQUIRED,35,1
dividends,NBIS,ACQUIRED,0,1
dividends,NCLH,ACQUIRED,0,1
dividends,NDAQ,ACQUIRED,57,1
dividends,NDSN,ACQUIRED,66,1
dividends,NEE,ACQUIRED,66,1
