name,kind,first_half_ic,second_half_ic,subperiod_stable,n_months
ix_earnings_surprise_x_eps_growth_yoy,scenario,0.0059,-0.0232,False,120
ix_earnings_surprise_x_rev_growth_yoy,scenario,-0.001,-0.0078,False,120
ix_earnings_surprise_x_gross_profitability,scenario,0.0013,-0.0261,False,120
ix_earnings_surprise_x_operating_accruals,scenario,-0.0228,-0.0032,False,120
ix_earnings_surprise_x_asset_growth,scenario,-0.0093,-0.0162,False,120
ix_earnings_surprise_x_net_share_issuance,scenario,-0.0224,-0.0137,False,120
ix_earnings_surprise_x_leverage_change,scenario,-0.0235,0.0373,False,120
ix_earnings_surprise_x_fcf_to_assets,scenario,0.0085,-0.0112,False,120
ix_earnings_surprise_x_dividend_growth,scenario,-0.0089,0.0075,False,120
ix_earnings_surprise_x_news_sentiment,scenario,0.007,-0.0194,False,120
ix_eps_growth_yoy_x_rev_growth_yoy,scenario,-0.0463,-0.0084,False,120
ix_eps_growth_yoy_x_gross_profitability,scenario,-0.0127,0.0144,False,120
ix_eps_growth_yoy_x_operating_accruals,scenario,0.01,-0.0175,False,120
ix_eps_growth_yoy_x_asset_growth,scenario,-0.0225,0.0081,False,120
ix_eps_growth_yoy_x_net_share_issuance,scenario,-0.0246,-0.0205,False,120
ix_eps_growth_yoy_x_leverage_change,scenario,-0.041,0.0206,False,120
ix_eps_growth_yoy_x_fcf_to_assets,scenario,-0.0044,0.003,False,120
ix_eps_growth_yoy_x_dividend_growth,scenario,-0.0256,-0.0067,False,120
ix_eps_growth_yoy_x_news_sentiment,scenario,-0.0131,-0.0067,False,120
ix_rev_growth_yoy_x_gross_profitability,scenario,0.0052,0.0234,True,120
ix_rev_growth_yoy_x_operating_accruals,scenario,0.0353,-0.0011,False,120
ix_rev_growth_yoy_x_asset_growth,scenario,0.0096,-0.0005,False,120
ix_rev_growth_yoy_x_net_share_issuance,scenario,-0.0006,0.0015,False,120
ix_rev_growth_yoy_x_leverage_change,scenario,-0.0147,-0.0087,False,120
ix_rev_growth_yoy_x_fcf_to_assets,scenario,-0.0399,0.0021,False,120
ix_rev_growth_yoy_x_dividend_growth,scenario,0.0307,-0.0258,False,120
ix_rev_growth_yoy_x_news_sentiment,scenario,0.0148,0.0304,True,120
ix_gross_profitability_x_operating_accruals,scenario,0.0011,0.0122,True,120
ix_gross_profitability_x_asset_growth,scenario,-0.0103,0.0112,False,120
ix_gross_profitability_x_net_share_issuance,scenario,0.0083,0.0249,True,120
ix_gross_profitability_x_leverage_change,scenario,-0.0236,-0.0024,False,120
ix_gross_profitability_x_fcf_to_assets,scenario,-0.0198,0.0053,False,120
ix_gross_profitability_x_dividend_growth,scenario,-0.0449,-0.0283,False,120
ix_gross_profitability_x_news_sentiment,scenario,0.0031,0.0236,True,120
ix_operating_accruals_x_asset_growth,scenario,-0.0003,0.011,False,120
ix_operating_accruals_x_net_share_issuance,scenario,-0.0047,-0.0033,False,120
ix_operating_accruals_x_leverage_change,scenario,0.0308,0.016,True,120
ix_operating_accruals_x_fcf_to_assets,scenario,0.0053,-0.0099,False,120
ix_operating_accruals_x_dividend_growth,scenario,0.0069,0.0374,True,120
ix_operating_accruals_x_news_sentiment,scenario,-0.0019,-0.0141,False,120
ix_asset_growth_x_net_share_issuance,scenario,0.0053,0.0042,True,120
ix_asset_growth_x_leverage_change,scenario,-0.0479,-0.0087,False,120
ix_asset_growth_x_fcf_to_assets,scenario,-0.0327,0.0056,False,120
ix_asset_growth_x_dividend_growth,scenario,0.0181,-0.0395,False,120
ix_asset_growth_x_news_sentiment,scenario,0.0228,-0.0033,False,120
ix_net_share_issuance_x_leverage_change,scenario,-0.035,0.0063,False,120
ix_net_share_issuance_x_fcf_to_assets,scenario,-0.0052,-0.0148,False,120
ix_net_share_issuance_x_dividend_growth,scenario,0.0275,-0.0069,False,120
ix_net_share_issuance_x_news_sentiment,scenario,-0.0071,-0.0076,False,120
ix_leverage_change_x_fcf_to_assets,scenario,-0.0356,0.0022,False,120
ix_leverage_change_x_dividend_growth,scenario,0.0156,-0.0054,False,120
ix_leverage_change_x_news_sentiment,scenario,0.018,0.0069,True,120
ix_fcf_to_assets_x_dividend_growth,scenario,-0.0034,-0.0468,False,120
ix_fcf_to_assets_x_news_sentiment,scenario,-0.0025,0.0098,False,120
ix_dividend_growth_x_news_sentiment,scenario,-0.0148,-0.0068,False,120
ix_earnings_surprise_x_surprise,scenario,0.0048,-0.0188,False,120
ix_earnings_surprise_x_momentum,scenario,-0.0112,-0.0127,False,119
ix_earnings_surprise_x_quality,scenario,0.0113,-0.0206,False,120
ix_earnings_surprise_x_value,scenario,0.0145,0.0117,True,120
ix_eps_growth_yoy_x_surprise,scenario,-0.0187,-0.0258,False,120
ix_eps_growth_yoy_x_momentum,scenario,-0.0246,-0.0262,False,119
ix_eps_growth_yoy_x_quality,scenario,-0.0429,0.0019,False,120
ix_eps_growth_yoy_x_value,scenario,0.0276,-0.0272,False,120
ix_rev_growth_yoy_x_surprise,scenario,0.0073,-0.0028,False,120
ix_rev_growth_yoy_x_momentum,scenario,0.0078,-0.0272,False,119
ix_rev_growth_yoy_x_quality,scenario,-0.0516,0.0081,False,120
ix_rev_growth_yoy_x_value,scenario,-0.0025,0.0006,False,120
ix_gross_profitability_x_surprise,scenario,-0.0044,-0.0249,False,120
ix_gross_profitability_x_momentum,scenario,-0.0128,0.0203,False,119
ix_gross_profitability_x_quality,scenario,-0.0383,0.0081,False,120
ix_gross_profitability_x_value,scenario,-0.0244,-0.0257,False,120
ix_operating_accruals_x_surprise,scenario,-0.0117,0.0027,False,120
ix_operating_accruals_x_momentum,scenario,0.0078,-0.0054,False,119
ix_operating_accruals_x_quality,scenario,-0.0172,-0.0053,False,120
ix_operating_accruals_x_value,scenario,0.0098,0.0212,True,120
ix_asset_growth_x_surprise,scenario,-0.0252,-0.0124,False,120
ix_asset_growth_x_momentum,scenario,-0.0125,0.0028,False,119
ix_asset_growth_x_quality,scenario,-0.0659,0.0087,False,120
ix_asset_growth_x_value,scenario,0.0226,-0.0059,False,120
ix_net_share_issuance_x_surprise,scenario,-0.0372,-0.0145,False,120
ix_net_share_issuance_x_momentum,scenario,-0.0253,-0.007,False,119
ix_net_share_issuance_x_quality,scenario,-0.0389,-0.0063,False,120
ix_net_share_issuance_x_value,scenario,-0.0013,-0.0167,False,120
ix_leverage_change_x_surprise,scenario,-0.0036,0.0353,False,120
ix_leverage_change_x_momentum,scenario,-0.009,0.0527,False,119
ix_leverage_change_x_quality,scenario,-0.0084,0.0002,False,120
ix_leverage_change_x_value,scenario,0.0143,0.0315,True,120
ix_fcf_to_assets_x_surprise,scenario,-0.0045,-0.0144,False,120
ix_fcf_to_assets_x_momentum,scenario,0.0004,0.0135,True,119
ix_fcf_to_assets_x_quality,scenario,0.0048,0.0016,True,120
ix_fcf_to_assets_x_value,scenario,0.0083,-0.04,False,120
ix_dividend_growth_x_surprise,scenario,-0.0095,0.0071,False,120
ix_dividend_growth_x_momentum,scenario,-0.0053,0.0229,False,119
ix_dividend_growth_x_quality,scenario,-0.0314,-0.0164,False,120
ix_dividend_growth_x_value,scenario,0.0063,-0.0123,False,120
ix_news_sentiment_x_surprise,scenario,0.0159,-0.017,False,120
ix_news_sentiment_x_momentum,scenario,-0.0092,-0.0166,False,119
ix_news_sentiment_x_quality,scenario,0.011,-0.0026,False,120
ix_news_sentiment_x_value,scenario,-0.0237,0.0063,False,120
