name,kind,family,weighting,sector_neutral,n_events,n_months,mean_ic,ic_t,ic_p,bh_significant,mean_spread,spread_hit_rate,net_spread_25bps,net_spread_50bps,subperiod_stable,ic_old,ic_new,top_sector_share,status
f_rank_sn,scenario,orthogonal,,True,38512,120,0.0142,0.95,0.3434,False,-0.0019,0.4167,-0.0069,-0.0119,True,0.014,0.0074,0.7758,rejected
f_winz_raw,scenario,orthogonal,,False,38512,120,0.0112,0.7,0.4828,False,-0.0036,0.475,-0.0086,-0.0135,True,0.0094,0.0065,0.4918,rejected
f_winz_sn,scenario,orthogonal,,True,38512,120,0.0152,1.04,0.2988,False,-0.0016,0.425,-0.0066,-0.0115,True,0.0163,0.0072,0.6587,rejected
f_x_surprise_raw,scenario,orthogonal,,False,36705,120,-0.0147,-1.32,0.1872,False,0.0009,0.4583,-0.0041,-0.009,False,-0.022,0.0074,0.6999,rejected
f_x_surprise_sn,scenario,orthogonal,,True,36705,120,-0.0127,-1.14,0.256,False,0.0024,0.4417,-0.0025,-0.0075,False,-0.0184,0.0065,0.6768,rejected
f_x_quality_raw,scenario,orthogonal,,False,37178,120,-0.0151,-1.12,0.2636,False,-0.0045,0.5083,-0.0095,-0.0144,False,-0.0093,-0.025,0.5737,rejected
f_x_quality_sn,scenario,orthogonal,,True,37178,120,-0.0148,-1.1,0.2726,False,-0.0039,0.5333,-0.0089,-0.0138,False,-0.0182,-0.0261,0.4893,rejected
f_x_value_raw,scenario,orthogonal,,False,36895,120,-0.0251,-1.77,0.0767,False,-0.0039,0.525,-0.0088,-0.0138,False,-0.03,-0.0088,0.6889,rejected
f_x_value_sn,scenario,orthogonal,,True,36895,120,-0.0224,-1.66,0.097,False,-0.0024,0.4917,-0.0073,-0.0123,False,-0.0149,-0.0113,0.6556,rejected
f_x_mom_raw,scenario,orthogonal,,False,20443,119,0.0039,0.36,0.7185,False,0.003,0.4874,-0.002,-0.007,False,0.0111,0.0067,0.7839,rejected
f_x_mom_sn,scenario,orthogonal,,True,20443,119,0.0014,0.12,0.9049,False,0.0045,0.5378,-0.0005,-0.0055,False,0.0105,0.0076,0.7785,rejected
f_level_raw,scenario,orthogonal,,False,38610,120,-0.011,-0.81,0.4171,False,-0.0032,0.5583,-0.0082,-0.0131,False,-0.0051,-0.0198,0.6075,rejected
f_level_sn,scenario,orthogonal,,True,38610,120,-0.0159,-1.2,0.2297,False,-0.0034,0.5417,-0.0084,-0.0134,False,-0.025,-0.0203,0.6169,rejected
f_chg1_raw,scenario,orthogonal,,False,38596,120,-0.0269,-2.15,0.0318,False,-0.0054,0.625,-0.0103,-0.0153,False,-0.0315,-0.0253,0.6404,rejected
f_chg1_sn,scenario,orthogonal,,True,38596,120,-0.0305,-2.44,0.0147,False,-0.0046,0.5917,-0.0096,-0.0145,False,-0.0311,-0.0247,0.5786,rejected
f_accel_raw,scenario,orthogonal,,False,38568,120,-0.0209,-1.72,0.0854,False,-0.0052,0.6333,-0.0102,-0.0151,False,-0.032,-0.0177,0.6409,rejected
f_accel_sn,scenario,orthogonal,,True,38568,120,-0.0236,-2.02,0.043,False,-0.0048,0.5833,-0.0098,-0.0148,False,-0.0276,-0.016,0.606,rejected
f_lag1_raw,scenario,orthogonal,,False,38596,120,0.0145,1.08,0.2803,False,0.0017,0.4417,-0.0032,-0.0082,True,0.0184,0.0065,0.6426,rejected
f_lag1_sn,scenario,orthogonal,,True,38596,120,0.0122,0.9,0.3691,False,0.001,0.4417,-0.004,-0.009,True,0.0079,0.0046,0.7637,rejected
f_rmean_5_raw,scenario,orthogonal,,False,38596,120,0.0129,0.91,0.3602,False,-0.0003,0.4917,-0.0053,-0.0102,True,0.0301,-0.0064,0.6107,rejected
f_rmean_5_sn,scenario,orthogonal,,True,38596,120,0.0068,0.48,0.6295,False,-0.0007,0.5,-0.0057,-0.0107,True,-0.0015,-0.0071,0.7449,rejected
f_rstd_5_raw,scenario,orthogonal,,False,38596,120,0.0101,0.72,0.4719,False,0.0034,0.5667,-0.0015,-0.0065,False,0.0124,0.0152,0.6747,rejected
f_rstd_5_sn,scenario,orthogonal,,True,38596,120,0.0172,1.27,0.2031,False,0.004,0.575,-0.001,-0.006,False,0.0146,0.0137,0.6158,rejected
f_rchg_5_raw,scenario,orthogonal,,False,38596,120,-0.0207,-1.63,0.1021,False,-0.0044,0.5083,-0.0094,-0.0144,False,-0.0172,-0.0291,0.6406,rejected
f_rchg_5_sn,scenario,orthogonal,,True,38596,120,-0.0234,-1.92,0.0548,False,-0.0039,0.5417,-0.0089,-0.0138,False,-0.0284,-0.0292,0.5763,rejected
f_rmean_21_raw,scenario,orthogonal,,False,38596,120,0.0098,0.65,0.5169,False,0.0025,0.5167,-0.0025,-0.0074,False,0.0113,0.0131,0.6085,rejected
f_rmean_21_sn,scenario,orthogonal,,True,38596,120,0.0086,0.55,0.5834,False,0.0011,0.45,-0.0039,-0.0088,False,-0.0128,0.0128,0.7669,rejected
f_rstd_21_raw,scenario,orthogonal,,False,38596,120,-0.0057,-0.41,0.6826,False,0.0019,0.525,-0.0031,-0.008,False,0.0133,-0.0132,0.7048,rejected
f_rstd_21_sn,scenario,orthogonal,,True,38596,120,-0.0009,-0.06,0.95,False,0.0042,0.575,-0.0008,-0.0057,False,0.0068,-0.0144,0.5885,rejected
f_rchg_21_raw,scenario,orthogonal,,False,38596,120,-0.0208,-1.61,0.1065,False,-0.0035,0.5417,-0.0085,-0.0134,False,-0.0111,-0.0354,0.6163,rejected
f_rchg_21_sn,scenario,orthogonal,,True,38596,120,-0.0224,-1.87,0.0616,False,-0.0042,0.5333,-0.0092,-0.0142,False,-0.018,-0.0355,0.623,rejected
f_rmean_63_raw,scenario,orthogonal,,False,38596,120,0.0069,0.49,0.6255,False,-0.0019,0.4917,-0.0068,-0.0118,False,0.0112,0.0056,0.6478,rejected
f_rmean_63_sn,scenario,orthogonal,,True,38596,120,0.0074,0.54,0.5878,False,0.0002,0.475,-0.0047,-0.0097,False,-0.0048,0.0047,0.6162,rejected
f_rstd_63_raw,scenario,orthogonal,,False,38596,120,0.0016,0.11,0.9159,False,0.0061,0.5583,0.0011,-0.0038,True,0.0079,-0.0102,0.6659,rejected
f_rstd_63_sn,scenario,orthogonal,,True,38596,120,0.0076,0.52,0.6016,False,0.0055,0.6,0.0005,-0.0045,True,-0.0084,-0.0114,0.5096,rejected
f_rchg_63_raw,scenario,orthogonal,,False,38596,120,-0.0208,-1.61,0.1079,False,-0.0043,0.5583,-0.0093,-0.0143,False,-0.0192,-0.0293,0.6087,rejected
f_rchg_63_sn,scenario,orthogonal,,True,38596,120,-0.0248,-2.06,0.039,False,-0.0038,0.5583,-0.0088,-0.0137,False,-0.0334,-0.029,0.5597,rejected
f_z_raw,scenario,orthogonal,,False,38610,120,-0.011,-0.81,0.4171,False,-0.0032,0.5583,-0.0082,-0.0131,False,-0.0051,-0.0198,0.6075,rejected
f_z_sn,scenario,orthogonal,,True,38610,120,-0.0159,-1.2,0.2297,False,-0.0034,0.5417,-0.0084,-0.0134,False,-0.025,-0.0203,0.6169,rejected
f_sector_z_raw,scenario,orthogonal,,False,38324,120,-0.0167,-1.33,0.1832,False,-0.0022,0.5417,-0.0071,-0.0121,False,-0.0243,-0.0202,0.5256,rejected
f_sector_z_sn,scenario,orthogonal,,True,38324,120,-0.0167,-1.33,0.1834,False,-0.0022,0.5417,-0.0071,-0.0121,False,-0.027,-0.0203,0.5256,rejected
f_rank_raw,scenario,orthogonal,,False,38610,120,-0.011,-0.81,0.4171,False,-0.0032,0.5583,-0.0082,-0.0131,False,-0.0051,-0.0198,0.6075,rejected
f_rank_sn,scenario,orthogonal,,True,38610,120,-0.0154,-1.17,0.2412,False,-0.0027,0.575,-0.0077,-0.0127,False,-0.0248,-0.0203,0.6968,rejected
f_winz_raw,scenario,orthogonal,,False,38610,120,-0.011,-0.81,0.4165,False,-0.0032,0.5583,-0.0082,-0.0131,False,-0.0051,-0.0198,0.6075,rejected
f_winz_sn,scenario,orthogonal,,True,38610,120,-0.0157,-1.18,0.2361,False,-0.0036,0.55,-0.0085,-0.0135,False,-0.0235,-0.0203,0.6214,rejected
f_x_surprise_raw,scenario,orthogonal,,False,36768,120,-0.0045,-0.42,0.6722,False,-0.0058,0.525,-0.0108,-0.0157,False,-0.0017,-0.0059,0.6631,rejected
f_x_surprise_sn,scenario,orthogonal,,True,36768,120,-0.0011,-0.09,0.9268,False,-0.0022,0.55,-0.0071,-0.0121,False,0.0219,-0.0076,0.6893,rejected
f_x_quality_raw,scenario,orthogonal,,False,37178,120,-0.0112,-1.01,0.3114,False,-0.003,0.5167,-0.008,-0.0129,False,0.0141,-0.0253,0.5841,rejected
f_x_quality_sn,scenario,orthogonal,,True,37178,120,-0.0049,-0.43,0.6696,False,-0.002,0.5333,-0.007,-0.012,False,0.009,-0.0248,0.6063,rejected
f_x_value_raw,scenario,orthogonal,,False,36989,120,0.0155,1.51,0.1312,False,0.004,0.5167,-0.0009,-0.0059,True,0.0029,0.0187,0.6582,rejected
f_x_value_sn,scenario,orthogonal,,True,36989,120,0.0108,0.99,0.3198,False,0.0009,0.5333,-0.0041,-0.009,True,0.0092,0.0163,0.657,rejected
f_x_mom_raw,scenario,orthogonal,,False,20441,119,0.0011,0.11,0.9116,False,0.0014,0.5126,-0.0036,-0.0086,False,0.0181,-0.0008,0.7775,rejected
f_x_mom_sn,scenario,orthogonal,,True,20441,119,0.0065,0.7,0.4827,False,0.0034,0.5378,-0.0016,-0.0066,True,0.0267,0.0023,0.7532,rejected
f_level_raw,scenario,orthogonal,,False,38533,120,0.0117,0.74,0.4617,False,0.0035,0.5667,-0.0015,-0.0064,True,0.0144,0.0069,0.5878,rejected
f_level_sn,scenario,orthogonal,,True,38533,120,0.0187,1.24,0.2133,False,0.0041,0.5833,-0.0008,-0.0058,True,0.0322,0.0055,0.5305,rejected
f_chg1_raw,scenario,orthogonal,,False,38464,120,0.018,1.43,0.1523,False,0.0052,0.5667,0.0002,-0.0047,False,0.008,0.0196,0.6198,rejected
f_chg1_sn,scenario,orthogonal,,True,38464,120,0.0198,1.64,0.1017,False,0.0051,0.6083,0.0001,-0.0049,True,0.0102,0.0186,0.7527,rejected
f_accel_raw,scenario,orthogonal,,False,38431,120,0.0065,0.48,0.6312,False,-0.0001,0.4833,-0.0051,-0.0101,False,0.0036,0.006,0.6341,rejected
f_accel_sn,scenario,orthogonal,,True,38431,120,0.0083,0.65,0.5148,False,-0.0026,0.525,-0.0076,-0.0126,False,0.0089,0.0074,0.6987,rejected
f_lag1_raw,scenario,orthogonal,,False,38464,120,0.0052,0.36,0.7167,False,0.0006,0.55,-0.0044,-0.0094,False,0.0036,0.0079,0.6347,rejected
f_lag1_sn,scenario,orthogonal,,True,38464,120,0.0109,0.82,0.4099,False,0.004,0.5917,-0.001,-0.0059,True,0.019,0.0064,0.4799,rejected
f_rmean_5_raw,scenario,orthogonal,,False,38464,120,0.0062,0.41,0.6808,False,-0.0001,0.4667,-0.0051,-0.01,False,-0.0084,0.0159,0.6313,rejected
f_rmean_5_sn,scenario,orthogonal,,True,38464,120,0.0128,0.87,0.3817,False,0.0007,0.55,-0.0043,-0.0093,True,0.0009,0.0156,0.4995,rejected
f_rstd_5_raw,scenario,orthogonal,,False,38464,120,0.0169,1.19,0.2351,False,0.0048,0.5667,-0.0001,-0.0051,True,0.009,0.0317,0.6801,rejected
f_rstd_5_sn,scenario,orthogonal,,True,38464,120,0.0258,1.85,0.0649,False,0.0081,0.6417,0.0032,-0.0018,True,0.0256,0.0304,0.386,rejected
f_rchg_5_raw,scenario,orthogonal,,False,38464,120,0.0163,1.22,0.2239,False,0.0025,0.5417,-0.0025,-0.0075,False,0.023,0.0047,0.5982,rejected
f_rchg_5_sn,scenario,orthogonal,,True,38464,120,0.0198,1.49,0.1359,False,0.0012,0.55,-0.0037,-0.0087,True,0.0297,0.0021,0.6723,rejected
f_rmean_21_raw,scenario,orthogonal,,False,38464,120,0.018,1.17,0.2431,False,0.0014,0.55,-0.0036,-0.0085,False,0.0124,0.0294,0.6912,rejected
f_rmean_21_sn,scenario,orthogonal,,True,38464,120,0.0203,1.47,0.142,False,0.0018,0.5583,-0.0032,-0.0081,False,0.011,0.0288,0.1853,rejected
f_rstd_21_raw,scenario,orthogonal,,False,38464,120,-0.005,-0.34,0.7351,False,0.0035,0.4917,-0.0015,-0.0064,False,0.0009,-0.0045,0.7178,rejected
f_rstd_21_sn,scenario,orthogonal,,True,38464,120,0.0057,0.45,0.6513,False,0.0009,0.5333,-0.004,-0.009,False,0.0105,-0.0074,0.1535,rejected
f_rchg_21_raw,scenario,orthogonal,,False,38464,120,0.0155,1.22,0.222,False,0.0025,0.5667,-0.0024,-0.0074,False,0.0184,0.0035,0.6287,rejected
f_rchg_21_sn,scenario,orthogonal,,True,38464,120,0.0173,1.48,0.1386,False,0.0036,0.5667,-0.0014,-0.0064,False,0.0238,0.003,0.923,rejected
f_rmean_63_raw,scenario,orthogonal,,False,38464,120,0.0138,0.89,0.3754,False,0.0014,0.5417,-0.0035,-0.0085,False,-0.0008,0.0323,0.6603,rejected
f_rmean_63_sn,scenario,orthogonal,,True,38464,120,0.0135,0.98,0.3275,False,-0.0003,0.4833,-0.0053,-0.0102,False,0.0058,0.032,0.2052,rejected
f_rstd_63_raw,scenario,orthogonal,,False,38464,120,-0.0004,-0.03,0.9752,False,0.0025,0.5167,-0.0025,-0.0074,False,0.0052,-0.0009,0.6814,rejected
f_rstd_63_sn,scenario,orthogonal,,True,38464,120,0.0067,0.55,0.5805,False,0.0001,0.5083,-0.0048,-0.0098,False,0.0042,-0.0018,0.2002,rejected
f_rchg_63_raw,scenario,orthogonal,,False,38464,120,0.0118,0.93,0.3516,False,0.0005,0.5583,-0.0045,-0.0094,False,0.0249,-0.0005,0.648,rejected
f_rchg_63_sn,scenario,orthogonal,,True,38464,120,0.0144,1.25,0.2114,False,0.0033,0.55,-0.0017,-0.0067,False,0.0318,-0.0017,0.7538,rejected
f_z_raw,scenario,orthogonal,,False,38533,120,0.0117,0.74,0.4617,False,0.0035,0.5667,-0.0015,-0.0064,True,0.0144,0.0069,0.5878,rejected
f_z_sn,scenario,orthogonal,,True,38533,120,0.0187,1.24,0.2133,False,0.0041,0.5833,-0.0008,-0.0058,True,0.0322,0.0055,0.5305,rejected
f_sector_z_raw,scenario,orthogonal,,False,38247,120,0.0093,0.65,0.5178,False,0.0019,0.5417,-0.003,-0.008,True,0.0134,0.0079,0.4937,rejected
f_sector_z_sn,scenario,orthogonal,,True,38247,120,0.0093,0.65,0.5178,False,0.0019,0.5417,-0.003,-0.008,True,0.01,0.0055,0.4937,rejected
f_rank_raw,scenario,orthogonal,,False,38533,120,0.0117,0.74,0.4617,False,0.0035,0.5667,-0.0015,-0.0064,True,0.0144,0.0069,0.5878,rejected
f_rank_sn,scenario,orthogonal,,True,38533,120,0.0127,0.84,0.4011,False,0.0038,0.575,-0.0012,-0.0062,True,0.0144,0.0065,0.6805,rejected
f_winz_raw,scenario,orthogonal,,False,38533,120,0.0117,0.73,0.4631,False,0.0035,0.5667,-0.0015,-0.0064,True,0.0143,0.0069,0.5878,rejected
f_winz_sn,scenario,orthogonal,,True,38533,120,0.0165,1.11,0.2683,False,0.0035,0.575,-0.0015,-0.0065,True,0.0302,0.0056,0.6022,rejected
f_x_surprise_raw,scenario,orthogonal,,False,36715,120,-0.0188,-1.69,0.0906,False,-0.0029,0.6167,-0.0079,-0.0129,False,-0.0326,0.0035,0.68,rejected
f_x_surprise_sn,scenario,orthogonal,,True,36715,120,-0.0124,-1.03,0.303,False,-0.0007,0.5833,-0.0057,-0.0107,False,-0.0202,0.0056,0.5621,rejected
f_x_quality_raw,scenario,orthogonal,,False,37122,120,-0.0286,-2.42,0.0156,False,-0.0056,0.55,-0.0105,-0.0155,False,-0.0305,-0.0248,0.6249,rejected
f_x_quality_sn,scenario,orthogonal,,True,37122,120,-0.0167,-1.62,0.1055,False,-0.0032,0.5583,-0.0081,-0.0131,False,-0.0219,-0.0254,0.5435,rejected
f_x_value_raw,scenario,orthogonal,,False,36952,120,0.0084,0.58,0.5626,False,-0.0008,0.4833,-0.0057,-0.0107,False,0.004,0.0039,0.6177,rejected
f_x_value_sn,scenario,orthogonal,,True,36952,120,-0.0054,-0.4,0.6864,False,-0.0,0.475,-0.005,-0.0099,False,-0.037,0.0049,0.7589,rejected
f_x_mom_raw,scenario,orthogonal,,False,20421,119,-0.0048,-0.37,0.7106,False,0.0005,0.4706,-0.0045,-0.0095,False,-0.015,-0.009,0.7892,rejected
f_x_mom_sn,scenario,orthogonal,,True,20421,119,-0.0025,-0.22,0.8278,False,0.002,0.479,-0.003,-0.008,False,-0.0045,-0.0096,0.7619,rejected
f_level_raw,scenario,orthogonal,,False,38465,120,-0.0217,-1.53,0.1257,False,-0.003,0.575,-0.008,-0.0129,False,-0.0418,-0.016,0.7299,rejected
f_level_sn,scenario,orthogonal,,True,38465,120,-0.0061,-0.51,0.611,False,0.0004,0.45,-0.0046,-0.0095,False,-0.0024,-0.0175,0.4723,rejected
f_chg1_raw,scenario,orthogonal,,False,38424,120,-0.01,-0.77,0.4421,False,-0.0002,0.5417,-0.0051,-0.0101,False,-0.0075,-0.0091,0.6858,rejected
f_chg1_sn,scenario,orthogonal,,True,38424,120,-0.0097,-0.7,0.4842,False,-0.0022,0.5583,-0.0072,-0.0122,False,-0.0023,-0.0085,0.5228,rejected
f_accel_raw,scenario,orthogonal,,False,38392,120,-0.0117,-0.82,0.4108,False,-0.002,0.5333,-0.007,-0.012,False,-0.0062,-0.0044,0.7211,rejected
f_accel_sn,scenario,orthogonal,,True,38392,120,-0.015,-0.95,0.3435,False,-0.0044,0.5583,-0.0094,-0.0143,False,-0.0164,-0.005,0.544,rejected
f_lag1_raw,scenario,orthogonal,,False,38424,120,-0.02,-1.23,0.2172,False,-0.004,0.5333,-0.009,-0.0139,False,-0.034,-0.0277,0.7293,rejected
f_lag1_sn,scenario,orthogonal,,True,38424,120,-0.0069,-0.45,0.6515,False,-0.0021,0.525,-0.0071,-0.0121,False,-0.0119,-0.0294,0.4722,rejected
f_rmean_5_raw,scenario,orthogonal,,False,38424,120,-0.0268,-1.67,0.0959,False,-0.003,0.5167,-0.0079,-0.0129,False,-0.0281,-0.0428,0.7349,rejected
f_rmean_5_sn,scenario,orthogonal,,True,38424,120,-0.0081,-0.53,0.5927,False,-0.002,0.4917,-0.007,-0.012,False,-0.0037,-0.0447,0.5562,rejected
f_rstd_5_raw,scenario,orthogonal,,False,38424,120,-0.0009,-0.06,0.9491,False,-0.0015,0.4667,-0.0064,-0.0114,False,-0.0214,0.0197,0.7444,rejected
f_rstd_5_sn,scenario,orthogonal,,True,38424,120,0.002,0.15,0.8806,False,-0.0011,0.4833,-0.006,-0.011,False,-0.0148,0.0185,0.4451,rejected
f_rchg_5_raw,scenario,orthogonal,,False,38424,120,-0.0077,-0.57,0.5701,False,-0.0012,0.5417,-0.0061,-0.0111,False,-0.0211,0.0001,0.6947,rejected
f_rchg_5_sn,scenario,orthogonal,,True,38424,120,-0.0039,-0.31,0.7591,False,-0.0016,0.5583,-0.0065,-0.0115,False,-0.0125,0.0013,0.4817,rejected
f_rmean_21_raw,scenario,orthogonal,,False,38424,120,-0.0023,-0.15,0.8802,False,0.0006,0.5,-0.0043,-0.0093,False,-0.0105,-0.0148,0.7482,rejected
f_rmean_21_sn,scenario,orthogonal,,True,38424,120,0.0051,0.35,0.7238,False,0.0017,0.4833,-0.0033,-0.0082,False,-0.0051,-0.0167,0.6365,rejected
f_rstd_21_raw,scenario,orthogonal,,False,38424,120,-0.0002,-0.01,0.9892,False,0.0014,0.4667,-0.0035,-0.0085,False,-0.0125,0.009,0.7458,rejected
f_rstd_21_sn,scenario,orthogonal,,True,38424,120,0.008,0.51,0.6088,False,-0.0002,0.4917,-0.0051,-0.01,False,-0.0016,0.0062,0.5056,rejected
f_rchg_21_raw,scenario,orthogonal,,False,38424,120,-0.019,-1.37,0.1704,False,-0.0064,0.5583,-0.0114,-0.0164,False,-0.0215,-0.0119,0.6503,rejected
f_rchg_21_sn,scenario,orthogonal,,True,38424,120,-0.0104,-0.79,0.428,False,-0.002,0.4833,-0.007,-0.012,False,-0.0092,-0.0121,0.504,rejected
f_rmean_63_raw,scenario,orthogonal,,False,38424,120,-0.0031,-0.21,0.8368,False,0.001,0.5083,-0.004,-0.0089,False,-0.0137,-0.012,0.7455,rejected
f_rmean_63_sn,scenario,orthogonal,,True,38424,120,0.0058,0.41,0.6812,False,0.0012,0.5,-0.0037,-0.0087,False,-0.0038,-0.0131,0.5522,rejected
f_rstd_63_raw,scenario,orthogonal,,False,38424,120,0.0107,0.68,0.4987,False,0.0052,0.575,0.0003,-0.0047,False,-0.0101,0.0365,0.7431,rejected
f_rstd_63_sn,scenario,orthogonal,,True,38424,120,0.0222,1.46,0.1443,False,0.0053,0.55,0.0004,-0.0046,True,0.0008,0.0349,0.4612,rejected
f_rchg_63_raw,scenario,orthogonal,,False,38424,120,-0.0215,-1.68,0.0922,False,-0.0086,0.6583,-0.0135,-0.0185,False,-0.0192,-0.0225,0.6404,rejected
f_rchg_63_sn,scenario,orthogonal,,True,38424,120,-0.0203,-1.69,0.0918,False,-0.0056,0.575,-0.0106,-0.0155,False,-0.0098,-0.0229,0.5555,rejected
f_z_raw,scenario,orthogonal,,False,38465,120,-0.0217,-1.53,0.1257,False,-0.003,0.575,-0.008,-0.0129,False,-0.0418,-0.016,0.7299,rejected
f_z_sn,scenario,orthogonal,,True,38465,120,-0.0061,-0.51,0.611,False,0.0004,0.45,-0.0046,-0.0095,False,-0.0024,-0.0175,0.4723,rejected
f_sector_z_raw,scenario,orthogonal,,False,38179,120,-0.0068,-0.52,0.6012,False,-0.0001,0.55,-0.0051,-0.0101,False,-0.0081,-0.0143,0.362,rejected
f_sector_z_sn,scenario,orthogonal,,True,38179,120,-0.0068,-0.52,0.6012,False,-0.0001,0.55,-0.0051,-0.0101,False,-0.0145,-0.0175,0.362,rejected
f_rank_raw,scenario,orthogonal,,False,38465,120,-0.0217,-1.53,0.1257,False,-0.003,0.575,-0.008,-0.0129,False,-0.0418,-0.016,0.7299,rejected
f_rank_sn,scenario,orthogonal,,True,38465,120,-0.0115,-0.85,0.3935,False,-0.0005,0.55,-0.0055,-0.0105,False,-0.0237,-0.0164,0.7645,rejected
f_winz_raw,scenario,orthogonal,,False,38465,120,-0.0217,-1.53,0.1255,False,-0.003,0.575,-0.008,-0.0129,False,-0.0418,-0.0161,0.7299,rejected
f_winz_sn,scenario,orthogonal,,True,38465,120,-0.0093,-0.77,0.441,False,-0.0007,0.5583,-0.0057,-0.0106,False,-0.0046,-0.0175,0.6268,rejected
f_x_surprise_raw,scenario,orthogonal,,False,36676,120,-0.0258,-1.65,0.0989,False,-0.005,0.5167,-0.01,-0.015,False,-0.0381,-0.002,0.662,rejected
f_x_surprise_sn,scenario,orthogonal,,True,36676,120,-0.022,-1.41,0.1597,False,-0.0066,0.5667,-0.0116,-0.0165,False,-0.0386,-0.0004,0.6096,rejected
f_x_quality_raw,scenario,orthogonal,,False,37171,120,-0.0226,-2.05,0.0401,False,-0.0034,0.55,-0.0084,-0.0134,False,-0.0298,0.0002,0.693,rejected
f_x_quality_sn,scenario,orthogonal,,True,37171,120,-0.001,-0.09,0.9263,False,0.0001,0.4917,-0.0049,-0.0098,False,-0.0045,0.0013,0.5749,rejected
f_x_value_raw,scenario,orthogonal,,False,36856,120,-0.009,-0.58,0.5616,False,-0.0071,0.5333,-0.012,-0.017,False,-0.0051,-0.0323,0.5863,rejected
f_x_value_sn,scenario,orthogonal,,True,36856,120,-0.0123,-0.81,0.4151,False,-0.0058,0.5417,-0.0108,-0.0158,False,-0.0341,-0.0308,0.5295,rejected
f_x_mom_raw,scenario,orthogonal,,False,20405,119,-0.0161,-1.3,0.1924,False,0.0005,0.479,-0.0045,-0.0095,False,-0.0189,-0.0158,0.7709,rejected
f_x_mom_sn,scenario,orthogonal,,True,20405,119,-0.0091,-0.8,0.4222,False,0.0008,0.4706,-0.0042,-0.0092,False,0.0073,-0.0137,0.7526,rejected
f_level_raw,scenario,orthogonal,,False,38404,120,0.0032,0.22,0.827,False,0.0022,0.4333,-0.0028,-0.0077,False,0.001,0.0073,0.5438,rejected
f_level_sn,scenario,orthogonal,,True,38404,120,0.0067,0.47,0.6371,False,0.0013,0.4333,-0.0037,-0.0086,False,0.0154,0.0083,0.6199,rejected
f_chg1_raw,scenario,orthogonal,,False,38332,120,-0.013,-1.12,0.2615,False,-0.0023,0.5,-0.0073,-0.0122,False,0.0013,-0.019,0.6075,rejected
f_chg1_sn,scenario,orthogonal,,True,38332,120,-0.0052,-0.45,0.6523,False,-0.0004,0.45,-0.0053,-0.0103,False,0.0221,-0.0162,0.5721,rejected
f_accel_raw,scenario,orthogonal,,False,38301,120,-0.0321,-2.38,0.0172,False,-0.0078,0.55,-0.0128,-0.0178,False,-0.0274,-0.0385,0.6758,rejected
f_accel_sn,scenario,orthogonal,,True,38301,120,-0.0192,-1.38,0.1667,False,-0.0056,0.5417,-0.0105,-0.0155,False,-0.0159,-0.0349,0.5932,rejected
f_lag1_raw,scenario,orthogonal,,False,38332,120,0.0117,0.73,0.4684,False,0.0041,0.5583,-0.0009,-0.0058,False,-0.0056,0.0218,0.5874,rejected
f_lag1_sn,scenario,orthogonal,,True,38332,120,0.0081,0.52,0.6043,False,0.0022,0.525,-0.0028,-0.0078,False,-0.007,0.0214,0.6248,rejected
f_rmean_5_raw,scenario,orthogonal,,False,38332,120,0.0084,0.55,0.5827,False,0.0044,0.5417,-0.0005,-0.0055,False,-0.0077,0.0245,0.5602,rejected
f_rmean_5_sn,scenario,orthogonal,,True,38332,120,0.0055,0.38,0.7076,False,0.0027,0.475,-0.0022,-0.0072,False,-0.0139,0.0268,0.6322,rejected
f_rstd_5_raw,scenario,orthogonal,,False,38332,120,0.0284,1.91,0.0557,False,0.0076,0.6,0.0026,-0.0023,True,0.0243,0.0443,0.6144,rejected
f_rstd_5_sn,scenario,orthogonal,,True,38332,120,0.0295,1.97,0.0493,False,0.008,0.6,0.0031,-0.0019,True,0.0221,0.0429,0.5626,rejected
f_rchg_5_raw,scenario,orthogonal,,False,38332,120,0.0042,0.37,0.7134,False,0.0031,0.5083,-0.0019,-0.0068,False,0.0153,0.0096,0.6343,rejected
f_rchg_5_sn,scenario,orthogonal,,True,38332,120,0.0094,0.88,0.3814,False,0.0034,0.5083,-0.0016,-0.0065,False,0.033,0.0102,0.6474,rejected
f_rmean_21_raw,scenario,orthogonal,,False,38332,120,0.011,0.75,0.4533,False,0.0023,0.475,-0.0026,-0.0076,False,0.0105,0.0088,0.5881,rejected
f_rmean_21_sn,scenario,orthogonal,,True,38332,120,0.0108,0.77,0.4416,False,0.0018,0.45,-0.0032,-0.0082,False,0.0143,0.0122,0.8988,rejected
f_rstd_21_raw,scenario,orthogonal,,False,38332,120,0.0132,0.86,0.3897,False,0.0057,0.5917,0.0007,-0.0042,False,0.0276,0.0056,0.6647,rejected
f_rstd_21_sn,scenario,orthogonal,,True,38332,120,0.0118,0.87,0.3863,False,0.0049,0.5667,-0.0001,-0.0051,False,0.0188,0.0031,0.3195,rejected
f_rchg_21_raw,scenario,orthogonal,,False,38332,120,0.0086,0.67,0.5001,False,0.0036,0.5,-0.0014,-0.0063,False,-0.0045,0.0218,0.5788,rejected
f_rchg_21_sn,scenario,orthogonal,,True,38332,120,0.0083,0.67,0.5029,False,0.0023,0.525,-0.0027,-0.0077,False,0.004,0.0212,0.3746,rejected
