name,kind,top_sector,top_sector_share,hhi,single_sector_dominated
f_rchg_5_raw,scenario,Unknown,0.718,0.5277,True
f_rchg_5_sn,scenario,Unknown,0.6502,0.4433,True
f_rmean_21_raw,scenario,Unknown,0.6547,0.4515,True
f_rmean_21_sn,scenario,Unknown,0.8696,0.7591,True
f_rstd_21_raw,scenario,Unknown,0.6914,0.4942,True
f_rstd_21_sn,scenario,Unknown,0.7062,0.5136,True
f_rchg_21_raw,scenario,Unknown,0.7264,0.5389,True
f_rchg_21_sn,scenario,Unknown,0.6335,0.4238,True
f_rmean_63_raw,scenario,Unknown,0.656,0.4533,True
f_rmean_63_sn,scenario,Unknown,0.8722,0.7636,True
f_rstd_63_raw,scenario,Unknown,0.6957,0.5,True
f_rstd_63_sn,scenario,Unknown,0.7086,0.5165,True
f_rchg_63_raw,scenario,Unknown,0.7157,0.525,True
f_rchg_63_sn,scenario,Unknown,0.6358,0.4254,True
f_z_raw,scenario,Unknown,0.6366,0.4278,True
f_z_sn,scenario,Unknown,0.6871,0.4925,True
f_sector_z_raw,scenario,Unknown,0.6095,0.3959,True
f_sector_z_sn,scenario,Unknown,0.6095,0.3959,True
f_rank_raw,scenario,Unknown,0.6366,0.4278,True
f_rank_sn,scenario,Unknown,0.7026,0.5072,True
f_winz_raw,scenario,Unknown,0.6366,0.4278,True
f_winz_sn,scenario,Unknown,0.6858,0.4908,True
f_x_surprise_raw,scenario,Unknown,0.7085,0.5159,True
f_x_surprise_sn,scenario,Unknown,0.5877,0.3699,False
f_x_quality_raw,scenario,Unknown,0.6088,0.4063,True
f_x_quality_sn,scenario,Unknown,0.549,0.3484,False
f_x_value_raw,scenario,Unknown,0.6555,0.449,True
f_x_value_sn,scenario,Unknown,0.7547,0.5798,True
f_x_mom_raw,scenario,Unknown,0.7739,0.607,True
f_x_mom_sn,scenario,Unknown,0.7721,0.6048,True
orthogonal_blend__ic_weighted,model,Unknown,0.7897,0.6309,True
orthogonal_blend__equal,model,Unknown,0.8025,0.6504,True
ix_earnings_surprise_x_eps_growth_yoy,scenario,Unknown,0.7889,0.628,True
ix_earnings_surprise_x_rev_growth_yoy,scenario,Unknown,0.7675,0.5951,True
ix_earnings_surprise_x_gross_profitability,scenario,Unknown,0.7415,0.5597,True
ix_earnings_surprise_x_operating_accruals,scenario,Unknown,0.7248,0.5356,True
ix_earnings_surprise_x_asset_growth,scenario,Unknown,0.7589,0.5835,True
ix_earnings_surprise_x_net_share_issuance,scenario,Unknown,0.7254,0.5381,True
ix_earnings_surprise_x_leverage_change,scenario,Unknown,0.6923,0.4917,True
ix_earnings_surprise_x_fcf_to_assets,scenario,Unknown,0.6813,0.4788,True
ix_earnings_surprise_x_dividend_growth,scenario,Unknown,0.7574,0.5802,True
ix_earnings_surprise_x_news_sentiment,scenario,Unknown,0.6951,0.4988,True
ix_eps_growth_yoy_x_rev_growth_yoy,scenario,Unknown,0.7432,0.5657,True
ix_eps_growth_yoy_x_gross_profitability,scenario,Unknown,0.6929,0.494,True
ix_eps_growth_yoy_x_operating_accruals,scenario,Unknown,0.7424,0.5615,True
ix_eps_growth_yoy_x_asset_growth,scenario,Unknown,0.7574,0.5828,True
ix_eps_growth_yoy_x_net_share_issuance,scenario,Unknown,0.6672,0.4645,True
ix_eps_growth_yoy_x_leverage_change,scenario,Unknown,0.7126,0.5219,True
ix_eps_growth_yoy_x_fcf_to_assets,scenario,Unknown,0.7251,0.5381,True
ix_eps_growth_yoy_x_dividend_growth,scenario,Unknown,0.7885,0.6308,True
ix_eps_growth_yoy_x_news_sentiment,scenario,Unknown,0.6518,0.4513,True
ix_rev_growth_yoy_x_gross_profitability,scenario,Unknown,0.667,0.4619,True
ix_rev_growth_yoy_x_operating_accruals,scenario,Unknown,0.6514,0.4412,True
ix_rev_growth_yoy_x_asset_growth,scenario,Unknown,0.6529,0.4419,True
ix_rev_growth_yoy_x_net_share_issuance,scenario,Unknown,0.6465,0.4366,True
ix_rev_growth_yoy_x_leverage_change,scenario,Unknown,0.6388,0.4258,True
ix_rev_growth_yoy_x_fcf_to_assets,scenario,Unknown,0.6876,0.4888,True
ix_rev_growth_yoy_x_dividend_growth,scenario,Unknown,0.7043,0.5097,True
ix_rev_growth_yoy_x_news_sentiment,scenario,Unknown,0.6697,0.4695,True
ix_gross_profitability_x_operating_accruals,scenario,Unknown,0.662,0.4563,True
ix_gross_profitability_x_asset_growth,scenario,Unknown,0.7182,0.5312,True
ix_gross_profitability_x_net_share_issuance,scenario,Unknown,0.6275,0.4332,True
ix_gross_profitability_x_leverage_change,scenario,Unknown,0.56,0.3505,False
ix_gross_profitability_x_fcf_to_assets,scenario,Unknown,0.5858,0.371,False
ix_gross_profitability_x_dividend_growth,scenario,Unknown,0.7065,0.5151,True
ix_gross_profitability_x_news_sentiment,scenario,Unknown,0.6192,0.4068,True
ix_operating_accruals_x_asset_growth,scenario,Unknown,0.684,0.4811,True
ix_operating_accruals_x_net_share_issuance,scenario,Unknown,0.6399,0.4336,True
ix_operating_accruals_x_leverage_change,scenario,Unknown,0.6691,0.4653,True
ix_operating_accruals_x_fcf_to_assets,scenario,Unknown,0.6468,0.4382,True
ix_operating_accruals_x_dividend_growth,scenario,Unknown,0.7071,0.5116,True
ix_operating_accruals_x_news_sentiment,scenario,Unknown,0.6355,0.4281,True
ix_asset_growth_x_net_share_issuance,scenario,Unknown,0.616,0.4079,True
ix_asset_growth_x_leverage_change,scenario,Unknown,0.5981,0.3849,False
ix_asset_growth_x_fcf_to_assets,scenario,Unknown,0.648,0.4396,True
ix_asset_growth_x_dividend_growth,scenario,Unknown,0.7041,0.5097,True
ix_asset_growth_x_news_sentiment,scenario,Unknown,0.6387,0.4313,True
ix_net_share_issuance_x_leverage_change,scenario,Unknown,0.5874,0.3724,False
ix_net_share_issuance_x_fcf_to_assets,scenario,Unknown,0.6438,0.4373,True
ix_net_share_issuance_x_dividend_growth,scenario,Unknown,0.6311,0.4287,True
ix_net_share_issuance_x_news_sentiment,scenario,Unknown,0.6631,0.4604,True
ix_leverage_change_x_fcf_to_assets,scenario,Unknown,0.5591,0.3441,False
ix_leverage_change_x_dividend_growth,scenario,Unknown,0.682,0.4814,True
ix_leverage_change_x_news_sentiment,scenario,Unknown,0.5886,0.3758,False
ix_fcf_to_assets_x_dividend_growth,scenario,Unknown,0.7111,0.5187,True
ix_fcf_to_assets_x_news_sentiment,scenario,Unknown,0.6416,0.4364,True
ix_dividend_growth_x_news_sentiment,scenario,Unknown,0.6602,0.4602,True
ix_earnings_surprise_x_surprise,scenario,Unknown,0.7634,0.5899,True
ix_earnings_surprise_x_momentum,scenario,Unknown,0.8103,0.6613,True
ix_earnings_surprise_x_quality,scenario,Unknown,0.7006,0.5042,True
ix_earnings_surprise_x_value,scenario,Unknown,0.7362,0.5515,True
ix_eps_growth_yoy_x_surprise,scenario,Unknown,0.7475,0.5678,True
ix_eps_growth_yoy_x_momentum,scenario,Unknown,0.8091,0.6594,True
ix_eps_growth_yoy_x_quality,scenario,Unknown,0.6677,0.4647,True
ix_eps_growth_yoy_x_value,scenario,Unknown,0.6868,0.4865,True
ix_rev_growth_yoy_x_surprise,scenario,Unknown,0.7009,0.5025,True
ix_rev_growth_yoy_x_momentum,scenario,Unknown,0.8023,0.649,True
ix_rev_growth_yoy_x_quality,scenario,Unknown,0.641,0.4337,True
ix_rev_growth_yoy_x_value,scenario,Unknown,0.6672,0.4602,True
ix_gross_profitability_x_surprise,scenario,Unknown,0.6999,0.5048,True
ix_gross_profitability_x_momentum,scenario,Unknown,0.7839,0.621,True
ix_gross_profitability_x_quality,scenario,Unknown,0.5737,0.3585,False
ix_gross_profitability_x_value,scenario,Unknown,0.6889,0.4904,True
ix_operating_accruals_x_surprise,scenario,Unknown,0.6631,0.4557,True
ix_operating_accruals_x_momentum,scenario,Unknown,0.7775,0.6116,True
ix_operating_accruals_x_quality,scenario,Unknown,0.5841,0.3728,False
ix_operating_accruals_x_value,scenario,Unknown,0.6582,0.4571,True
ix_asset_growth_x_surprise,scenario,Unknown,0.68,0.4764,True
ix_asset_growth_x_momentum,scenario,Unknown,0.7892,0.629,True
ix_asset_growth_x_quality,scenario,Unknown,0.6249,0.4147,True
ix_asset_growth_x_value,scenario,Unknown,0.6177,0.404,True
ix_net_share_issuance_x_surprise,scenario,Unknown,0.662,0.457,True
ix_net_share_issuance_x_momentum,scenario,Unknown,0.7709,0.6019,True
ix_net_share_issuance_x_quality,scenario,Unknown,0.693,0.4949,True
ix_net_share_issuance_x_value,scenario,Unknown,0.5863,0.3748,False
ix_leverage_change_x_surprise,scenario,Unknown,0.6477,0.4362,True
ix_leverage_change_x_momentum,scenario,Unknown,0.7714,0.6024,True
ix_leverage_change_x_quality,scenario,Unknown,0.5874,0.3739,False
ix_leverage_change_x_value,scenario,Unknown,0.637,0.4245,True
ix_fcf_to_assets_x_surprise,scenario,Unknown,0.6805,0.4771,True
ix_fcf_to_assets_x_momentum,scenario,Unknown,0.7634,0.5909,True
ix_fcf_to_assets_x_quality,scenario,Unknown,0.5447,0.3412,False
ix_fcf_to_assets_x_value,scenario,Unknown,0.6255,0.4092,True
ix_dividend_growth_x_surprise,scenario,Unknown,0.736,0.5508,True
ix_dividend_growth_x_momentum,scenario,Unknown,0.817,0.6721,True
ix_dividend_growth_x_quality,scenario,Unknown,0.6676,0.4657,True
ix_dividend_growth_x_value,scenario,Unknown,0.7243,0.5349,True
ix_news_sentiment_x_surprise,scenario,Unknown,0.7085,0.5159,True
ix_news_sentiment_x_momentum,scenario,Unknown,0.7739,0.607,True
ix_news_sentiment_x_quality,scenario,Unknown,0.6088,0.4063,True
ix_news_sentiment_x_value,scenario,Unknown,0.6555,0.449,True
