name,kind,family,ic_old,t_old,ic_new,t_new,both_cohorts_positive,old_cohort_only
orthogonal_blend__equal,model,model,0.0308,1.58,-0.0464,-2.04,False,True
f_level_raw,scenario,orthogonal,-0.0051,-0.3,-0.0198,-1.14,False,False
f_level_sn,scenario,orthogonal,-0.025,-1.52,-0.0203,-1.16,False,False
f_chg1_raw,scenario,orthogonal,-0.0315,-1.91,-0.0253,-1.37,False,False
f_chg1_sn,scenario,orthogonal,-0.0311,-2.15,-0.0247,-1.33,False,False
f_accel_raw,scenario,orthogonal,-0.032,-2.02,-0.0177,-0.97,False,False
f_accel_sn,scenario,orthogonal,-0.0276,-1.93,-0.016,-0.87,False,False
f_lag1_raw,scenario,orthogonal,0.0184,1.09,0.0065,0.35,True,False
f_lag1_sn,scenario,orthogonal,0.0079,0.5,0.0046,0.25,True,False
f_rmean_5_raw,scenario,orthogonal,0.0301,1.7,-0.0064,-0.32,False,True
f_rmean_5_sn,scenario,orthogonal,-0.0015,-0.09,-0.0071,-0.36,False,False
f_rstd_5_raw,scenario,orthogonal,0.0124,0.75,0.0152,0.79,True,False
f_rstd_5_sn,scenario,orthogonal,0.0146,0.87,0.0137,0.71,True,False
f_rchg_5_raw,scenario,orthogonal,-0.0172,-1.0,-0.0291,-1.73,False,False
f_rchg_5_sn,scenario,orthogonal,-0.0284,-1.79,-0.0292,-1.72,False,False
f_rmean_21_raw,scenario,orthogonal,0.0113,0.65,0.0131,0.63,True,False
f_rmean_21_sn,scenario,orthogonal,-0.0128,-0.77,0.0128,0.61,False,False
f_rstd_21_raw,scenario,orthogonal,0.0133,0.78,-0.0132,-0.67,False,True
f_rstd_21_sn,scenario,orthogonal,0.0068,0.41,-0.0144,-0.73,False,True
f_rchg_21_raw,scenario,orthogonal,-0.0111,-0.64,-0.0354,-2.18,False,False
f_rchg_21_sn,scenario,orthogonal,-0.018,-1.18,-0.0355,-2.16,False,False
f_rmean_63_raw,scenario,orthogonal,0.0112,0.64,0.0056,0.3,True,False
f_rmean_63_sn,scenario,orthogonal,-0.0048,-0.28,0.0047,0.25,False,False
f_rstd_63_raw,scenario,orthogonal,0.0079,0.41,-0.0102,-0.53,False,True
f_rstd_63_sn,scenario,orthogonal,-0.0084,-0.44,-0.0114,-0.59,False,False
f_rchg_63_raw,scenario,orthogonal,-0.0192,-1.14,-0.0293,-1.76,False,False
f_rchg_63_sn,scenario,orthogonal,-0.0334,-2.15,-0.029,-1.71,False,False
f_z_raw,scenario,orthogonal,-0.0051,-0.3,-0.0198,-1.14,False,False
f_z_sn,scenario,orthogonal,-0.025,-1.52,-0.0203,-1.16,False,False
f_sector_z_raw,scenario,orthogonal,-0.0243,-1.36,-0.0202,-1.17,False,False
f_sector_z_sn,scenario,orthogonal,-0.027,-1.58,-0.0203,-1.16,False,False
f_rank_raw,scenario,orthogonal,-0.0051,-0.3,-0.0198,-1.14,False,False
f_rank_sn,scenario,orthogonal,-0.0248,-1.5,-0.0203,-1.16,False,False
f_winz_raw,scenario,orthogonal,-0.0051,-0.3,-0.0198,-1.14,False,False
f_winz_sn,scenario,orthogonal,-0.0235,-1.42,-0.0203,-1.16,False,False
f_x_surprise_raw,scenario,orthogonal,-0.0017,-0.13,-0.0059,-0.31,False,False
f_x_surprise_sn,scenario,orthogonal,0.0219,1.32,-0.0076,-0.4,False,True
f_x_quality_raw,scenario,orthogonal,0.0141,0.95,-0.0253,-1.48,False,True
f_x_quality_sn,scenario,orthogonal,0.009,0.55,-0.0248,-1.44,False,True
f_x_value_raw,scenario,orthogonal,0.0029,0.2,0.0187,1.11,True,False
f_x_value_sn,scenario,orthogonal,0.0092,0.59,0.0163,0.96,True,False
f_x_mom_raw,scenario,orthogonal,0.0181,1.36,-0.0008,-0.05,False,True
f_x_mom_sn,scenario,orthogonal,0.0267,1.84,0.0023,0.14,True,False
orthogonal_blend__ic_weighted,model,model,0.0353,2.06,-0.0184,-0.95,False,True
orthogonal_blend__equal,model,model,0.0303,1.77,-0.0516,-2.32,False,True
f_level_raw,scenario,orthogonal,0.0144,0.77,0.0069,0.37,True,False
f_level_sn,scenario,orthogonal,0.0322,1.81,0.0055,0.29,True,False
f_chg1_raw,scenario,orthogonal,0.008,0.5,0.0196,1.13,True,False
f_chg1_sn,scenario,orthogonal,0.0102,0.61,0.0186,1.08,True,False
f_accel_raw,scenario,orthogonal,0.0036,0.21,0.006,0.31,True,False
f_accel_sn,scenario,orthogonal,0.0089,0.51,0.0074,0.38,True,False
f_lag1_raw,scenario,orthogonal,0.0036,0.18,0.0079,0.47,True,False
f_lag1_sn,scenario,orthogonal,0.019,1.02,0.0064,0.38,True,False
f_rmean_5_raw,scenario,orthogonal,-0.0084,-0.41,0.0159,0.92,False,False
f_rmean_5_sn,scenario,orthogonal,0.0009,0.05,0.0156,0.91,True,False
f_rstd_5_raw,scenario,orthogonal,0.009,0.51,0.0317,1.71,True,False
f_rstd_5_sn,scenario,orthogonal,0.0256,1.59,0.0304,1.64,True,False
f_rchg_5_raw,scenario,orthogonal,0.023,1.61,0.0047,0.28,True,False
f_rchg_5_sn,scenario,orthogonal,0.0297,1.9,0.0021,0.12,True,False
f_rmean_21_raw,scenario,orthogonal,0.0124,0.65,0.0294,1.59,True,False
f_rmean_21_sn,scenario,orthogonal,0.011,0.63,0.0288,1.56,True,False
f_rstd_21_raw,scenario,orthogonal,0.0009,0.05,-0.0045,-0.24,False,True
f_rstd_21_sn,scenario,orthogonal,0.0105,0.73,-0.0074,-0.4,False,True
f_rchg_21_raw,scenario,orthogonal,0.0184,1.23,0.0035,0.21,True,False
f_rchg_21_sn,scenario,orthogonal,0.0238,1.67,0.003,0.17,True,False
f_rmean_63_raw,scenario,orthogonal,-0.0008,-0.04,0.0323,1.59,False,False
f_rmean_63_sn,scenario,orthogonal,0.0058,0.36,0.032,1.58,True,False
f_rstd_63_raw,scenario,orthogonal,0.0052,0.32,-0.0009,-0.05,False,True
f_rstd_63_sn,scenario,orthogonal,0.0042,0.28,-0.0018,-0.09,False,True
f_rchg_63_raw,scenario,orthogonal,0.0249,1.73,-0.0005,-0.03,False,True
f_rchg_63_sn,scenario,orthogonal,0.0318,2.22,-0.0017,-0.1,False,True
f_z_raw,scenario,orthogonal,0.0144,0.77,0.0069,0.37,True,False
f_z_sn,scenario,orthogonal,0.0322,1.81,0.0055,0.29,True,False
f_sector_z_raw,scenario,orthogonal,0.0134,0.75,0.0079,0.43,True,False
f_sector_z_sn,scenario,orthogonal,0.01,0.59,0.0055,0.29,True,False
f_rank_raw,scenario,orthogonal,0.0144,0.77,0.0069,0.37,True,False
f_rank_sn,scenario,orthogonal,0.0144,0.84,0.0065,0.35,True,False
f_winz_raw,scenario,orthogonal,0.0143,0.76,0.0069,0.37,True,False
f_winz_sn,scenario,orthogonal,0.0302,1.73,0.0056,0.3,True,False
f_x_surprise_raw,scenario,orthogonal,-0.0326,-2.42,0.0035,0.2,False,False
f_x_surprise_sn,scenario,orthogonal,-0.0202,-1.22,0.0056,0.32,False,False
f_x_quality_raw,scenario,orthogonal,-0.0305,-1.79,-0.0248,-1.44,False,False
f_x_quality_sn,scenario,orthogonal,-0.0219,-1.29,-0.0254,-1.49,False,False
f_x_value_raw,scenario,orthogonal,0.004,0.22,0.0039,0.19,True,False
f_x_value_sn,scenario,orthogonal,-0.037,-2.18,0.0049,0.24,False,False
f_x_mom_raw,scenario,orthogonal,-0.015,-0.83,-0.009,-0.53,False,False
f_x_mom_sn,scenario,orthogonal,-0.0045,-0.26,-0.0096,-0.56,False,False
orthogonal_blend__ic_weighted,model,model,0.026,1.52,-0.0444,-2.01,False,True
orthogonal_blend__equal,model,model,0.0365,2.04,-0.0326,-1.41,False,True
f_level_raw,scenario,orthogonal,-0.0418,-2.31,-0.016,-0.87,False,False
f_level_sn,scenario,orthogonal,-0.0024,-0.13,-0.0175,-0.95,False,False
f_chg1_raw,scenario,orthogonal,-0.0075,-0.42,-0.0091,-0.52,False,False
f_chg1_sn,scenario,orthogonal,-0.0023,-0.14,-0.0085,-0.48,False,False
f_accel_raw,scenario,orthogonal,-0.0062,-0.33,-0.0044,-0.22,False,False
f_accel_sn,scenario,orthogonal,-0.0164,-0.87,-0.005,-0.25,False,False
f_lag1_raw,scenario,orthogonal,-0.034,-1.59,-0.0277,-1.52,False,False
f_lag1_sn,scenario,orthogonal,-0.0119,-0.57,-0.0294,-1.61,False,False
f_rmean_5_raw,scenario,orthogonal,-0.0281,-1.45,-0.0428,-2.41,False,False
f_rmean_5_sn,scenario,orthogonal,-0.0037,-0.19,-0.0447,-2.51,False,False
f_rstd_5_raw,scenario,orthogonal,-0.0214,-1.12,0.0197,0.96,False,False
f_rstd_5_sn,scenario,orthogonal,-0.0148,-0.76,0.0185,0.9,False,False
f_rchg_5_raw,scenario,orthogonal,-0.0211,-1.27,0.0001,0.01,False,False
f_rchg_5_sn,scenario,orthogonal,-0.0125,-0.78,0.0013,0.08,False,False
f_rmean_21_raw,scenario,orthogonal,-0.0105,-0.57,-0.0148,-0.76,False,False
f_rmean_21_sn,scenario,orthogonal,-0.0051,-0.29,-0.0167,-0.86,False,False
f_rstd_21_raw,scenario,orthogonal,-0.0125,-0.63,0.009,0.44,False,False
f_rstd_21_sn,scenario,orthogonal,-0.0016,-0.08,0.0062,0.3,False,False
f_rchg_21_raw,scenario,orthogonal,-0.0215,-1.25,-0.0119,-0.69,False,False
f_rchg_21_sn,scenario,orthogonal,-0.0092,-0.48,-0.0121,-0.7,False,False
f_rmean_63_raw,scenario,orthogonal,-0.0137,-0.77,-0.012,-0.58,False,False
f_rmean_63_sn,scenario,orthogonal,-0.0038,-0.21,-0.0131,-0.64,False,False
f_rstd_63_raw,scenario,orthogonal,-0.0101,-0.56,0.0365,1.86,False,False
f_rstd_63_sn,scenario,orthogonal,0.0008,0.04,0.0349,1.76,True,False
f_rchg_63_raw,scenario,orthogonal,-0.0192,-1.1,-0.0225,-1.26,False,False
f_rchg_63_sn,scenario,orthogonal,-0.0098,-0.55,-0.0229,-1.28,False,False
f_z_raw,scenario,orthogonal,-0.0418,-2.31,-0.016,-0.87,False,False
f_z_sn,scenario,orthogonal,-0.0024,-0.13,-0.0175,-0.95,False,False
f_sector_z_raw,scenario,orthogonal,-0.0081,-0.46,-0.0143,-0.79,False,False
f_sector_z_sn,scenario,orthogonal,-0.0145,-0.82,-0.0175,-0.95,False,False
f_rank_raw,scenario,orthogonal,-0.0418,-2.31,-0.016,-0.87,False,False
f_rank_sn,scenario,orthogonal,-0.0237,-1.36,-0.0164,-0.9,False,False
f_winz_raw,scenario,orthogonal,-0.0418,-2.31,-0.0161,-0.88,False,False
f_winz_sn,scenario,orthogonal,-0.0046,-0.25,-0.0175,-0.95,False,False
f_x_surprise_raw,scenario,orthogonal,-0.0381,-2.05,-0.002,-0.1,False,False
f_x_surprise_sn,scenario,orthogonal,-0.0386,-2.06,-0.0004,-0.02,False,False
f_x_quality_raw,scenario,orthogonal,-0.0298,-2.08,0.0002,0.01,False,False
f_x_quality_sn,scenario,orthogonal,-0.0045,-0.31,0.0013,0.07,False,False
f_x_value_raw,scenario,orthogonal,-0.0051,-0.27,-0.0323,-1.45,False,False
f_x_value_sn,scenario,orthogonal,-0.0341,-1.82,-0.0308,-1.39,False,False
f_x_mom_raw,scenario,orthogonal,-0.0189,-1.03,-0.0158,-0.95,False,False
f_x_mom_sn,scenario,orthogonal,0.0073,0.48,-0.0137,-0.83,False,True
orthogonal_blend__ic_weighted,model,model,0.0292,1.56,-0.0308,-1.45,False,True
orthogonal_blend__equal,model,model,0.0286,1.59,-0.0469,-1.97,False,True
f_level_raw,scenario,orthogonal,0.001,0.07,0.0073,0.36,True,False
f_level_sn,scenario,orthogonal,0.0154,0.95,0.0083,0.41,True,False
f_chg1_raw,scenario,orthogonal,0.0013,0.08,-0.019,-1.15,False,True
f_chg1_sn,scenario,orthogonal,0.0221,1.13,-0.0162,-0.97,False,True
f_accel_raw,scenario,orthogonal,-0.0274,-1.67,-0.0385,-2.05,False,False
f_accel_sn,scenario,orthogonal,-0.0159,-0.89,-0.0349,-1.86,False,False
f_lag1_raw,scenario,orthogonal,-0.0056,-0.33,0.0218,1.06,False,False
f_lag1_sn,scenario,orthogonal,-0.007,-0.42,0.0214,1.04,False,False
f_rmean_5_raw,scenario,orthogonal,-0.0077,-0.48,0.0245,1.25,False,False
f_rmean_5_sn,scenario,orthogonal,-0.0139,-0.86,0.0268,1.36,False,False
f_rstd_5_raw,scenario,orthogonal,0.0243,1.35,0.0443,2.25,True,False
f_rstd_5_sn,scenario,orthogonal,0.0221,1.27,0.0429,2.17,True,False
f_rchg_5_raw,scenario,orthogonal,0.0153,0.92,0.0096,0.57,True,False
f_rchg_5_sn,scenario,orthogonal,0.033,1.88,0.0102,0.6,True,False
f_rmean_21_raw,scenario,orthogonal,0.0105,0.65,0.0088,0.44,True,False
f_rmean_21_sn,scenario,orthogonal,0.0143,0.82,0.0122,0.61,True,False
f_rstd_21_raw,scenario,orthogonal,0.0276,1.55,0.0056,0.29,True,False
f_rstd_21_sn,scenario,orthogonal,0.0188,1.12,0.0031,0.15,True,False
f_rchg_21_raw,scenario,orthogonal,-0.0045,-0.31,0.0218,1.2,False,False
f_rchg_21_sn,scenario,orthogonal,0.004,0.26,0.0212,1.17,True,False
f_rmean_63_raw,scenario,orthogonal,0.002,0.12,0.0024,0.12,True,False
f_rmean_63_sn,scenario,orthogonal,0.0046,0.27,0.0068,0.35,True,False
f_rstd_63_raw,scenario,orthogonal,0.0284,1.48,0.0156,0.75,True,False
f_rstd_63_sn,scenario,orthogonal,0.0207,1.23,0.0146,0.7,True,False
f_rchg_63_raw,scenario,orthogonal,-0.005,-0.36,0.0146,0.77,False,False
f_rchg_63_sn,scenario,orthogonal,0.0073,0.46,0.0131,0.69,True,False
f_z_raw,scenario,orthogonal,0.001,0.07,0.0073,0.36,True,False
f_z_sn,scenario,orthogonal,0.0154,0.95,0.0083,0.41,True,False
f_sector_z_raw,scenario,orthogonal,0.0029,0.18,0.0058,0.28,True,False
f_sector_z_sn,scenario,orthogonal,0.0083,0.52,0.0083,0.41,True,False
f_rank_raw,scenario,orthogonal,0.001,0.07,0.0073,0.36,True,False
f_rank_sn,scenario,orthogonal,0.007,0.43,0.008,0.39,True,False
f_winz_raw,scenario,orthogonal,0.0012,0.08,0.0071,0.35,True,False
f_winz_sn,scenario,orthogonal,0.0105,0.66,0.0077,0.38,True,False
f_x_surprise_raw,scenario,orthogonal,0.0195,1.18,0.0054,0.28,True,False
f_x_surprise_sn,scenario,orthogonal,0.0212,1.18,0.0054,0.28,True,False
f_x_quality_raw,scenario,orthogonal,0.0048,0.31,-0.0103,-0.7,False,True
f_x_quality_sn,scenario,orthogonal,0.007,0.44,-0.0093,-0.63,False,True
f_x_value_raw,scenario,orthogonal,0.0216,1.35,0.0177,0.95,True,False
f_x_value_sn,scenario,orthogonal,0.0042,0.27,0.0197,1.05,True,False
f_x_mom_raw,scenario,orthogonal,0.0124,0.76,0.0323,1.66,True,False
f_x_mom_sn,scenario,orthogonal,0.0047,0.28,0.0301,1.56,True,False
orthogonal_blend__ic_weighted,model,model,0.0344,2.2,-0.0076,-0.33,False,True
orthogonal_blend__equal,model,model,0.0223,1.12,-0.0251,-1.15,False,True
f_level_raw,scenario,orthogonal,0.0267,1.31,0.0203,1.06,True,False
f_level_sn,scenario,orthogonal,0.0258,1.27,0.021,1.09,True,False
f_chg1_raw,scenario,orthogonal,0.0392,2.2,0.0146,0.79,True,False
f_chg1_sn,scenario,orthogonal,0.038,2.33,0.013,0.7,True,False
f_accel_raw,scenario,orthogonal,0.0434,2.69,0.0089,0.48,True,False
f_accel_sn,scenario,orthogonal,0.0389,2.71,0.0068,0.36,True,False
f_lag1_raw,scenario,orthogonal,-0.0085,-0.46,0.0073,0.36,False,False
f_lag1_sn,scenario,orthogonal,-0.0145,-0.81,0.0094,0.46,False,False
f_rmean_5_raw,scenario,orthogonal,0.012,0.63,0.016,0.79,True,False
f_rmean_5_sn,scenario,orthogonal,-0.0012,-0.06,0.0169,0.83,False,False
f_rstd_5_raw,scenario,orthogonal,-0.011,-0.62,0.0093,0.47,False,False
f_rstd_5_sn,scenario,orthogonal,0.0003,0.02,0.0075,0.37,True,False
f_rchg_5_raw,scenario,orthogonal,0.0191,1.04,0.0242,1.47,True,False
f_rchg_5_sn,scenario,orthogonal,0.0297,1.76,0.0234,1.41,True,False
f_rmean_21_raw,scenario,orthogonal,0.0088,0.47,0.0084,0.39,True,False
f_rmean_21_sn,scenario,orthogonal,-0.0104,-0.54,0.0086,0.4,False,False
f_rstd_21_raw,scenario,orthogonal,0.0047,0.26,0.0,0.0,False,True
f_rstd_21_sn,scenario,orthogonal,-0.0047,-0.25,-0.0017,-0.08,False,False
f_rchg_21_raw,scenario,orthogonal,0.0292,1.6,0.0257,1.47,True,False
f_rchg_21_sn,scenario,orthogonal,0.0327,1.81,0.0256,1.45,True,False
f_rmean_63_raw,scenario,orthogonal,0.0094,0.49,-0.0006,-0.03,False,True
f_rmean_63_sn,scenario,orthogonal,0.0042,0.22,-0.0008,-0.04,False,True
f_rstd_63_raw,scenario,orthogonal,0.0075,0.42,-0.0008,-0.05,False,True
f_rstd_63_sn,scenario,orthogonal,-0.01,-0.56,-0.0023,-0.13,False,False
f_rchg_63_raw,scenario,orthogonal,0.0248,1.33,0.0279,1.56,True,False
f_rchg_63_sn,scenario,orthogonal,0.0297,1.68,0.0283,1.57,True,False
f_z_raw,scenario,orthogonal,0.0267,1.31,0.0203,1.06,True,False
f_z_sn,scenario,orthogonal,0.0258,1.27,0.021,1.09,True,False
f_sector_z_raw,scenario,orthogonal,0.0257,1.22,0.0216,1.12,True,False
f_sector_z_sn,scenario,orthogonal,0.022,1.11,0.021,1.09,True,False
f_rank_raw,scenario,orthogonal,0.0267,1.31,0.0203,1.06,True,False
f_rank_sn,scenario,orthogonal,0.0306,1.49,0.0211,1.09,True,False
f_winz_raw,scenario,orthogonal,0.0267,1.31,0.0202,1.05,True,False
f_winz_sn,scenario,orthogonal,0.0283,1.37,0.0209,1.08,True,False
f_x_surprise_raw,scenario,orthogonal,-0.0195,-1.23,0.0007,0.05,False,False
f_x_surprise_sn,scenario,orthogonal,-0.0186,-1.15,0.0002,0.01,False,False
f_x_quality_raw,scenario,orthogonal,-0.0142,-0.85,0.024,1.29,False,False
f_x_quality_sn,scenario,orthogonal,-0.0098,-0.65,0.022,1.18,False,False
f_x_value_raw,scenario,orthogonal,-0.0109,-0.73,-0.0162,-0.77,False,False
f_x_value_sn,scenario,orthogonal,0.0018,0.12,-0.0152,-0.72,False,True
f_x_mom_raw,scenario,orthogonal,0.016,1.12,-0.0023,-0.11,False,True
f_x_mom_sn,scenario,orthogonal,0.0074,0.5,-0.0017,-0.09,False,True
orthogonal_blend__ic_weighted,model,model,0.0234,1.3,-0.0142,-0.73,False,True
orthogonal_blend__equal,model,model,0.0284,1.39,-0.0242,-1.1,False,True
f_level_raw,scenario,orthogonal,0.0076,0.41,0.0255,1.29,True,False
f_level_sn,scenario,orthogonal,0.0194,1.2,0.0253,1.29,True,False
f_chg1_raw,scenario,orthogonal,0.0274,1.88,0.0183,1.2,True,False
f_chg1_sn,scenario,orthogonal,0.0279,1.75,0.016,1.06,True,False
f_accel_raw,scenario,orthogonal,0.0057,0.36,0.0215,1.41,True,False
f_accel_sn,scenario,orthogonal,0.0126,0.72,0.0198,1.3,True,False
f_lag1_raw,scenario,orthogonal,-0.0081,-0.37,0.0084,0.46,False,False
f_lag1_sn,scenario,orthogonal,-0.0084,-0.49,0.0089,0.49,False,False
f_rmean_5_raw,scenario,orthogonal,-0.0278,-1.37,0.0131,0.79,False,False
f_rmean_5_sn,scenario,orthogonal,-0.0069,-0.43,0.0138,0.83,False,False
f_rstd_5_raw,scenario,orthogonal,-0.0033,-0.16,0.0041,0.25,False,False
f_rstd_5_sn,scenario,orthogonal,-0.0024,-0.12,0.0041,0.25,False,False
f_rchg_5_raw,scenario,orthogonal,0.0241,1.43,-0.0133,-0.66,False,True
f_rchg_5_sn,scenario,orthogonal,0.0139,0.82,-0.0143,-0.72,False,True
f_rmean_21_raw,scenario,orthogonal,-0.0054,-0.31,0.0103,0.69,False,False
f_rmean_21_sn,scenario,orthogonal,-0.0173,-1.0,0.0106,0.71,False,False
f_rstd_21_raw,scenario,orthogonal,-0.0174,-0.83,-0.0127,-0.76,False,False
f_rstd_21_sn,scenario,orthogonal,-0.0062,-0.35,-0.0128,-0.77,False,False
f_rchg_21_raw,scenario,orthogonal,0.0083,0.48,-0.0073,-0.38,False,True
f_rchg_21_sn,scenario,orthogonal,0.0148,0.87,-0.0078,-0.4,False,True
f_rmean_63_raw,scenario,orthogonal,0.0033,0.17,0.0081,0.5,True,False
f_rmean_63_sn,scenario,orthogonal,-0.0191,-1.12,0.0081,0.51,False,False
f_rstd_63_raw,scenario,orthogonal,-0.0154,-0.81,-0.0117,-0.59,False,False
f_rstd_63_sn,scenario,orthogonal,-0.0158,-0.93,-0.0113,-0.58,False,False
f_rchg_63_raw,scenario,orthogonal,0.0123,0.72,0.0015,0.07,True,False
f_rchg_63_sn,scenario,orthogonal,0.0098,0.61,0.0006,0.03,True,False
f_z_raw,scenario,orthogonal,0.0076,0.41,0.0255,1.29,True,False
f_z_sn,scenario,orthogonal,0.0194,1.2,0.0253,1.29,True,False
f_sector_z_raw,scenario,orthogonal,0.0292,1.87,0.0272,1.38,True,False
f_sector_z_sn,scenario,orthogonal,0.0285,1.89,0.0253,1.29,True,False
f_rank_raw,scenario,orthogonal,0.0076,0.41,0.0255,1.29,True,False
f_rank_sn,scenario,orthogonal,0.0105,0.62,0.0255,1.3,True,False
f_winz_raw,scenario,orthogonal,0.0076,0.41,0.0255,1.29,True,False
f_winz_sn,scenario,orthogonal,0.0217,1.35,0.0256,1.3,True,False
f_x_surprise_raw,scenario,orthogonal,-0.0315,-1.89,0.0518,2.86,False,False
f_x_surprise_sn,scenario,orthogonal,-0.0188,-1.1,0.052,2.87,False,False
f_x_quality_raw,scenario,orthogonal,-0.012,-0.63,-0.0332,-1.58,False,False
f_x_quality_sn,scenario,orthogonal,-0.0043,-0.25,-0.0332,-1.59,False,False
f_x_value_raw,scenario,orthogonal,-0.0072,-0.43,0.0165,0.89,False,False
f_x_value_sn,scenario,orthogonal,-0.0363,-1.99,0.0161,0.88,False,False
f_x_mom_raw,scenario,orthogonal,0.0121,0.59,0.0273,1.29,True,False
f_x_mom_sn,scenario,orthogonal,0.0022,0.12,0.0275,1.3,True,False
orthogonal_blend__ic_weighted,model,model,0.0271,1.48,-0.0245,-1.16,False,True
orthogonal_blend__equal,model,model,0.0317,1.76,-0.0331,-1.38,False,True
f_level_raw,scenario,orthogonal,-0.0044,-0.24,0.0347,2.07,False,False
f_level_sn,scenario,orthogonal,-0.0007,-0.04,0.0343,2.05,False,False
f_chg1_raw,scenario,orthogonal,-0.0145,-0.91,0.011,0.54,False,False
f_chg1_sn,scenario,orthogonal,-0.007,-0.43,0.0127,0.63,False,False
f_accel_raw,scenario,orthogonal,-0.0299,-1.98,0.0067,0.36,False,False
f_accel_sn,scenario,orthogonal,-0.0347,-2.32,0.0103,0.56,False,False
f_lag1_raw,scenario,orthogonal,0.0032,0.17,0.0193,1.04,True,False
f_lag1_sn,scenario,orthogonal,-0.0,-0.0,0.0176,0.96,False,False
f_rmean_5_raw,scenario,orthogonal,-0.0247,-1.34,0.0267,1.34,False,False
f_rmean_5_sn,scenario,orthogonal,-0.017,-0.95,0.0266,1.34,False,False
f_rstd_5_raw,scenario,orthogonal,0.0282,1.61,-0.025,-1.39,False,True
f_rstd_5_sn,scenario,orthogonal,0.0112,0.63,-0.0267,-1.49,False,True
f_rchg_5_raw,scenario,orthogonal,0.0002,0.01,0.0031,0.17,True,False
f_rchg_5_sn,scenario,orthogonal,-0.0025,-0.16,0.0032,0.18,False,False
f_rmean_21_raw,scenario,orthogonal,-0.0125,-0.67,0.0261,1.41,False,False
f_rmean_21_sn,scenario,orthogonal,0.001,0.05,0.0269,1.46,True,False
f_rstd_21_raw,scenario,orthogonal,0.005,0.29,-0.0101,-0.63,False,True
f_rstd_21_sn,scenario,orthogonal,-0.0061,-0.32,-0.013,-0.83,False,False
f_rchg_21_raw,scenario,orthogonal,-0.0132,-0.79,0.0133,0.87,False,False
f_rchg_21_sn,scenario,orthogonal,-0.0107,-0.75,0.0127,0.84,False,False
