scenario,signal,family,construction,horizon_days,mean_ic,ic_t,mean_monthly_spread,net_spread_25bps,spread_hit_rate,n_events,n_months,safety_preview,safety_review,safety_orders,safety_automation,usage_note
surprise_magnitude,magnitude_score,earnings,"long top quintile / short bottom quintile, monthly, raw-neutral",21,0.0411,2.68,0.0066,0.0016,0.6083,29032,120,PREVIEW_ONLY,MANUAL_REVIEW,NO_ORDERS,AUTOMATION_OFF,Surface as a ranking idea in the daily-review cockpit; analyst confirms before any manual paper trade. Point-in-time on EODHD earnings/fundamentals + local prices.
positive_surprise_asymmetry,surprise_pos,earnings,"long top quintile / short bottom quintile, monthly, raw-neutral",21,0.0488,3.08,0.0051,0.0002,0.5917,28654,120,PREVIEW_ONLY,MANUAL_REVIEW,NO_ORDERS,AUTOMATION_OFF,Surface as a ranking idea in the daily-review cockpit; analyst confirms before any manual paper trade. Point-in-time on EODHD earnings/fundamentals + local prices.
surprise_x_quality,surprise_x_quality,interaction,"long top quintile / short bottom quintile, monthly, raw-neutral",21,0.047,2.97,0.0103,0.0054,0.65,26839,120,PREVIEW_ONLY,MANUAL_REVIEW,NO_ORDERS,AUTOMATION_OFF,Surface as a ranking idea in the daily-review cockpit; analyst confirms before any manual paper trade. Point-in-time on EODHD earnings/fundamentals + local prices.
surprise_sector_neutral,surprise_pct,earnings,"long top quintile / short bottom quintile, monthly, sector-neutral",21,0.0514,2.96,0.0108,0.0058,0.6417,27279,120,PREVIEW_ONLY,MANUAL_REVIEW,NO_ORDERS,AUTOMATION_OFF,Surface as a ranking idea in the daily-review cockpit; analyst confirms before any manual paper trade. Point-in-time on EODHD earnings/fundamentals + local prices.
